id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,Log((Abs((Exp((t0 + Log((Abs((x0 - t1)) ^ Exp((x8 / x7)))))) - (Abs(Exp(t2)) ^ Sin(Sqrt(Abs(Log(Sin(((Abs(Log(t3)) ^ x7) / Exp(Sin((Abs((Exp(x8) / Exp(t4))) ^ x0)))))))))))) ^ Sqrt(Abs(((Sin(t5) - t6) * (Abs((t7 / x4)) ^ Sin(x0))))))),0.6255243229873252;-12.352454098665676;29.257337995269825;3.2962220876387165;-0.109538487539449;-4.741959862999066;2.8651323122324572;1.0838072883206107,48,145.0027570316498,142.62222121875485,0.43357123293477273,0.4255428492212959
