Complexity,Loss,Equation
1,143012.22,"1663.3395"
3,36264.656,"576.8618 / x3"
5,11552.475,"-474.33548 / (x4 + -3.992877)"
7,4020.6414,"((x0 * -1.2785491) + 672.0625) / x3"
9,4007.1833,"(x0 / -1.4605576) - ((x0 + -669.6696) / x3)"
11,4005.1987,"(x1 - ((x0 + -669.6696) / x3)) + (x0 / -1.4605576)"
12,3410.462,"exp(powabs(x1, x1)) - (x0 + ((x0 + -664.13007) / x3))"
16,3075.3176,"(exp(x4 + x4) + 177.07584) + (x4 * (powabs(x1, x4 + x1) - x0))"
17,2951.319,"(((exp(x1) * (x1 * exp(sqrtabs(x4)))) - x0) * x4) + exp(x4 + x4)"
18,2838.2146,"((((exp(x1) + x4) * (exp(x1) + x1)) - x0) * x4) + exp(x4 + x4)"
19,2160.8335,"(512.7459 - ((x0 / x3) - (x3 - (((-294.95297 / x1) * -8.541758) + (-796.0856 / x3))))) + 371.36755"
21,2157.9607,"(512.7459 - ((x0 / x3) - (0.5281152 - ((((-294.95297 / x1) * -8.541758) + (-796.0856 / x3)) + x1)))) + 371.36755"
27,1541.7659,"(((x4 + sin(powabs(x1, x1 + x4) + x1)) * ((powabs(x1, x1 + x4) + x4) - x0)) + 158.15295) + exp(x4 + x4)"
28,1322.7893,"exp(x4 + x4) + (94.62584 + ((x4 + sin(powabs(x1, x4 + x1) + x1)) * ((powabs(x1, x4 + x1) + sqrtabs(-664.13007)) - x0)))"
29,1250.2574,"((exp(x4 + x4) + 66.5099) + 24.22467) + ((x4 + sin(powabs(x1, x4 + x1) + x1)) * ((powabs(x1, x4 + x1) + 24.22467) - x0))"
30,1241.2013,"(exp(x4 + x4) + 103.15309) + ((x4 + sin(powabs(x1, x1 + x4) + x1)) * ((powabs(x1, x1 + x4) + sqrtabs(512.7459)) - (x0 + x1)))"
32,1131.545,"(94.62584 + ((x4 + sin(powabs(x1, x4 + x1) + x1)) * ((powabs(x1, x4 + x1) + sqrtabs((x0 + 377.56247) + x0)) - x0))) + exp(x4 + x4)"
33,1131.0114,"((exp(x4 + x4) + sqrtabs(x0)) + 94.62584) + ((x4 + sin(powabs(x1, x4 + x1) + x1)) * (powabs(x1, x4 + x1) + (sqrtabs(x0 + 377.56247) - x0)))"
34,1125.9282,"exp(x4 + x4) + (94.62584 + (((x4 + sin(powabs(x1, x4 + x1) + x1)) * (powabs(x1, x4 + x1) + (sqrtabs((x0 + 377.56247) + x0) - x0))) + x1))"
