gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,0.097778544,0.062450193,0.07706531,0.10481477,0.10700416,0.13900213,0.12929733,0.13285114,0.1586621,0.16520272,182.30998,22.926605,97.682556,207.01352,214.36278,193.67426,53.342026,130.69678,220.29579,230.01674,6.931472,3.295837,3.295837,29.933607,35.155594,8.068312,7.0500298,7.817343,14.547736,18.786446,5,3,3,13,16,6.0,5.72,5.764,6.33,6.442
2,0.087357245,0.061171245,0.0633018,0.09987304,0.100902416,0.14174573,0.12929733,0.13208304,0.16387798,0.18902,142.24542,15.570557,27.741669,189.8447,193.48997,175.62949,46.033043,61.588806,201.19742,207.79874,9.656628,3.295837,3.295837,30.761145,35.155594,10.06783,7.817343,8.05143,16.436373,17.997982,6,3,3,14,16,5.502,4.99,5.098,5.94,6.02
3,0.085208826,0.061171215,0.062450193,0.0995033,0.100902334,0.14536442,0.12920733,0.13316844,0.16390504,0.16648258,133.39314,15.570374,22.926605,188.52614,193.48973,155.93991,42.720837,49.859035,199.88148,207.79408,9.656628,3.295837,3.295837,25.328436,32.23619,10.293932,8.039723,8.0578575,15.629311,17.937641,6,3,3,13,14,5.02,4.4,4.558,5.512,5.66
4,0.08142599,0.060754236,0.061171234,0.097778544,0.09963331,0.14863749,0.12718838,0.13072121,0.16390504,0.16487601,117.24968,13.138794,15.570496,182.30998,188.99033,143.19261,33.1392,36.500362,196.56522,204.83702,11.266066,3.295837,5.5451775,23.350922,30.761145,10.949379,8.032143,8.066048,15.742539,17.937641,7,3,4,11,14,4.244,3.61,3.78,4.726,5.146
5,0.079938546,0.060733166,0.06117122,0.097778484,0.097966135,0.15093847,0.12631728,0.12975174,0.16390486,0.16487601,110.69557,13.015503,15.570404,182.30974,182.99138,130.43845,30.72865,33.97838,193.67317,198.53818,9.704061,3.295837,5.5451775,21.405012,28.56392,10.995014,4.0816574,8.066396,15.118589,16.651241,7,3,4,11,13,3.292,2.738,2.862,3.88,4.264
6,0.0787653,0.060733166,0.061171208,0.09207814,0.097778484,0.15093848,0.12503912,0.12975247,0.16206492,0.16487601,105.4393,13.015503,15.570343,160.95595,182.30974,128.63403,29.950027,33.2806,174.91278,194.35349,9.656628,5.4930615,6.931472,20.794415,28.56392,11.38961,3.1136181,8.066396,15.0953865,15.849692,6,4,5,11,13,2.5,2.046,2.154,3.012,3.298
7,0.075802386,0.05612408,0.060786884,0.0909547,0.097778544,0.15093869,0.12929718,0.13100556,0.16206492,0.16593322,91.80844,-15.042358,13.329773,156.59186,182.30998,121.54781,15.285517,33.139214,173.74069,193.67317,9.656628,5.5451775,6.931472,19.709354,28.56392,11.38961,3.080608,8.067358,15.393831,16.08465,6,4,5,10,13,2.192,1.712,1.82,2.888,3.208
8,0.0726388,0.055926397,0.060733166,0.09095466,0.09777854,0.15093853,0.12929726,0.13100556,0.16206492,0.16593322,76.65332,-16.296722,13.015503,156.5917,182.30992,115.20802,15.285517,30.72865,173.48573,191.56491,9.656628,5.5451775,6.931472,19.709354,28.56392,11.486002,3.0806043,7.44592,15.042709,15.96113,6,4,5,10,13,2.194,1.71,1.828,3.026,3.634
9,0.07186636,0.05544141,0.06012587,0.0904121,0.09777846,0.15093854,0.12929727,0.13316771,0.15899947,0.16487601,72.85266,-19.393036,9.44278,154.46474,182.30968,107.218796,11.680769,30.614973,173.23105,191.56488,9.656628,5.5451775,6.931472,20.794415,26.366695,11.437254,3.080604,4.3746653,15.394743,16.73676,6,5,5,11,12,2.436,1.844,1.996,3.664,4.056
10,0.07041811,0.053978454,0.058448277,0.0892866,0.09316746,0.15093853,0.12929726,0.13468876,0.15899947,0.16487601,65.61548,-28.89975,-0.617157,150.0115,165.13698,96.39395,11.64414,26.699394,169.21794,178.7218,11.266066,5.5451775,6.931472,21.405012,28.56392,11.370187,3.0806046,3.8835342,15.585664,16.73676,7,5,5,11,13,2.652,2.076,2.206,3.938,4.574
11,0.065258086,0.053978454,0.05544141,0.0848257,0.0894507,0.15093848,0.12357304,0.13247746,0.15896907,0.16115998,38.561737,-28.89975,-19.393036,131.79112,150.66426,54.172928,3.0109158,12.87921,148.77606,172.0133,11.266066,5.5451775,6.931472,20.794415,26.366695,11.569903,3.0806046,3.8770723,15.882219,17.014069,7,5,5,11,13,2.978,2.386,2.438,4.316,5.004
12,0.061272994,0.051746342,0.05471256,0.0815173,0.089286566,0.1509333,0.12891118,0.13316771,0.15866241,0.16043599,16.161407,-43.912903,-24.097504,117.64815,150.01135,45.738052,-7.0005617,5.129172,139.71225,169.21779,11.266066,6.931472,6.931472,23.350922,27.03274,11.925565,3.0806036,3.5617228,15.882219,16.862638,7,5,5,12,13,3.27,2.444,2.746,4.88,5.626
13,0.06117124,0.05164143,0.05442499,0.08151729,0.089911126,0.15093826,0.12891118,0.13316771,0.15899105,0.16060817,15.570526,-44.63443,-25.970978,117.64809,152.48943,39.63314,-10.57933,-0.22075939,139.71204,167.13382,11.266066,6.931472,6.931472,21.405012,26.366695,11.60441,3.0806036,3.7707012,15.720438,17.456005,7,5,5,11,13,3.512,2.736,2.88,5.362,5.918
14,0.06117124,0.05146568,0.05286382,0.08015406,0.089911126,0.15093847,0.12891118,0.13468938,0.15941384,0.16060817,15.570526,-45.846313,-36.317535,111.65274,152.48943,36.499958,-14.452475,-2.153553,131.77356,167.13382,12.542316,6.931472,6.931472,23.292873,30.459911,11.925565,3.0806036,3.4269733,15.652158,17.22089,8,5,5,12,15,3.886,2.868,3.04,5.922,6.65
15,0.061171226,0.050804067,0.05207881,0.08000934,0.089911126,0.15093847,0.12160857,0.13468944,0.1589919,0.16060817,15.570435,-50.446075,-41.6362,111.0103,152.48943,35.192467,-16.71912,-10.195681,131.65332,167.13382,12.875504,6.931472,6.931472,23.350922,31.191624,12.53591,3.0806036,3.2062364,15.894169,17.546547,8,5,5,12,15,4.19,3.144,3.258,6.536,7.36
16,0.06099274,0.05075205,0.05207881,0.07993858,0.089911155,0.15088077,0.11656398,0.13316771,0.15866269,0.15997763,14.531647,-50.81021,-41.6362,110.695755,152.48955,33.185364,-19.85661,-10.195681,130.08734,167.07698,14.334076,6.931472,8.04719,25.296831,35.155594,12.535867,3.0806036,3.0994868,16.648867,18.223068,8,5,5,13,17,4.506,3.338,3.464,7.39,8.378
17,0.0608083,0.05075205,0.05207881,0.07972185,0.08609821,0.15093681,0.10123007,0.13316771,0.15899144,0.15986757,13.455017,-50.81021,-41.6362,109.730606,137.08452,31.111713,-19.85661,-11.577879,128.65794,151.3003,14.334076,6.931472,9.704061,23.292873,33.08047,11.886902,3.0806036,3.080607,16.163712,17.480412,8,5,7,13,17,5.048,3.492,3.7,7.598,9.216
18,0.060769588,0.05075205,0.05207881,0.07943602,0.08609821,0.15088077,0.0905303,0.1296356,0.15866269,0.15986438,13.228607,-50.81021,-41.6362,108.45372,137.08452,30.55209,-19.85661,-11.577879,128.64998,151.3003,14.4849415,9.656628,9.704061,27.360445,35.350506,11.96556,3.080604,3.0994868,16.616959,18.300802,9,6,7,15,17,5.494,3.758,3.968,8.046,10.076
19,0.06076957,0.05075205,0.051289808,0.0787653,0.086098254,0.15041874,0.0905303,0.1296356,0.15899144,0.15986757,13.228485,-50.81021,-47.063263,105.4393,137.0847,29.06617,-19.85661,-11.577879,127.29604,151.3003,16.125835,9.704061,10.750557,27.242743,33.08047,11.248724,3.0806031,3.0806093,16.616959,18.300802,9,7,7,15,17,6.038,4.022,4.266,9.118,11.068
20,0.06072821,0.05075205,0.051188715,0.0787653,0.086098254,0.1496222,0.0905303,0.1296356,0.15837474,0.15986757,12.98645,-50.81021,-47.76465,105.4393,137.0847,28.038485,-20.776028,-15.005696,126.76525,151.3003,16.09438,6.931472,9.704061,31.134562,36.972294,10.844499,3.0806026,3.0806046,16.616959,18.111477,9,5,7,15,19,6.808,4.308,4.714,10.07,12.3
21,0.0607282,0.050313417,0.05109954,0.078765236,0.086098254,0.1494559,0.09143406,0.12954675,0.15837474,0.15997775,12.986389,-53.896057,-48.38452,105.438995,137.0847,28.030407,-20.776028,-15.482364,124.78576,149.86935,16.125835,6.931472,9.704061,31.134562,36.972294,11.9633,3.0806022,3.080604,16.616959,18.300802,9,5,7,16,19,7.554,4.526,4.992,10.954,13.252
22,0.05722983,0.049016364,0.050830644,0.07853679,0.086098254,0.14939775,0.09143406,0.12929726,0.15860996,0.15998171,-8.106445,-63.180847,-50.260162,104.40646,137.0847,26.544794,-20.776028,-16.178669,123.173096,149.86935,16.125835,6.931472,9.704061,31.134562,33.271065,11.60441,3.0806026,3.0806031,16.616959,17.773714,9,5,7,15,17,8.128,4.912,5.37,12.19,13.34
23,0.05594606,0.049016364,0.050804056,0.07761875,0.086098135,0.1496222,0.098647825,0.12253962,0.15898466,0.15998171,-16.171753,-63.180847,-50.446167,100.22644,137.08421,21.257286,-20.776028,-16.490623,122.81364,149.86887,16.125835,6.931472,9.704061,31.191624,36.972294,11.62502,3.0806026,3.0806036,16.265646,17.773714,9,5,7,16,19,8.934,5.504,5.666,12.872,14.52
24,0.055946097,0.04831836,0.05057825,0.07761875,0.08450761,0.14930142,0.098647825,0.118069805,0.15997988,0.16003427,-16.171509,-68.27966,-52.029755,100.22644,130.45547,13.756565,-23.548283,-16.466097,120.310036,145.30325,16.125835,6.931472,9.704061,31.134562,36.972294,10.778868,3.0806026,3.0806036,15.590226,17.23143,9,5,7,15,18,9.916,5.93,6.18,13.728,16.974
25,0.055719834,0.047591235,0.050313417,0.0775745,0.08450761,0.149183,0.09143406,0.10157644,0.1599818,0.1606812,-17.612152,-73.670105,-53.896057,100.02368,130.45547,11.100208,-23.548328,-18.875675,119.78578,145.30325,17.703817,8.04719,9.704061,31.191624,37.429947,11.134797,3.080603,3.0806046,16.622448,18.286564,10,5,7,17,19,10.492,6.398,6.712,14.912,17.02
26,0.0552658,0.047591235,0.04991182,0.0775745,0.08450761,0.149183,0.0905303,0.10129261,0.15986955,0.16003427,-20.520844,-73.670105,-56.745056,100.02368,130.45547,9.870578,-29.028511,-20.776028,119.78578,145.30325,17.703817,9.704061,11.266066,33.08047,40.864113,11.67942,3.0806026,3.0806036,15.899479,17.528675,10,7,7,17,20,11.216,6.756,7.16,16.192,17.812
27,0.054642238,0.046687152,0.04991182,0.0775745,0.08450761,0.14930142,0.088736095,0.10123007,0.1598539,0.16108182,-24.55478,-80.488464,-56.745056,100.02368,130.45547,9.215719,-30.806038,-22.719822,119.78578,145.30325,17.917595,9.704061,11.266066,31.191624,36.972294,12.503419,3.0806034,3.080605,16.657389,18.286564,11,7,7,17,19,11.816,7.01,7.896,16.54,17.872
28,0.054407835,0.046043053,0.04991182,0.0775745,0.07980429,0.14962189,0.09053103,0.10122316,0.1598539,0.16108182,-26.083038,-85.42709,-56.745056,100.02368,110.09802,7.635147,-36.160538,-22.719822,119.78578,129.30446,17.917595,9.704061,11.266066,31.191624,36.972294,12.434663,3.0806034,3.080607,16.959625,18.040329,10,7,7,17,19,12.846,7.3,8.468,17.354,18.7
29,0.053950947,0.046043053,0.049491838,0.077574424,0.07980429,0.14954907,0.086868025,0.10050303,0.1592084,0.15998292,-29.080933,-85.42709,-59.749054,100.023346,110.09802,5.166602,-42.637535,-23.548283,119.18106,129.30446,17.703817,9.704061,11.266066,33.08047,37.62695,12.19476,3.0806026,3.0806046,16.510883,18.286564,10,7,7,17,19,13.852,7.558,8.938,18.57,19.27
30,0.053803183,0.046043053,0.049491838,0.07592065,0.07980429,0.14962189,0.08594606,0.10050303,0.1592084,0.15998292,-30.055939,-85.42709,-59.749054,92.36597,110.09802,3.1889162,-42.732075,-23.548328,118.00042,129.30446,17.513191,9.704061,11.266066,33.08047,36.972294,11.67942,3.0806036,3.2065814,16.500187,18.819672,9,7,7,17,19,14.512,8.04,9.3,19.146,20.966
31,0.05354253,0.04540212,0.049171153,0.07592065,0.078977644,0.1494559,0.08583161,0.10050303,0.1592084,0.15986624,-31.78244,-90.41055,-62.060028,92.36597,106.39639,0.16475105,-42.637535,-23.548328,118.00042,124.873886,18.021826,9.704061,11.266066,34.04343,37.352818,12.370186,3.0806046,3.234437,18.70303,21.151882,11,7,7,17,19,15.372,8.368,9.88,20.1,21.534
32,0.05331466,0.04540212,0.04721689,0.07538982,0.078765236,0.1494559,0.08583161,0.09942518,0.15899114,0.16108201,-33.298584,-90.41055,-76.47748,89.868286,105.438995,-0.23066998,-43.840485,-29.028576,112.65824,124.873886,19.709354,11.266066,11.266066,35.350506,40.864113,12.434663,3.0806057,3.4108787,18.70303,19.70553,11,7,7,19,20,16.284,8.886,10.692,19.86,22.594
33,0.053369932,0.04527384,0.047208242,0.07354585,0.077618726,0.14945571,0.08583161,0.09765339,0.15898801,0.15986624,-32.930206,-91.41641,-76.5426,81.06497,100.22632,-1.903728,-45.11787,-30.698807,104.616554,124.873886,19.709354,11.266066,11.266066,33.08047,36.972294,12.154671,3.0806038,3.5416982,18.150398,20.006422,11,7,7,17,19,16.758,9.638,11.008,21.194,23.382
34,0.053369932,0.044982143,0.046043053,0.07354585,0.077618755,0.14954907,0.08378829,0.097384684,0.15898992,0.15986972,-32.930206,-93.71423,-85.42709,81.06497,100.22644,-1.9152737,-52.746048,-40.519257,104.616554,124.873886,19.709354,11.266066,11.266066,33.08047,36.972294,11.6813755,3.0806036,3.3093185,17.472435,21.191662,11,7,7,17,19,17.484,10.326,11.436,22.21,23.842
35,0.053369932,0.044982143,0.046043053,0.07354585,0.078765236,0.14954907,0.08378829,0.097384684,0.15899114,0.15986961,-32.930206,-93.71423,-85.42709,81.06497,105.438995,-1.9152737,-52.746048,-40.519257,103.8518,124.873886,19.709354,11.266066,11.266066,33.08047,36.972294,10.913597,3.0806036,3.1737385,17.420069,21.230244,11,7,7,17,19,17.872,10.256,12.338,23.0,25.044
