NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,func_compl,param_compl,nll_train,avg_len,avg_fitness,size,expression
1,29339,-1226.1426,-1199.1417,-1226.1426,19.709354,7.2914844,6.8133335,Inf,11),"(X1 + (-0.6560748 * ((-0.19524969 + (abs(X1) ^ 0.27477)) / -0.7566269))) RARLikelihood{Float32}"
2,60077,-1226.1426,-1199.1417,-1226.1426,19.709354,7.2914844,5.98,Inf,11),"(X1 + (-0.6560748 * ((-0.19524969 + (abs(X1) ^ 0.27477)) / -0.7566269))) RARLikelihood{Float32}"
3,88681,-1249.5802,-1212.8469,-1249.5802,26.876392,9.856878,6.61,Inf,15),"((X1 + (-3.966807 * (((X1 + -0.034691915) + (abs(X1) ^ 0.46142778)) / 1.1934423))) * 0.30868828) RARLikelihood{Float32}"
4,122611,-1249.5803,-1212.847,-1249.5803,26.876392,9.856905,7.5866666,Inf,15),"((X1 + (-3.966807 * (((X1 + -0.034691837) + (abs(X1) ^ 0.46142772)) / 1.1934423))) * 0.30868816) RARLikelihood{Float32}"
5,155368,-1267.6022,-1207.8878,-1267.6022,39.509388,20.20491,9.033334,Inf,19),"(((((-13.320502 - X1) * sqrt(abs(log(abs((0.98275614 + X1)))))) * -0.06051409) * sqrt(abs((abs(X1) ^ 0.9839124)))) + sqrt(abs(X1))) RARLikelihood{Float32}"
6,199401,-1267.6022,-1207.8878,-1267.6022,39.509388,20.20491,11.17,Inf,19),"(((((-13.320502 - X1) * sqrt(abs(log(abs((0.98275614 + X1)))))) * -0.06051409) * sqrt(abs((abs(X1) ^ 0.9839124)))) + sqrt(abs(X1))) RARLikelihood{Float32}"
7,248648,-1269.7444,-1206.8872,-1269.7444,50.593662,12.263552,13.04,Inf,26),"((-0.01872703 + X1) - (-2.1426315 * (((abs(((X1 - ((1.5703806 - -2.1852567) * X1)) - (-0.038415562 - X1))) ^ 0.3178729) * 2.903565) * exp((-2.6326385 + 0.2817005))))) RARLikelihood{Float32}"
8,310900,-1275.1052,-1175.7916,-1275.1052,76.90286,22.410755,15.026667,Inf,35),"((-0.14943288 + X1) - (-2.1977496 * (((abs(((X1 - ((sqrt(abs((((X1 + X1) * -1.4006346) - (0.0076286523 / X1)))) - -1.779116) * X1)) - (-0.009255778 - X1))) ^ 0.1579002) * 2.944329) * exp((-2.514069 + 0.40027004))))) RARLikelihood{Float32}"
9,372224,-1541.0187,-1445.5553,-1541.0187,76.90286,18.560497,17.283333,Inf,35),"((-0.83454937 + X1) - (-2.2926288 * (((abs(((X1 - ((1/((((X1 + X1) * -2.1454997) - (7.134902e-6 / X1))) - 1.0278804) * X1)) - (0.085826606 - X1))) ^ 0.16803078) * 3.0155878) * exp((-2.302678 + 0.6116617))))) RARLikelihood{Float32}"
10,429848,-1546.9899,-1450.4105,-1546.9899,76.90286,19.676561,19.006666,Inf,35),"((-2.3170447 + X1) - (-2.4387481 * (((abs(((X1 - ((1/((((X1 + X1) * -1.99036) - (2.2317e-5 / X1))) - 0.9113808) * X1)) - (0.046452675 - X1))) ^ 0.08237936) * 3.127123) * exp((-1.966856 + 0.9474847))))) RARLikelihood{Float32}"
11,495922,-1548.2953,-1446.295,-1548.2953,81.29731,20.70294,20.423334,Inf,37),"((-3.8059297 + X1) - (-2.520327 * (((abs(((X1 - ((1/((((X1 + X1) * -2.1073327) - (2.8495888e-5 / X1))) - (abs(-0.84028816) ^ 2.0366426)) * X1)) - (0.026807377 - X1))) ^ 0.054626945) * 3.188379) * exp((-1.7753574 + 1.1389835))))) RARLikelihood{Float32}"
12,564826,-1548.7375,-1445.8585,-1548.7375,81.29731,21.581636,20.593334,Inf,37),"((-4.790462 + X1) - (-2.551099 * (((abs(((X1 - ((1/((((X1 + X1) * -2.110208) - (2.8009588e-5 / X1))) - (abs(-0.84287214) ^ 2.0344386)) * X1)) - (0.021669177 - X1))) ^ 0.044596825) * 3.2140129) * exp((-1.6813974 + 1.2329435))))) RARLikelihood{Float32}"
13,629246,-1549.0638,-1442.2356,-1549.0638,81.29731,25.53084,21.373333,Inf,37),"((-5.9302025 + X1) - (-2.587108 * (((abs(((X1 - ((1/((((X1 + X1) * -2.1163774) - (2.6943244e-5 / X1))) - (abs(-0.8499636) ^ 2.0324852)) * X1)) - (0.016156936 - X1))) ^ 0.036817048) * 3.2445521) * exp((-1.594762 + 1.319579))))) RARLikelihood{Float32}"
14,697474,-1549.263,-1441.9213,-1549.263,81.29731,26.044329,22.523333,Inf,37),"((-6.934224 + X1) - (-2.643196 * (((abs(((X1 - ((1/((((X1 + X1) * -2.1085134) - (3.187217e-5 / X1))) - (abs(-0.83979535) ^ 2.032258)) * X1)) - (0.011440107 - X1))) ^ 0.03206666) * 3.281813) * exp((-1.5381051 + 1.3762358))))) RARLikelihood{Float32}"
15,762187,-1549.3073,-1443.0225,-1549.3073,81.29731,24.987436,22.076666,Inf,37),"((-7.182108 + X1) - (-2.6396954 * (((abs(((X1 - ((1/((((X1 + X1) * -2.1114984) - (2.8374789e-5 / X1))) - (abs(-0.84420866) ^ 2.0318034)) * X1)) - (0.010917121 - X1))) ^ 0.031067465) * 3.2835855) * exp((-1.5211928 + 1.3931482))))) RARLikelihood{Float32}"
16,835506,-1549.3147,-1445.0641,-1549.3147,81.29731,22.953197,23.72,Inf,37),"((-7.1851063 + X1) - (-2.6396542 * (((abs(((X1 - ((1/((((X1 + X1) * -2.1154926) - (2.807536e-5 / X1))) - (abs(-0.8495104) ^ 2.0314312)) * X1)) - (0.0122916475 - X1))) ^ 0.03089323) * 3.2835262) * exp((-1.5210028 + 1.3933382))))) RARLikelihood{Float32}"
17,896755,-1549.3705,-1433.1782,-1549.3705,87.49823,28.6941,24.61,Inf,38),"((-7.274937 + X1) - (-2.6338413 * (((abs(((X1 - ((1/((((X1 + X1) * -1.8053209) - (0.00015133132 / sqrt(abs(X1))))) - (abs(X1) ^ -0.105090216)) * X1)) - (0.0016906841 - X1))) ^ 0.032016683) * 3.2806199) * exp((-1.5161636 + 1.3981774))))) RARLikelihood{Float32}"
18,955938,-1549.3739,-1437.1068,-1549.3739,87.49823,24.768906,25.043333,Inf,38),"((-7.2750998 + X1) - (-2.6338506 * (((abs(((X1 - ((1/((((X1 + X1) * -1.8054233) - (0.00014800442 / sqrt(abs(X1))))) - (abs(X1) ^ -0.10531371)) * X1)) - (0.0027759562 - X1))) ^ 0.031967923) * 3.2806287) * exp((-1.5161474 + 1.3981936))))) RARLikelihood{Float32}"
