NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,func_compl,param_compl,nll_train,avg_len,avg_fitness,size,expression
1,25362,-1030.055,-982.15106,-1030.055,41.74727,6.1567154,6.4733334,Inf,19),"(((sqrt(abs((X1 + -1.8470302))) - ((abs(-4.5722093e-14) ^ X1) / (X1 + 1.235806))) / exp(sqrt(abs(log(abs(X1)))))) + X1) RARLikelihood{Float32}"
2,51801,-1107.5781,-1089.2411,-1107.5781,14.334076,4.0029464,6.7766666,Inf,8),"sqrt(abs(((X1 / -0.7043749) - (X1 * X1)))) RARLikelihood{Float32}"
3,79290,-1128.5061,-1094.474,-1128.5061,23.350922,10.681204,7.5133333,Inf,12),"(X1 / (abs(0.8602695) ^ (sqrt(abs((-0.2121838 - (-10.570857 * X1)))) / X1))) RARLikelihood{Float32}"
4,108072,-1157.4244,-1132.8541,-1157.4244,16.09438,8.475939,8.453333,Inf,10),"(X1 + (((log(abs(X1)) * 80108.48) * 1.557227e-6) + 0.59412193)) RARLikelihood{Float32}"
5,134894,-1174.1152,-1136.0538,-1174.1152,27.242743,10.818556,9.416667,Inf,14),"((((X1 - ((X1 * -8.34267) + -4.9884596)) + X1) + log(abs(X1))) / 9.336492) RARLikelihood{Float32}"
6,167357,-1192.529,-1146.8652,-1192.529,37.429947,8.233877,10.1,Inf,18),"(sqrt(abs((X1 * 0.48768842))) * log(abs(((((X1 * 7.411989) * (abs(X1) ^ exp(-34.508816))) + 1.2004181) + 3.6475334)))) RARLikelihood{Float32}"
7,210753,-1249.5807,-1214.2828,-1249.5807,21.405012,13.89281,12.13,Inf,11),"((((X1 * 0.6991435) + (abs(X1) ^ 0.46142614)) / 0.97463137) - 0.035596043) RARLikelihood{Float32}"
8,259118,-1253.4034,-1187.7433,-1253.4034,50.536167,15.124041,14.033334,Inf,23),"(((sqrt(abs((X1 + -0.020084783))) - (exp(exp((log(abs(X1)) * 0.39604154))) / (X1 + -19.867086))) / exp(sqrt(abs((X1 / -3.300749))))) + X1) RARLikelihood{Float32}"
9,309865,-1253.4034,-1187.7433,-1253.4034,50.536167,15.124041,15.036667,Inf,23),"(((sqrt(abs((X1 + -0.020084783))) - (exp(exp((log(abs(X1)) * 0.39604154))) / (X1 + -19.867086))) / exp(sqrt(abs((X1 / -3.300749))))) + X1) RARLikelihood{Float32}"
10,361833,-1271.2913,-1218.1533,-1271.2913,39.509388,13.628596,16.206667,Inf,19),"(sqrt(abs(((sqrt(abs((X1 / -0.6560873))) / 4.712972) - ((X1 + (221.05911 ^ 0.10935174)) * X1)))) + (-0.28373605 + 0.3553266)) RARLikelihood{Float32}"
11,413844,-1271.2913,-1218.1533,-1271.2913,39.509388,13.628596,17.706667,Inf,19),"(sqrt(abs(((sqrt(abs((X1 / -0.6560873))) / 4.712972) - ((X1 + (221.05911 ^ 0.10935174)) * X1)))) + (-0.28373605 + 0.3553266)) RARLikelihood{Float32}"
12,472249,-1271.2913,-1218.1533,-1271.2913,39.509388,13.628596,19.546667,Inf,19),"(sqrt(abs(((sqrt(abs((X1 / -0.6560873))) / 4.712972) - ((X1 + (221.05911 ^ 0.10935174)) * X1)))) + (-0.28373605 + 0.3553266)) RARLikelihood{Float32}"
13,540723,-1271.2913,-1218.1533,-1271.2913,39.509388,13.628596,20.606667,Inf,19),"(sqrt(abs(((sqrt(abs((X1 / -0.6560873))) / 4.712972) - ((X1 + (221.05911 ^ 0.10935174)) * X1)))) + (-0.28373605 + 0.3553266)) RARLikelihood{Float32}"
14,605629,-1275.3337,-1221.8176,-1275.3337,39.509388,14.006741,21.816668,Inf,19),"(sqrt(abs(((sqrt(abs((X1 / -0.60439974))) / 4.655443) - ((X1 + (221.05913 ^ 0.111955844)) * X1)))) + (-0.28261796 + 0.3564447)) RARLikelihood{Float32}"
15,668529,-1275.3337,-1221.8176,-1275.3337,39.509388,14.006741,22.36,Inf,19),"(sqrt(abs(((sqrt(abs((X1 / -0.60439974))) / 4.655443) - ((X1 + (221.05913 ^ 0.111955844)) * X1)))) + (-0.28261796 + 0.3564447)) RARLikelihood{Float32}"
16,726777,-1275.3337,-1221.8176,-1275.3337,39.509388,14.006741,21.623333,Inf,19),"(sqrt(abs(((sqrt(abs((X1 / -0.60439974))) / 4.655443) - ((X1 + (221.05913 ^ 0.111955844)) * X1)))) + (-0.28261796 + 0.3564447)) RARLikelihood{Float32}"
17,779500,-1315.4348,-1227.2223,-1315.4348,63.719513,24.493057,21.693333,Inf,29),"(sqrt(abs(((sqrt(abs((X1 / -0.8861))) / 4.7208304) - ((X1 + (73.7572 ^ 0.06402133)) * X1)))) + (-0.02747275 + (sqrt(abs((X1 / (log(abs((X1 / -0.017973762))) * 0.012899762)))) / 14.306235))) RARLikelihood{Float32}"
18,830578,-1453.6719,-1398.7229,-1453.6719,48.33894,6.609989,22.46,Inf,22),"(X1 + log(abs((sqrt(abs((-99.248764 / -108.29683))) + ((-6846.733 * X1) / ((X1 + 1/(((X1 + 0.4769267) / 4229.471))) - 9217.726)))))) RARLikelihood{Float32}"
19,879131,-1453.672,-1361.1464,-1453.672,76.90286,15.6227665,22.816668,Inf,35),"(X1 + log(abs((sqrt(abs((-99.24869 / -108.296906))) + ((-6846.733 * X1) / (((sqrt(abs(((X1 / 0.07763139) - ((X1 + 12.881382) * X1)))) + (-0.34609908 + 0.29296383)) + 1/(((X1 + 0.47692326) / 4229.471))) - 9217.726)))))) RARLikelihood{Float32}"
20,930917,-1453.9312,-1320.6228,-1453.9312,76.90286,56.40555,22.746666,Inf,35),"(X1 + log(abs((sqrt(abs((-99.19366 / -108.34732))) + ((-6846.732 * X1) / (((sqrt(abs(((X1 / 0.005884825) - ((X1 + 12.880654) * 38.600334)))) + (-0.34727538 + 0.29178753)) + 1/(((X1 + 0.47821906) / 4229.47))) - 9217.727)))))) RARLikelihood{Float32}"
21,991202,-1477.0227,-1358.8875,-1477.0227,76.90286,41.232433,24.203333,Inf,35),"(X1 + log(abs((sqrt(abs((-99.387054 / -106.66653))) + ((-6846.7373 * X1) / (((sqrt(abs(((X1 / 0.07465915) - ((X1 + 12.909648) * X1)))) / (0.36995232 + -0.37090966)) + 1/(((X1 + 0.47140744) / 4229.475))) - 9217.722)))))) RARLikelihood{Float32}"
22,1046538,-1477.3453,-1355.8407,-1477.3453,76.90286,44.60184,24.61,Inf,35),"(X1 + log(abs((sqrt(abs((-99.387054 / -106.66653))) + ((-6846.7373 * X1) / (((sqrt(abs(((X1 / 0.074650384) - ((X1 + 12.909648) * X1)))) / (0.36995232 + -0.3709097)) + 1/(((X1 + 0.47139487) / 4229.475))) - 9217.722)))))) RARLikelihood{Float32}"
23,1095815,-1477.3453,-1355.8407,-1477.3453,76.90286,44.60184,24.51,Inf,35),"(X1 + log(abs((sqrt(abs((-99.387054 / -106.66653))) + ((-6846.7373 * X1) / (((sqrt(abs(((X1 / 0.074650384) - ((X1 + 12.909648) * X1)))) / (0.36995232 + -0.3709097)) + 1/(((X1 + 0.47139487) / 4229.475))) - 9217.722)))))) RARLikelihood{Float32}"
24,1153793,-1477.3453,-1355.8407,-1477.3453,76.90286,44.60184,24.67,Inf,35),"(X1 + log(abs((sqrt(abs((-99.387054 / -106.66653))) + ((-6846.7373 * X1) / (((sqrt(abs(((X1 / 0.074650384) - ((X1 + 12.909648) * X1)))) / (0.36995232 + -0.3709097)) + 1/(((X1 + 0.47139487) / 4229.475))) - 9217.722)))))) RARLikelihood{Float32}"
25,1209317,-1477.3453,-1355.8407,-1477.3453,76.90286,44.60184,24.363333,Inf,35),"(X1 + log(abs((sqrt(abs((-99.387054 / -106.66653))) + ((-6846.7373 * X1) / (((sqrt(abs(((X1 / 0.074650384) - ((X1 + 12.909648) * X1)))) / (0.36995232 + -0.3709097)) + 1/(((X1 + 0.47139487) / 4229.475))) - 9217.722)))))) RARLikelihood{Float32}"
26,1268022,-1477.3453,-1355.8407,-1477.3453,76.90286,44.60184,25.113333,Inf,35),"(X1 + log(abs((sqrt(abs((-99.387054 / -106.66653))) + ((-6846.7373 * X1) / (((sqrt(abs(((X1 / 0.074650384) - ((X1 + 12.909648) * X1)))) / (0.36995232 + -0.3709097)) + 1/(((X1 + 0.47139487) / 4229.475))) - 9217.722)))))) RARLikelihood{Float32}"
