NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,func_compl,param_compl,nll_train,avg_len,avg_fitness,size,expression
1,29683,-1130.4104,-1110.0922,-1130.4104,9.704061,10.614082,6.76,Inf,7),"((1.7973706 / X1) / (abs(X1) ^ -1.6592534)) RARLikelihood{Float32}"
2,60419,-1130.4104,-1110.0922,-1130.4104,9.704061,10.614082,6.306667,Inf,7),"((1.7973706 / X1) / (abs(X1) ^ -1.6592534)) RARLikelihood{Float32}"
3,93462,-1231.279,-1193.2275,-1231.279,29.188652,8.862914,6.3933334,Inf,15),"(log(abs((abs((-3.2121365 - (X1 * (3965.8274 * X1)))) ^ -0.07972909))) - sqrt(abs((X1 * X1)))) RARLikelihood{Float32}"
4,125183,-1242.2736,-1194.4945,-1242.2736,35.350506,12.428581,7.47,Inf,17),"(log(abs((abs((-1.2733834 - (X1 * (3965.8274 * (-0.08010421 + 0.0879666))))) ^ -0.19827734))) - sqrt(abs((X1 * X1)))) RARLikelihood{Float32}"
5,160559,-1242.2736,-1194.4945,-1242.2736,35.350506,12.428581,8.57,Inf,17),"(log(abs((abs((-1.2733834 - (X1 * (3965.8274 * (-0.08010421 + 0.0879666))))) ^ -0.19827734))) - sqrt(abs((X1 * X1)))) RARLikelihood{Float32}"
6,215310,-1242.2736,-1194.4945,-1242.2736,35.350506,12.428581,10.193334,Inf,17),"(log(abs((abs((-1.2733834 - (X1 * (3965.8274 * (-0.08010421 + 0.0879666))))) ^ -0.19827734))) - sqrt(abs((X1 * X1)))) RARLikelihood{Float32}"
7,263103,-1278.7102,-1232.77,-1278.7102,26.876392,19.063807,11.28,Inf,15),"(0.042265855 + (abs((0.012563051 - (X1 * (X1 * ((abs(X1) ^ -0.83462155) + 2.444663))))) ^ 0.41419178)) RARLikelihood{Float32}"
8,320180,-1278.7102,-1232.77,-1278.7102,26.876392,19.063807,12.183333,Inf,15),"(0.042265855 + (abs((0.012563051 - (X1 * (X1 * ((abs(X1) ^ -0.83462155) + 2.444663))))) ^ 0.41419178)) RARLikelihood{Float32}"
9,366581,-1278.7102,-1232.77,-1278.7102,26.876392,19.063807,13.656667,Inf,15),"(0.042265855 + (abs((0.012563051 - (X1 * (X1 * ((abs(X1) ^ -0.83462155) + 2.444663))))) ^ 0.41419178)) RARLikelihood{Float32}"
10,411868,-1278.7102,-1232.77,-1278.7102,26.876392,19.063807,15.376667,Inf,15),"(0.042265855 + (abs((0.012563051 - (X1 * (X1 * ((abs(X1) ^ -0.83462155) + 2.444663))))) ^ 0.41419178)) RARLikelihood{Float32}"
11,475082,-1278.7102,-1232.77,-1278.7102,26.876392,19.063807,17.146667,Inf,15),"(0.042265855 + (abs((0.012563051 - (X1 * (X1 * ((abs(X1) ^ -0.83462155) + 2.444663))))) ^ 0.41419178)) RARLikelihood{Float32}"
12,543544,-1278.7102,-1232.77,-1278.7102,26.876392,19.063807,17.143333,Inf,15),"(0.042265855 + (abs((0.012563051 - (X1 * (X1 * ((abs(X1) ^ -0.83462155) + 2.444663))))) ^ 0.41419178)) RARLikelihood{Float32}"
13,605242,-1279.0753,-1209.3392,-1279.0753,50.593662,19.142422,18.946667,Inf,26),"(0.06376408 + (abs((0.0013811798 - (X1 * (X1 * ((((log(abs((abs((-0.8131876 - X1)) ^ -0.060447436))) * -3.8913643) * X1) - (abs(-3.5766243e-9) ^ X1)) + 3.9312072))))) ^ 0.3393368)) RARLikelihood{Float32}"
14,679865,-1292.1285,-1231.8738,-1292.1285,42.810024,17.444687,20.293333,Inf,22),"(0.028007388 + (abs((0.0018417062 - (X1 * (X1 * ((((log(abs(-0.6747535)) * -3.881658) * X1) - (abs(0.9999996) ^ X1)) + 4.8127213))))) ^ 0.30685997)) RARLikelihood{Float32}"
15,744072,-1292.1285,-1231.8738,-1292.1285,42.810024,17.444687,21.063334,Inf,22),"(0.028007388 + (abs((0.0018417062 - (X1 * (X1 * ((((log(abs(-0.6747535)) * -3.881658) * X1) - (abs(0.9999996) ^ X1)) + 4.8127213))))) ^ 0.30685997)) RARLikelihood{Float32}"
16,803656,-1292.6713,-1247.1295,-1292.6713,33.08047,12.461292,20.85,Inf,17),"(0.028467676 + (abs((0.002005109 - (X1 * (X1 * ((abs((-0.9112713 / X1)) ^ -1.1028062) + 4.0550404))))) ^ 0.31056926)) RARLikelihood{Float32}"
17,876691,-1292.6713,-1247.1295,-1292.6713,33.08047,12.461292,21.65,Inf,17),"(0.028467676 + (abs((0.002005109 - (X1 * (X1 * ((abs((-0.9112713 / X1)) ^ -1.1028062) + 4.0550404))))) ^ 0.31056926)) RARLikelihood{Float32}"
18,953880,-1293.0984,-1201.5187,-1293.0984,72.50841,19.071297,21.873333,Inf,33),"(-0.028495004 + (abs((-0.0003760577 - (X1 * (X1 * ((((exp((abs((-2.44619 - X1)) ^ 0.45075464)) * -2.83878) * X1) - (abs(-1.0520707) ^ X1)) + (((X1 * sqrt(abs(-28.239208))) / 1.6274929) - -0.31654736)))))) ^ 0.21005319)) RARLikelihood{Float32}"
19,1042928,-1293.0984,-1201.5187,-1293.0984,72.50841,19.071297,22.133333,Inf,33),"(-0.028495004 + (abs((-0.0003760577 - (X1 * (X1 * ((((exp((abs((-2.44619 - X1)) ^ 0.45075464)) * -2.83878) * X1) - (abs(-1.0520707) ^ X1)) + (((X1 * sqrt(abs(-28.239208))) / 1.6274929) - -0.31654736)))))) ^ 0.21005319)) RARLikelihood{Float32}"
20,1128307,-1293.0984,-1201.5187,-1293.0984,72.50841,19.071297,22.61,Inf,33),"(-0.028495004 + (abs((-0.0003760577 - (X1 * (X1 * ((((exp((abs((-2.44619 - X1)) ^ 0.45075464)) * -2.83878) * X1) - (abs(-1.0520707) ^ X1)) + (((X1 * sqrt(abs(-28.239208))) / 1.6274929) - -0.31654736)))))) ^ 0.21005319)) RARLikelihood{Float32}"
21,1211834,-1293.0984,-1201.5187,-1293.0984,72.50841,19.071297,22.916666,Inf,33),"(-0.028495004 + (abs((-0.0003760577 - (X1 * (X1 * ((((exp((abs((-2.44619 - X1)) ^ 0.45075464)) * -2.83878) * X1) - (abs(-1.0520707) ^ X1)) + (((X1 * sqrt(abs(-28.239208))) / 1.6274929) - -0.31654736)))))) ^ 0.21005319)) RARLikelihood{Float32}"
