NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,func_compl,param_compl,nll_train,avg_len,avg_fitness,size,expression
1,25542,-1251.0029,-1212.4319,-1251.0029,26.876392,11.694669,6.65,Inf,15),"(-0.23268022 * (abs((((X1 + X1) * 1.3017969) * (5.0408134 - (-3.9147885 - X1)))) ^ 0.61036974)) RARLikelihood{Float32}"
2,54739,-1266.7123,-1233.3684,-1266.7123,19.4591,13.884748,6.7533336,Inf,10),"(X1 + (abs(-1.4028933) ^ log(abs(((X1 - 0.02156419) * -0.34602186))))) RARLikelihood{Float32}"
3,90493,-1266.7123,-1233.3684,-1266.7123,19.4591,13.884748,7.5733333,Inf,10),"(X1 + (abs(-1.4028933) ^ log(abs(((X1 - 0.02156419) * -0.34602186))))) RARLikelihood{Float32}"
4,132484,-1266.7123,-1233.3684,-1266.7123,19.4591,13.884748,8.786667,Inf,10),"(X1 + (abs(-1.4028933) ^ log(abs(((X1 - 0.02156419) * -0.34602186))))) RARLikelihood{Float32}"
5,173849,-1266.7123,-1233.3684,-1266.7123,19.4591,13.884748,9.663333,Inf,10),"(X1 + (abs(-1.4028933) ^ log(abs(((X1 - 0.02156419) * -0.34602186))))) RARLikelihood{Float32}"
6,223592,-1266.7123,-1233.3684,-1266.7123,19.4591,13.884748,11.476666,Inf,10),"(X1 + (abs(-1.4028933) ^ log(abs(((X1 - 0.02156419) * -0.34602186))))) RARLikelihood{Float32}"
7,266430,-1266.7123,-1233.3684,-1266.7123,19.4591,13.884748,12.173333,Inf,10),"(X1 + (abs(-1.4028933) ^ log(abs(((X1 - 0.02156419) * -0.34602186))))) RARLikelihood{Float32}"
8,323741,-1266.7123,-1233.3684,-1266.7123,19.4591,13.884748,13.75,Inf,10),"(X1 + (abs(-1.4028933) ^ log(abs(((X1 - 0.02156419) * -0.34602186))))) RARLikelihood{Float32}"
9,379522,-1269.4506,-1175.5304,-1269.4506,64.462685,29.457561,14.85,Inf,31),"(abs((((X1 + X1) * 1.5475254) * sqrt(abs(sqrt(abs((abs((((((abs(-0.6713573) ^ X1) / X1) * (X1 - 0.83751446)) / X1) - ((0.030390114 / X1) - (abs(X1) ^ -1.9503621)))) ^ -1.0537859))))))) ^ 0.4936566) RARLikelihood{Float32}"
10,431554,-1270.4404,-1178.3026,-1270.4404,64.462685,27.675156,15.293333,Inf,31),"(abs((((X1 + X1) * 1.442018) * sqrt(abs(sqrt(abs((abs((((((abs(-0.7015212) ^ X1) / X1) * (X1 - 0.9667335)) / X1) - ((0.026633127 / X1) - (abs(X1) ^ -1.9861603)))) ^ -0.94574577))))))) ^ 0.5165651) RARLikelihood{Float32}"
