NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,func_compl,param_compl,nll_train,avg_len,avg_fitness,size,expression
1,24318,-1185.9016,-1139.8427,-1185.9016,31.191624,14.867362,6.136667,Inf,15),"(abs(sqrt(abs(((log(abs(X1)) / log(abs(8.850227e-6))) + (abs(exp(0.0018306236)) ^ (-39.2838 + X1)))))) ^ -15.929603) RARLikelihood{Float32}"
2,53374,-1185.9961,-1143.1428,-1185.9961,31.191624,11.661628,5.96,Inf,15),"(abs(sqrt(abs(((log(abs(X1)) / log(abs(9.033178e-6))) + (abs(exp(0.0018353893)) ^ (-39.2838 + X1)))))) ^ -15.929603) RARLikelihood{Float32}"
3,84918,-1232.7573,-1189.4896,-1232.7573,31.191624,12.076005,7.1566668,Inf,15),"(abs(sqrt(abs(((log(abs(X1)) / log(abs(6.2625622e-6))) + (abs(exp(0.0017299582)) ^ (-39.2838 + 0.72842187)))))) ^ -15.929603) RARLikelihood{Float32}"
4,116529,-1247.6002,-1198.9298,-1247.6002,39.143948,9.526474,7.98,Inf,17),"(exp(-0.75946224) * (abs((((X1 / -0.056448612) - 0.052429155) * log(abs((exp(X1) + sqrt(abs(X1))))))) ^ 0.41105965)) RARLikelihood{Float32}"
5,156849,-1249.5808,-1171.3285,-1249.5808,41.58883,36.66342,8.753333,Inf,20),"((((abs(X1) ^ 0.46142718) + ((((X1 / 2690.4077) - 0.00023203684) * (sqrt(abs(-12.377705)) / 0.0007696133)) + 1.0260365)) - X1) / -0.9746301) RARLikelihood{Float32}"
6,203624,-1249.9186,-1169.0775,-1249.9186,57.12784,23.713251,10.443334,Inf,26),"((sqrt(abs(((log(abs((1.2768388 + sqrt(abs(X1))))) / -0.08498354) * X1))) * (((0.8319873 + (abs(-13.646543) ^ -687.60504)) - (abs(-1.0262172) ^ X1)) / -0.029513484)) / (X1 + 10.931609)) RARLikelihood{Float32}"
7,250677,-1250.6405,-1174.02,-1250.6405,57.12784,19.492714,11.666667,Inf,26),"((sqrt(abs(((log(abs((1.2772593 + sqrt(abs(X1))))) / -0.03210803) * X1))) * (((0.83406794 + (abs(-13.646543) ^ -687.60504)) - (abs(-1.0202675) ^ X1)) / -0.031502075)) / (X1 + 16.437422)) RARLikelihood{Float32}"
8,307179,-1250.642,-1175.1345,-1250.642,57.12784,18.379604,12.66,Inf,26),"((sqrt(abs(((log(abs((1.2763399 + sqrt(abs(X1))))) / -0.028045775) * X1))) * (((0.8329189 + (abs(-13.646543) ^ -687.60504)) - (abs(-1.0203614) ^ X1)) / -0.033895455)) / (X1 + 16.452078)) RARLikelihood{Float32}"
9,359031,-1250.6501,-1173.9485,-1250.6501,57.12784,19.573832,13.95,Inf,26),"((sqrt(abs(((log(abs((1.2763975 + sqrt(abs(X1))))) / -0.03926012) * X1))) * (((0.83417016 + (abs(-13.646543) ^ -687.60504)) - (abs(-1.0201615) ^ X1)) / -0.028292201)) / (X1 + 16.534372)) RARLikelihood{Float32}"
10,414383,-1250.7357,-1172.7943,-1250.7357,57.12784,20.813643,15.0633335,Inf,26),"((sqrt(abs(((log(abs((1.2762725 + sqrt(abs(X1))))) / -0.06272729) * X1))) * (((0.8333222 + (abs(-13.646543) ^ -687.60504)) - (abs(-1.019559) ^ X1)) / -0.0211941)) / (X1 + 17.544662)) RARLikelihood{Float32}"
