NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,func_compl,param_compl,nll_train,avg_len,avg_fitness,size,expression
1,27447,-1206.5482,-1177.9294,-1206.5482,21.501114,7.1177197,6.74,Inf,12),"(abs(((X1 + X1) + sqrt(abs((X1 / (X1 + 19.089151)))))) ^ 0.7289459) RARLikelihood{Float32}"
2,56551,-1248.8916,-1161.687,-1248.8916,66.77497,20.42954,6.8966665,Inf,29),"((((36.486176 / (abs(X1) ^ 0.5020116)) + exp((abs(1.4908192) ^ 2.897434))) / (((-0.89806575 - 3.88836) * exp(1.8829976)) / (log(abs(1.0016172)) - X1))) * sqrt(abs((log(abs(sqrt(abs(-1.5910993)))) - -0.5615856)))) RARLikelihood{Float32}"
3,86061,-1248.8916,-1161.687,-1248.8916,66.77497,20.42954,7.5666666,Inf,29),"((((36.486176 / (abs(X1) ^ 0.5020116)) + exp((abs(1.4908192) ^ 2.897434))) / (((-0.89806575 - 3.88836) * exp(1.8829976)) / (log(abs(1.0016172)) - X1))) * sqrt(abs((log(abs(sqrt(abs(-1.5910993)))) - -0.5615856)))) RARLikelihood{Float32}"
4,118161,-1248.8916,-1161.687,-1248.8916,66.77497,20.42954,9.2,Inf,29),"((((36.486176 / (abs(X1) ^ 0.5020116)) + exp((abs(1.4908192) ^ 2.897434))) / (((-0.89806575 - 3.88836) * exp(1.8829976)) / (log(abs(1.0016172)) - X1))) * sqrt(abs((log(abs(sqrt(abs(-1.5910993)))) - -0.5615856)))) RARLikelihood{Float32}"
5,160405,-1248.8916,-1161.687,-1248.8916,66.77497,20.42954,10.59,Inf,29),"((((36.486176 / (abs(X1) ^ 0.5020116)) + exp((abs(1.4908192) ^ 2.897434))) / (((-0.89806575 - 3.88836) * exp(1.8829976)) / (log(abs(1.0016172)) - X1))) * sqrt(abs((log(abs(sqrt(abs(-1.5910993)))) - -0.5615856)))) RARLikelihood{Float32}"
6,208511,-1250.312,-1189.8188,-1250.312,48.354286,12.138949,12.336667,Inf,21),"(abs(((X1 + ((0.4336506 - 0.4408) * exp(exp(log(abs((X1 / X1))))))) + sqrt(abs((X1 / (X1 + 0.96668524)))))) ^ 0.9849003) RARLikelihood{Float32}"
7,261775,-1252.4579,-1167.3137,-1252.4579,71.380135,13.764026,13.706667,Inf,31),"(((((821.5681 / (abs(X1) ^ -0.6215007)) + exp((abs(-1.0088179) ^ 35.402657))) / (((-1.2446004 - 4.234896) * exp(4.102051)) / -0.29666027)) * sqrt(abs((log(abs(sqrt(abs(-1.5834095)))) - -0.39846286)))) * sqrt(abs((-7.4584618 - X1)))) RARLikelihood{Float32}"
8,318997,-1252.4579,-1167.3137,-1252.4579,71.380135,13.764026,15.976666,Inf,31),"(((((821.5681 / (abs(X1) ^ -0.6215007)) + exp((abs(-1.0088179) ^ 35.402657))) / (((-1.2446004 - 4.234896) * exp(4.102051)) / -0.29666027)) * sqrt(abs((log(abs(sqrt(abs(-1.5834095)))) - -0.39846286)))) * sqrt(abs((-7.4584618 - X1)))) RARLikelihood{Float32}"
9,365181,-1252.4758,-1210.2317,-1252.4758,36.972294,5.2718306,17.5,Inf,19),"(((-0.09581645 * X1) + X1) + sqrt(abs(((((abs(sqrt(abs(X1))) ^ 0.16234785) * 1.3797458) * X1) / (1.1700963 + X1))))) RARLikelihood{Float32}"
10,414428,-1263.2888,-1159.6339,-1263.2888,87.49823,16.156664,16.753334,Inf,38),"(((((703.5657 / (abs(X1) ^ -1.3778827)) + exp((abs(-0.17089038) ^ 12.523013))) / ((X1 + X1) / -0.002607912)) * sqrt(abs((sqrt(abs(X1)) - (((-1.0685925 - -1.0908072) * exp(-3.085668)) / X1))))) * sqrt(abs((log(abs(sqrt(abs((abs(2.0940478) ^ X1))))) - -3.0972946)))) RARLikelihood{Float32}"
