NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,func_compl,param_compl,nll_train,avg_len,avg_fitness,size,expression
1,28513,-1018.0594,-984.9534,-1018.0594,22.873857,10.23214,6.27,Inf,11),"(exp((sqrt(abs(X1)) + 0.99939096)) / (-3.643281 - (abs(X1) ^ -0.74786633))) RARLikelihood{Float32}"
2,54392,-1238.4211,-1209.763,-1238.4211,16.125835,12.532387,5.4566665,Inf,9),"((-0.62076306 + -0.9563496) / (0.08007195 - (abs(X1) ^ -0.61212116))) RARLikelihood{Float32}"
3,83829,-1239.0544,-1209.7819,-1239.0544,16.125835,13.14674,5.8333335,Inf,9),"((-0.63068366 + -0.9662702) / (0.07208678 - (abs(X1) ^ -0.61638063))) RARLikelihood{Float32}"
4,117019,-1239.0544,-1209.7819,-1239.0544,16.125835,13.14674,6.3966665,Inf,9),"((-0.63068366 + -0.9662702) / (0.07208678 - (abs(X1) ^ -0.61638063))) RARLikelihood{Float32}"
5,156288,-1239.0544,-1209.7819,-1239.0544,16.125835,13.14674,7.36,Inf,9),"((-0.63068366 + -0.9662702) / (0.07208678 - (abs(X1) ^ -0.61638063))) RARLikelihood{Float32}"
6,194002,-1244.2847,-1209.6979,-1244.2847,22.873857,11.712835,8.583333,Inf,11),"(0.8465022 * ((abs(sqrt(abs(2.3260818))) ^ log(abs((0.009185474 - X1)))) + X1)) RARLikelihood{Float32}"
7,230910,-1250.9313,-1202.6558,-1250.9313,32.95837,15.317173,9.3,Inf,15),"(exp((sqrt(abs((0.0021987788 + (X1 * -0.0071733985)))) + 0.42925483)) / (0.0414706 - (abs(X1) ^ -0.61308753))) RARLikelihood{Float32}"
8,265612,-1252.229,-1205.4642,-1252.229,35.155594,11.609188,9.88,Inf,16),"(exp((sqrt(abs((-0.7732243 + log(abs((-6.114707 - X1)))))) + -0.58523804)) / (0.025424171 - (abs(X1) ^ -0.6016556))) RARLikelihood{Float32}"
9,299940,-1252.383,-1191.2852,-1252.383,46.0517,15.046185,10.906667,Inf,20),"(exp((sqrt(abs((-1.6723262 + log(abs((-9.097795 - X1)))))) + -0.60226077)) / (0.014694323 - (abs((1.6763357 * (0.00045616736 + X1))) ^ -0.6067831))) RARLikelihood{Float32}"
10,353189,-1283.5065,-1236.6482,-1283.5065,30.761145,16.09716,11.913333,Inf,14),"((((abs(sqrt(abs(-2.3155463))) ^ log(abs((0.022221757 - X1)))) + X1) + exp(-3.3089972)) / -1.2047416) RARLikelihood{Float32}"
11,407304,-1283.5065,-1236.6482,-1283.5065,30.761145,16.09716,13.896667,Inf,14),"((((abs(sqrt(abs(-2.3155463))) ^ log(abs((0.022221757 - X1)))) + X1) + exp(-3.3089972)) / -1.2047416) RARLikelihood{Float32}"
12,470518,-1283.5065,-1236.6482,-1283.5065,30.761145,16.09716,15.596666,Inf,14),"((((abs(sqrt(abs(-2.3155463))) ^ log(abs((0.022221757 - X1)))) + X1) + exp(-3.3089972)) / -1.2047416) RARLikelihood{Float32}"
13,533122,-1286.0598,-1211.8955,-1286.0598,54.485485,19.678875,16.69,Inf,28),"((abs(0.67558694) ^ log(abs((-0.4792333 - ((abs((X1 - ((abs((-0.7352794 - -2.129907)) ^ log(abs(((0.06482149 + (log(abs(X1)) - -3.7793217)) - X1)))) * -0.21959892))) ^ -2.9111934) - -1.5682014))))) + X1) RARLikelihood{Float32}"
14,599504,-1286.0599,-1211.8954,-1286.0599,54.485485,19.679047,17.796667,Inf,28),"((abs(0.6755868) ^ log(abs((-0.47923332 - ((abs((X1 - ((abs((-0.73527974 - -2.1299067)) ^ log(abs(((0.064821616 + (log(abs(X1)) - -3.7793217)) - X1)))) * -0.2195991))) ^ -2.9111934) - -1.5682014))))) + X1) RARLikelihood{Float32}"
15,663000,-1286.0599,-1211.8954,-1286.0599,54.485485,19.679047,18.736666,Inf,28),"((abs(0.6755868) ^ log(abs((-0.47923332 - ((abs((X1 - ((abs((-0.73527974 - -2.1299067)) ^ log(abs(((0.064821616 + (log(abs(X1)) - -3.7793217)) - X1)))) * -0.2195991))) ^ -2.9111934) - -1.5682014))))) + X1) RARLikelihood{Float32}"
16,730385,-1308.8365,-1191.2554,-1308.8365,70.31119,47.27005,20.34,Inf,32),"sqrt(abs(((abs(X1) ^ 0.5720342) * (abs((((X1 / -589101.7) + (X1 * -3.6391768)) - ((-9.599688 + X1) - -9.506189))) ^ log(abs((0.01928513 - ((abs((X1 - (sqrt(abs(X1)) * 0.12606354))) ^ 0.12175446) - -1.0696827)))))))) RARLikelihood{Float32}"
17,799597,-1308.8369,-1183.683,-1308.8369,70.31119,54.842793,20.91,Inf,32),"sqrt(abs(((abs(X1) ^ 0.5720342) * (abs((((X1 / -589101.7) + (X1 * -3.6391768)) - ((-9.599689 + X1) - -9.506188))) ^ log(abs((0.019285133 - ((abs((X1 - (sqrt(abs(X1)) * 0.1260636))) ^ 0.12175445) - -1.0696827)))))))) RARLikelihood{Float32}"
18,866571,-1308.8372,-1189.6223,-1308.8372,70.31119,48.903633,21.376667,Inf,32),"sqrt(abs(((abs(X1) ^ 0.5720342) * (abs((((X1 / -589101.7) + (X1 * -3.6391768)) - ((-9.599689 + X1) - -9.506188))) ^ log(abs((0.019285152 - ((abs((X1 - (sqrt(abs(X1)) * 0.12606357))) ^ 0.12175445) - -1.0696827)))))))) RARLikelihood{Float32}"
19,943916,-1308.8372,-1189.6223,-1308.8372,70.31119,48.903633,22.973333,Inf,32),"sqrt(abs(((abs(X1) ^ 0.5720342) * (abs((((X1 / -589101.7) + (X1 * -3.6391768)) - ((-9.599689 + X1) - -9.506188))) ^ log(abs((0.019285152 - ((abs((X1 - (sqrt(abs(X1)) * 0.12606357))) ^ 0.12175445) - -1.0696827)))))))) RARLikelihood{Float32}"
20,1011681,-1369.9645,-1258.6597,-1369.9645,85.69176,25.613026,22.39,Inf,39),"(0.4094751 + (((abs(X1) ^ log(abs((1/((((abs(sqrt(abs(-1.0797892))) ^ log(abs((((-1035.7316 * -8.2274685) + log(abs((abs((-0.04106155 * sqrt(abs((X1 + X1))))) ^ -1.2156212)))) - X1)))) + X1) + X1)) + -1.9797556)))) + X1) * (-2.0765233 + (abs(X1) ^ 0.12419173)))) RARLikelihood{Float32}"
21,1097543,-1369.9646,-1258.6202,-1369.9646,85.69176,25.65262,23.883333,Inf,39),"(0.40947506 + (((abs(X1) ^ log(abs((1/((((abs(sqrt(abs(-1.0797892))) ^ log(abs((((-1035.7316 * -8.2274685) + log(abs((abs((-0.04106155 * sqrt(abs((X1 + X1))))) ^ -1.2156212)))) - X1)))) + X1) + X1)) + -1.9797556)))) + X1) * (-2.0765233 + (abs(X1) ^ 0.124191955)))) RARLikelihood{Float32}"
22,1173659,-1369.9741,-1258.3246,-1369.9741,85.69176,25.957796,23.57,Inf,39),"(0.40947506 + (((abs(X1) ^ log(abs((1/((((abs(sqrt(abs(-1.0797892))) ^ log(abs((((-1035.7316 * -8.2274685) + log(abs((abs((X1 + (-1.9644849 - sqrt(abs(1.3950496))))) ^ -1.2156212)))) - X1)))) + X1) + X1)) + -1.9797556)))) + X1) * (-2.0765233 + (abs(X1) ^ 0.124191955)))) RARLikelihood{Float32}"
23,1240559,-1369.9741,-1258.3246,-1369.9741,85.69176,25.957796,22.736666,Inf,39),"(0.40947506 + (((abs(X1) ^ log(abs((1/((((abs(sqrt(abs(-1.0797892))) ^ log(abs((((-1035.7316 * -8.2274685) + log(abs((abs((X1 + (-1.9644849 - sqrt(abs(1.3950496))))) ^ -1.2156212)))) - X1)))) + X1) + X1)) + -1.9797556)))) + X1) * (-2.0765233 + (abs(X1) ^ 0.124191955)))) RARLikelihood{Float32}"
24,1314966,-1454.3485,-1345.0768,-1454.3485,85.69176,23.580006,23.816668,Inf,39),"(0.49182925 + (((abs(X1) ^ log(abs((1/((((abs(sqrt(abs(-2.5998678))) ^ log(abs((((-1035.9426 * X1) + log(abs((abs((-323.13177 * sqrt(abs((X1 + -18.176323))))) ^ -3.0984702)))) - X1)))) + X1) + X1)) + -1.4115514)))) + X1) * (-2.136238 + (abs(X1) ^ 0.1100899)))) RARLikelihood{Float32}"
25,1387173,-1454.3776,-1344.5281,-1454.3776,85.69176,24.157667,23.47,Inf,39),"(0.48930776 + (((abs(X1) ^ log(abs((1/((((abs(sqrt(abs(-2.545515))) ^ log(abs((((-1035.9425 * X1) + log(abs((abs((-323.13187 * sqrt(abs((X1 + -18.177042))))) ^ -3.150086)))) - X1)))) + X1) + X1)) + -1.4186647)))) + X1) * (-2.1353552 + (abs(X1) ^ 0.110468775)))) RARLikelihood{Float32}"
