NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,func_compl,param_compl,nll_train,avg_len,avg_fitness,size,expression
1,25333,-1234.7177,-1174.6967,-1234.7177,43.944492,16.07651,7.07,Inf,20),"(log(abs((0.33229962 - -0.5101097))) - ((sqrt(abs(1.1663475)) + exp((0.25825295 - X1))) * (X1 + (-0.5143585 * (0.0012012528 / X1))))) RARLikelihood{Float32}"
2,53271,-1240.7582,-1221.0258,-1240.7582,11.266066,8.46626,7.2433333,Inf,7),"(X1 * ((abs(X1) ^ -0.49516788) - -0.71442384)) RARLikelihood{Float32}"
3,85818,-1271.6571,-1232.3921,-1271.6571,25.296831,13.968164,7.7233334,Inf,13),"(-0.84839404 * (X1 + sqrt(abs(sqrt(abs(((X1 / (abs(X1) ^ -0.7534712)) + -0.0009043912))))))) RARLikelihood{Float32}"
4,123170,-1271.6571,-1232.3921,-1271.6571,25.296831,13.968164,8.326667,Inf,13),"(-0.84839404 * (X1 + sqrt(abs(sqrt(abs(((X1 / (abs(X1) ^ -0.7534712)) + -0.0009043912))))))) RARLikelihood{Float32}"
5,173750,-1271.6571,-1232.3921,-1271.6571,25.296831,13.968164,9.88,Inf,13),"(-0.84839404 * (X1 + sqrt(abs(sqrt(abs(((X1 / (abs(X1) ^ -0.7534712)) + -0.0009043912))))))) RARLikelihood{Float32}"
6,228709,-1271.6571,-1232.3921,-1271.6571,25.296831,13.968164,12.01,Inf,13),"(-0.84839404 * (X1 + sqrt(abs(sqrt(abs(((X1 / (abs(X1) ^ -0.7534712)) + -0.0009043912))))))) RARLikelihood{Float32}"
7,275409,-1271.6571,-1232.3921,-1271.6571,25.296831,13.968164,13.11,Inf,13),"(-0.84839404 * (X1 + sqrt(abs(sqrt(abs(((X1 / (abs(X1) ^ -0.7534712)) + -0.0009043912))))))) RARLikelihood{Float32}"
8,328882,-1271.6571,-1232.3921,-1271.6571,25.296831,13.968164,14.846666,Inf,13),"(-0.84839404 * (X1 + sqrt(abs(sqrt(abs(((X1 / (abs(X1) ^ -0.7534712)) + -0.0009043912))))))) RARLikelihood{Float32}"
9,385303,-1271.6571,-1232.3921,-1271.6571,25.296831,13.968164,17.1,Inf,13),"(-0.84839404 * (X1 + sqrt(abs(sqrt(abs(((X1 / (abs(X1) ^ -0.7534712)) + -0.0009043912))))))) RARLikelihood{Float32}"
10,444460,-1280.1223,-1241.1234,-1280.1223,25.296831,13.702009,17.403334,Inf,13),"(0.84754014 * (X1 + sqrt(abs(sqrt(abs(((X1 / (abs(X1) ^ -0.74148387)) + -0.001111776))))))) RARLikelihood{Float32}"
11,513541,-1280.1223,-1241.1234,-1280.1223,25.296831,13.702009,19.81,Inf,13),"(0.84754014 * (X1 + sqrt(abs(sqrt(abs(((X1 / (abs(X1) ^ -0.74148387)) + -0.001111776))))))) RARLikelihood{Float32}"
12,580637,-1280.1223,-1241.1234,-1280.1223,25.296831,13.702009,21.073334,Inf,13),"(0.84754014 * (X1 + sqrt(abs(sqrt(abs(((X1 / (abs(X1) ^ -0.74148387)) + -0.001111776))))))) RARLikelihood{Float32}"
13,645905,-1280.1223,-1241.1234,-1280.1223,25.296831,13.702009,22.313334,Inf,13),"(0.84754014 * (X1 + sqrt(abs(sqrt(abs(((X1 / (abs(X1) ^ -0.74148387)) + -0.001111776))))))) RARLikelihood{Float32}"
14,709709,-1289.8102,-1201.2986,-1289.8102,71.99867,16.512922,23.04,Inf,37),"((sqrt(abs(sqrt(abs(((X1 + ((X1 * -0.26491544) - -0.020808192)) * ((((-0.32609951 + 0.08555294) + (X1 / 0.6624558)) + -0.0570388) + (0.26732102 / 1.0121937))))))) + (((X1 * -0.17240198) - X1) * ((0.27272913 + X1) - X1))) + X1) RARLikelihood{Float32}"
15,780036,-1289.8102,-1201.2986,-1289.8102,71.99867,16.512922,24.523333,Inf,37),"((sqrt(abs(sqrt(abs(((X1 + ((X1 * -0.26491544) - -0.020808192)) * ((((-0.32609951 + 0.08555294) + (X1 / 0.6624558)) + -0.0570388) + (0.26732102 / 1.0121937))))))) + (((X1 * -0.17240198) - X1) * ((0.27272913 + X1) - X1))) + X1) RARLikelihood{Float32}"
16,848471,-1289.8102,-1201.2986,-1289.8102,71.99867,16.512922,25.396667,Inf,37),"((sqrt(abs(sqrt(abs(((X1 + ((X1 * -0.26491544) - -0.020808192)) * ((((-0.32609951 + 0.08555294) + (X1 / 0.6624558)) + -0.0570388) + (0.26732102 / 1.0121937))))))) + (((X1 * -0.17240198) - X1) * ((0.27272913 + X1) - X1))) + X1) RARLikelihood{Float32}"
17,912226,-1289.8102,-1201.2986,-1289.8102,71.99867,16.512922,24.72,Inf,37),"((sqrt(abs(sqrt(abs(((X1 + ((X1 * -0.26491544) - -0.020808192)) * ((((-0.32609951 + 0.08555294) + (X1 / 0.6624558)) + -0.0570388) + (0.26732102 / 1.0121937))))))) + (((X1 * -0.17240198) - X1) * ((0.27272913 + X1) - X1))) + X1) RARLikelihood{Float32}"
18,982164,-1289.8102,-1201.2986,-1289.8102,71.99867,16.512922,24.536667,Inf,37),"((sqrt(abs(sqrt(abs(((X1 + ((X1 * -0.26491544) - -0.020808192)) * ((((-0.32609951 + 0.08555294) + (X1 / 0.6624558)) + -0.0570388) + (0.26732102 / 1.0121937))))))) + (((X1 * -0.17240198) - X1) * ((0.27272913 + X1) - X1))) + X1) RARLikelihood{Float32}"
19,1049639,-1309.9398,-1208.6647,-1309.9398,66.54213,34.732975,24.1,Inf,32),"(0.9219975 * (0.9219975 * (X1 + sqrt(abs((((abs((X1 + log(abs((X1 + (((X1 * -1.4289883) - 0.40014094) + (1.2646056 - ((sqrt(abs(0.10914802)) + X1) * -0.36131638)))))))) ^ 0.6678365) - -0.20713353) + -0.2429803)))))) RARLikelihood{Float32}"
