NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,func_compl,param_compl,nll_train,avg_len,avg_fitness,size,expression
1,22041,-1247.3224,-1210.5032,-1247.3224,25.084633,11.73457,6.6066666,Inf,14),"((abs((0.0030440795 * X1)) ^ 0.6166047) * ((X1 + (exp(2.7133133) + 4.7392707)) * 2.9100633)) RARLikelihood{Float32}"
2,47598,-1247.3224,-1210.5032,-1247.3224,25.084633,11.73457,6.4533334,Inf,14),"((abs((0.0030440795 * X1)) ^ 0.6166047) * ((X1 + (exp(2.7133133) + 4.7392707)) * 2.9100633)) RARLikelihood{Float32}"
3,80356,-1247.3224,-1210.5032,-1247.3224,25.084633,11.73457,7.5666666,Inf,14),"((abs((0.0030440795 * X1)) ^ 0.6166047) * ((X1 + (exp(2.7133133) + 4.7392707)) * 2.9100633)) RARLikelihood{Float32}"
4,114040,-1247.3224,-1210.5032,-1247.3224,25.084633,11.73457,8.95,Inf,14),"((abs((0.0030440795 * X1)) ^ 0.6166047) * ((X1 + (exp(2.7133133) + 4.7392707)) * 2.9100633)) RARLikelihood{Float32}"
5,157707,-1252.1346,-1201.3339,-1252.1346,41.74727,9.053427,10.67,Inf,19),"((abs((0.5358466 * X1)) ^ 0.60794544) * (abs((log(abs((362.01602 - ((X1 / -15.574378) + sqrt(abs(41.335453)))))) + X1)) ^ 0.4715417)) RARLikelihood{Float32}"
6,201102,-1252.307,-1207.1044,-1252.307,35.350506,9.852189,11.826667,Inf,17),"((abs((0.7082419 * X1)) ^ 0.6047861) * (abs((log(abs((226.55309 - (114.72405 + sqrt(abs(51.872902)))))) + X1)) ^ 0.42639616)) RARLikelihood{Float32}"
7,244343,-1252.3073,-1220.95,-1252.3073,21.501114,9.856164,13.32,Inf,12),"((abs((0.7082711 * X1)) ^ 0.60478586) * (abs((log(abs(-104.610535)) + X1)) ^ 0.42638856)) RARLikelihood{Float32}"
8,295981,-1252.3076,-1220.9503,-1252.3076,21.501114,9.856159,14.266666,Inf,12),"((abs((0.70827115 * X1)) ^ 0.6047858) * (abs((log(abs(-104.610535)) + X1)) ^ 0.4263885)) RARLikelihood{Float32}"
9,348275,-1275.953,-1227.1241,-1275.953,35.026382,13.802459,15.976666,Inf,18),"(abs((((((-5.3447022 * X1) - X1) + log(abs((-0.32444155 * X1)))) * (-0.022518655 + X1)) * X1)) ^ 0.26548636) RARLikelihood{Float32}"
10,405910,-1275.953,-1227.1241,-1275.953,35.026382,13.802459,17.343334,Inf,18),"(abs((((((-5.3447022 * X1) - X1) + log(abs((-0.32444155 * X1)))) * (-0.022518655 + X1)) * X1)) ^ 0.26548636) RARLikelihood{Float32}"
11,463038,-1275.953,-1227.1241,-1275.953,35.026382,13.802459,18.29,Inf,18),"(abs((((((-5.3447022 * X1) - X1) + log(abs((-0.32444155 * X1)))) * (-0.022518655 + X1)) * X1)) ^ 0.26548636) RARLikelihood{Float32}"
12,522147,-1275.953,-1227.1241,-1275.953,35.026382,13.802459,19.026667,Inf,18),"(abs((((((-5.3447022 * X1) - X1) + log(abs((-0.32444155 * X1)))) * (-0.022518655 + X1)) * X1)) ^ 0.26548636) RARLikelihood{Float32}"
13,579439,-1275.953,-1227.1241,-1275.953,35.026382,13.802459,19.156666,Inf,18),"(abs((((((-5.3447022 * X1) - X1) + log(abs((-0.32444155 * X1)))) * (-0.022518655 + X1)) * X1)) ^ 0.26548636) RARLikelihood{Float32}"
14,636766,-1275.953,-1227.1241,-1275.953,35.026382,13.802459,19.13,Inf,18),"(abs((((((-5.3447022 * X1) - X1) + log(abs((-0.32444155 * X1)))) * (-0.022518655 + X1)) * X1)) ^ 0.26548636) RARLikelihood{Float32}"
15,698588,-1275.953,-1227.1241,-1275.953,35.026382,13.802459,21.066668,Inf,18),"(abs((((((-5.3447022 * X1) - X1) + log(abs((-0.32444155 * X1)))) * (-0.022518655 + X1)) * X1)) ^ 0.26548636) RARLikelihood{Float32}"
16,762945,-1278.5972,-1230.3811,-1278.5972,35.026382,13.189654,20.853333,Inf,18),"(abs((((((-5.432058 * X1) - X1) + log(abs((-0.34167132 * X1)))) * (-0.02220694 + X1)) * X1)) ^ 0.2650576) RARLikelihood{Float32}"
17,821644,-1278.5972,-1230.3811,-1278.5972,35.026382,13.189654,21.533333,Inf,18),"(abs((((((-5.432058 * X1) - X1) + log(abs((-0.34167132 * X1)))) * (-0.02220694 + X1)) * X1)) ^ 0.2650576) RARLikelihood{Float32}"
18,879432,-1397.5486,-1272.05,-1397.5486,89.80082,35.697697,22.29,Inf,39),"((((X1 + (sqrt(abs(5.8600197)) / -2.8107483)) - -137.5107) + (157.9927 * X1)) * ((1/((0.0026743275 * (X1 * ((sqrt(abs(((sqrt(abs((sqrt(abs(1.0903909e6)) + X1))) * 84039.28) / X1))) / X1) ^ 0.60513705)))) + log(abs((0.19309843 * X1)))) * 0.0020351189)) RARLikelihood{Float32}"
19,948739,-1399.6637,-1277.6414,-1399.6637,89.80082,32.22158,24.11,Inf,39),"((((X1 + (sqrt(abs(5.858119)) / -2.8186765)) - -137.5366) + (157.97041 * X1)) * ((1/((0.0015518381 * (X1 * ((sqrt(abs(((sqrt(abs((sqrt(abs(1.0903909e6)) + X1))) * 84039.28) / X1))) / X1) ^ 0.6237022)))) + log(abs((0.023314636 * X1)))) * 0.0020180794)) RARLikelihood{Float32}"
20,1007113,-1539.2894,-1456.3258,-1539.2894,69.07755,13.88609,24.18,Inf,30),"(0.9668175 - (sqrt(abs(sqrt(abs((((1/((1.7894666 * (X1 * (X1 ^ -0.59239936)))) + log(abs((11.849792 * X1)))) * -5712.2764) / (46878.953 / log(abs(((X1 * X1) * 3.4385256e7))))))))) + X1)) RARLikelihood{Float32}"
21,1073018,-1539.9867,-1459.6298,-1539.9867,69.07755,11.27936,23.783333,Inf,30),"(0.97250855 - (sqrt(abs(sqrt(abs((((1/((2.1670127 * (X1 * (X1 ^ -0.5608917)))) + log(abs((14.463723 * X1)))) * -5712.3013) / (46878.953 / log(abs(((X1 * X1) * 3.4385256e7))))))))) + X1)) RARLikelihood{Float32}"
22,1139371,-1539.9875,-1459.6288,-1539.9875,69.07755,11.281209,22.943333,Inf,30),"(0.972509 - (sqrt(abs(sqrt(abs((((1/((2.1670127 * (X1 * (X1 ^ -0.5608914)))) + log(abs((14.463723 * X1)))) * -5712.3013) / (46878.953 / log(abs(((X1 * X1) * 3.4385256e7))))))))) + X1)) RARLikelihood{Float32}"
23,1198730,-1539.9875,-1459.6288,-1539.9875,69.07755,11.281209,22.216667,Inf,30),"(0.972509 - (sqrt(abs(sqrt(abs((((1/((2.1670127 * (X1 * (X1 ^ -0.5608914)))) + log(abs((14.463723 * X1)))) * -5712.3013) / (46878.953 / log(abs(((X1 * X1) * 3.4385256e7))))))))) + X1)) RARLikelihood{Float32}"
24,1257188,-1539.9875,-1459.6288,-1539.9875,69.07755,11.281209,21.893333,Inf,30),"(0.972509 - (sqrt(abs(sqrt(abs((((1/((2.1670127 * (X1 * (X1 ^ -0.5608914)))) + log(abs((14.463723 * X1)))) * -5712.3013) / (46878.953 / log(abs(((X1 * X1) * 3.4385256e7))))))))) + X1)) RARLikelihood{Float32}"
25,1323607,-1539.9875,-1459.6288,-1539.9875,69.07755,11.281209,22.39,Inf,30),"(0.972509 - (sqrt(abs(sqrt(abs((((1/((2.1670127 * (X1 * (X1 ^ -0.5608914)))) + log(abs((14.463723 * X1)))) * -5712.3013) / (46878.953 / log(abs(((X1 * X1) * 3.4385256e7))))))))) + X1)) RARLikelihood{Float32}"
26,1385417,-1545.9596,3.4028235e38,-1545.9596,69.53896,3.4028235e38,23.56,Inf,29),"(1.541917 - (sqrt(abs(sqrt(abs((((1/((1.1946713 * (X1 * (X1 ^ -0.6692119)))) + log(abs((14.626764 * X1)))) * -5712.3013) / (46878.953 / (abs((-5.791002e-18 / X1)) ^ -0.1004491))))))) + X1)) RARLikelihood{Float32}"
27,1462275,-1552.5956,3.4028235e38,-1552.5956,69.53896,3.4028235e38,24.4,Inf,29),"(2.272184 - (sqrt(abs(sqrt(abs((((1/((0.6308438 * (X1 * (X1 ^ -0.74312717)))) + log(abs((18.9322 * X1)))) * -5712.2954) / (46878.953 / (abs((-5.791002e-18 / X1)) ^ -0.12340702))))))) + X1)) RARLikelihood{Float32}"
28,1546449,-1555.9111,3.4028235e38,-1555.9111,69.53896,3.4028235e38,25.466667,Inf,29),"(2.9319203 - (sqrt(abs(sqrt(abs((((1/((0.7867233 * (X1 * (X1 ^ -0.67900825)))) + log(abs((190.97136 * X1)))) * -5712.0103) / (46878.965 / (abs((-5.791002e-18 / X1)) ^ -0.13518763))))))) + X1)) RARLikelihood{Float32}"
29,1613560,-1564.484,3.4028235e38,-1564.484,74.334755,3.4028235e38,24.71,Inf,31),"(2.9647892 - (sqrt(abs(sqrt(abs((((1/((0.80648506 * (X1 * (X1 ^ -0.6701195)))) + log(abs((190.97168 * X1)))) * -5712.0103) / (46878.965 / (abs((-5.791002e-18 / X1)) ^ -0.13605163))))))) + (abs(X1) ^ 0.95948434))) RARLikelihood{Float32}"
30,1688410,-1564.484,3.4028235e38,-1564.484,74.334755,3.4028235e38,25.616667,Inf,31),"(2.9647892 - (sqrt(abs(sqrt(abs((((1/((0.80648506 * (X1 * (X1 ^ -0.6701195)))) + log(abs((190.97168 * X1)))) * -5712.0103) / (46878.965 / (abs((-5.791002e-18 / X1)) ^ -0.13605163))))))) + (abs(X1) ^ 0.95948434))) RARLikelihood{Float32}"
31,1759733,-1567.9186,3.4028235e38,-1567.9186,91.12002,3.4028235e38,25.61,Inf,38),"((abs((sqrt(abs(16.299622)) / (-2.0144775 - (((1/((-0.0072051506 * (X1 * (X1 ^ -2.1059983)))) + log(abs((184.81717 * X1)))) * -5712.083) / (46878.965 / (abs((-0.14689352 / X1)) ^ 1.9857714)))))) ^ 0.42856264) * (abs(((X1 * X1) + X1)) ^ 0.43296754)) RARLikelihood{Float32}"
32,1825529,-1569.563,3.4028235e38,-1569.563,91.12002,3.4028235e38,24.816668,Inf,38),"((abs((sqrt(abs(16.242973)) / (-2.8953164 - (((1/((-0.0024708451 * (X1 * (X1 ^ -2.3361754)))) + log(abs((184.81508 * X1)))) * -5712.083) / (46878.965 / (abs((-0.07493452 / X1)) ^ 2.0965393)))))) ^ 0.8242445) * (abs(((X1 * X1) + X1)) ^ 0.4402708)) RARLikelihood{Float32}"
