NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,func_compl,param_compl,nll_train,avg_len,avg_fitness,size,expression
1,30890,-1240.7615,-1206.5077,-1240.7615,20.922693,13.331055,6.5033336,Inf,13),"((X1 * 0.7140377) + (X1 * (abs(X1) ^ ((abs(0.99962884) ^ X1) * -0.4952212)))) RARLikelihood{Float32}"
2,70991,-1240.7615,-1206.5077,-1240.7615,20.922693,13.331055,6.6833334,Inf,13),"((X1 * 0.7140377) + (X1 * (abs(X1) ^ ((abs(0.99962884) ^ X1) * -0.4952212)))) RARLikelihood{Float32}"
3,108796,-1240.7615,-1206.5077,-1240.7615,20.922693,13.331055,7.0433335,Inf,13),"((X1 * 0.7140377) + (X1 * (abs(X1) ^ ((abs(0.99962884) ^ X1) * -0.4952212)))) RARLikelihood{Float32}"
4,148187,-1240.7615,-1206.5077,-1240.7615,20.922693,13.331055,8.496667,Inf,13),"((X1 * 0.7140377) + (X1 * (abs(X1) ^ ((abs(0.99962884) ^ X1) * -0.4952212)))) RARLikelihood{Float32}"
5,185618,-1249.6816,-1210.6177,-1249.6816,29.11218,9.951732,10.133333,Inf,14),"((log(abs((X1 - -5.110787))) / 1.0614724) * (abs(sqrt(abs(sqrt(abs((X1 * X1)))))) ^ 1.1994319)) RARLikelihood{Float32}"
6,223559,-1249.6816,-1210.6177,-1249.6816,29.11218,9.951732,11.276667,Inf,14),"((log(abs((X1 - -5.110787))) / 1.0614724) * (abs(sqrt(abs(sqrt(abs((X1 * X1)))))) ^ 1.1994319)) RARLikelihood{Float32}"
7,267243,-1252.858,-1165.3126,-1252.858,52.539574,35.005802,11.733334,Inf,27),"((X1 * -0.5600584) + ((189.16113 * (X1 - (((((abs(X1) ^ 1.9979973) / X1) + X1) * 4.252447) * 0.11828949))) * (abs(X1) ^ ((abs(0.9421406) ^ X1) * -0.32799882)))) RARLikelihood{Float32}"
8,310808,-1252.858,-1165.3126,-1252.858,52.539574,35.005802,13.443334,Inf,27),"((X1 * -0.5600584) + ((189.16113 * (X1 - (((((abs(X1) ^ 1.9979973) / X1) + X1) * 4.252447) * 0.11828949))) * (abs(X1) ^ ((abs(0.9421406) ^ X1) * -0.32799882)))) RARLikelihood{Float32}"
9,352365,-1252.858,-1165.3126,-1252.858,52.539574,35.005802,14.816667,Inf,27),"((X1 * -0.5600584) + ((189.16113 * (X1 - (((((abs(X1) ^ 1.9979973) / X1) + X1) * 4.252447) * 0.11828949))) * (abs(X1) ^ ((abs(0.9421406) ^ X1) * -0.32799882)))) RARLikelihood{Float32}"
10,397870,-1252.858,-1165.3126,-1252.858,52.539574,35.005802,15.856667,Inf,27),"((X1 * -0.5600584) + ((189.16113 * (X1 - (((((abs(X1) ^ 1.9979973) / X1) + X1) * 4.252447) * 0.11828949))) * (abs(X1) ^ ((abs(0.9421406) ^ X1) * -0.32799882)))) RARLikelihood{Float32}"
