NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,func_compl,param_compl,nll_train,avg_len,avg_fitness,size,expression
1,27981,-1199.0547,-1141.3794,-1199.0547,43.668274,14.007029,6.4966664,Inf,21),"((((abs((2.1606243 * X1)) ^ sqrt(abs(0.5138955))) - (X1 - 1.0554259)) + X1) - (log(abs((-1.0142407 - (-0.3079572 * -0.26513335)))) + 0.9164082)) RARLikelihood{Float32}"
2,50399,-1199.0547,-1141.3794,-1199.0547,43.668274,14.007029,5.9533334,Inf,21),"((((abs((2.1606243 * X1)) ^ sqrt(abs(0.5138955))) - (X1 - 1.0554259)) + X1) - (log(abs((-1.0142407 - (-0.3079572 * -0.26513335)))) + 0.9164082)) RARLikelihood{Float32}"
3,77784,-1235.3057,-1183.5746,-1235.3057,35.026382,16.704723,5.943333,Inf,18),"log(abs(((abs((((X1 + 0.11630565) / -0.5094187) + -3.5354679)) ^ sqrt(abs(X1))) / sqrt(abs(((abs(-2.3931828) ^ 4.5334444) / -48.001034)))))) RARLikelihood{Float32}"
4,103837,-1249.9458,-1210.589,-1249.9458,24.953299,14.403603,7.2366667,Inf,12),"(((abs(-1.8897439) ^ log(abs((X1 / -66.572296)))) - -0.0005633863) * (X1 + 23.52173)) RARLikelihood{Float32}"
5,135569,-1250.083,-1210.7922,-1250.083,24.953299,14.337524,7.786667,Inf,12),"(((abs(-1.8987979) ^ log(abs((X1 / -72.53914)))) - -0.00059577124) * (X1 + 25.47897)) RARLikelihood{Float32}"
6,177453,-1252.3949,-1200.3317,-1252.3949,40.864113,11.199138,9.48,Inf,21),"(((abs((1.9501203 * X1)) ^ sqrt(abs(0.3506669))) - (X1 - (((abs(X1) ^ 1.2950611) + -0.0006198175) * sqrt(abs((abs(-4.79371) ^ -1.9315253)))))) + X1) RARLikelihood{Float32}"
7,218475,-1252.3949,-1200.3317,-1252.3949,40.864113,11.199138,10.893333,Inf,21),"(((abs((1.9501203 * X1)) ^ sqrt(abs(0.3506669))) - (X1 - (((abs(X1) ^ 1.2950611) + -0.0006198175) * sqrt(abs((abs(-4.79371) ^ -1.9315253)))))) + X1) RARLikelihood{Float32}"
8,265854,-1252.3949,-1200.3317,-1252.3949,40.864113,11.199138,13.27,Inf,21),"(((abs((1.9501203 * X1)) ^ sqrt(abs(0.3506669))) - (X1 - (((abs(X1) ^ 1.2950611) + -0.0006198175) * sqrt(abs((abs(-4.79371) ^ -1.9315253)))))) + X1) RARLikelihood{Float32}"
9,312627,-1253.9349,-1180.4924,-1253.9349,59.867214,13.575369,14.96,Inf,26),"((((abs(((X1 / 0.32793942) * X1)) ^ sqrt(abs(-0.25107694))) - (X1 - 1.913518)) + (abs(-1.5553222) ^ log(abs(X1)))) - ((exp(X1) - exp(X1)) + sqrt(abs(3.835261)))) RARLikelihood{Float32}"
10,364407,-1253.9349,-1180.4924,-1253.9349,59.867214,13.575369,17.013334,Inf,26),"((((abs(((X1 / 0.32793942) * X1)) ^ sqrt(abs(-0.25107694))) - (X1 - 1.913518)) + (abs(-1.5553222) ^ log(abs(X1)))) - ((exp(X1) - exp(X1)) + sqrt(abs(3.835261)))) RARLikelihood{Float32}"
