NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,func_compl,param_compl,nll_train,avg_len,avg_fitness,size,expression
1,27946,-1252.0062,-1197.0354,-1252.0062,43.944492,11.026312,6.55,Inf,20),"((abs(((abs(X1) ^ exp(-0.32816935)) * -0.30052754)) ^ exp(-0.1702098)) * sqrt(abs((X1 + ((X1 + X1) - (-1.3081223 / 0.06924758)))))) RARLikelihood{Float32}"
2,52870,-1252.0063,-1197.0355,-1252.0063,43.944492,11.026309,6.5466666,Inf,20),"((abs(((abs(X1) ^ exp(-0.32816935)) * -0.30052754)) ^ exp(-0.1702098)) * sqrt(abs((X1 + ((X1 + X1) - (-1.3081223 / 0.06924757)))))) RARLikelihood{Float32}"
3,84962,-1252.4128,-1188.6663,-1252.4128,52.959457,10.787049,7.4066668,Inf,23),"((abs(((abs(X1) ^ exp(-0.32577565)) * -0.35760996)) ^ exp(-0.18419607)) * sqrt(abs(((abs(1.7212006) ^ log(abs(X1))) + ((X1 + X1) - (-1.3035884 / 0.10032135)))))) RARLikelihood{Float32}"
4,120475,-1252.4128,-1188.6663,-1252.4128,52.959457,10.787049,8.7,Inf,23),"((abs(((abs(X1) ^ exp(-0.32577565)) * -0.35760996)) ^ exp(-0.18419607)) * sqrt(abs(((abs(1.7212006) ^ log(abs(X1))) + ((X1 + X1) - (-1.3035884 / 0.10032135)))))) RARLikelihood{Float32}"
5,159778,-1252.4128,-1188.6663,-1252.4128,52.959457,10.787049,10.676666,Inf,23),"((abs(((abs(X1) ^ exp(-0.32577565)) * -0.35760996)) ^ exp(-0.18419607)) * sqrt(abs(((abs(1.7212006) ^ log(abs(X1))) + ((X1 + X1) - (-1.3035884 / 0.10032135)))))) RARLikelihood{Float32}"
6,192696,-1256.0511,-1222.2605,-1256.0511,19.4591,14.331596,11.1866665,Inf,10),"(X1 - (-0.70032406 * (abs(1.4137968) ^ log(abs((X1 + -0.018577717)))))) RARLikelihood{Float32}"
7,235605,-1264.3234,-1191.1504,-1264.3234,50.536167,22.636814,12.283334,Inf,23),"(log(abs((abs((((abs(sqrt(abs(((1.1117536 - exp(sqrt(abs(X1)))) * X1)))) ^ exp(-0.17125934)) + X1) + 1.0590733)) ^ -0.22141653))) * (X1 + sqrt(abs(29.7369)))) RARLikelihood{Float32}"
8,279765,-1269.4753,-1211.4038,-1269.4753,36.972294,21.099216,13.776667,Inf,19),"(X1 - (-0.693333 * (abs(1.401715) ^ log(abs(((X1 - (0.06933934 * (abs(1.2083774) ^ log(abs((X1 + -0.63759816)))))) + 0.04104038)))))) RARLikelihood{Float32}"
9,333917,-1280.2698,-1231.3562,-1280.2698,29.188652,19.72498,15.62,Inf,15),"(abs(2.5715683) ^ log(abs(((X1 - (-0.73131144 * (abs(1.501609) ^ log(abs((X1 + -0.020646222)))))) + 0.014998139)))) RARLikelihood{Float32}"
10,393877,-1280.2698,-1231.3562,-1280.2698,29.188652,19.72498,17.693333,Inf,15),"(abs(2.5715683) ^ log(abs(((X1 - (-0.73131144 * (abs(1.501609) ^ log(abs((X1 + -0.020646222)))))) + 0.014998139)))) RARLikelihood{Float32}"
