gen,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
24,-1390.659,-1571.0354,-1566.8438,-1280.1497,-1277.3619,-1263.1554,-1479.062,-1464.0636,3.4028235e38,3.4028235e38,72.50841,38.9182,43.668274,89.80082,92.1034,21.86789,9.833603,13.206159,3.4028235e38,3.4028235e38,33),19),21),39),40),24.36,21.796667,22.263334,26.263334,26.73
25,-1397.6326,-1571.036,-1567.8928,-1280.1497,-1277.3624,-1263.273,-1478.5011,-1465.4934,3.4028235e38,3.4028235e38,73.682724,40.864113,45.747715,89.80082,92.1034,23.6241,11.281209,13.276962,3.4028235e38,3.4028235e38,34),20),22),39),40),24.416666,22.39,22.673334,26.35,26.543333
26,-1435.629,-1572.4988,-1568.2592,-1283.6451,-1278.3253,-1266.0203,-1479.062,-1471.0172,3.4028235e38,3.4028235e38,72.78046,40.864113,46.141716,89.80082,92.1034,22.53629,10.956036,12.69165,3.4028235e38,3.4028235e38,34),20),22),39),40),24.79,22.406666,22.986666,26.473333,27.11
27,-1441.2804,-1572.4988,-1568.5055,-1285.6862,-1278.3253,-1283.7516,-1479.1548,-1472.6692,3.4028235e38,3.4028235e38,74.705635,38.9182,43.944492,89.80082,92.1034,20.468678,10.522434,12.69165,3.4028235e38,3.4028235e38,34),19),21),39),40),24.833334,22.57,23.14,26.393333,26.97
28,-1477.3453,-1572.7255,-1570.214,-1286.157,-1279.9902,-1289.6361,-1480.8458,-1475.6951,3.4028235e38,3.4028235e38,74.334755,38.9182,46.701843,89.80082,92.1034,21.640661,10.522434,13.585779,3.4028235e38,3.4028235e38,35),19),24),40),40),25.056667,22.993334,23.36,26.613333,27.02
29,-1479.8729,-1572.8121,-1570.725,-1289.3568,-1280.0057,-1289.6361,-1484.3724,-1472.6692,3.4028235e38,3.4028235e38,74.705635,40.864113,49.906597,91.12002,92.1034,22.63767,10.51817,13.406365,3.4028235e38,3.4028235e38,35),20),24),39),40),25.13,22.773333,23.033333,26.583334,26.916666
30,-1486.197,-1572.9607,-1572.6748,-1289.812,-1280.1497,-1301.2053,-1488.0038,-1476.6937,3.4028235e38,3.4028235e38,75.985306,40.864113,50.593662,92.1034,92.1034,22.325615,10.29907,13.730667,3.4028235e38,3.4028235e38,35),20),24),40),40),25.12,23.14,23.473333,26.546667,26.966667
31,-1486.6707,-1572.9607,-1572.6753,-1290.2618,-1280.3428,-1344.9146,-1488.0038,-1476.6937,3.4028235e38,3.4028235e38,76.90286,40.864113,49.906597,92.1034,93.517914,22.310581,11.036857,13.780084,3.4028235e38,3.4028235e38,35),20),24),40),40),25.106667,22.97,23.263334,26.72,26.99
32,-1506.5507,-1572.9749,-1572.7963,-1303.1306,-1280.3756,-1357.222,-1488.0038,-1472.4902,3.4028235e38,3.4028235e38,76.90286,38.9182,50.593662,92.1034,93.517914,22.420147,11.202904,13.898302,3.4028235e38,3.4028235e38,35),20),24),40),40),25.346666,22.74,23.443333,26.76,27.03
33,-1514.5226,-1572.9751,-1572.7963,-1309.7769,-1284.046,-1368.2214,-1484.3522,-1474.764,3.4028235e38,3.4028235e38,76.90286,40.864113,51.98604,91.12002,92.1034,22.65802,11.036857,14.294189,3.4028235e38,3.4028235e38,35),20),25),40),40),25.15,22.74,23.183332,26.593334,27.136667
34,-1527.6355,-1573.047,-1572.7963,-1315.5645,-1290.2618,-1391.1049,-1484.3522,-1474.764,3.4028235e38,3.4028235e38,76.90286,41.74727,54.06548,92.1034,95.91581,22.63767,11.036857,13.652166,3.4028235e38,3.4028235e38,35),21),25),40),40),25.013334,23.356667,23.716667,26.98,27.546667
35,-1527.6719,-1573.5011,-1572.8124,-1316.4492,-1294.5898,-1398.6785,-1487.7087,-1473.6442,3.4028235e38,3.4028235e38,76.90286,46.141716,55.262043,92.1034,93.517914,23.036144,11.725401,14.293527,3.4028235e38,3.4028235e38,35),21),26),40),40),25.036667,23.46,23.693333,26.93,27.256666
36,-1528.563,-1573.5208,-1572.8124,-1322.7927,-1296.925,-1418.2178,-1488.7765,-1474.5518,3.4028235e38,3.4028235e38,76.93934,54.06548,57.12784,92.1034,93.517914,23.871134,12.633638,13.871771,3.4028235e38,3.4028235e38,35),24),27),40),40),25.246666,23.536667,23.713333,26.856667,27.316668
37,-1542.1057,-1573.5208,-1572.8707,-1324.9612,-1309.7769,-1414.6953,-1482.2247,-1472.8577,3.4028235e38,3.4028235e38,79.10008,54.06548,57.12784,91.94154,92.1034,23.911234,12.321278,13.564298,3.4028235e38,3.4028235e38,36),25),27),40),40),25.203333,23.35,23.683332,27.04,27.333334
38,-1542.1057,-1573.5208,-1572.8915,-1324.9612,-1309.7769,-1418.928,-1482.2247,-1474.5518,3.4028235e38,3.4028235e38,78.287895,54.06548,57.12784,91.12002,92.1034,23.871134,11.036857,13.564298,3.4028235e38,3.4028235e38,35),24),26),40),40),25.17,23.293333,23.756666,26.913334,27.173334
39,-1542.1057,-1573.5208,-1572.9751,-1329.1477,-1309.7769,-1427.7399,-1482.2247,-1472.9816,3.4028235e38,3.4028235e38,76.93934,54.06548,58.377304,91.12002,92.1034,23.911234,13.245879,13.949649,3.4028235e38,3.4028235e38,35),25),28),40),40),25.21,23.573334,23.866667,26.863333,27.216667
40,-1546.7875,-1575.1898,-1573.047,-1330.85,-1309.7769,-1420.042,-1484.2435,-1474.8229,3.4028235e38,3.4028235e38,79.018776,56.14492,59.94738,91.12002,92.1034,24.392778,12.084533,13.871771,3.4028235e38,3.4028235e38,35),26),28),40),40),25.316668,23.803333,23.866667,26.633333,27.406666
41,-1546.7875,-1575.8654,-1573.1969,-1331.172,-1312.8436,-1417.8881,-1483.3826,-1469.9733,3.4028235e38,3.4028235e38,80.59048,54.06548,57.56463,91.12002,92.1034,25.115606,12.084533,13.871771,3.4028235e38,3.4028235e38,36),25),27),40),40),25.356667,23.206667,23.466667,26.8,27.246666
42,-1551.2855,-1576.6088,-1573.5208,-1331.172,-1323.8395,-1420.8402,-1484.2435,-1479.255,3.4028235e38,3.4028235e38,79.10008,52.539574,57.12784,91.12002,92.1034,25.701271,12.532887,13.931561,3.4028235e38,3.4028235e38,36),25),26),40),40),25.386667,22.916666,23.54,26.623333,27.293333
43,-1555.8439,-1576.6097,-1574.373,-1332.0989,-1326.461,-1428.7981,-1481.7084,-1479.255,3.4028235e38,3.4028235e38,79.10008,52.539574,57.12784,91.12002,92.1034,25.036337,12.457911,13.871771,3.4028235e38,3.4028235e38,36),25),26),40),40),25.436666,23.016666,23.546667,26.706667,27.42
44,-1558.4153,-1576.7147,-1575.1898,-1332.5088,-1326.461,-1430.6486,-1481.7242,-1479.3545,3.4028235e38,3.4028235e38,79.10008,52.539574,57.12784,91.12002,92.1034,25.036337,12.084533,13.871771,3.4028235e38,3.4028235e38,36),25),26),40),40),25.15,23.043333,23.46,26.89,27.313334
45,-1560.086,-1576.7147,-1575.2714,-1332.5211,-1327.6776,-1433.892,-1482.2247,-1479.255,3.4028235e38,3.4028235e38,80.59048,54.485485,58.377304,91.12002,92.1034,25.115606,12.994101,15.082908,3.4028235e38,3.4028235e38,36),26),27),40),40),25.343334,23.233334,23.746666,26.67,27.113333
46,-1565.1818,-1577.3047,-1575.2714,-1332.5219,-1327.6788,-1433.892,-1482.2247,-1479.255,3.4028235e38,3.4028235e38,80.59048,54.06548,57.56463,91.12002,92.1034,25.209768,12.994101,13.871771,3.4028235e38,3.4028235e38,36),25),26),40),40),25.226667,23.27,23.593334,26.63,27.0
47,-1566.1011,-1578.0151,-1575.8654,-1356.1726,-1331.1757,-1444.8165,-1485.7732,-1481.0786,3.4028235e38,3.4028235e38,80.59048,46.701843,57.12784,91.12002,92.1034,24.324642,12.994101,13.971769,3.4028235e38,3.4028235e38,36),22),26),40),40),25.22,23.463333,23.846666,27.0,27.333334
48,-1566.1011,-1578.0151,-1575.8654,-1357.0295,-1332.5219,-1450.7045,-1482.5288,-1479.255,3.4028235e38,3.4028235e38,80.59048,54.06548,57.56463,91.12002,92.1034,25.605227,13.245879,14.377885,3.4028235e38,3.4028235e38,36),25),26),40),40),25.28,23.333334,23.57,27.116667,27.483334
49,-1566.1011,-1579.3763,-1576.6097,-1366.08,-1332.5219,-1450.7045,-1482.2247,-1478.6681,3.4028235e38,3.4028235e38,81.09822,54.06548,57.56463,91.12002,92.1034,25.189095,13.727219,14.954492,3.4028235e38,3.4028235e38,36),25),26),40),40),25.236666,22.883333,23.36,27.103333,27.553333
50,-1566.1011,-1579.5464,-1577.5261,-1375.9288,-1340.8142,-1453.5215,-1482.5239,-1479.3535,3.4028235e38,3.4028235e38,80.59048,52.753696,57.56463,91.12002,92.1034,25.0635,13.38482,14.547319,3.4028235e38,3.4028235e38,36),22),26),40),40),25.243334,23.166666,23.896667,26.873333,27.273333
51,-1566.2886,-1579.5464,-1577.5261,-1381.6228,-1356.5446,-1453.79,-1482.2247,-1479.3535,3.4028235e38,3.4028235e38,81.09822,52.753696,58.377304,91.12002,92.1034,25.0635,13.661402,14.954492,3.4028235e38,3.4028235e38,36),22),27),40),40),25.183332,23.533333,23.78,27.17,27.373333
52,-1567.8688,-1579.5464,-1577.5261,-1381.6228,-1356.5446,-1453.5215,-1482.2247,-1479.3535,3.4028235e38,3.4028235e38,81.29731,52.753696,59.32506,89.80082,92.1034,25.159824,13.971769,15.485511,3.4028235e38,3.4028235e38,36),25),28),40),40),25.383333,23.323334,23.79,26.956667,27.456667
53,-1567.8688,-1579.5464,-1577.7295,-1381.6228,-1356.5446,-1452.3544,-1484.3206,-1481.0399,3.4028235e38,3.4028235e38,81.29731,52.753696,59.32506,91.12002,92.1034,25.0635,13.971769,14.448249,3.4028235e38,3.4028235e38,37),25),28),40),40),25.32,23.19,23.926666,27.15,27.256666
54,-1568.0586,-1579.5524,-1578.0151,-1381.6228,-1356.5446,-1449.9619,-1493.9071,-1481.0786,3.4028235e38,3.4028235e38,80.59048,50.593662,59.32506,89.80082,92.1034,26.115088,14.108534,15.27161,3.4028235e38,3.4028235e38,36),22),27),40),40),25.26,23.523333,23.826666,27.173334,27.463333
55,-1568.656,-1579.5927,-1578.3983,-1381.6228,-1356.5446,-1449.3616,-1484.3206,-1479.3535,3.4028235e38,3.4028235e38,80.59048,52.73339,65.91674,92.1034,92.1034,26.115088,14.11676,15.4950695,3.4028235e38,3.4028235e38,36),24),29),40),40),25.616667,22.66,23.553333,27.11,27.626667
56,-1569.1539,-1580.4517,-1578.449,-1381.6228,-1356.5446,-1449.9619,-1483.7313,-1481.0399,3.4028235e38,3.4028235e38,81.29731,52.73339,66.54213,92.1034,92.1034,25.612783,14.11676,15.417343,3.4028235e38,3.4028235e38,37),24),29),40),40),25.643333,22.63,23.623333,26.926666,27.643333
57,-1569.1539,-1580.4835,-1578.449,-1393.6104,-1363.3964,-1453.5215,-1483.7323,-1479.3983,3.4028235e38,3.4028235e38,81.09822,52.753696,65.91674,91.12002,92.1034,25.612783,14.035979,15.27161,3.4028235e38,3.4028235e38,37),26),29),40),40),25.626667,23.15,23.843334,27.406666,27.613333
58,-1569.1539,-1581.4792,-1579.0144,-1418.8988,-1363.3964,-1450.1547,-1483.7323,-1478.7218,3.4028235e38,3.4028235e38,81.09822,52.73339,65.91674,89.80082,92.1034,25.0635,14.035979,15.45096,3.4028235e38,3.4028235e38,37),24),29),40),40),25.663334,23.136667,23.9,27.073334,27.6
59,-1569.1731,-1581.4792,-1579.2935,-1418.8988,-1363.3964,-1450.7981,-1481.222,-1478.5005,3.4028235e38,3.4028235e38,81.09822,52.73339,65.91674,91.12002,92.1034,25.0635,13.643786,15.267622,3.4028235e38,3.4028235e38,37),24),29),40),40),25.73,23.423334,24.08,27.52,27.766666
60,-1569.1731,-1581.4792,-1579.2935,-1430.6406,-1369.4252,-1450.7981,-1483.7323,-1478.5005,3.4028235e38,3.4028235e38,82.89307,57.56463,66.77497,91.12002,92.1034,25.0635,13.821297,15.417343,3.4028235e38,3.4028235e38,37),26),29),40),40),25.813334,23.37,24.03,27.29,27.953333
61,-1569.1731,-1581.4792,-1579.2935,-1465.503,-1389.2251,-1452.702,-1479.3535,-1474.7789,3.4028235e38,3.4028235e38,82.89307,59.32506,66.77497,91.12002,92.1034,25.47187,13.821297,15.417343,3.4028235e38,3.4028235e38,37),27),30),40),40),25.576666,23.036667,23.666666,27.273333,28.193333
62,-1569.1731,-1581.4792,-1579.2935,-1466.6335,-1389.2251,-1455.0312,-1479.3535,-1477.2932,3.4028235e38,3.4028235e38,82.89307,59.32506,66.77497,91.12002,92.1034,25.480822,14.11676,15.885982,3.4028235e38,3.4028235e38,37),29),30),40),40),25.61,22.86,23.906666,27.196667,27.74
63,-1569.8656,-1581.6406,-1579.2935,-1473.0929,-1393.4615,-1456.3403,-1481.3005,-1477.5577,3.4028235e38,3.4028235e38,82.89307,59.32506,66.77497,89.80082,92.1034,25.480778,13.81534,15.485511,3.4028235e38,3.4028235e38,37),27),30),40),40),25.54,23.016666,23.623333,27.076666,28.08
64,-1569.8656,-1581.8901,-1579.2935,-1488.9288,-1393.4615,-1458.5613,-1483.7323,-1477.789,3.4028235e38,3.4028235e38,82.89307,58.377304,63.719513,89.80082,92.1034,25.480778,14.11676,15.988267,3.4028235e38,3.4028235e38,37),27),29),40),40),25.723333,23.13,23.98,27.326666,27.603333
65,-1570.183,-1581.8905,-1579.2935,-1489.5157,-1393.4615,-1459.3501,-1483.9812,-1481.2065,3.4028235e38,3.4028235e38,83.17766,58.377304,65.91674,89.80082,92.1034,25.521746,14.11676,15.775732,3.4028235e38,3.4028235e38,37),27),30),40),40),25.496666,23.173334,23.94,27.09,27.85
66,-1570.3137,-1581.8905,-1579.2935,-1489.5157,-1393.4615,-1459.3501,-1483.7332,-1477.789,3.4028235e38,3.4028235e38,83.17766,58.377304,63.719513,91.12002,92.1034,25.480778,14.496574,16.274042,3.4028235e38,3.4028235e38,38),27),29),40),40),25.54,23.546667,24.02,27.2,27.516666
67,-1570.8329,-1582.4574,-1579.2935,-1510.1771,-1393.6107,-1459.233,-1482.7882,-1477.7563,3.4028235e38,3.4028235e38,83.17766,58.377304,63.719513,92.1034,93.517914,26.077833,14.11676,16.893185,3.4028235e38,3.4028235e38,37),27),30),40),40),25.63,23.386667,23.826666,26.98,27.356667
68,-1570.9691,-1582.4574,-1579.2935,-1518.1738,-1435.2684,-1459.3501,-1483.7323,-1477.789,3.4028235e38,3.4028235e38,83.92634,59.32506,68.11396,92.1034,92.1034,26.077833,14.0035515,16.274042,3.4028235e38,3.4028235e38,38),27),31),40),40),25.73,23.333334,24.14,27.24,27.73
69,-1571.1207,-1582.4574,-1579.2935,-1518.1738,-1435.2684,-1460.81,-1482.7882,-1477.7563,3.4028235e38,3.4028235e38,83.49454,59.32506,68.11396,92.1034,92.1034,25.612783,14.0035515,16.893185,3.4028235e38,3.4028235e38,38),27),31),40),40),25.61,23.376667,23.956667,27.333334,27.976667
70,-1571.1207,-1582.4574,-1579.2935,-1520.5204,-1435.2684,-1459.3501,-1481.2692,-1477.7563,3.4028235e38,3.4028235e38,83.92634,62.169796,70.052765,92.1034,92.1034,25.224224,14.037579,16.274042,3.4028235e38,3.4028235e38,38),27),31),40),40),25.54,23.42,23.816668,27.553333,27.863333
71,-1571.2224,-1582.4574,-1579.9442,-1520.5204,-1435.2684,-1459.3501,-1482.7882,-1477.8865,3.4028235e38,3.4028235e38,83.92634,63.719513,70.052765,92.1034,92.1034,25.480778,14.0035515,16.274042,3.4028235e38,3.4028235e38,38),29),31),40),40),25.476667,23.213333,23.883333,27.716667,27.93
72,-1571.2224,-1582.4574,-1580.167,-1524.0388,-1435.2684,-1460.9811,-1482.7882,-1477.789,3.4028235e38,3.4028235e38,83.92634,62.169796,68.621574,92.1034,92.1034,25.222635,13.9843855,16.893185,3.4028235e38,3.4028235e38,38),27),31),40),40),25.75,23.263334,23.543333,27.323334,27.753334
73,-1571.2224,-1582.4574,-1580.5742,-1529.2435,-1435.2684,-1463.2327,-1487.819,-1478.5255,-992.97327,3.4028235e38,83.92634,63.719513,68.11396,92.1034,93.517914,23.081697,13.821297,15.791809,490.6493,3.4028235e38,38),28),31),40),40),25.613333,23.38,23.953333,27.143333,27.68
74,-1571.9048,-1583.7806,-1581.8911,-1531.521,-1435.2684,-1463.2327,-1485.4761,-1479.1064,3.4028235e38,3.4028235e38,83.92634,66.16094,70.31119,92.1034,93.517914,23.404312,13.821297,15.733334,3.4028235e38,3.4028235e38,38),31),32),40),40),25.62,23.393333,24.026667,27.24,27.586666
75,-1572.0156,-1583.7806,-1581.8911,-1532.9585,-1435.2688,-1463.1047,-1485.4761,-1478.9406,3.4028235e38,3.4028235e38,83.92634,66.16094,70.31119,92.1034,93.517914,23.42402,13.821297,15.178026,3.4028235e38,3.4028235e38,38),31),33),40),40),25.533333,23.173334,23.586666,27.37,27.75
76,-1572.0156,-1583.781,-1581.8911,-1534.5067,-1491.7561,-1462.5016,-1489.8036,-1479.4375,3.4028235e38,3.4028235e38,83.49454,62.169796,70.052765,92.1034,93.517914,23.767048,12.318823,15.733334,3.4028235e38,3.4028235e38,38),28),32),40),40),25.55,23.373333,23.733334,27.45,27.896667
77,-1572.5901,-1583.7811,-1581.8911,-1534.5067,-1491.7565,-1463.1602,-1489.8036,-1478.8708,3.4028235e38,3.4028235e38,83.49454,62.169796,70.31119,92.1034,93.517914,23.936264,12.318823,16.274042,3.4028235e38,3.4028235e38,38),28),32),40),40),25.34,23.313334,23.743334,27.38,27.746666
78,-1572.8599,-1583.7811,-1581.8911,-1545.4952,-1510.1771,-1463.8978,-1490.093,-1480.6327,3.4028235e38,3.4028235e38,83.49454,61.52229,70.31119,92.1034,93.517914,23.42402,12.318823,16.274042,3.4028235e38,3.4028235e38,38),28),32),40),40),25.54,23.42,23.723333,27.526667,27.883333
79,-1573.0952,-1584.4213,-1581.8911,-1545.4952,-1512.9998,-1464.8126,-1490.093,-1482.1621,3.4028235e38,3.4028235e38,82.89307,61.52229,70.052765,91.12002,93.517914,23.131908,12.318823,16.274042,3.4028235e38,3.4028235e38,38),28),32),40),40),25.653334,23.06,23.72,27.543333,27.903334
80,-1573.1724,-1584.4248,-1582.244,-1550.7485,-1521.6038,-1464.8002,-1490.6075,-1482.6173,3.4028235e38,3.4028235e38,83.17766,61.52229,70.052765,91.12002,93.517914,23.42402,13.543175,15.567013,3.4028235e38,3.4028235e38,38),29),32),40),40),25.676666,23.32,23.856667,27.566668,28.273333
81,-1573.1724,-1584.5588,-1582.244,-1551.1049,-1533.9302,-1464.1681,-1490.6075,-1482.6173,3.4028235e38,3.4028235e38,83.17766,60.323215,70.052765,89.80082,92.1034,23.647509,13.543175,15.567013,3.4028235e38,3.4028235e38,38),28),32),40),40),25.673334,23.17,23.583334,27.6,28.083334
82,-1573.1724,-1584.5823,-1582.244,-1551.1049,-1533.931,-1465.7634,-1490.1521,-1482.6173,3.4028235e38,3.4028235e38,83.49454,60.323215,66.54213,89.80082,92.1034,24.904507,12.67343,15.567013,3.4028235e38,3.4028235e38,38),28),32),40),40),25.96,23.16,23.64,27.716667,28.166666
83,-1573.1724,-1585.472,-1583.5773,-1554.5807,-1534.685,-1466.1124,-1490.093,-1482.6173,3.4028235e38,3.4028235e38,82.89307,61.52229,68.11396,91.12002,92.1034,24.617727,12.67343,15.1437845,3.4028235e38,3.4028235e38,38),28),32),40),40),25.793333,23.61,23.893333,27.603333,28.08
84,-1573.3524,-1585.4749,-1583.6433,-1554.5807,-1536.5536,-1465.7623,-1489.8622,-1481.3909,3.4028235e38,3.4028235e38,83.49454,66.16094,70.31119,91.12002,92.1034,24.329185,12.67343,15.1437845,3.4028235e38,3.4028235e38,38),32),33),40),40),26.013334,23.153334,23.493334,27.63,28.173334
