NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,func_compl,param_compl,nll_train,avg_len,avg_fitness,size,expression
1,29448,-1253.001,-1198.1198,-1253.001,39.509388,15.37179,6.14,Inf,19),"((X1 / 1.0989542) + ((abs(1.0738282) ^ sqrt(abs(X1))) + ((abs(0.95764893) ^ log(abs(X1))) / ((X1 - -0.58255285) / -0.4475995)))) RARLikelihood{Float32}"
2,60839,-1253.001,-1198.1198,-1253.001,39.509388,15.37179,6.24,Inf,19),"((X1 / 1.0989542) + ((abs(1.0738282) ^ sqrt(abs(X1))) + ((abs(0.95764893) ^ log(abs(X1))) / ((X1 - -0.58255285) / -0.4475995)))) RARLikelihood{Float32}"
3,94084,-1253.001,-1198.1198,-1253.001,39.509388,15.37179,6.46,Inf,19),"((X1 / 1.0989542) + ((abs(1.0738282) ^ sqrt(abs(X1))) + ((abs(0.95764893) ^ log(abs(X1))) / ((X1 - -0.58255285) / -0.4475995)))) RARLikelihood{Float32}"
4,130658,-1253.001,-1198.1198,-1253.001,39.509388,15.37179,8.383333,Inf,19),"((X1 / 1.0989542) + ((abs(1.0738282) ^ sqrt(abs(X1))) + ((abs(0.95764893) ^ log(abs(X1))) / ((X1 - -0.58255285) / -0.4475995)))) RARLikelihood{Float32}"
5,172247,-1253.001,-1198.1198,-1253.001,39.509388,15.37179,9.72,Inf,19),"((X1 / 1.0989542) + ((abs(1.0738282) ^ sqrt(abs(X1))) + ((abs(0.95764893) ^ log(abs(X1))) / ((X1 - -0.58255285) / -0.4475995)))) RARLikelihood{Float32}"
6,213394,-1253.001,-1198.1198,-1253.001,39.509388,15.37179,10.146667,Inf,19),"((X1 / 1.0989542) + ((abs(1.0738282) ^ sqrt(abs(X1))) + ((abs(0.95764893) ^ log(abs(X1))) / ((X1 - -0.58255285) / -0.4475995)))) RARLikelihood{Float32}"
7,267513,-1253.3027,-1181.1747,-1253.3027,57.12784,15.000249,11.473333,Inf,26),"((X1 / -1.0053071) + (exp(-4.031483) + ((abs(1.6173424) ^ log(abs(X1))) / ((X1 - -4.416781) / (-4.527581 + (((abs(log(abs(X1))) ^ -0.004950592) + X1) * 0.28339094)))))) RARLikelihood{Float32}"
8,312742,-1269.0128,-1176.7277,-1269.0128,64.462685,27.822454,12.136666,Inf,31),"((abs(sqrt(abs(sqrt(abs((sqrt(abs(X1)) - (sqrt(abs(((-0.004570434 / X1) + sqrt(abs(((X1 + (X1 * sqrt(abs((X1 / -0.26176003))))) + 0.0458886)))))) * 0.004398311))))))) ^ 3.6919873) + (-0.026123269 + (X1 / 1.3958215))) RARLikelihood{Float32}"
9,364929,-1269.1287,-1179.3713,-1269.1287,64.462685,25.294628,13.95,Inf,31),"((abs(sqrt(abs(sqrt(abs((sqrt(abs(X1)) - (sqrt(abs(((-0.0044736993 / X1) + sqrt(abs(((X1 + (X1 * sqrt(abs((X1 / 1.8944432))))) + 0.04589204)))))) * 0.004402373))))))) ^ 3.6919875) + (-0.026125893 + (X1 / 1.395821))) RARLikelihood{Float32}"
10,410660,-1269.1287,-1179.3713,-1269.1287,64.462685,25.294628,15.183333,Inf,31),"((abs(sqrt(abs(sqrt(abs((sqrt(abs(X1)) - (sqrt(abs(((-0.0044736993 / X1) + sqrt(abs(((X1 + (X1 * sqrt(abs((X1 / 1.8944432))))) + 0.04589204)))))) * 0.004402373))))))) ^ 3.6919875) + (-0.026125893 + (X1 / 1.395821))) RARLikelihood{Float32}"
11,465432,-1274.2904,-1152.3846,-1274.2904,87.49823,34.407585,16.716667,Inf,38),"(((((abs(((abs(sqrt(abs((log(abs((0.7228008 + (X1 - -0.109646)))) + X1)))) ^ 2.0876188) + ((-0.11807271 + X1) + X1))) ^ 0.76658195) + X1) + -0.5072621) + (exp(-0.53754777) + log(abs(((-0.030071352 / X1) + sqrt(abs((0.29664698 / -0.061757516)))))))) * -0.38564903) RARLikelihood{Float32}"
12,522501,-1279.3717,-1201.5029,-1279.3717,60.323215,17.545515,17.733334,Inf,31),"((sqrt(abs((sqrt(abs(X1)) - (sqrt(abs(((-61.83251 / (sqrt(abs(X1)) + -0.14529727)) + sqrt(abs(((X1 + (X1 * sqrt(abs((X1 / -13.988309))))) + -8.626243)))))) * 0.0035139422)))) + (X1 + X1)) * -0.56185824) RARLikelihood{Float32}"
