NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,func_compl,param_compl,nll_train,avg_len,avg_fitness,size,expression
1,23346,-1248.3893,-1205.3779,-1248.3893,32.95837,10.052941,6.58,Inf,15),"(abs(-1.7045016) ^ ((abs(sqrt(abs(X1))) ^ sqrt(abs(0.81393224))) - log(abs((exp(-1.8954654) + (0.8279765 / X1)))))) RARLikelihood{Float32}"
2,52047,-1248.3894,-1205.378,-1248.3894,32.95837,10.052957,5.94,Inf,15),"(abs(-1.7045015) ^ ((abs(sqrt(abs(X1))) ^ sqrt(abs(0.81393224))) - log(abs((exp(-1.8954654) + (0.8279765 / X1)))))) RARLikelihood{Float32}"
3,79391,-1248.3894,-1205.378,-1248.3894,32.95837,10.052957,6.62,Inf,15),"(abs(-1.7045015) ^ ((abs(sqrt(abs(X1))) ^ sqrt(abs(0.81393224))) - log(abs((exp(-1.8954654) + (0.8279765 / X1)))))) RARLikelihood{Float32}"
4,107125,-1501.7075,-1471.8801,-1501.7075,19.4591,10.368346,7.1466665,Inf,10),"((X1 / 1/((-0.8964613 - (abs(X1) ^ -0.5328791)))) * 0.8902007) RARLikelihood{Float32}"
5,138751,-1501.7075,-1471.8801,-1501.7075,19.4591,10.368346,8.53,Inf,10),"((X1 / 1/((-0.8964613 - (abs(X1) ^ -0.5328791)))) * 0.8902007) RARLikelihood{Float32}"
6,179918,-1501.7075,-1471.8801,-1501.7075,19.4591,10.368346,10.196667,Inf,10),"((X1 / 1/((-0.8964613 - (abs(X1) ^ -0.5328791)))) * 0.8902007) RARLikelihood{Float32}"
7,228459,-1501.7075,-1471.8801,-1501.7075,19.4591,10.368346,11.086667,Inf,10),"((X1 / 1/((-0.8964613 - (abs(X1) ^ -0.5328791)))) * 0.8902007) RARLikelihood{Float32}"
8,271698,-1501.7075,-1471.8801,-1501.7075,19.4591,10.368346,12.443334,Inf,10),"((X1 / 1/((-0.8964613 - (abs(X1) ^ -0.5328791)))) * 0.8902007) RARLikelihood{Float32}"
9,328927,-1501.7075,-1471.8801,-1501.7075,19.4591,10.368346,13.82,Inf,10),"((X1 / 1/((-0.8964613 - (abs(X1) ^ -0.5328791)))) * 0.8902007) RARLikelihood{Float32}"
10,376838,-1501.7075,-1471.8801,-1501.7075,19.4591,10.368346,13.913333,Inf,10),"((X1 / 1/((-0.8964613 - (abs(X1) ^ -0.5328791)))) * 0.8902007) RARLikelihood{Float32}"
11,430709,-1512.0751,-1445.3176,-1512.0751,52.73339,14.024017,14.756667,Inf,24),"(abs(((((-1.9586222 * 7.6730385) - sqrt(abs(4.0566216))) * ((X1 / 1/((-1.017929 - (abs(X1) ^ -0.82918024)))) * -0.06324208)) * (X1 * log(abs(-4.254906))))) ^ 0.45024753) RARLikelihood{Float32}"
12,488649,-1512.0781,-1430.0077,-1512.0781,69.07755,12.99289,16.553333,Inf,30),"(abs((((((X1 - 1.4182751) + ((-2.239928 * X1) / 2.2374413)) - sqrt(abs(4.127944))) * ((X1 / 1/((-1.0157101 - (abs(X1) ^ -0.82835287)))) * -0.311044)) * (X1 * log(abs(-4.288884))))) ^ 0.45003906) RARLikelihood{Float32}"
13,535995,-1512.0781,-1430.0077,-1512.0781,69.07755,12.99289,17.723333,Inf,30),"(abs((((((X1 - 1.4182751) + ((-2.239928 * X1) / 2.2374413)) - sqrt(abs(4.127944))) * ((X1 / 1/((-1.0157101 - (abs(X1) ^ -0.82835287)))) * -0.311044)) * (X1 * log(abs(-4.288884))))) ^ 0.45003906) RARLikelihood{Float32}"
14,585984,-1519.9098,-1360.437,-1519.9098,71.380135,88.09265,19.103333,Inf,31),"(abs(((((-15.353069 * 13.645207) - sqrt(abs(((exp(log(abs((-0.4537959 * (-5.9460596e7 / -7.49976e7))))) - X1) * -1.0655584)))) * ((X1 / 1/((-1.6278045 - (abs(X1) ^ -0.53897285)))) * -0.0017182619)) * -1.8816462)) ^ 0.9071926) RARLikelihood{Float32}"
15,637577,-1520.71,-1432.9779,-1520.71,69.53896,18.193138,20.123333,Inf,29),"(abs((((((X1 + exp(log(abs(-0.06049439)))) + ((-2.2734177 * X1) / 2.2660856)) - sqrt(abs(4.1608396))) * ((X1 / 1/((-1.6740147 - (abs(X1) ^ -0.5376209)))) * -0.59444845)) * -0.5696677)) ^ 0.8998055) RARLikelihood{Float32}"
