id,view,Expression,Numpy,Math,theta,size,loss_train,loss_val,loss_test,maxloss,R2_train,R2_val,R2_test,dl_train,dl_val,dl_test
0,0,3.370977959590043,"t[0]","$$\theta_{0}$$",3.370977959590043,1,0.8200931386747056,0.8345905489464777,0.7295234266507757,0.8345905489464777,0.0,-9.743290735664267e-3,-6.5040985153072e-2,205.86210836283004,207.15104067501474,196.16971471317498
1,0,(x0 * 0.4702246410021725),"(x[:, 0] * t[0])","$$\left(x_{0} \cdot \theta_{0}\right)$$",0.4702246410021725,3,0.7516146110185785,0.7528444078308246,0.6728684246232877,0.7528444078308246,8.350091523359204e-2,8.91586410430466e-2,1.767040829761435e-2,202.82306728179782,202.94065937587956,193.7806109220861
2,0,(Sqrt(x0) + 0.7116760184326305),"(np.sqrt(x[:, 0]) + t[0])","$$\left(\operatorname{sqrt}(x_{0}) + \theta_{0}\right)$$",0.7116760184326305,4,0.7325928819667594,0.7406846387813434,0.636002237867465,0.7406846387813434,0.10669551125540333,0.10387034036687437,7.149184627599237e-2,203.23446108741012,204.02074606118444,192.12840890426654
3,0,(0.3034471583144456 * (x0 + 3.9932369463318698)),"(t[0] * (x[:, 0] + t[1]))","$$\left(\theta_{0} \cdot \left(x_{0} + \theta_{1}\right)\right)$$",0.3034471583144456;3.9932369463318698,5,0.7206111350079403,0.7249724933292458,0.6259228757438681,0.7249724933292458,0.12130573830617708,0.12287994151002823,8.620684153682179e-2,205.59324030223544,206.0232712913366,194.56509892099717
4,0,((Sin(x2) + x0) * 0.4610091403626462),"((np.sin(x[:, 2]) + x[:, 0]) * t[0])","$$\left(\left(\operatorname{sin}(x_{2}) + x_{0}\right) \cdot \theta_{0}\right)$$",0.4610091403626462,6,0.7257689516605853,0.7120273783973836,0.6267451268624682,0.7120273783973836,0.11501643236102543,0.13854180464369303,8.500642615685572e-2,207.77154116982533,206.41094198219005,196.32657780026597
5,0,((x2 ^ -0.24025764588002838) - (x0 * -0.35904233411240355)),"(x[:, 2] ** t[0] - (x[:, 0] * t[1]))","$$\left({x_{2}^{\theta_{0}}} - \left(x_{0} \cdot \theta_{1}\right)\right)$$",-0.24025764588002838;-0.35904233411240355,7,0.6956844498446886,0.6790409427218603,0.5717056462453264,0.6790409427218603,0.15170068247499913,0.17845099382716567,0.16535929834344743,208.70704066479368,207.0010231725173,194.0251138336788
6,0,((x0 * 0.3781314275568041) + (Sqrt(x2) / x2)),"((x[:, 0] * t[0]) + (np.sqrt(x[:, 2]) / x[:, 2]))","$$\left(\left(x_{0} \cdot \theta_{0}\right) + \frac{\operatorname{sqrt}(x_{2})}{x_{2}}\right)$$",0.3781314275568041,8,0.7154873758376439,0.6593563076910035,0.5497817564859541,0.6593563076910035,0.12755351545326632,0.20226677772033141,0.1973662775502808,211.57214564766667,205.81680675454132,192.2848620355446
7,0,(0.40881474372835086 * (x0 + ((11.565734693995035 / x0) / Sqrt(x2)))),"(t[0] * (x[:, 0] + ((t[1] / x[:, 0]) / np.sqrt(x[:, 2]))))","$$\left(\theta_{0} \cdot \left(x_{0} + \frac{\frac{\theta_{1}}{x_{0}}}{\operatorname{sqrt}(x_{2})}\right)\right)$$",0.40881474372835086;11.565734693995035,10,0.6908364463476346,0.6583737060204746,0.5514667857536204,0.6583737060204746,0.15761221040814155,0.20345559473429675,0.19490628083778838,215.13017595769628,211.7536827920225,198.52837779841428
8,0,(0.44202707712560746 * (x0 + (42.80454791476916 / ((x0 * x0) * x2)))),"(t[0] * (x[:, 0] + (t[1] / ((x[:, 0] * x[:, 0]) * x[:, 2]))))","$$\left(\theta_{0} \cdot \left(x_{0} + \frac{\theta_{1}}{\left(\left(x_{0} \cdot x_{0}\right) \cdot x_{2}\right)}\right)\right)$$",0.44202707712560746;42.80454791476916,11,0.7002916530203173,0.6479879174180592,0.5635713553815911,0.6479879174180592,0.14608278011933007,0.21602101423674125,0.17723465811744055,216.3407518064263,210.89645412913134,200.23032014908472
9,0,((((0.8992929639754595 / x2) / (Log(x0) + -1.2424088142432)) + x0) * 0.4265444880080355),"((((t[0] / x[:, 2]) / (np.log(x[:, 0]) + t[1])) + x[:, 0]) * t[2])","$$\left(\left(\frac{\frac{\theta_{0}}{x_{2}}}{\left(\operatorname{log}(x_{0}) + \theta_{1}\right)} + x_{0}\right) \cdot \theta_{2}\right)$$",0.8992929639754595;-1.2424088142432;0.4265444880080355,12,0.7053762139061803,0.6424306036587877,0.5297221320947108,0.6424306036587877,0.13988280032913225,0.222744622945252,0.22665159086987274,222.6437321475108,216.0888784195975,201.89576475729504
