gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,4443.229,4260.454,4317.9736,4886.732,4964.3726,3481.3787,3291.4778,3354.6545,3833.2415,3899.7727,17619.637,17553.773,17574.8,17768.822,17793.537,17657.459,17572.21,17607.975,17789.18,17833.217,10.750557,3.295837,3.295837,32.95837,41.446533,10.714811,8.801639,8.90903,13.040117,13.974401,6,3,3,15,18,6.006,5.662,5.728,6.254,6.372
2,4434.7,4207.565,4278.0557,4758.9087,4758.912,3415.9478,3230.7224,3319.0813,3780.6846,3780.6912,17616.625,17534.186,17560.238,17727.26,17727.262,17633.646,17566.809,17586.64,17739.465,17742.033,11.266066,3.295837,3.295837,25.296831,30.761145,10.995817,8.908642,8.90903,13.260844,14.71814,7,3,3,13,15,5.62,5.276,5.364,6.128,6.268
3,4365.006,3628.6323,4204.1143,4536.584,4758.9023,3382.2805,2836.9968,3230.7224,3565.102,3780.6785,17591.787,17302.076,17532.898,17652.242,17727.258,17613.518,17364.701,17563.656,17688.32,17738.016,11.266066,3.295837,5.5451775,29.933607,40.76422,11.225918,8.90903,9.395381,14.71814,18.874979,7,3,4,15,17,5.408,4.948,5.0,6.094,6.216
4,4364.995,3252.1504,3794.9934,4460.2866,4577.8423,3382.221,2465.9702,2909.866,3481.3843,3565.875,17591.783,17130.32,17372.367,17625.646,17666.438,17609.715,17165.676,17420.213,17669.262,17695.934,12.542316,6.931472,6.931472,32.95837,40.76422,11.2726,8.582408,10.037982,16.032904,23.864258,7,5,5,15,17,5.234,4.578,4.71,5.958,6.192
5,4333.5005,3097.3489,3449.5383,4443.2285,4465.161,3354.5435,2363.8909,2656.659,3481.3787,3483.7764,17580.428,17053.848,17222.713,17619.637,17627.36,17606.047,17119.676,17290.344,17637.283,17664.66,14.4849415,6.931472,6.931472,40.76422,52.753696,12.188038,8.958362,9.962668,20.058258,24.564638,8,5,5,19,22,5.128,4.214,4.354,6.204,6.528
6,4221.983,3034.422,3265.7273,4376.338,4443.227,3307.4739,2363.8909,2564.1738,3446.048,3481.3787,17539.55,17021.664,17136.852,17595.852,17619.637,17580.113,17097.322,17169.934,17614.988,17635.822,16.125835,6.931472,6.931472,41.58883,52.753696,12.349488,8.953786,10.057473,22.195261,25.497667,9,5,5,19,22,5.106,4.162,4.258,6.454,7.012
7,4126.513,2980.5884,3216.6206,4365.005,4443.2246,3213.9182,2309.7683,2427.8918,3396.4927,3481.3801,17503.686,16993.598,17113.094,17591.787,17619.637,17539.11,17031.516,17148.459,17614.988,17634.576,19.4591,6.931472,6.931472,43.749115,50.65687,12.828321,9.573776,10.714811,23.095829,29.565617,10,5,5,19,22,5.37,4.132,4.344,7.278,7.962
8,3950.5737,2879.611,3097.3489,4364.995,4376.339,3141.8408,2237.4543,2359.7437,3387.0552,3481.3694,17435.365,16939.555,17053.848,17591.783,17595.854,17502.062,16990.822,17114.326,17610.398,17631.646,21.972246,6.931472,6.931472,50.65687,59.867214,14.071339,9.579807,10.714809,27.898998,46.009155,11,5,5,22,27,5.912,4.482,4.624,8.062,8.948
9,3873.2292,2820.764,3003.526,4351.0537,4365.0034,3001.4758,2251.1858,2333.8328,3368.965,3396.4927,17404.361,16907.18,17005.617,17586.768,17591.787,17437.395,16963.855,17076.582,17606.049,17614.988,24.953299,6.931472,11.266066,52.753696,67.14107,14.5739,10.645467,11.082823,26.472588,36.902336,12,5,7,22,29,6.698,4.968,5.104,9.166,10.52
10,3744.4893,2711.1191,2868.053,4261.4424,4351.0566,2876.4753,2138.196,2298.659,3368.965,3481.3843,17351.36,16845.014,16933.248,17554.137,17586.77,17384.887,16917.475,16986.924,17589.73,17606.049,27.242743,9.656628,12.542316,52.753696,59.94738,15.197917,10.645467,11.082823,27.433548,35.279278,14,6,7,24,25,7.474,5.276,5.868,10.05,11.91
11,3445.7007,2581.459,2820.501,4189.484,4233.243,2708.3254,2132.5327,2226.131,3274.7104,3397.879,17220.967,16768.172,16907.033,17527.434,17543.727,17259.785,16840.805,16966.074,17566.766,17584.646,29.188652,12.542316,15.567281,62.345276,69.577385,16.093147,10.764895,12.028204,31.859358,42.6582,14,7,8,26,29,8.668,5.876,6.586,11.68,13.572
12,3234.3198,2442.6084,2682.7935,4089.6992,4220.421,2515.9182,1988.5333,2151.4126,3176.8022,3312.6936,17121.7,16681.479,16828.545,17489.635,17538.969,17164.135,16782.568,16880.508,17527.34,17579.266,30.761145,12.542316,14.4849415,65.91674,76.73265,16.852417,12.032392,12.302261,34.52939,46.079144,15,7,9,29,33,9.958,6.676,7.502,13.46,15.222
13,3107.971,2414.373,2581.4614,3806.425,4031.5903,2450.9421,1951.6104,2016.65,3017.3381,3237.1245,17059.217,16663.25,16768.174,17377.082,17467.197,17125.918,16723.375,16862.186,17422.693,17507.004,32.23619,12.542316,15.567281,76.73265,87.208275,17.457405,11.777516,12.236096,34.52939,42.39496,15,7,9,32,34,11.228,7.402,8.54,15.122,16.978
14,3070.463,2307.6602,2455.8828,3617.8496,3777.0093,2377.6265,1807.6595,1959.5157,2888.236,3167.382,17040.18,16592.367,16689.979,17297.412,17364.916,17088.25,16704.035,16775.955,17391.879,17429.465,35.350506,14.4849415,17.917595,69.07755,84.643326,17.16064,11.777516,12.845591,35.245544,44.524597,17,9,10,30,34,12.71,8.382,9.892,16.848,18.292
15,2904.639,2200.9363,2369.2935,3496.624,3767.4424,2318.7065,1767.5079,1906.4963,2869.805,3062.9954,16953.125,16518.12,16633.695,17243.97,17360.941,17031.525,16670.281,16723.375,17305.95,17403.455,43.944492,16.125835,19.4591,84.643326,100.28418,18.843727,11.777579,12.3102455,47.796608,67.58857,20,9,11,36,41,14.25,9.398,11.016,18.928,19.788
16,2818.1602,2058.275,2163.0632,3373.4043,3470.723,2235.6719,1658.1055,1766.7195,2694.9336,3004.1316,16905.732,16413.04,16490.902,17187.717,17232.312,16982.15,16546.443,16616.312,17290.17,17320.113,48.354286,17.703817,21.405012,107.727875,133.08426,22.557304,12.916907,14.0302105,58.278618,90.061455,23,10,11,43,48,15.578,10.77,12.608,20.968,22.848
17,2762.2112,1935.2046,2067.011,3247.6594,3389.7844,2131.4673,1593.4337,1667.6788,2562.8413,2949.9753,16874.29,16316.366,16419.682,17128.154,17195.312,16935.473,16448.236,16546.162,17218.338,17288.63,51.98604,19.709354,23.350922,117.98767,133.08426,23.567776,13.777336,14.585524,58.128426,95.985954,24,11,12,46,51,17.092,11.758,13.474,22.768,24.998
18,2629.1997,1926.1768,2012.1869,3173.748,3234.8528,2040.5369,1593.461,1631.714,2500.992,2562.8413,16796.906,16309.033,16377.531,17092.057,17121.959,16877.389,16409.76,16513.205,17164.754,17232.986,59.867214,21.405012,25.296831,130.81242,138.50726,25.664917,12.961997,14.709441,61.141205,109.90423,26,11,13,48,55,18.396,13.678,15.228,24.71,26.52
19,2495.1533,1848.7301,1938.291,3119.1987,3210.0688,2020.5468,1530.1505,1601.6448,2489.6313,2587.1384,16714.854,16244.686,16318.865,17064.871,17109.898,16814.553,16402.203,16439.379,17158.467,17198.77,69.577385,22.873857,25.296831,136.22792,151.0674,28.481974,13.216606,15.062003,80.192406,122.549675,29,11,13,54,60,20.092,14.984,16.322,27.534,28.96
20,2408.3655,1794.436,1895.4209,3044.4436,3183.6719,1974.8427,1472.5543,1536.2218,2417.9895,2556.805,16659.342,16197.947,16283.796,17026.834,17096.951,16777.102,16378.448,16424.959,17099.535,17189.893,74.334755,23.350922,25.296831,151.0674,182.99086,30.841087,13.772554,15.958579,84.12161,114.602165,30,13,13,60,69,21.776,16.17,17.684,29.568,30.382
21,2292.3699,1784.2483,1860.7297,2858.623,3125.3333,1852.8187,1430.1703,1520.1843,2344.5142,2527.183,16581.943,16189.02,16254.83,16928.086,17067.951,16750.766,16352.522,16406.322,17047.814,17106.871,80.59048,25.296831,34.04343,153.06532,186.85547,33.87412,16.281881,17.909447,110.47563,149.18216,34,13,16,58,69,23.334,17.92,18.78,31.436,33.43
22,2238.02,1638.5946,1790.0927,2788.007,3014.4792,1818.9727,1358.1647,1430.1691,2285.3281,2418.8835,16544.318,16055.491,16194.146,16888.863,17011.324,16709.09,16226.228,16385.412,16986.92,17076.488,83.92634,25.296831,46.141716,178.91328,200.56836,38.363705,17.286167,18.324806,100.52381,131.79631,35,13,21,66,76,25.124,18.71,20.476,33.28,35.944
23,2211.4268,1561.263,1671.3875,2662.038,2922.4001,1753.6741,1331.0688,1377.0863,2260.224,2442.9177,16525.576,15979.6875,16086.562,16816.367,16962.684,16672.002,16209.032,16358.367,16953.166,17054.566,83.92634,40.864113,48.33894,192.27156,215.32422,40.897217,18.729427,21.796455,99.59546,138.8949,35,19,22,71,79,27.574,19.868,22.35,34.886,37.088
24,2105.5002,1512.3376,1639.7145,2600.3706,2857.946,1731.9479,1244.1521,1377.0863,2160.8916,2344.709,16448.611,15929.766,16056.562,16779.617,16927.715,16615.945,16153.135,16319.243,16891.238,16997.488,94.90313,39.509388,48.33894,197.9293,215.32422,43.72963,18.915497,21.634354,92.15398,131.79631,39,19,22,75,80,29.334,21.234,23.246,38.222,41.164
25,2062.6602,1489.0746,1591.1083,2600.3706,2744.2346,1654.8782,1224.7272,1327.9648,2134.3206,2338.6711,16416.377,15905.459,16009.379,16779.617,16864.05,16536.363,16143.144,16280.424,16891.238,16976.973,94.90313,39.509388,50.65687,201.27744,213.93596,41.689396,19.694405,21.634354,114.89668,134.33807,39,19,22,75,79,31.85,22.688,25.184,40.374,43.83
26,1996.1119,1487.3514,1569.4523,2535.6997,2738.851,1622.5583,1224.7272,1301.3103,2116.5002,2245.6477,16364.956,15903.643,15987.891,16740.129,16860.973,16526.111,16137.007,16184.002,16891.238,16946.814,105.50739,39.55004,52.73339,197.9293,211.9996,41.54482,18.304213,21.796455,109.56612,134.33807,43,19,23,75,78,32.93,24.28,26.624,43.054,45.758
27,1940.574,1484.8446,1531.8796,2463.016,2720.2551,1601.7145,1216.4119,1300.453,2106.4792,2245.6477,16320.711,15900.997,15949.896,16694.527,16850.29,16505.582,16103.858,16174.688,16841.766,16938.094,109.33589,48.33894,54.06548,201.27744,211.22792,41.31909,20.129158,22.840324,107.570015,136.89296,44,22,24,75,79,35.352,26.082,27.892,46.012,48.082
28,1862.0897,1480.1619,1512.1937,2463.016,2598.2327,1583.7377,1198.766,1278.6643,1984.2666,2228.2092,16255.976,15896.045,15929.614,16694.527,16778.326,16453.924,16095.6875,16173.119,16841.766,16932.455,121.39664,52.959457,62.169796,187.37308,207.94415,46.168037,22.290325,26.952871,111.07022,140.69049,48,24,28,71,76,37.83,27.158,28.518,48.262,51.076
29,1849.2418,1475.4812,1505.2285,2453.658,2570.3018,1563.5637,1185.5286,1278.6643,1935.2295,2149.0884,16245.121,15891.079,15922.377,16688.557,16761.379,16425.404,16098.08,16159.287,16829.324,16929.434,119.27552,57.549488,68.11396,187.37308,211.9996,51.77616,22.188276,26.769657,97.353714,131.79631,48,24,30,72,79,39.606,26.856,29.952,49.968,53.27
30,1830.823,1449.851,1487.3514,2343.3394,2515.3967,1505.5065,1185.5286,1265.539,1886.969,2119.4004,16229.423,15863.602,15903.643,16616.424,16727.523,16394.205,16098.357,16160.288,16750.965,16878.572,119.27552,57.549488,68.11396,202.631,215.32422,48.856365,25.311996,26.769657,82.58989,102.63399,48,26,31,75,81,41.474,28.67,31.454,51.55,55.12
31,1794.2344,1441.0677,1475.4812,2271.9119,2453.6714,1488.9458,1178.9823,1217.24,1886.0972,2035.3999,16197.77,15854.074,15891.079,16567.887,16688.564,16373.892,16085.946,16146.093,16703.102,16838.41,126.73024,60.303806,71.380135,205.81181,219.35207,52.00869,24.459038,26.834698,95.81677,111.51944,49,27,31,76,81,43.624,31.292,33.354,54.356,56.342
32,1773.8624,1413.452,1447.3788,2190.0103,2453.6714,1478.5841,1152.0253,1199.4043,1845.3418,2093.9468,16179.865,15823.735,15860.926,16510.316,16688.564,16345.372,16078.525,16116.141,16642.127,16838.41,121.76043,63.719513,72.50841,202.631,219.03452,50.96862,25.272387,26.820969,97.23,131.71265,49,29,32,76,81,45.08,32.758,34.434,55.45,56.942
33,1765.7891,1323.378,1433.7655,2165.4177,2432.2727,1467.1445,1136.1229,1178.9823,1857.2772,1958.3572,16172.712,15720.486,15846.108,16492.61,16674.83,16334.139,16027.011,16109.673,16642.127,16836.756,121.76043,68.11396,76.73265,202.631,238.54028,50.348175,26.32129,27.145191,101.12797,128.15639,49,30,32,79,87,46.51,33.904,36.514,56.4,59.478
34,1733.7637,1312.4404,1417.8577,2119.9148,2302.8733,1451.0189,1118.2755,1167.0707,1811.345,1957.1019,16144.014,15707.473,15828.614,16459.309,16589.111,16311.458,16022.138,16079.576,16640.447,16794.416,129.21515,68.11396,76.73265,232.23705,248.57198,55.48852,24.680813,26.834698,97.353714,117.39388,52,30,32,84,90,48.846,36.916,38.324,58.608,59.212
35,1714.8218,1305.3419,1407.2397,2097.8257,2190.0103,1438.2621,1105.6604,1142.5355,1763.9216,1896.9851,16126.788,15698.97,15816.828,16442.885,16510.316,16296.183,16022.467,16079.576,16593.709,16676.225,135.40251,61.52229,73.682724,226.95892,238.54028,52.825237,25.311996,27.160198,97.273964,128.51237,53,28,32,83,90,49.594,39.472,40.5,59.376,61.348
36,1706.8922,1233.2346,1328.1296,2091.4385,2190.0103,1423.6941,1074.2002,1115.783,1763.9216,1896.9851,16119.521,15609.867,15726.105,16438.104,16510.316,16287.559,15921.721,16022.467,16587.32,16668.836,139.07793,61.52229,73.682724,232.23705,238.54028,49.23208,22.754864,26.820969,97.51213,144.0286,55,28,33,84,90,51.236,40.468,42.572,60.06,62.114
37,1680.7124,1223.5353,1281.4884,2053.308,2176.0981,1423.6941,1045.1354,1105.6604,1762.4631,1896.9851,16095.285,15597.486,15670.051,16409.254,16500.324,16283.167,15864.565,15970.964,16586.348,16649.094,145.14815,68.11396,84.486824,232.23705,249.53299,48.200794,23.525677,28.01312,110.63185,144.0286,58,31,35,84,90,52.01,42.028,43.352,61.348,63.422
38,1680.7104,1193.9165,1281.4884,2035.4321,2119.9148,1417.914,1039.3651,1096.3461,1738.0283,1819.0667,16095.283,15559.062,15670.051,16395.541,16459.309,16276.319,15855.91,15941.883,16578.324,16628.986,151.5793,68.11396,86.97173,230.12486,251.46234,50.547966,23.065147,26.905128,103.63958,130.55116,59,31,36,84,92,52.552,42.38,44.892,62.232,64.206
39,1666.0176,1193.9167,1281.4884,2020.2837,2095.3862,1395.5193,1040.4451,1096.2455,1780.3119,1850.2505,16081.516,15559.0625,15670.051,16383.83,16441.06,16252.383,15849.142,15939.414,16557.812,16615.172,151.5793,68.11396,86.97173,230.12486,238.54028,50.547966,23.525677,27.29772,102.23917,126.98863,61,31,35,84,90,53.39,43.194,45.208,62.934,63.856
40,1632.0225,1188.7621,1230.801,1999.8608,2095.3862,1351.961,1032.5775,1081.6317,1683.1866,1808.4072,16049.188,15552.278,15606.7705,16367.898,16441.06,16238.989,15838.091,15929.512,16535.803,16602.863,149.66803,68.11396,85.69176,224.76817,238.54028,50.223045,23.208477,25.803837,99.1276,129.53049,60,31,36,83,90,53.974,44.916,46.42,64.406,65.236
41,1632.0225,1170.0797,1230.801,1989.024,2086.291,1322.4668,994.3785,1047.8572,1654.1924,1756.235,16049.188,15527.44,15606.7705,16359.378,16434.24,16233.706,15815.373,15920.168,16535.803,16615.172,150.42627,74.705635,86.97173,224.76817,238.54028,53.385246,23.208477,25.694017,101.58003,129.53049,60,31,36,83,90,54.794,46.748,48.446,64.78,65.936
42,1587.4751,1165.4844,1223.5293,1964.5702,2042.7677,1312.8975,995.4453,1047.8572,1640.6547,1780.2367,16005.794,15521.2705,15597.48,16339.98,16401.184,16181.232,15769.974,15919.046,16523.184,16591.271,153.89696,76.94848,85.69176,225.71555,238.54028,55.34101,23.525677,27.154552,108.0211,143.82788,62,33,37,83,90,55.892,46.268,49.054,64.536,67.138
43,1562.9548,1165.4844,1213.0826,1937.1764,2038.0397,1301.4786,971.95386,1044.9775,1625.6816,1780.2367,15981.385,15521.2705,15584.034,16317.963,16397.549,16167.191,15762.374,15916.552,16513.885,16579.889,154.06421,76.94848,85.69176,225.71555,251.46234,52.71207,23.701319,28.1776,105.06192,134.91933,64,33,37,83,93,56.574,46.324,50.55,65.254,67.686
44,1555.6495,1152.6892,1193.9167,1908.2715,2020.2832,1301.4786,944.6573,1012.2497,1625.6816,1780.2367,15974.041,15503.961,15559.0625,16294.39,16383.828,16155.653,15762.374,15859.359,16482.0,16567.219,159.03403,79.10008,91.12002,230.12486,246.43257,53.40057,23.701319,26.415367,117.421684,143.77621,64,33,37,86,91,57.01,48.614,52.182,66.012,68.246
45,1548.2556,1138.1555,1193.8298,1904.1805,2020.2832,1290.0878,951.918,1012.51984,1621.5743,1780.2367,15966.569,15484.064,15558.948,16291.024,16383.828,16146.868,15760.131,15841.439,16482.0,16567.219,153.89696,76.94848,89.773224,225.71555,246.43257,56.162357,23.1361,26.94342,106.055275,141.61797,61,30,37,86,91,57.87,47.402,51.784,65.224,67.828
46,1563.448,1109.2433,1193.8298,1908.2715,2016.0645,1289.9297,896.1697,1018.76764,1621.5743,1758.7185,15981.881,15443.719,15558.948,16294.39,16380.551,16146.868,15749.994,15841.439,16482.102,16546.604,153.89696,69.53896,81.29731,225.71555,246.43257,50.90233,23.497442,26.603302,108.51191,131.2077,61,30,36,86,91,58.652,49.31,52.342,65.858,68.2
47,1548.2501,1109.2433,1170.0797,1908.2715,2015.0355,1277.4414,896.1697,971.95386,1616.3135,1758.386,15966.564,15443.719,15527.44,16294.39,16379.75,16142.442,15729.079,15823.287,16482.0,16546.604,153.4653,69.53896,84.44984,225.71555,242.79327,53.27111,21.213305,26.126049,109.3352,131.2077,61,30,37,86,89,59.382,49.24,52.052,66.196,67.78
48,1532.0483,1109.2433,1170.0797,1898.9083,2015.0319,1266.8337,896.1697,971.95386,1616.3135,1754.1841,15950.069,15443.719,15527.44,16286.677,16379.748,16135.552,15719.421,15820.927,16465.941,16523.691,151.65082,75.985306,89.45664,226.65707,251.46234,51.611465,23.525677,27.514286,100.41258,131.2077,60,30,37,87,91,59.76,49.018,51.084,66.722,68.956
49,1501.8605,1128.956,1169.8951,1884.5293,1953.3739,1278.1427,919.8171,1000.5102,1559.909,1754.0153,15918.865,15471.341,15527.194,16274.759,16331.02,16134.23,15722.481,15800.706,16465.941,16526.316,153.89696,79.10008,94.90313,229.59799,251.46234,52.145653,23.525677,27.514286,106.03215,125.46441,62,33,39,86,89,59.182,49.382,50.972,67.248,69.572
