id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,Sqrt(Abs(((Sqrt(Abs(Sqrt(Abs((Log((((Exp(t0) + (x0 * (Abs(Exp(x4)) ^ t1))) - Sqrt(Abs(Exp(t2)))) * ((Exp(Sin(Sin((Abs(x8) ^ x3)))) + t3) / t4))) - (Abs((Exp((x6 - x3)) * (Sqrt(Abs(t5)) + x2))) ^ (Exp(Sqrt(Abs(x8))) * x0))))))) - t6) + (t7 * x0)))),-1275.577013971563;-0.751070295699281;599.0749075275627;190.345856067897;-1003962.1138673888;-902137.0344327682;-1.0915039123595262e7;-1.551910205888826e7,50,243412.54391828692,244723.42459178623,0.5465053995700198,0.5312431700657754
