id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Exp(Log(Exp((t0 / x0)))) * (Exp(((Log((Abs(x1) ^ t1)) + t2) + x2)) * Log(((Abs(Sin(Log(Exp(Exp(x5))))) ^ (x2 + t3)) - t4)))),7.616027613128469e-2;-0.11565509507872672;-0.6684168496577078;-8.648934823899916e-2;-0.22050309852711256,29,5.713180591970358e-5,5.749903507558138e-5,0.7486485330457806,0.6220489487840102
