Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,7.80694,1,0.14150096175571247,0.1819070378004598,0.14150096175571247,0.1819070378004598,-1.0643841363844331e-10,-0.143368602870394
1,x2 + 4.4206324,3,0.03944304205334999,0.03952066612624024,0.03944304205334999,0.03952066612624024,0.7212524807736447,0.7515946092045461
2,sqrtabs(x2 * 18.030037),4,0.034788234367676286,0.03307023381362803,0.034788234367676286,0.03307023381362803,0.7541484245779364,0.7921385148739442
3,powabs(1.4736288, x2) + 4.0736585,5,0.029299476446781814,0.025354742750561616,0.029299476446781814,0.025354742750561616,0.7929379695631817,0.8406338911051489
4,powabs(-0.28893775, sin(x2)) + 6.410696,6,0.02601155310463893,0.02034006013228509,0.02601155310463893,0.02034006013228509,0.8161740189984437,0.8721534558697991
5,(powabs(x3, sin(x2)) + x2) + x2,8,0.019895396888379827,0.017822903675992034,0.019895396888379827,0.017822903675992034,0.859397444062289,0.8879749309234196
6,(powabs(x3, sin(sin(x2))) + x2) + x2,9,0.01919936188384916,0.017253716552099573,0.01919936188384916,0.017253716552099573,0.8643163859264892,0.8915525312982364
7,x2 + (powabs(0.45724127 + x3, sin(x2)) + x2),10,0.004575309999920018,0.008002053528878002,0.004575309999920018,0.008002053528878002,0.9676658734779073,0.9497034481236315
8,powabs(0.45724127 + x3, sin(sin(x2))) + (x2 + x2),11,0.004454519898645258,0.007763678597086508,0.004454519898645258,0.007763678597086508,0.9685195079676583,0.9512017431649742
9,(powabs(0.45724127 + x3, sin(x2)) + (x2 + x2)) + 0.014124807,12,0.00427214784696366,0.0073469146007470315,0.00427214784696366,0.0073469146007470315,0.9698083476295106,0.9538212947446336
10,(powabs(0.45724127 + x3, sin(sin(x2))) + (x2 + x2)) + 0.014124807,13,0.004126355849347318,0.007036046599646674,0.004126355849347318,0.007036046599646674,0.9708386727652758,0.9557752417518138
11,(x2 + (powabs((0.45724127 + x3) + -0.025965031, sin(x2)) + x2)) - -0.025965031,14,0.003971139779851893,0.006527077315979468,0.003971139779851893,0.006527077315979468,0.9719355986630652,0.9589743455677358
12,(powabs(-0.025965031 + (0.45724127 + x3), sin(sin(x2))) + (x2 + x2)) - -0.025965031,15,0.0038505154337842747,0.006223856055511621,0.0038505154337842747,0.006223856055511621,0.9727880617458865,0.9608802293264611
13,(powabs(-0.025965031 + (0.45724127 + x3), sin(sin(sin(x2)))) + (x2 + x2)) - -0.025965031,16,0.0038173416740562467,0.006046210180904943,0.0038173416740562467,0.006046210180904943,0.9730225036840893,0.961996814577426
14,(powabs(x3, sin(x2)) + powabs(x2 + sin(powabs(x3, 4.4206324)), x3)) + (x2 + x2),17,0.0036576893734826116,0.005933539773552204,0.0036576893734826116,0.005933539773552204,0.974150780825175,0.9627049994162175
15,powabs(x3, sin(sin(x2))) + (powabs(x2 + sin(powabs(x3, 4.4206324)), x3) + (x2 + x2)),18,0.0032970536431271395,0.005454925231481403,0.0032970536431271395,0.005454925231481403,0.9766994259080012,0.9657133098526791
16,(powabs(x3, sin(x2)) + (powabs(sin(powabs(0.49783218 / x1, x3)) + x2, x3) + x2)) + x2,19,0.0025730093147059807,0.006767573899676477,0.0025730093147059807,0.006767573899676477,0.9818163121786981,0.9574627149776187
17,powabs(x2 + sin(powabs(0.49787304 / x1, x3)), x3) + (powabs(x3, sin(sin(x2))) + (x2 + x2)),20,0.00221817566344725,0.0062327245716979245,0.00221817566344725,0.0062327245716979245,0.9843239534476605,0.9608244866620537
18,(powabs(x3, sin(sin(sin(x2)))) + powabs(sin(powabs(0.49790698 / x1, x3)) + x2, x3)) + (x2 + x2),21,0.001974571969294768,0.005831340913608513,0.001974571969294768,0.005831340913608513,0.9860455226239816,0.9633473658090832
19,(powabs(x3, sin(sin(sin(sin(x2))))) + (powabs(sin(powabs(0.49790698 / x1, x3)) + x2, x3) + x2)) + x2,22,0.0018193713817132502,0.0055254669880035285,0.0018193713817132502,0.0055254669880035285,0.9871423391096955,0.965269922776654
20,powabs(x2 + sin(powabs(0.49798936 / x1, x3)), x3) + (powabs(x3, sin(sin(sin(sin(sin(x2)))))) + (x2 + x2)),23,0.0017341133504140379,0.005340976617987443,0.0017341133504140379,0.005340976617987443,0.987744865271005,0.9664295287993727
21,((powabs(x2 + sin(powabs(0.49799907 / x1, x3)), x3) + x2) + x2) + powabs(x3, sin(sin(sin(sin(sin(sin(x2))))))),24,0.0017059360265697279,0.005200864224501637,0.0017059360265697279,0.005200864224501637,0.987943996948258,0.967310199022591
22,powabs(x3, sin(sin(sin(sin(x2))))) + ((x2 + x2) + powabs(powabs(x2, sin(powabs(0.48305297 / x1, x3))) + (x2 + -1.1185349), x3)),26,0.0015382705687810299,0.006639778239790631,0.0015382705687810299,0.006639778239790631,0.9891289037907711,0.958265968919101
