Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,7.8069644,1,0.14150096216168623,0.18191440858216112,0.14150096216168623,0.18191440858216112,-2.975491186774093e-09,-0.14341493159124963
1,x2 + 4.4206324,3,0.03944304205334999,0.03952066612624024,0.03944304205334999,0.03952066612624024,0.7212524807736447,0.7515946092045461
2,sqrtabs(x2) * 4.246167,4,0.03478823389417953,0.0330691720596661,0.03478823389417953,0.0330691720596661,0.7541484279241805,0.7921451884812918
3,powabs(1.4753842, x2) + 4.058547,5,0.029293524303130498,0.025332402391187333,0.029293524303130498,0.025332402391187333,0.7929800338967247,0.8407743104412793
4,4.2016444 + (x2 + exp(x3)),6,0.019445197782369097,0.01630358260891204,0.019445197782369097,0.01630358260891204,0.8625790415615051,0.8975245559779728
5,(x2 + 3.7009478) + powabs(x3, -0.5124641),7,0.014570895339701543,0.013260621204436053,0.014570895339701543,0.013260621204436053,0.8970261745188158,0.9166509546687189
6,(x2 + 4.2016444) + exp(x3 + 0.38483748),8,0.014104404984299188,0.011210215120609797,0.014104404984299188,0.011210215120609797,0.9003229037400444,0.9295386909967274
7,(powabs(x3 + -1.1514142, x3) + 4.2656255) + x2,9,0.014000249523902665,0.009585085598980166,0.014000249523902665,0.009585085598980166,0.9010589797293188,0.9397533703906459
8,x2 + (powabs(x3 + 0.44270954, sin(x2)) + x2),10,0.004539075988173723,0.007783726344195425,0.004539075988173723,0.007783726344195425,0.96792194249186,0.9510757339413631
9,x2 + (x2 + powabs(x3 + 0.4471597, sin(sin(x2)))),11,0.004438165659446952,0.00763048331573127,0.004438165659446952,0.00763048331573127,0.9686350848442896,0.9520389361872647
10,(powabs(x3 + 0.38483748, sin(x2)) + (x2 + x2)) + 0.035243563,12,0.0037859879486539247,0.005807015205344948,0.0037859879486539247,0.005807015205344948,0.973244083276317,0.9635002639674362
11,powabs(x3 + 0.38707477, sin(sin(x2))) + ((x2 + 0.035168413) + x2),13,0.0036978162509536377,0.005554111578794898,0.0036978162509536377,0.005554111578794898,0.97386720057966,0.9650898784740864
12,powabs(powabs(x3 + 1.6572711, 1.0683799) + -0.94400954, sin(x2)) + (x2 + 3.197627),14,0.0029922024964597403,0.004849903746109408,0.0029922024964597403,0.004849903746109408,0.9788538363297914,0.9695161455142393
13,((powabs(powabs(x3 + 3.455199, sin(x2 - -0.06442476)), -1.12982) + 1.5581512) + x2) + 1.6432744,16,0.0025611435878697317,0.0028011533340601973,0.0025611435878697317,0.0028011533340601973,0.9819001683355064,0.9823934751908644
14,(x2 + (0.015241647 / (x2 + (x3 + -1.0468343)))) + (x2 + powabs(x3 + 0.40639514, sin(x2))),18,0.0022921122425870345,0.6489011275752566,0.0022921122425870345,0.6489011275752566,0.9838014370051554,-3.078639202792126
15,x2 + (powabs(x3 + 0.4080583, sin(x2)) + (x2 + ((0.05399202 / ((x2 + x3) + -1.0392469)) / x2))),20,0.0022857948349110035,0.04291623139018686,0.0022857948349110035,0.04291623139018686,0.983846082692353,0.7302519346234086
16,(x2 + powabs(x3 + 0.4248357, sin(x2))) + (x2 + powabs(0.24375959 / powabs((x2 - 0.9162336) + x3, 0.5898927), x2)),22,0.002271756481186663,0.007075214238939967,0.002271756481186663,0.007075214238939967,0.983945292998429,0.9555290552954897
17,x2 + ((powabs(x3 + 0.42567518, sin(sin(x2))) + x2) + powabs(0.24375959 / powabs((x2 - 0.9162336) + x3, 0.5898927), x2)),23,0.0022388046849723415,0.00693010621425604,0.0022388046849723415,0.00693010621425604,0.9841781663005534,0.9564411253366177
18,(powabs(powabs(sin(x3 + -0.9980627), -4.5521903), sin(x2 + (x3 + 0.85414135))) * 2.7386908e-5) + (powabs(x3 + 0.4341035, sin(x2)) + (x2 + x2)),26,0.0021098410033907186,0.006124517160080284,0.0021098410033907186,0.006124517160080284,0.9850895642161237,0.9615046195394698
19,(powabs(powabs(sin(x3 + -0.9980627), -4.5521903), sin(x2 + (x3 + 0.85414135))) * 2.7386908e-5) + (powabs(x3 + 0.4341035, sin(sin(x2))) + (x2 + x2)),27,0.0020764450478024414,0.00597951699286926,0.0020764450478024414,0.00597951699286926,0.9853255764324187,0.9624160116472447
20,((x2 + (x2 + powabs(x3 + 0.4126266, sin(x2)))) + (-0.026901217 / ((x2 + x3) + powabs(-0.026901217, sin(x2))))) + (0.014676927 / (((x2 + x3) + -0.41466492) + -0.63418597)),31,0.0019093709611125523,0.3334605008352197,0.0019093709611125523,0.3334605008352197,0.9865063040022857,-1.0959511603429748
21,(((x2 + powabs(x3 + 0.4126266, sin(x2))) + (-0.026901217 / (x2 + ((x2 + (x3 + -0.41466492)) / 0.40815482)))) + x2) + (0.014676927 / (x2 + ((x3 + -0.41466492) + -0.63418597))),32,0.0018629366852454033,0.3333706792322586,0.0018629366852454033,0.3333706792322586,0.9868344591985186,-1.095386590648877
22,(((x2 + powabs(x3 + 0.4126266, sin(sin(x2)))) + (-0.026901217 / (x2 + ((x2 + (x3 + -0.41466492)) / 0.40815482)))) + x2) + (0.014676927 / ((x2 + (x3 + -0.41466492)) + -0.63418597)),33,0.0018329660757032112,0.33320292826559667,0.0018329660757032112,0.33320292826559667,0.9870462641867923,-1.0943321994021082
23,(((x2 + (x2 / (x4 + powabs(x2 + x3, 14.95808)))) + powabs(x3 + 0.4431465, sin(sin(x2)))) + x2) + (sin(x2) / (powabs(x2, 0.4431465) + powabs(x2 + x3, x4))),34,0.001744240726411389,0.004833300522272725,0.001744240726411389,0.004833300522272725,0.9876732941956373,0.9696205043398836
24,(((x2 + (x2 / (x4 + powabs(x2 + x3, 14.95808)))) + powabs(0.4431465 + x3, sin(sin(x2)))) + x2) + (sin(x2) / (powabs(0.4431465, sin(x2)) + powabs(x2 + x3, x4))),35,0.001651161985973033,0.004607572513838115,0.001651161985973033,0.004607572513838115,0.9883310900105446,0.9710393077064454
25,(x2 + ((x2 / (x4 + powabs(x2 + x3, 14.95808))) + (powabs(x3 + 0.4431465, sin(sin(sin(x2)))) + x2))) + (sin(x2) / (powabs(0.4431465, sin(x2)) + powabs(x2 + x3, x4))),36,0.0015775665356518012,0.004406107139952009,0.0015775665356518012,0.004406107139952009,0.9888511956650639,0.9723056093616875
26,(((x2 + (x2 / (x4 + powabs(x2 + x3, 14.95808)))) + powabs(0.4431465 + x3, sin(sin(sin(sin(x2)))))) + x2) + (sin(x2) / (powabs(0.4431465, sin(x2)) + powabs(x2 + x3, x4))),37,0.0015739720424742516,0.004303358604348687,0.0015739720424742516,0.004303358604348687,0.9888765982710486,0.9729514307164865
27,x2 + (((x2 / (x4 + powabs(x2 + x3, 14.95808))) + (powabs(x3 + 0.4431465, sin(sin(sin(x2)))) + x2)) + (sin(x2) / (powabs(sin(x2) - 0.9162336, x2) + powabs(x2 + x3, x4)))),38,0.0015602487362025082,0.00440141897174234,0.0015602487362025082,0.00440141897174234,0.9889735821084934,0.9723350766346459
28,((sin(x2) / (powabs(sin(0.4458152), sin(x2)) + powabs(x2 + x3, x3 + x4))) + (x2 + (x2 / (x4 + powabs(x2 + x3, 14.934001))))) + (powabs(x3 + 0.4458152, sin(sin(sin(x2)))) + x2),39,0.0015388806192745057,0.004654920341002282,0.0015388806192745057,0.004654920341002282,0.989124592509166,0.9707417050427539
29,((sin(x2) / (powabs(0.4431465, sin(x2)) + powabs(x2 + x3, x3 + x4))) + (x2 + (x2 / ((x3 + x4) + powabs(x2 + x3, 14.934001))))) + (powabs(x3 + 0.4458152, sin(sin(sin(x2)))) + x2),40,0.0015213333326986826,0.0055909757125013285,0.0015213333326986826,0.0055909757125013285,0.989248600758721,0.96485817059977
30,((sin(x2) / (powabs(sin(0.4458152), sin(x2)) + powabs(x2 + x3, x3 + x4))) + (x2 + (x2 / ((x3 + x4) + powabs(x2 + x3, 14.934001))))) + (powabs(x3 + 0.4458152, sin(sin(sin(x2)))) + x2),41,0.001521042941468096,0.005592201382829044,0.001521042941468096,0.005592201382829044,0.9892506529796178,0.964850466703389
31,((sin(x2) / (powabs(sin(0.4458152), sin(x2)) + powabs(x2 + x3, x3 + x4))) + (x2 + (x2 / ((x3 + x4) + powabs(x2 + x3, 14.934001))))) + (powabs(x3 + 0.4458152, sin(sin(sin(sin(x2))))) + x2),42,0.0015121279172361896,0.005479007734427717,0.0015121279172361896,0.005479007734427717,0.9893136562562191,0.9655619403505405
32,(x2 + ((x2 / (sin(x2) + (x4 + powabs(x3 + x2, 14.553576)))) + (powabs(x3 + 0.4536164, sin(sin(sin(x2)))) + x2))) + sin(sin(x2) / (powabs(x2 + x3, (x3 + x3) + x4) + powabs(0.4536164, sin(x2)))),44,0.001485103981750337,0.0049485861682469195,0.001485103981750337,0.0049485861682469195,0.9895046368343963,0.9688958815349478
33,((x2 + (x2 / (((x3 + x3) + x4) + powabs(x2 + x3, 14.573709)))) + (powabs(x3 + 0.4539083, sin(sin(sin(x2)))) + x2)) + sin(-0.15557362 / (powabs(x2 + x3, x3 + (x3 + x4)) + powabs(sin(x3), sin(x2)))),45,0.0014550507271652577,0.005498969736436889,0.0014550507271652577,0.005498969736436889,0.9897170258826076,0.9654364700739438
34,((x2 + ((x2 / ((x3 + x3) + (x4 + powabs(x2 + x3, 13.976853)))) + powabs(x3 + 0.46323377, sin(sin(sin(x2)))))) + x2) + (-0.19317777 / (powabs(x2 + x3, (x4 - x2) + (x3 + sin(x2))) + powabs(sin(x2), sin(x2)))),47,0.0014092131392416322,0.005213790064625695,0.0014092131392416322,0.005213790064625695,0.9900409642315754,0.9672289542288641
35,((x2 + (x2 / ((x3 + ((x3 + sin(x2)) + x4)) + powabs(x2 + x3, 13.976853)))) + (powabs(x3 + 0.46323377, sin(sin(sin(sin(x2))))) + x2)) + sin(-0.19317777 / (powabs(x2 + x3, x3 + (x4 + -3.2174985)) + powabs(-0.19317777, sin(x2)))),48,0.001405023606578051,0.005164933203617493,0.001405023606578051,0.005164933203617493,0.990070572035028,0.9675360418577268
36,((x2 + (x2 / ((x3 + ((x3 + sin(x2)) + x4)) + powabs(x2 + x3, 13.976853)))) + (powabs(x3 + 0.46323377, sin(sin(sin(sin(x2))))) + x2)) + sin(-0.19317777 / (powabs(x2 + x3, x3 + (x4 + -3.2174985)) + powabs(sin(x2), sin(x2)))),49,0.0014037854020732944,0.005123430040084973,0.0014037854020732944,0.005123430040084973,0.9900793225374241,0.9677969081478751
