Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,7.806958,1,0.1415009619400013,0.18191247514717057,0.1415009619400013,0.18191247514717057,-1.4088239463916352e-09,-0.14340277907153065
1,x2 + 4.4206324,3,0.03944304205334999,0.03952066612624024,0.03944304205334999,0.03952066612624024,0.7212524807736447,0.7515946092045461
2,powabs(x2, 1.1465851) + 3.755933,5,0.03161945469809606,0.02866897029295911,0.03161945469809606,0.02866897029295911,0.7765424749829654,0.8198024611584839
3,x2 + (exp(x3) + 4.183671),6,0.021916000798974617,0.018163884960182994,0.021916000798974617,0.018163884960182994,0.8451176548245436,0.8858317082134879
4,(x2 + powabs(2.1283476, x3)) + 4.183671,7,0.014988290758120025,0.014185392299933354,0.014988290758120025,0.014185392299933354,0.8940764036247953,0.9108383470411157
5,(sqrtabs(x3 + x2) + 3.1737819) + x2,8,0.007155469036361805,0.0027920902845250707,0.007155469036361805,0.0027920902845250707,0.9494316579312256,0.9824504405859916
6,(powabs(x3 + x2, 0.4636936) + x2) + 3.1946433,9,0.006846892629528662,0.0030060708605818194,0.006846892629528662,0.0030060708605818194,0.9516123951010459,0.9811054751836317
7,powabs(x3 - -0.44711408, sin(x2)) + (x2 + x2),10,0.004542349012334411,0.007842070292509055,0.004542349012334411,0.007842070292509055,0.9678988117362777,0.9507090156468105
8,powabs(x3 - -0.44711408, sin(sin(x2))) + (x2 + x2),11,0.004438165677930823,0.007629954955193576,0.004438165677930823,0.007629954955193576,0.9686350847136624,0.9520422571739461
9,x2 + (powabs(x3 + x2, powabs(sin(x2), 0.78290474)) + 3.2004359),12,0.003844706241116385,0.005470441396761368,0.003844706241116385,0.005470441396761368,0.9728291158319962,0.9656157836852886
10,(x2 + 3.1998284) + powabs(x3 + x2, powabs(sin(sin(x2)), 0.75927436)),13,0.003773982864428235,0.005281952824310921,0.003773982864428235,0.005281952824310921,0.9733289242843074,0.9668005202317442
11,powabs(x3 + x2, powabs(sin(x2), sin(sqrtabs(x3)))) + (x2 + 3.2334425),14,0.0036094210586360433,0.005058817550777756,0.0036094210586360433,0.005058817550777756,0.9744918973395281,0.9682030270782939
12,powabs(x3 + x2, powabs(sin(x2), sin(powabs(x3, 0.7085073)))) + (x2 + 3.2334425),15,0.0029085172906504167,0.004471874578220739,0.0029085172906504167,0.004471874578220739,0.9794452471921621,0.9718922310508925
26,exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), 0.81286365), sqrtabs((x3 + x2) - 1.2870233)))))) + (x2 + sqrtabs(sqrtabs(x2 + (x2 - sin(x1))))),29,0.00217732158516813,0.0038260213559701346,0.00217732158516813,0.0038260213559701346,0.9846126728865715,0.9759517127802033
27,(sqrtabs(sqrtabs((x2 + powabs(-0.10106195, sin(x2))) + 0.9484575)) + x2) + exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x2 + x3, x1), 0.809229), sqrtabs((x2 + x3) - 1.493164)))))),31,0.002100570089235916,0.002366897102261254,0.002100570089235916,0.002366897102261254,0.9851550825987605,0.985122973439219
28,(sqrtabs(sqrtabs((x2 + powabs(0.106657356, sin(x2))) + sin(1.4915589))) + x2) + exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x2 + x3, x1), 0.8171633), sqrtabs((x2 + x3) - 1.4915589)))))),32,0.002071362965545895,0.0024098651328509735,0.002071362965545895,0.0024098651328509735,0.9853614919639743,0.9848528997922755
29,(sqrtabs(sqrtabs((x2 + powabs(0.106657356, sin(x2))) + powabs(x1, 0.106657356))) + x2) + exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x2 + x3, x1), 0.8171633), sqrtabs(x2 + (x3 - 1.4915589))))))),33,0.002054076030207903,0.002485952944438316,0.002054076030207903,0.002485952944438316,0.9854836602879583,0.9843746532335826
30,exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), 0.91297555), sqrtabs((x3 + x2) - 0.99915767)))))) + (sqrtabs(sqrtabs((x2 + powabs(x3 + (x2 + -0.24662654), -7.38209)) + 1.0458984)) + x2),34,0.0019549836500215695,0.005728946512350088,0.0019549836500215695,0.005728946512350088,0.9861839550348446,0.9639909612681935
31,exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), 0.91297555), sqrtabs(x3 + (x2 - 0.99915767))))))) + (sqrtabs(sqrtabs((x1 + powabs((x3 + x2) + -0.24794838, -7.913214)) + sqrtabs(-7.913214))) + x2),35,0.0017556640424883827,0.006705783947422753,0.0017556640424883827,0.006705783947422753,0.9875925645953825,0.9578510929768101
32,exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), 0.91297555), sqrtabs((x3 + x2) - sin(x1))))))) + (sqrtabs(sqrtabs((x1 + powabs((x3 + x2) + -0.24794838, -7.913214)) + sqrtabs(-7.913214))) + x2),36,0.001502533231264736,0.0066938618642890845,0.001502533231264736,0.0066938618642890845,0.9893814627633511,0.9579260287005769
33,exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), 0.8832751), sqrtabs(sin(x1) - (x3 + x2))))))) + (sqrtabs(sqrtabs((x2 + powabs(x3 + (-0.24521592 + x2), -7.730175)) + sqrtabs(sqrtabs(x3)))) + x2),37,0.0014464270606205315,0.005647967596381993,0.0014464270606205315,0.005647967596381993,0.9897779701082767,0.9644999506461305
34,exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), 0.91297555), sqrtabs((x3 + x2) - sin(x1))))))) + (sqrtabs(sqrtabs((x2 + powabs((x3 + x2) + -0.24794838, -7.913214)) + sqrtabs(sqrtabs(x3 + 0.91297555)))) + x2),39,0.001442201014813346,0.005788203209387754,0.001442201014813346,0.005788203209387754,0.9898078359533933,0.963618505932095
35,exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), 0.91297555), sqrtabs((x3 + x2) - sin(x1))))))) + (sqrtabs(sqrtabs((x2 + powabs((x2 + x3) + -0.24794838, -7.913214)) + sqrtabs(sqrtabs(x3 - sin(x3))))) + x2),40,0.0013839203801457173,0.0060200212782777675,0.0013839203801457173,0.0060200212782777675,0.9902197104307868,0.9621614237611587
36,exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), sqrtabs(sin(x3))), sqrtabs((x3 + x2) - sin(x1))))))) + (x2 + sqrtabs(sqrtabs((x2 + powabs(x3 + (x2 + -0.26218948), -7.4099436)) + powabs(sin(x3), (x3 + x2) - 0.45038384)))),44,0.0013834573484374727,0.006080356696669811,0.0013834573484374727,0.006080356696669811,0.9902229827174381,0.9617821881699212
37,(sqrtabs(sqrtabs((powabs((x2 + x3) + -0.24794838, -7.913214) + x2) + sqrtabs((sin(x1) + sin(x3)) - sin(-0.24794838 - x3)))) + x2) + exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), 0.91297555), sqrtabs((x2 + x3) - sin(x1))))))),45,0.0013769316294472863,0.006258388669424698,0.0013769316294472863,0.006258388669424698,0.9902691005593942,0.9606631761162023
38,exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), sqrtabs(sin(x3))), sqrtabs((x3 + x2) - sin(x1))))))) + (x2 + sqrtabs(sqrtabs((x2 + powabs(x3 + (x2 + -0.26218948), -7.4099436)) + powabs(powabs(sin(x3), 1.1687418), (x3 + x2) - 0.45038384)))),46,0.0013707872961484819,0.006129930214496037,0.0013707872961484819,0.006129930214496037,0.9903125231144301,0.9614705960264742
39,(sqrtabs(sqrtabs((x2 + powabs(x3 + (x2 + -0.23186891), -9.596026)) + sqrtabs(sqrtabs(x3)))) + (x2 + powabs((x1 + 3.7035718) + (x1 + -9.210762), -9.368678))) + exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), 0.8814335), sqrtabs(sin(x1) - (x3 + x2))))))),47,0.001346992711133067,0.007000085786917654,0.001346992711133067,0.007000085786917654,0.9904806815829147,0.9560012718422667
40,(sqrtabs(sqrtabs((x2 + powabs(x3 + (x2 + -0.23186891), -9.596026)) + sqrtabs(sqrtabs(powabs(x3, sin(x1)))))) + (x2 + powabs((x1 + 3.7035718) + (x1 + -9.210762), -9.368678))) + exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), 0.8814335), sqrtabs(sin(x1) - (x3 + x2))))))),50,0.001338186099080757,0.006965555113055045,0.001338186099080757,0.006965555113055045,0.99054291870091,0.9562183128584245
