Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,7.806958,1,0.1415009619400013,0.18191247514717057,0.1415009619400013,0.18191247514717057,-1.4088239463916352e-09,-0.14340277907153065
1,x2 + 4.4206324,3,0.03944304205334999,0.03952066612624024,0.03944304205334999,0.03952066612624024,0.7212524807736447,0.7515946092045461
2,powabs(x2, 1.1465851) + 3.755933,5,0.03161945469809606,0.02866897029295911,0.03161945469809606,0.02866897029295911,0.7765424749829654,0.8198024611584839
3,x2 + (exp(x3) + 4.183671),6,0.021916000798974617,0.018163884960182994,0.021916000798974617,0.018163884960182994,0.8451176548245436,0.8858317082134879
4,(x2 + powabs(2.1283476, x3)) + 4.183671,7,0.014988290758120025,0.014185392299933354,0.014988290758120025,0.014185392299933354,0.8940764036247953,0.9108383470411157
5,(sqrtabs(x3 + x2) + 3.1737819) + x2,8,0.007155469036361805,0.0027920902845250707,0.007155469036361805,0.0027920902845250707,0.9494316579312256,0.9824504405859916
6,(powabs(x3 + x2, 0.4636936) + x2) + 3.1946433,9,0.006846892629528662,0.0030060708605818194,0.006846892629528662,0.0030060708605818194,0.9516123951010459,0.9811054751836317
7,powabs(x3 - -0.44711408, sin(x2)) + (x2 + x2),10,0.004542349012334411,0.007842070292509055,0.004542349012334411,0.007842070292509055,0.9678988117362777,0.9507090156468105
8,powabs(x3 - -0.44711408, sin(sin(x2))) + (x2 + x2),11,0.004438165677930823,0.007629954955193576,0.004438165677930823,0.007629954955193576,0.9686350847136624,0.9520422571739461
9,x2 + (powabs(x3 + x2, powabs(sin(x2), 0.78290474)) + 3.2004359),12,0.003844706241116385,0.005470441396761368,0.003844706241116385,0.005470441396761368,0.9728291158319962,0.9656157836852886
10,(x2 + 3.1998284) + powabs(x3 + x2, powabs(sin(sin(x2)), 0.75927436)),13,0.003773982864428235,0.005281952824310921,0.003773982864428235,0.005281952824310921,0.9733289242843074,0.9668005202317442
11,powabs(x3 + x2, powabs(sin(x2), sin(sqrtabs(x3)))) + (x2 + 3.2334425),14,0.0036094210586360433,0.005058817550777756,0.0036094210586360433,0.005058817550777756,0.9744918973395281,0.9682030270782939
12,powabs(x3 + x2, powabs(sin(x2), sin(powabs(x3, 0.7085073)))) + (x2 + 3.2334425),15,0.0029085172906504167,0.004471874578220739,0.0029085172906504167,0.004471874578220739,0.9794452471921621,0.9718922310508925
13,powabs(powabs(x3 + x2, powabs(sin(x2), powabs(0.85760206, x2))) + (x2 + 3.9996617), 0.95194757),16,0.0028994459796147483,0.004202522083572252,0.0028994459796147483,0.004202522083572252,0.9795093549616365,0.9735852341870533
14,(powabs(x2 + x3, powabs(sin(x2), powabs(0.98602885, powabs(sin(x3), -16.397581)))) + x2) + 3.220924,17,0.002823906306676163,0.004665783151691682,0.002823906306676163,0.004665783151691682,0.980043200611937,0.9706734273288657
15,(powabs(x2 + x3, powabs(sin(sin(x2)), powabs(0.98602885, powabs(sin(x3), -16.397581)))) + x2) + 3.220924,18,0.0027999923116321605,0.0043745726689982285,0.0027999923116321605,0.0043745726689982285,0.9802122029618138,0.9725038178776012
16,x2 + (3.2334425 + powabs(x3 + x2, powabs(sin(x2), sin(powabs(x3, sin(sin(x3) + x2)))))),19,0.0026736082234770997,0.003958082594449386,0.0026736082234770997,0.003958082594449386,0.9811053706590532,0.9751216477340175
17,powabs(x3 + x2, powabs(sin(x2), sin(powabs(powabs(sin(x2), 35.984592), powabs(x2, -4.3332515))))) + (x2 + 3.1843338),20,0.0033007835363022212,0.004301197256884837,0.0033007835363022212,0.004301197256884837,0.9766730664180783,0.9729650157699289
18,powabs(x3 + x2, powabs(sin(sin(x2)), powabs(sin(x2 + x3), powabs(3.234479, sin(x3))))) + (3.234479 + x2),21,0.0025686266193507,0.004102150918210878,0.0025686266193507,0.004102150918210878,0.9818472850802344,0.9742161126868374
19,powabs(x3 + x2, powabs(sin(x2), powabs(sin(powabs(x3, 0.7181033)), powabs(powabs(x3, sin(x2)), -2.3295557)))) + (x2 + 3.24183),22,0.002563739634977479,0.0035744377436098683,0.002563739634977479,0.0035744377436098683,0.9818818218375335,0.9775330303963199
20,(powabs(x3 + x2, sin(powabs(sin(x2), powabs(sin((x3 + 3.234479) + x2), powabs(x2, sin(x3)))))) + 3.234479) + x2,23,0.002457655066067047,0.0038650886128511856,0.002457655066067047,0.0038650886128511856,0.9826315310098631,0.9757061572730709
21,powabs(x2 + x3, powabs(sin(sin(sin(x2))), powabs(sin((x2 + 3.234479) + x3), powabs(3.234479, sin(x3))))) + (x2 + 3.234479),24,0.0024217603018656855,0.003988995914288426,0.0024217603018656855,0.003988995914288426,0.9828852025309596,0.9749273434358341
22,powabs(x3 + x2, powabs(sin(x2), powabs(sin(x2), powabs(sin(3.2117686), powabs(sin(x3 + x2), powabs(x3, x2)))))) + (x2 + 3.2117686),25,0.0023161065706077573,0.0028970957874134133,0.0023161065706077573,0.0028970957874134133,0.9836318669349201,0.9817904331636134
23,(powabs(x3 + x2, powabs(sin(x2), powabs(sin(sin(x2)), powabs(sin(3.2117686), powabs(sin(x3 + x2), powabs(x3, x2)))))) + x2) + 3.2117686,26,0.0023032412964416877,0.0029349923460408973,0.0023032412964416877,0.0029349923460408973,0.9837227869824435,0.9815522360283325
24,(powabs(x3 + x2, powabs(sin(x2), powabs(sin(sin(sin(x2))), powabs(sin(3.2117686), powabs(sin(x3 + x2), powabs(x3, x2)))))) + x2) + 3.2117686,27,0.0022956710630597657,0.0029753650100680057,0.0022956710630597657,0.0029753650100680057,0.9837762865013783,0.9812984754425905
25,exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), 0.81286365), sqrtabs((x3 + x2) - 1.2870233)))))) + (x2 + sqrtabs(sqrtabs(x2 + (x2 - 0.9218449)))),28,0.0022153179559640155,0.0038502310463578143,0.0022153179559640155,0.0038502310463578143,0.984344149122998,0.9757995438470538
