gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,5114.1704,4217.4985,4443.226,6006.183,6155.34,4120.4673,3299.3193,3481.2434,4843.7236,4940.2505,17840.15234375,17537.8828125,17619.63671875,18092.24609375,18130.708984375,17864.029296875,17569.060546875,17633.646484375,18104.328125,18152.16796875,9.704061,3.295837,3.295837,30.761145,38.366325,9.944991,8.07077,8.169528,15.051834,17.112356,6,3,3,14,16,8.888889,8.0,8.285714,9.666667,10.0
2,4772.1973,4120.642,4217.4985,5331.0293,5341.46,3780.6858,3191.0151,3299.3193,4335.885,4342.9775,17731.6328125,17501.453125,17537.8828125,17905.26953125,17908.333984375,17757.0859375,17518.453125,17585.955078125,17917.4140625,17925.38671875,12.542316,3.295837,3.295837,36.841362,44.72832,10.995818,7.83202,8.520784,16.836607,21.693823,7,3,3,16,21,10.16923,9.122449,9.320755,11.17742,11.491803
3,4633.588,3732.6768,4120.642,5143.3643,5328.2695,3590.8699,2823.855,3196.468,4150.2886,4335.885,17685.416015625,17346.404296875,17501.453125,17849.076171875,17904.45703125,17719.314453125,17392.828125,17538.654296875,17875.33203125,17920.3046875,14.334076,3.295837,5.5451775,43.668274,61.52229,11.6723,7.3234873,8.887384,19.654602,24.760067,8,3,5,21,25,11.541667,10.222222,10.358209,12.841463,13.283951
4,4436.084,3730.351,3947.7324,5122.282,5231.891,3438.852,2820.9949,2982.1511,4141.3213,4282.015,17617.115234375,17345.427734375,17434.236328125,17842.63671875,17875.833984375,17660.8828125,17392.353515625,17483.966796875,17864.62109375,17907.734375,21.405012,5.4930615,6.931472,57.549488,67.092476,12.820509,8.682229,9.015892,22.087622,28.769169,11,4,5,24,27,12.888889,11.426829,11.567568,14.869159,15.411111
5,4348.823,3456.129,3730.351,4906.2964,5141.5933,3382.2673,2658.9111,2870.2217,3956.8923,4150.283,17585.962890625,17225.705078125,17345.427734375,17775.0859375,17848.537109375,17626.603515625,17285.208984375,17392.353515625,17827.7890625,17868.1875,28.56392,8.04719,9.656628,62.345276,69.53896,14.138707,8.9174795,10.059822,25.31239,29.470558,14,5,6,25,29,14.396397,12.386364,12.806818,16.603449,17.22124
6,4245.9497,3171.7522,3449.9614,4780.6616,4937.893,3314.8623,2358.8262,2658.9111,3779.173,3986.1992,17548.42578125,17091.0703125,17222.904296875,17734.412109375,17785.15234375,17602.880859375,17131.439453125,17284.541015625,17811.25390625,17832.5,34.538776,8.04719,12.875504,67.092476,77.032104,15.470192,8.770439,9.238221,31.439957,44.31477,15,5,8,28,31,15.860465,13.70707,14.15534,18.422222,19.028368
7,4176.313,3118.2532,3253.3718,4709.6245,4886.286,3259.0671,2358.8262,2523.8848,3714.7327,3986.1992,17522.49609375,17064.396484375,17130.908203125,17710.9375,17768.677734375,17579.294921875,17131.439453125,17223.130859375,17764.146484375,17822.6484375,37.352818,11.266066,14.334076,76.94848,93.49604,16.92966,8.946621,9.962668,30.611631,41.560795,16,7,8,31,33,17.234043,15.061947,15.254098,20.17647,20.853333
8,4027.7847,2954.121,3136.6855,4486.2393,4882.371,3180.6404,2269.2761,2406.652,3559.4236,3986.1992,17465.71484375,16979.611328125,17073.63671875,17634.7421875,17767.421875,17534.171875,17061.796875,17151.92578125,17727.5859375,17799.0546875,40.76422,10.750557,16.125835,91.49543,112.85777,18.224741,10.193521,11.216677,33.556435,41.560795,18,6,9,36,44,18.818182,15.822695,16.702898,21.553764,22.621119
9,3912.3706,2818.8855,3037.2686,4464.792,4747.743,3030.2644,2170.6367,2358.8262,3446.705,3808.077,17420.126953125,16906.134765625,17023.134765625,17627.23046875,17723.576171875,17480.234375,17031.56640625,17131.439453125,17701.326171875,17782.076171875,48.354286,11.266066,21.405012,97.64512,132.69446,18.300245,10.870863,11.355457,33.77024,47.746376,21,7,10,37,49,19.905325,17.033113,17.512196,23.353773,24.226852
10,3764.869,2654.5105,2964.291,4429.1216,4561.8066,2995.1628,2062.7368,2309.333,3451.1848,3713.1375,17359.869140625,16811.927734375,16985.0,17614.650390625,17660.935546875,17424.77734375,16957.490234375,17063.970703125,17675.0703125,17748.8046875,50.3558,14.334076,24.16947,100.19786,129.31381,18.293333,11.226112,11.810213,33.70786,42.704147,21,8,11,37,49,21.270409,18.228395,18.622517,24.991526,26.14468
11,3635.2715,2554.1555,2818.8855,4367.6074,4472.971,2855.0996,1909.7489,2269.2761,3451.1848,3567.567,17304.943359375,16751.5,16906.134765625,17592.72265625,17630.09765625,17386.517578125,16885.16796875,16993.185546875,17646.431640625,17711.99609375,58.993835,21.972246,28.56392,109.33589,146.23471,20.681644,11.226112,12.1163025,39.93626,51.50271,24,10,13,44,54,22.675,19.45977,20.073172,26.442688,27.756863
12,3513.8208,2554.1555,2702.3733,4277.9287,4453.8257,2823.855,1927.4485,2055.9138,3382.2214,3487.5378,17251.6640625,16751.5,16839.94921875,17560.19140625,17623.373046875,17351.931640625,16874.966796875,16957.490234375,17609.9453125,17670.9453125,59.32506,24.953299,28.56392,109.33589,146.23471,21.325315,11.238979,12.566336,47.24936,61.581844,24,12,13,44,54,23.8894,20.804348,21.260204,27.852272,29.25795
