gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,0.00021980783,0.000113448674,0.00011802366,0.00022729165,0.00022729835,0.00014843367,0.00010193643,0.000110240515,0.0001526302,0.00016375324,-2817.57177734375,-3151.249755859375,-3131.3046875,-2800.68115234375,-2800.666259765625,-2790.498046875,-3112.989501953125,-3099.5556640625,-2768.444580078125,-2755.777587890625,16.125835,3.295837,6.931472,31.134562,33.271065,12.769892,7.865662,8.275236,19.41594,19.938875,9,3,5,14,16,8.857142,7.891892,8.03125,9.605263,9.820513
2,0.00014653173,0.00010733917,0.000107807406,0.0002242116,0.00022611312,0.00014535147,0.00010061164,0.00010206072,0.00016325362,0.00016516338,-3022.15234375,-3179.177490234375,-3176.9814453125,-2807.564453125,-2803.3037109375,-2983.330078125,-3147.438232421875,-3142.305419921875,-2774.309814453125,-2765.2900390625,18.714973,9.656628,9.656628,35.350506,39.143948,13.88953,8.275325,9.143084,21.96431,26.243587,10,6,6,17,18,10.051724,8.847826,9.106383,11.15,11.442623
3,0.000119607816,0.00010491275,0.000107371394,0.00020911604,0.00022393464,0.00014439979,9.9165365e-5,0.000100669735,0.00016381207,0.00016700757,-3124.577880859375,-3190.71240234375,-3179.02587890625,-2842.728515625,-2808.18798828125,-3082.501220703125,-3153.455322265625,-3146.171630859375,-2779.82861328125,-2748.65380859375,24.16947,9.656628,11.266066,40.76422,47.213226,14.766218,9.0995035,10.162981,27.573513,53.672874,12,6,7,18,20,11.577465,10.072727,10.380953,12.820513,13.328947
4,0.00011237535,9.800237e-5,0.000102731676,0.00020911587,0.00021980783,0.00014391719,9.884053e-5,0.00010066761,0.00016325265,0.00016413063,-3156.04541015625,-3225.087646484375,-3201.311279296875,-2842.728759765625,-2817.57177734375,-3110.019775390625,-3174.673095703125,-3153.455322265625,-2785.600830078125,-2750.558349609375,27.242743,11.266066,12.542316,52.18304,57.549488,15.315599,9.675819,10.344923,28.64255,32.628326,14,7,7,21,24,13.076087,11.273809,11.692307,14.588889,15.3396225
5,0.00011069102,9.055582e-5,9.648364e-5,0.00020911585,0.00021883035,0.00013979388,9.6534844e-5,0.00010014978,0.0001619149,0.00016413063,-3163.6640625,-3264.9560546875,-3232.967041015625,-2842.72900390625,-2819.820556640625,-3111.786376953125,-3184.469482421875,-3159.4375,-2776.517822265625,-2767.038330078125,36.841362,14.334076,15.567281,59.94738,79.51701,16.382402,9.827818,10.683279,39.834347,51.240036,17,8,9,26,32,14.754717,12.638298,13.066667,16.704546,17.296
6,0.000106943786,8.726051e-5,8.992257e-5,0.00020700824,0.00021655866,0.00013117075,7.7288976e-5,9.427378e-5,0.00015738202,0.00015958458,-3181.038818359375,-3283.656982421875,-3268.496337890625,-2847.839111328125,-2825.0849609375,-3111.786376953125,-3205.1708984375,-3178.3994140625,-2784.073486328125,-2767.00390625,43.668274,14.334076,19.709354,89.45664,103.1095,18.839407,10.046648,11.453758,37.452446,49.855923,19,8,10,36,41,16.35433,13.971698,14.491072,18.964539,19.87755
7,0.00010547577,8.480321e-5,8.786135e-5,0.00020700824,0.00021655866,0.00012863742,7.598037e-5,9.003656e-5,0.00015738202,0.00016184,-3188.012451171875,-3298.06787109375,-3280.195068359375,-2847.839111328125,-2825.0849609375,-3120.10693359375,-3210.778564453125,-3191.85009765625,-2750.486328125,3.4028234663852886e38,45.747715,14.334076,19.709354,97.46808,125.68252,20.259787,10.046648,11.813343,37.243763,3.4028235e38,21,8,10,38,49,18.069445,15.303279,16.088888,21.121387,21.857143
8,0.00010117555,8.1114005e-5,8.4231535e-5,0.00020328838,0.00020929337,0.00012670168,6.82828e-5,7.8160214e-5,0.00015634688,0.00016184,-3209.01171875,-3320.507080078125,-3301.47998046875,-2856.987548828125,-2842.301025390625,-3122.467529296875,-3225.89892578125,-3209.6748046875,-2747.509033203125,3.4028234663852886e38,57.12784,12.542316,24.953299,125.68252,155.26497,22.1362,12.511314,14.437692,49.86285,3.4028235e38,24,7,12,49,56,19.789808,16.76389,17.465754,23.15873,23.857143
9,9.581633e-5,7.0562506e-5,7.978594e-5,0.00012674331,0.00020853324,0.00012531088,6.225853e-5,7.1462724e-5,0.00015357918,0.00015950885,-3236.468505859375,-3390.8125,-3328.83544921875,-3095.34423828125,-2844.136474609375,-3125.973388671875,-3266.45068359375,-3223.136962890625,-2760.14697265625,3.4028234663852886e38,70.31119,19.4591,27.242743,135.85684,158.34344,23.459167,11.57498,13.679501,48.092777,3.4028235e38,29,10,13,53,57,21.860825,17.79054,19.04375,25.058823,26.16309
10,9.184259e-5,6.794396e-5,7.2101815e-5,0.00012674331,0.00020328842,0.00011117491,6.0233688e-5,6.635108e-5,0.00015094722,0.0001581144,-3257.837890625,-3409.890380859375,-3379.92529296875,-3095.34423828125,-2856.9873046875,-3130.075439453125,-3279.446044921875,-3237.144775390625,-2760.14697265625,3.4028234663852886e38,89.45664,27.242743,36.972294,153.06532,163.58273,24.607834,12.824796,15.731323,43.30938,3.4028235e38,35,14,16,56,65,23.829268,19.442308,20.63388,27.144981,28.6
11,9.107505e-5,6.254409e-5,6.974082e-5,0.00012301281,0.0002032882,0.00011093632,6.0233688e-5,6.410577e-5,0.00015067957,0.00015380276,-3262.071533203125,-3451.668701171875,-3396.7216796875,-3110.41650390625,-2856.98779296875,-3130.229248046875,-3298.93212890625,-3265.53369140625,-2771.33203125,3.4028234663852886e38,89.72795,32.95837,41.58883,159.77496,174.41655,26.784,12.82893,15.876763,52.57054,3.4028235e38,36,15,20,59,66,25.827309,20.947916,22.296482,29.071697,30.611538
12,9.019656e-5,6.1731276e-5,6.649418e-5,0.0001161273,0.00020328825,9.9678764e-5,5.996749e-5,6.3229774e-5,0.00014704786,0.0001520238,-3266.96142578125,-3458.26806640625,-3420.771728515625,-3139.4765625,-2856.98779296875,-3130.90576171875,-3305.883544921875,-3276.8310546875,-2771.33203125,3.4028234663852886e38,91.12002,39.143948,45.56001,163.58273,181.39818,27.460865,12.82893,15.782154,63.991318,3.4028235e38,36,17,20,62,68,27.655678,22.321587,23.77928,30.928,32.19031
13,8.8817775e-5,5.9632104e-5,6.649418e-5,0.0001161273,0.00020104476,0.00010010662,5.9722846e-5,6.4491425e-5,0.00014704786,0.00015067957,-3274.73291015625,-3475.72216796875,-3420.771728515625,-3139.4765625,-2862.586181640625,-3130.229248046875,-3314.498779296875,-3279.29736328125,-2863.367919921875,-2564.483154296875,97.48981,39.509388,45.56001,166.35532,186.85547,27.38741,15.1927595,16.965088,60.43579,277.75186,38,19,20,66,73,29.661596,24.502415,25.184874,32.856644,33.753204
14,8.802375e-5,5.9442777e-5,6.579943e-5,0.0001161273,0.00020053257,9.7932374e-5,5.720447e-5,6.425107e-5,0.00014723,0.00015378633,-3279.263427734375,-3477.326416015625,-3426.07080078125,-3139.4765625,-2863.873291015625,-3135.1376953125,-3332.553466796875,-3279.29736328125,-2760.14697265625,3.4028234663852886e38,99.813194,45.56001,55.262043,184.67636,206.82457,28.121002,15.815733,16.992113,116.24641,3.4028235e38,38,20,24,69,74,31.520124,26.05242,26.657692,34.664406,35.296635
15,8.802375e-5,5.9080114e-5,6.144597e-5,0.000116127325,0.00020053257,9.276228e-5,5.5619632e-5,6.320287e-5,0.0001413492,0.00015067957,-3279.263427734375,-3480.413818359375,-3460.605224609375,-3139.4765625,-2863.873291015625,-3138.41650390625,-3332.553466796875,-3302.915283203125,-2760.154541015625,3.4028234663852886e38,98.313705,52.73339,55.262043,184.73401,212.8908,30.824959,15.413817,18.113256,131.1158,3.4028235e38,38,22,24,70,76,33.018238,27.809364,28.288,36.573334,37.26284
16,8.5056716e-5,5.9080114e-5,6.144597e-5,0.00011612726,0.00020053257,9.276228e-5,5.549897e-5,6.11729e-5,0.00013832375,0.00014693792,-3296.562255859375,-3480.413818359375,-3460.605224609375,-3139.476806640625,-2863.873291015625,-3139.876220703125,-3332.553466796875,-3296.0107421875,-2537.605224609375,3.4028234663852886e38,111.03006,52.73339,62.345276,215.32422,241.01646,32.728226,15.454862,19.018568,264.30536,3.4028235e38,43,22,26,79,89,34.67363,29.178082,30.02564,38.30457,39.034122
17,8.432935e-5,5.5878092e-5,6.144597e-5,0.000109425346,0.00020053255,9.017331e-5,5.376468e-5,6.11729e-5,0.00013832375,0.00014693792,-3300.894775390625,-3508.525634765625,-3460.605224609375,-3169.46630859375,-2863.87353515625,-3133.120849609375,-3333.591064453125,-3308.432861328125,-2693.61083984375,3.4028234663852886e38,112.85777,52.73339,62.122665,212.8908,241.01646,32.728226,15.632003,19.285576,264.30536,3.4028235e38,43,22,26,81,89,35.987045,30.517572,31.311178,39.76259,40.856785
18,8.3963234e-5,5.5878092e-5,5.9830152e-5,0.00010730184,0.00020053255,9.017138e-5,5.376468e-5,6.0799586e-5,0.0001390904,0.00014693792,-3303.08984375,-3508.525634765625,-3474.04931640625,-3179.352783203125,-2863.87353515625,-3109.3662109375,-3350.287353515625,-3308.432861328125,-2666.453369140625,3.4028234663852886e38,121.86226,52.18304,61.52229,232.89232,255.98856,38.04723,17.440521,18.983763,129.34961,3.4028235e38,46,22,26,84,89,37.262627,32.085873,32.68,41.337933,42.15072
19,8.325442e-5,5.5135024e-5,5.9164133e-5,0.000105375446,0.00020053255,8.9118505e-5,5.3048985e-5,5.9781367e-5,0.00013832375,0.00014600348,-3307.366943359375,-3515.279541015625,-3479.69677734375,-3188.4921875,-2863.87353515625,-3131.571533203125,-3350.287353515625,-3314.498779296875,-2641.778564453125,3.4028234663852886e38,121.39664,52.73339,62.122665,224.57968,237.98991,38.04723,18.113256,18.983763,115.707924,3.4028235e38,46,23,27,82,85,38.70603,33.563538,33.905045,42.450573,43.296875
20,8.190308e-5,5.5135024e-5,5.9080114e-5,0.00010272442,0.00020053255,8.7720604e-5,5.273604e-5,5.7963298e-5,0.0001390904,0.00014703238,-3315.622802734375,-3515.279541015625,-3480.413818359375,-3201.346923828125,-2863.87353515625,-3115.224609375,-3349.998291015625,-3308.432861328125,-2663.79150390625,3.4028234663852886e38,133.37737,52.73339,69.25363,224.76817,235.60037,39.653393,18.770363,21.1936,274.74164,3.4028235e38,51,23,27,82,85,40.183258,34.933174,35.20197,44.12069,44.76875
21,8.176179e-5,5.5135024e-5,5.8889324e-5,0.00010267033,0.00020053254,8.7720604e-5,5.2417417e-5,5.549897e-5,0.0001390904,0.00014600348,-3316.493896484375,-3515.279541015625,-3482.045654296875,-3201.61279296875,-2863.87353515625,-3120.64404296875,-3314.80078125,-3302.726806640625,3.4028234663852886e38,3.4028234663852886e38,141.40202,62.122665,69.25363,226.7218,238.55104,39.88976,18.532097,21.322489,3.4028235e38,3.4028235e38,52,25,30,83,92,41.48614,36.23515,36.54229,44.948025,46.234863
22,8.057816e-5,5.5135024e-5,5.7533605e-5,0.0001021796,0.00019962303,8.7720604e-5,5.2417417e-5,5.46439e-5,0.00013772419,0.0001457106,-3323.850830078125,-3515.279541015625,-3493.795654296875,-3204.029541015625,-2866.166748046875,-3129.357666015625,-3313.50048828125,-3288.1689453125,3.4028234663852886e38,3.4028234663852886e38,151.0674,62.383247,74.5472,232.89232,245.43233,40.65644,18.983763,22.999739,3.4028235e38,3.4028235e38,55,27,30,85,93,42.503227,37.587112,38.02998,46.393345,47.15587
23,8.043752e-5,5.5135024e-5,5.694072e-5,0.00010156714,0.00019962303,8.769297e-5,5.2417417e-5,5.46439e-5,0.00013772419,0.00014611338,-3324.732177734375,-3515.279541015625,-3499.021728515625,-3207.06298828125,-2866.166748046875,-3111.327880859375,-3302.726806640625,-3287.7470703125,3.4028234663852886e38,3.4028234663852886e38,159.77496,66.77497,74.5472,235.60037,245.43233,41.792313,18.983763,23.68684,3.4028235e38,3.4028235e38,62,27,30,86,93,43.48723,38.844795,39.414097,47.250473,48.08652
24,8.043752e-5,5.2472285e-5,5.4840988e-5,0.00010156714,0.00019962303,8.793415e-5,4.9331724e-5,5.298538e-5,0.00013772419,0.00014611338,-3324.732177734375,-3540.252197265625,-3517.97705078125,-3207.06298828125,-2866.166748046875,-3102.9140625,-3306.636474609375,-3280.7578125,3.4028234663852886e38,3.4028234663852886e38,159.03403,62.122665,79.17172,252.15599,263.90573,42.221127,18.539297,22.999739,3.4028235e38,3.4028235e38,63,25,30,92,96,44.55849,40.006466,40.61657,48.299824,49.124344
25,7.848314e-5,5.0207884e-5,5.382762e-5,0.00010138664,0.00019962303,8.7733664e-5,4.9153503e-5,5.095071e-5,0.00013295775,0.0001457091,-3337.14111328125,-3562.50732421875,-3527.386474609375,-3207.960205078125,-2866.166748046875,-3121.15380859375,-3324.28759765625,-3293.39111328125,3.4028234663852886e38,3.4028234663852886e38,177.44568,57.56463,74.5472,260.65564,271.71368,47.74087,18.532097,22.218983,3.4028235e38,3.4028235e38,65,25,30,94,97,45.467743,40.925095,41.837677,49.23726,49.804752
26,7.8292134e-5,4.9184626e-5,5.382762e-5,0.00010138664,0.00019962303,8.659349e-5,4.7254365e-5,5.095071e-5,0.00013338504,0.0001457091,-3338.37060546875,-3572.89501953125,-3527.386474609375,-3207.960205078125,-2866.166748046875,-3093.067138671875,-3324.28759765625,-3293.39111328125,3.4028234663852886e38,3.4028234663852886e38,181.43936,79.13055,94.40599,263.02383,271.71368,53.067146,20.901516,24.193445,3.4028235e38,3.4028235e38,67,33,38,95,97,46.43182,41.874775,42.656662,50.003326,50.82918
27,7.7815086e-5,4.9184626e-5,5.382762e-5,9.9606186e-5,0.00019962303,8.659349e-5,4.6988545e-5,5.095071e-5,0.00013338504,0.0001457091,-3341.453857421875,-3572.89501953125,-3527.386474609375,-3216.8984375,-2866.166748046875,-3087.68994140625,-3327.109130859375,-3294.122314453125,3.4028234663852886e38,3.4028234663852886e38,186.85547,83.92634,103.1095,263.02383,271.71368,53.431114,21.1936,25.02378,3.4028235e38,3.4028235e38,70,34,41,95,97,47.249577,42.804836,43.9459,50.7968,51.48206
28,7.500701e-5,4.9184626e-5,5.382762e-5,9.837105e-5,0.00013070856,8.571104e-5,4.6988545e-5,5.095071e-5,0.00013295775,0.0001426906,-3359.99609375,-3572.89501953125,-3527.386474609375,-3223.193359375,-3079.802734375,-3089.7177734375,-3330.14013671875,-3294.122314453125,3.4028234663852886e38,3.4028234663852886e38,186.368,79.13055,103.1095,252.30557,271.71368,53.346268,23.346087,26.106615,3.4028235e38,3.4028235e38,70,33,41,93,97,47.956448,43.901703,44.60037,51.21875,52.09399
29,7.476094e-5,4.910008e-5,5.382762e-5,9.594473e-5,0.0001188525,8.498102e-5,4.6988545e-5,5.095071e-5,0.00013295775,0.00013853292,-3361.65380859375,-3573.763427734375,-3527.386474609375,-3235.79296875,-3127.77392578125,-3089.7177734375,-3324.28759765625,-3294.122314453125,3.4028234663852886e38,3.4028234663852886e38,190.01213,79.13055,103.1095,260.13345,271.71368,57.31988,24.193445,28.802814,3.4028235e38,3.4028235e38,71,33,41,94,97,48.645264,44.622017,45.407166,51.820755,52.825825
30,7.382176e-5,4.910008e-5,5.382762e-5,9.21986e-5,0.000101966645,8.2605075e-5,4.6988545e-5,5.0031525e-5,0.00013180845,0.00013678022,-3368.03173828125,-3573.763427734375,-3527.386474609375,-3255.885986328125,-3205.082275390625,-3081.3583984375,-3321.54345703125,-3279.78515625,3.4028234663852886e38,3.4028234663852886e38,201.15814,94.42645,113.47946,263.90573,274.58533,68.72682,23.612438,26.489334,3.4028235e38,3.4028235e38,75,38,43,96,97,49.38748,45.679012,46.16,52.219135,53.216816
31,7.248168e-5,4.910008e-5,5.382762e-5,9.213824e-5,0.000101966645,8.186568e-5,4.6988545e-5,5.0031525e-5,0.00013180845,0.00013678022,-3377.27392578125,-3573.763427734375,-3527.386474609375,-3256.21630859375,-3205.082275390625,-3086.21923828125,-3309.87158203125,-3279.78515625,3.4028234663852886e38,3.4028234663852886e38,203.10376,94.42645,104.36608,263.02383,274.58533,65.398796,23.612438,25.989702,3.4028235e38,3.4028235e38,75,38,43,95,97,49.976925,46.26565,47.00754,52.774498,53.661385
32,7.2337774e-5,4.910008e-5,5.2201663e-5,9.210178e-5,0.000101958714,8.061671e-5,4.6677007e-5,5.0031525e-5,0.00013138761,0.00013883786,-3378.276611328125,-3573.763427734375,-3542.861083984375,-3256.416015625,-3205.12158203125,-3112.398193359375,-3333.899658203125,-3309.346435546875,3.4028234663852886e38,3.4028234663852886e38,202.39897,99.01116,105.61396,263.02383,270.80502,57.53611,23.76208,26.489334,3.4028235e38,3.4028235e38,74,39,43,95,98,50.496452,47.038807,47.543575,53.201317,54.202816
33,7.2337774e-5,4.90657e-5,5.2201663e-5,9.142905e-5,0.000101958714,7.697777e-5,4.6677007e-5,4.8635276e-5,0.00013040393,0.00013678022,-3378.276611328125,-3574.11669921875,-3542.861083984375,-3260.114501953125,-3205.12158203125,-3112.398193359375,-3339.831298828125,-3324.28759765625,3.4028234663852886e38,3.4028234663852886e38,205.81181,99.01116,105.61396,263.02383,273.83282,61.255054,23.76208,26.785358,3.4028235e38,3.4028235e38,75,39,43,95,97,51.07082,47.75637,48.1741,53.69638,54.51455
34,7.23225e-5,4.8967035e-5,5.079873e-5,9.077805e-5,0.00010190036,7.603212e-5,4.6195313e-5,4.8635276e-5,0.00012845088,0.00013200137,-3378.38330078125,-3575.13232421875,-3556.60498046875,-3263.719482421875,-3205.41015625,-3107.65380859375,-3349.46923828125,-3320.502685546875,3.4028234663852886e38,3.4028234663852886e38,203.10376,102.59798,105.562294,263.02383,273.83282,57.358574,23.120148,26.785358,3.4028235e38,3.4028235e38,74,40,43,95,97,51.497913,48.44065,48.563946,54.152798,54.71317
35,7.083707e-5,4.8967035e-5,5.079873e-5,9.077805e-5,0.000101900325,7.603212e-5,4.6195313e-5,4.905512e-5,0.00012681754,0.00013200137,-3388.85302734375,-3575.13232421875,-3556.60498046875,-3263.719482421875,-3205.410400390625,-3115.28466796875,-3351.184326171875,-3320.502685546875,3.4028234663852886e38,3.4028234663852886e38,195.29024,102.59798,105.61396,263.90573,274.58533,56.542862,19.679169,24.461485,3.4028235e38,3.4028235e38,73,39,43,95,97,51.957626,49.03324,49.177177,54.422596,54.905613
36,6.9475995e-5,4.8967035e-5,5.048387e-5,8.8279805e-5,0.000101900325,7.5052325e-5,4.6195313e-5,4.885912e-5,0.00012681754,0.00013200137,-3398.640869140625,-3575.13232421875,-3559.741943359375,-3277.798095703125,-3205.410400390625,-3121.637451171875,-3351.184326171875,-3320.502685546875,3.4028234663852886e38,3.4028234663852886e38,194.97961,102.59798,107.727875,268.9411,274.58533,55.051437,22.163467,24.554756,3.4028235e38,3.4028235e38,73,39,43,95,97,52.35849,49.48989,49.866486,54.702045,55.188404
37,6.9475995e-5,4.8253933e-5,5.0238003e-5,8.8279805e-5,0.000101900325,7.2459436e-5,4.4354132e-5,4.8718735e-5,0.00012681754,0.00013200137,-3398.640869140625,-3582.533447265625,-3562.204833984375,-3277.798095703125,-3205.410400390625,-3118.81396484375,-3353.696044921875,-3324.28759765625,3.4028234663852886e38,3.4028234663852886e38,197.68767,102.59798,105.61396,268.9411,274.58533,57.31988,22.163467,24.554756,3.4028235e38,3.4028235e38,73,39,42,96,97,52.769737,49.944954,50.23222,55.081455,55.62145
38,6.9346526e-5,4.807512e-5,4.994367e-5,8.7959634e-5,0.000101900325,7.15754e-5,4.3963715e-5,4.871568e-5,0.0001268464,0.00013200137,-3399.58203125,-3584.40625,-3565.169189453125,-3279.631103515625,-3205.410400390625,-3118.81396484375,-3353.696044921875,-3324.28759765625,3.4028234663852886e38,3.4028234663852886e38,197.68767,99.01116,105.562294,268.80457,271.9885,58.85893,19.574358,24.960651,3.4028235e38,3.4028235e38,73,39,42,96,97,53.173744,50.437664,50.77606,55.372524,55.809017
39,6.7803856e-5,4.807512e-5,4.9263424e-5,8.707323e-5,0.000101900325,7.15754e-5,4.298175e-5,4.545506e-5,0.0001268464,0.00013200137,-3410.931884765625,-3584.40625,-3572.088134765625,-3284.740966796875,-3205.410400390625,-3118.81396484375,-3359.363525390625,-3346.9736328125,3.4028234663852886e38,3.4028234663852886e38,197.68767,102.92323,108.32201,268.80457,273.83282,56.910854,19.574358,26.310925,3.4028235e38,3.4028235e38,72,39,43,96,99,53.524967,50.934753,51.127422,55.59268,56.082382
40,6.7803856e-5,4.807512e-5,4.9263424e-5,8.707323e-5,0.000101900325,7.15754e-5,4.298175e-5,4.5418547e-5,0.00012703644,0.00013200137,-3410.931884765625,-3584.40625,-3572.088134765625,-3284.740966796875,-3205.410400390625,-3118.81396484375,-3359.363525390625,-3332.544677734375,3.4028234663852886e38,3.4028234663852886e38,202.39897,102.92323,110.303185,268.9411,274.4863,57.31988,19.574358,26.535717,3.4028235e38,3.4028235e38,74,39,43,97,99,53.812637,51.386963,51.77717,56.070404,56.285397
41,6.7803856e-5,4.807512e-5,4.9116526e-5,8.707323e-5,0.00010137296,7.15754e-5,4.3963715e-5,4.5534925e-5,0.00012885533,0.00013449162,-3410.931884765625,-3584.40625,-3573.59423828125,-3284.740966796875,-3208.0283203125,-3115.28466796875,-3353.696044921875,-3332.15625,3.4028234663852886e38,3.4028234663852886e38,201.27744,102.92323,110.84041,268.9411,277.25888,58.85893,21.36171,26.535717,3.4028235e38,3.4028235e38,73,39,43,97,99,54.100792,51.75493,52.24859,56.367058,56.48139
42,6.658997e-5,4.807512e-5,4.9116526e-5,8.6570115e-5,0.00010137296,7.041418e-5,4.3963715e-5,4.5534925e-5,0.00012807145,0.00013449162,-3420.045654296875,-3584.40625,-3573.59423828125,-3287.66455078125,-3208.0283203125,-3114.410888671875,-3353.696044921875,-3332.15625,3.4028234663852886e38,3.4028234663852886e38,206.82457,99.01116,115.42272,268.9411,277.25888,58.85893,21.36171,26.535717,3.4028235e38,3.4028235e38,78,39,44,97,99,54.393974,52.125,52.564,56.47243,56.824646
43,6.658997e-5,4.807512e-5,4.9116526e-5,8.595169e-5,0.00010137296,6.937166e-5,4.3963715e-5,4.5534925e-5,0.00012762973,0.00013066779,-3420.045654296875,-3584.40625,-3573.59423828125,-3291.28125,-3208.0283203125,-3118.81396484375,-3353.696044921875,-3332.15625,-2581.363525390625,3.4028234663852886e38,203.10376,105.61396,116.11852,269.15527,280.48813,57.53611,22.573471,27.688581,764.75385,3.4028235e38,74,41,45,97,99,54.595634,52.437584,52.85992,56.59429,57.062428
44,6.598938e-5,4.807512e-5,4.9116526e-5,8.595169e-5,0.00010137296,6.630392e-5,4.3963715e-5,4.5534925e-5,0.00012762973,0.00013200137,-3424.616455078125,-3584.40625,-3573.59423828125,-3291.28125,-3208.0283203125,-3115.28466796875,-3353.696044921875,-3332.544677734375,-2581.363525390625,3.4028234663852886e38,203.99136,105.61396,116.11852,271.9885,280.48813,61.09834,22.573471,26.465124,764.75385,3.4028235e38,74,41,45,97,99,54.890347,52.74594,53.168236,56.75658,57.164543
45,6.598938e-5,4.807512e-5,4.90657e-5,8.595169e-5,0.0001010764,6.408499e-5,4.30913e-5,4.545506e-5,0.00012807145,0.0001323674,-3424.616455078125,-3584.40625,-3574.11669921875,-3291.28125,-3209.50634765625,-3113.471435546875,-3353.696044921875,-3332.15625,-2581.363525390625,3.4028234663852886e38,213.93596,105.61396,116.11852,271.9885,280.48813,66.54479,24.968065,27.688581,764.75385,3.4028235e38,79,41,45,97,99,55.22399,53.167446,53.455273,56.953262,57.42217
46,6.598938e-5,4.807512e-5,4.90657e-5,8.326267e-5,0.0001010764,6.328051e-5,4.30913e-5,4.545506e-5,0.00012703644,0.00013235128,-3424.616455078125,-3584.40625,-3574.11669921875,-3307.31689453125,-3209.50634765625,-3120.25830078125,-3353.696044921875,-3329.65087890625,-2600.73876953125,3.4028234663852886e38,208.48553,105.61396,116.11852,271.9885,280.48813,61.387478,22.926506,26.465124,284.7569,3.4028235e38,79,41,45,98,99,55.375774,53.45854,53.790752,57.17608,57.651398
