id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((x0 - t0) + ((x0 - t1) * (Exp(Sin(((x0 - t2) + (t3 * (Sqrt(Abs((Log((x2 - x1)) / ((t4 - ((t5 * t6) + x5)) + Exp(x4))))) - Exp((Log(x7) / Exp((Abs(x6) ^ x3))))))))) - Exp((Log(x7) / Exp((Abs(x6) ^ x6))))))),-3763.739632414819;899.2746795525001;-3144.6039859397342;-2853.2773125424637;228.69115770440487;991.546992673611;-3453.7908726499454,50,232113.97709545164,235486.2017395854,0.5570941431985821,0.5594096034177681
