id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(((x7 + t0) * Exp(t1)) / Sin(Sqrt(Abs(((Abs((t2 / t3)) ^ t4) + (Abs((x0 / Exp((Abs(Sin(Sqrt(Abs(t5)))) ^ ((Abs((Sqrt(Abs((Exp(Exp(t6)) + Sin((x1 - ((Abs(Sqrt(Abs(t7))) ^ Sin(t8)) + t9)))))) * Exp(x7))) ^ t10) + t11))))) ^ (Abs(t12) ^ x5))))))),8.24353808659828;5.282175902670569;-1.9351903550877583;1.0768857725960639;-1.8922823665763502;-1.0180887100781157;-1.8139935928507924;-0.2526887125615115;0.10810033941929426;-1.36322714552923;1.8157970626223277;-1.0913219341888436;0.44395466398746447,48,231340.97189846903,239558.1834313229,0.5689955828677498,0.5411369596621876
