Complexity,Loss,Equation
1,1277.9684,"71.75035"
3,197.50706,"24036.646 / x0"
5,63.342216,"(35186.332 / x0) + -38.396584"
6,58.8978,"(4064.5417 / sqrtabs(x0)) + -152.96391"
7,58.539165,"(60759.027 / (x0 + 92.06565)) + -73.42933"
9,55.936752,"((x1 + 61023.535) / (x0 + 93.7465)) + -74.15742"
11,10.378679,"(37058.32 / ((967.71313 / (x1 + 1.8597786)) + x0)) + -41.154064"
12,9.307824,"(4223.092 / sqrtabs((969.80756 / (x1 + 2.5337956)) + x0)) + -158.69392"
13,8.035104,"(52836.61 / ((970.26294 / (x1 + 2.2237027)) + (x0 + 57.927876))) + -63.43546"
15,6.0021963,"(50186.9 / (((235225.61 / ((x0 * x1) + x0)) + x0) + 46.59216)) + -60.947056"
17,3.1435533,"(20542.854 / ((x0 + -190.74385) + (((154086.81 / (x1 + 0.9617261)) + 22449.484) / x0))) + -27.244436"
19,2.7695405,"(20997.914 / (x0 + ((((148903.77 / (x1 + 0.9130189)) + (22400.777 - x1)) / x0) + -186.58295))) + -27.988955"
21,2.7694933,"(20997.914 / ((x0 + ((((148903.77 / (x1 + 0.9130189)) + (22400.777 - x1)) + 1.246231) / x0)) + -186.58295)) + -27.988955"
23,2.7694695,"(20997.914 / (x0 + ((((148903.77 / (x1 + 0.9130189)) + ((22400.79 - x1) + (2.091884 + 0.9130189))) / x0) + -186.58295))) + -27.988955"
25,1.9646982,"(((x1 / -0.20399654) + 46823.945) / ((x0 + (46823.945 / ((x0 + x1) * (x0 / 55.558315)))) + (615.822 / (x1 + 1.2378905)))) + -59.336037"
29,1.9553717,"((((x1 + (620.82544 / 54.33795)) / -0.20077874) + 46827.555) / (((620.82544 / (x1 + 1.2465513)) + x0) + (47424.87 / (x0 * ((x1 + x0) / 54.33795))))) + -59.105366"
31,1.8834109,"(((x1 / -0.19901606) + 47964.758) / (((x0 + (47981.457 / (((x1 + x0) / 52.857555) * x0))) + (647.8765 / ((x1 + 2.3300972) + (-268.082 / x0)))) + 4.305201)) + -60.780884"
33,1.8441211,"((x0 + ((x1 / -0.20077874) + 47424.87)) / ((x0 + (47426.72 / ((((x1 + x0) + 24.551033) / 61.09905) * x0))) + (595.50653 / (x1 + ((x0 / 217.80525) + -0.11247205))))) + -61.501667"
35,1.7225598,"(((x1 / -0.18675525) + (x1 + 46833.42)) / (((595.392 / (((x1 + x1) * (x0 / 595.3917)) + 1.2384752)) + x0) + (46827.57 / ((((x1 + x0) + 63.079536) / 60.466076) * x0)))) + -60.046787"
37,1.710145,"(((((x1 / -0.19319527) + x1) + 46890.273) + -101.564156) / (((600.2431 / (((x1 + x1) * (x0 / 600.24255)) + 1.2506478)) + x0) + (46827.555 / ((((x0 + x1) + 88.97911) / 63.868374) * x0)))) + -59.994694"
39,1.7095454,"(((x1 + -97.42589) + (x1 + ((x1 / -0.16348633) + 46827.61))) / (((600.2098 / ((((x1 + x1) * x0) / 600.2097) + 1.2496519)) + x0) + (46827.57 / ((((x0 + x1) + 91.35011) / 63.88624) * x0)))) + -59.90526"
45,1.7019116,"((((47424.87 / x0) - 595.5131) + ((x1 / -0.16587085) + ((x0 + 46827.59) + (x1 + x1)))) / (((595.5131 / (((x1 + x1) * (x0 / 600.2141)) + 1.2346567)) + x0) + (46827.57 / (((x1 + (x0 + 89.14774)) / 62.687687) * x0)))) + -60.06798"
47,1.5617969,"(((46890.426 / ((x1 + 508.7357) - x0)) + ((x1 / -0.17384754) + ((x1 + (x1 + 46820.55)) + x0))) / ((609.23627 / (((x1 + x1) * (x0 / 609.2504)) + 1.3017576)) + (x0 + (46827.594 / (((x1 + (x0 + 124.284454)) / 68.401955) * x0))))) + -61.677723"
