run,algorithm,dataset,r2_test,mse_test,hypervolume,size,size_mse
0,PySIPS,1028,0.4138269201873761,0.376412696273236,15.298762584183223,34,34
1,PySIPS,1028,0.4008739654234525,0.3847304727036246,16.188468983221682,16,16
2,PySIPS,1028,0.4089639593453751,0.3795354602920031,12.171258265488394,36,36
3,PySIPS,1028,0.3561324204533457,0.409572918198035,15.118668384120852,21,21
4,PySIPS,1028,0.3997744328845211,0.4162265437411453,17.10595722694788,26,26
5,PySIPS,1028,0.3458387641801332,0.4161208528552134,14.790252283228423,42,42
6,PySIPS,1028,0.3901486256692527,0.3916177798734035,16.64355183224101,27,27
7,PySIPS,1028,0.4131343660185943,0.376857421885797,16.685978661156163,28,28
8,PySIPS,1028,0.361718448093155,0.4060195700962677,15.164829100863567,27,27
9,PySIPS,1028,0.3965020903385229,0.418495750356924,16.055631543301324,20,20
10,PySIPS,1028,0.371335740263541,0.3999018798374081,17.14059018642488,24,24
11,PySIPS,1028,0.3624959459229501,0.4420773182399412,16.073662140176005,27,27
12,PySIPS,1028,0.3879721693991618,0.4244108257977081,14.969980206399619,28,28
13,PySIPS,1028,0.4153616050397246,0.4054176159841403,14.573015275886284,22,22
14,PySIPS,1028,0.3332013436593831,0.4241596878045111,14.07512803526052,26,26
15,PySIPS,1028,0.3543726063720304,0.4106923598529134,16.680463007099757,24,24
16,PySIPS,1028,0.3849412988416093,0.3949616794810003,15.806090296179542,30,30
17,PySIPS,1028,0.3802039141738291,0.3980038044053531,17.36191779076495,29,29
18,PySIPS,1028,0.3718818943445672,0.4355686303644199,15.889871702489891,21,21
19,PySIPS,1028,0.4134759267282444,0.376638087712857,15.393870647872836,30,30
20,PySIPS,1028,0.3958933962162922,0.387928759265747,16.005825175268917,20,20
21,PySIPS,1028,0.3581929861866706,0.4082621643297768,15.210730969619547,22,22
22,PySIPS,1028,0.3980213600059656,0.4174422124916021,15.006646124466268,22,22
23,PySIPS,1028,0.3852607776158616,0.4262910409909974,17.70847843412859,21,21
24,PySIPS,1028,0.4008305319955605,0.3847583636018324,14.836709064621832,24,24
25,PySIPS,1028,0.3690653103504553,0.4013461311626904,13.243743743489608,37,37
26,PySIPS,1028,0.3998773006107959,0.4161552100950701,14.87212363626837,30,30
27,PySIPS,1028,0.3812957881232038,0.3935661580261834,16.15340809042325,24,24
28,PySIPS,1028,0.373221621512763,0.4346395962823596,14.86983866557402,18,18
29,PySIPS,1028,0.3918826924797398,0.386831684277648,15.679417813879464,23,23
0,PySIPS_1000_50,1028,0.2790809143031377,0.4629402239501274,14.98761190058725,12,12
1,PySIPS_1000_50,1028,0.3505520780034393,0.4170448146235577,15.768941768029007,13,13
2,PySIPS_1000_50,1028,0.3262590111970299,0.4326446759823726,14.246852124010656,14,14
3,PySIPS_1000_50,1028,0.2758752034824347,0.4606256246945686,12.275730400820219,10,10
4,PySIPS_1000_50,1028,0.3705505201829765,0.4364918720523211,16.809691809385903,18,18
5,PySIPS_1000_50,1028,0.3516680953868262,0.412412736047796,16.267690264984513,14,14
6,PySIPS_1000_50,1028,0.2980731061514364,0.4507443343947048,14.371789418531693,26,26
7,PySIPS_1000_50,1028,0.285352822492339,0.4589127004189716,13.524659849418361,15,15
8,PySIPS_1000_50,1028,0.3226971004462114,0.4308415796762991,15.103875637117248,13,13
9,PySIPS_1000_50,1028,0.3687275647744205,0.43775600085767,16.377960797457337,25,25
10,PySIPS_1000_50,1028,0.3070014783348741,0.4408257782215968,15.571995350371168,11,11
11,PySIPS_1000_50,1028,0.2657864243842905,0.5091405559662869,14.271908047675883,8,8
12,PySIPS_1000_50,1028,0.3409327826444336,0.4570302982782209,15.626202439848742,13,13
13,PySIPS_1000_50,1028,0.3564792018229458,0.4462496306813369,16.186495757507892,19,19
14,PySIPS_1000_50,1028,0.3418538934292739,0.4186556832984865,15.585181538506605,14,14
15,PySIPS_1000_50,1028,0.3141320794634242,0.4362899059312374,13.715625595799382,13,13
16,PySIPS_1000_50,1028,0.3140057015635038,0.4405131733192013,14.513960009939064,10,10
17,PySIPS_1000_50,1028,0.3515924491536266,0.4163767373555057,15.302097458841402,10,10
18,PySIPS_1000_50,1028,0.3117240368430336,0.4772851090993524,15.183547939548115,10,10
19,PySIPS_1000_50,1028,0.3779063128147886,0.3994792155975456,16.322180598884298,21,21
20,PySIPS_1000_50,1028,0.3547800612790645,0.4143298032397444,15.027185361628826,8,8
21,PySIPS_1000_50,1028,0.3738419768112353,0.398307628706987,16.31929675609926,18,18
22,PySIPS_1000_50,1028,0.3351799255948375,0.461019618189896,15.719421949058114,11,11
23,PySIPS_1000_50,1028,0.3123517533912817,0.4768498189290552,15.237795631962868,21,21
24,PySIPS_1000_50,1028,0.2915247961192474,0.4549493501488184,14.345355314940367,15,15
25,PySIPS_1000_50,1028,0.3534138453874192,0.4113022407458108,16.38988587670969,13,13
26,PySIPS_1000_50,1028,0.2934789798613905,0.4899371476393377,14.642458806725788,9,9
27,PySIPS_1000_50,1028,0.361240330088673,0.4063237074570533,16.826802505324906,12,12
28,PySIPS_1000_50,1028,0.3277427699059032,0.4661769153416089,15.143224380494322,11,11
29,PySIPS_1000_50,1028,0.3215738782168573,0.4315560766021816,16.055682298408506,16,16
