run,algorithm,dataset,r2_test,r2_ideal,hypervolume,size
2,PySR,1028,0.4043987848363587,0.4043987848363587,17.69577578372677,24
3,PySR,1028,0.3923688532637662,0.3923688532637662,18.392499008800534,40
4,PySR,1028,0.4059447326811275,0.4059447326811275,18.087720640157915,50
5,PySR,1028,0.3697088150095976,0.3763307806065203,18.292578708330883,49
6,PySR,1028,0.3703347752300217,0.4013537708460852,17.562086804564352,49
7,PySR,1028,0.3487569595425107,0.3919427947126159,17.46788941876764,30
8,PySR,1028,0.3822579025794913,0.3822579025794913,18.256611773983554,50
9,PySR,1028,0.3983984141574584,0.4056381020956312,17.79137237244445,35
10,PySR,1028,0.3722777154097323,0.3737026935400592,18.332024295230156,28
11,PySR,1028,0.3787331132666673,0.379129723885426,17.78391149894422,39
12,PySR,1028,0.3909431288507417,0.3919342457031158,18.01753763199633,31
13,PySR,1028,0.4191789408381168,0.4191789408381168,17.871237214877972,36
14,PySR,1028,0.3782414360080596,0.3832592533978683,17.980151402821118,42
15,PySR,1028,0.387679611148767,0.3944420364500391,18.589336664887284,34
16,PySR,1028,0.4009901216547585,0.4072567886178839,17.629973101615946,39
17,PySR,1028,0.3724712474636047,0.4008465151770899,17.670232285329277,42
18,PySR,1028,0.4188883434292785,0.4192718108425317,17.986150687798677,41
19,PySR,1028,0.3935808933587027,0.4079208646661625,17.766832246089777,39
20,PySR,1028,0.3643564476200075,0.393173896834995,17.671108659313298,25
21,PySR,1028,0.3796152950372905,0.3901375663848049,18.35551195083952,30
22,PySR,1028,0.3724492144468234,0.3853112484564521,17.942697475047837,32
23,PySR,1028,0.4090443895218041,0.4090443895218041,17.96999459224127,22
24,PySR,1028,0.3932702124601539,0.4024858190296615,17.971523070498012,41
25,PySR,1028,0.3503597615465934,0.3809938953957359,18.173170819480262,35
26,PySR,1028,0.4104359718729212,0.4104359718729212,17.84335472274641,36
27,PySR,1028,0.3897907334030134,0.3965548988763432,18.378689766249,35
28,PySR,1028,0.3873645014248096,0.3892330802517894,17.679967890191826,26
29,PySR,1028,0.3971932591896296,0.3971932591896296,18.292100932916494,49
0,Operon,1028,0.3855646816742236,0.4084388172632966,15.946040057794349,49
1,Operon,1028,0.4155510710634477,0.4265091426092923,16.350715746466292,49
2,Operon,1028,0.3759904143999953,0.4289785638721669,15.978095815392171,48
3,Operon,1028,0.3571242995617649,0.3942253019048907,16.842790729661488,48
4,Operon,1028,0.4037157259818958,0.4037157259818958,16.377483018656182,50
5,Operon,1028,0.3768768249178977,0.3952186143322559,16.783509155279695,50
6,Operon,1028,0.4135737843651458,0.4166468213254138,16.109712903116154,48
7,Operon,1028,0.4071038764386991,0.422042841962903,15.851066437534067,50
8,Operon,1028,0.3267152884078351,0.3907276558958296,16.79733029618026,50
9,Operon,1028,0.4049299219228778,0.4053070787039664,16.513490816704543,48
10,Operon,1028,0.369372859047872,0.3813891171192233,16.856370880215593,48
11,Operon,1028,0.4010598719401177,0.4104833194287299,16.172818472730512,50
12,Operon,1028,0.416733019649783,0.4298051291002751,16.531317233211464,49
13,Operon,1028,0.4085231109949466,0.4200635273836934,16.393735535936095,50
14,Operon,1028,0.3668604414828316,0.391859185826759,16.422583776618595,46
15,Operon,1028,0.3424383362637465,0.3934867720333251,16.64710151374385,47
16,Operon,1028,0.4059379359253655,0.4219320868578929,16.17843528000512,47
17,Operon,1028,0.4105314754972146,0.4105314754972146,16.133340674623025,49
18,Operon,1028,0.3815236246891959,0.4025860564553446,16.347586086162593,48
19,Operon,1028,0.4032537492263431,0.4201830705639776,16.13981133736739,48
20,Operon,1028,0.3963636338215719,0.4085114618763448,16.02463897776324,50
21,Operon,1028,0.3705629717479469,0.3875491781879587,16.552080104483622,50
22,Operon,1028,0.4058377613868926,0.4058377613868926,16.18962588891039,50
23,Operon,1028,0.419126288491304,0.419602539822732,16.406906804816217,47
24,Operon,1028,0.4113435502312659,0.4268129725380133,16.135526307852803,49
25,Operon,1028,0.3747054453599613,0.3881907211762432,16.563817593538374,48
26,Operon,1028,0.3769233348227404,0.4041565430302615,16.473171008374713,50
27,Operon,1028,0.3895044033540158,0.3895044033540158,16.461794355111238,50
28,Operon,1028,0.3892987688524124,0.406748730232531,16.319565920099222,49
29,Operon,1028,0.3642749979647435,0.378950625707897,16.5752074108326,49
0,tinyGP,1028,0.4298452698761354,0.4298452698761354,0.435638796546127,49
1,tinyGP,1028,0.4024532385584386,0.4024532385584386,0.0,50
2,tinyGP,1028,0.3810765096047858,0.3810765096047858,0.863269897261185,48
3,tinyGP,1028,0.3855604227413051,0.3855604227413051,0.4294199090205977,49
4,tinyGP,1028,0.3916207283031542,0.3916207283031542,0.844643495226297,48
5,tinyGP,1028,0.3749454103940184,0.3749454103940184,0.9137150719776141,48
6,tinyGP,1028,0.3737351496254455,0.3737351496254455,0.0,50
7,tinyGP,1028,0.3840204090555105,0.3840204090555105,0.4098254480546459,49
8,tinyGP,1028,0.3704728615610346,0.3704728615610346,0.4361234721017759,49
9,tinyGP,1028,0.41239156802772,0.41239156802772,0.0,50
10,tinyGP,1028,0.3738023705866053,0.3738023705866053,0.4572005264296785,49
11,tinyGP,1028,0.3990154374810397,0.3990154374810397,0.4106745658308794,49
12,tinyGP,1028,0.3882670026537406,0.3882670026537406,0.4192944509403362,49
13,tinyGP,1028,0.4103899686843048,0.4103899686843048,0.4352527005341399,49
14,tinyGP,1028,0.3685378969685876,0.3685378969685876,0.449482523147622,49
15,tinyGP,1028,0.338651381854343,0.338651381854343,0.0,50
16,tinyGP,1028,0.3798658505441973,0.3798658505441973,0.0,50
17,tinyGP,1028,0.3775334540131349,0.3775334540131349,0.4219925879569274,49
19,tinyGP,1028,0.3593740270455778,0.3593740270455778,0.4409464177230261,49
20,tinyGP,1028,0.4090307825464797,0.4090307825464797,0.8579068728380884,48
21,tinyGP,1028,0.3674343848170767,0.3674343848170767,0.4538277781354453,49
22,tinyGP,1028,0.388259510621855,0.388259510621855,0.0,50
23,tinyGP,1028,0.375912104360938,0.375912104360938,0.4218083234986604,49
24,tinyGP,1028,0.3930467461735096,0.3930467461735096,0.0,50
25,tinyGP,1028,0.3963388695917892,0.3963388695917892,0.8752184094870762,48
26,tinyGP,1028,0.4502033389313385,0.4502033389313385,0.0,50
27,tinyGP,1028,0.3825194135049761,0.3825194135049761,0.0,50
29,tinyGP,1028,0.3876916388755935,0.3876916388755935,0.0,50
0,eggp_mo,1193,0.5660572581522442,0.5697618433396363,25.28828943426893,39
1,eggp_mo,1193,0.5684739983996784,0.5684739983996784,24.89196711919356,19
2,eggp_mo,1193,0.5507136999629811,0.5507136999629811,23.375004703369612,28
3,eggp_mo,1193,0.5548763268293067,0.555059467930581,24.542403106650955,25
4,eggp_mo,1193,0.57495203359361,0.57495203359361,25.261537750073934,33
5,eggp_mo,1193,0.578832108850442,0.5804592079356491,24.76202247104837,39
6,eggp_mo,1193,0.5434471654848707,0.5535943433977899,25.482815726975137,37
7,eggp_mo,1193,0.5731946590537661,0.5735799242783748,25.201955942915973,42
8,eggp_mo,1193,0.5710083020190715,0.5730219638980744,25.40631691172304,26
9,eggp_mo,1193,0.4260635126435824,0.5421002018497896,23.703477491226153,28
10,eggp_mo,1193,0.5676815789197514,0.5718225354006863,24.11146368091128,24
11,eggp_mo,1193,0.5415836309762494,0.5555972850719391,25.605154103088566,33
12,eggp_mo,1193,0.5606825871290233,0.5659550600821586,26.06969557742991,35
13,eggp_mo,1193,0.5667893408345872,0.5672283582652824,24.572550957150597,20
14,eggp_mo,1193,0.5716358401450721,0.5716358401450721,25.04291951451817,25
15,eggp_mo,1193,0.5400003799285964,0.5452636820671966,24.298464485067605,13
16,eggp_mo,1193,0.5687927450734378,0.5720184752736823,25.84887591204938,38
17,eggp_mo,1193,0.5603555603899912,0.5674390274387467,25.13504167191356,34
18,eggp_mo,1193,0.5766997642649065,0.5803607086836247,23.794281661087496,43
19,eggp_mo,1193,0.5584685337244457,0.56634866313594,24.662317849131785,23
20,eggp_mo,1193,0.5791129096126965,0.5791703461993115,25.568445333972704,21
21,eggp_mo,1193,0.5705345245038642,0.5705345245038642,23.70474691996874,36
22,eggp_mo,1193,0.5686216443406561,0.5686216443406561,24.374530792375758,16
23,eggp_mo,1193,0.5618240167387683,0.562670216014814,26.32897824212573,32
24,eggp_mo,1193,0.5643249672957327,0.5703653950609587,25.020986930789118,44
25,eggp_mo,1193,0.5412374314036916,0.5563469193978918,25.05556170313154,44
26,eggp_mo,1193,0.5714957174221817,0.5732553407757313,25.75203042947415,35
27,eggp_mo,1193,0.5707923731657527,0.5741088330759387,24.23258905834487,24
28,eggp_mo,1193,0.5648558394223394,0.569312076998961,26.926479458887428,26
29,eggp_mo,1193,0.5742135052906068,0.5758886487585949,24.752673259545567,35
0,eggp_so,1193,0.5671232937811721,0.5710381346665734,25.46527308002952,29
1,eggp_so,1193,0.5741282496528217,0.5748673747878285,26.13969508558742,45
2,eggp_so,1193,0.5630239530991994,0.5638912901767825,24.959933438803205,28
3,eggp_so,1193,0.575217396441871,0.575217396441871,26.51941185976044,33
4,eggp_so,1193,0.5721795837735213,0.5721795837735213,25.583154400185293,35
5,eggp_so,1193,0.5698260835302073,0.5698260835302073,24.022964997263415,43
6,eggp_so,1193,0.5693784749508817,0.5693784749508817,25.48722180030914,34
7,eggp_so,1193,0.5610292957966243,0.5636152022104322,24.616682987083713,18
8,eggp_so,1193,0.5729501343887853,0.5729501343887853,24.437955288463527,31
9,eggp_so,1193,0.5436828277280454,0.5436828277280454,25.194614613946335,13
10,eggp_so,1193,0.5786230444002982,0.5786230444002982,25.201202545871883,51
11,eggp_so,1193,0.5660848145214232,0.5683451871338495,25.95698518664227,43
12,eggp_so,1193,0.5641019500599216,0.5674521719579837,22.982946166829777,53
13,eggp_so,1193,0.5624423565588865,0.5689263963745923,26.037086735566955,20
14,eggp_so,1193,0.5761252507989292,0.5761252507989292,23.88359599023588,34
15,eggp_so,1193,0.5644976545639164,0.5644976545639164,25.48098978888793,34
16,eggp_so,1193,0.5538393036019635,0.5640618925706968,24.296250697476736,33
17,eggp_so,1193,0.5720705962450559,0.5755399122235065,25.298915872023414,50
18,eggp_so,1193,0.5695237471758483,0.5695237471758483,24.852742301385387,31
19,eggp_so,1193,0.5740105887435754,0.5805233441602569,25.494579494984247,41
20,eggp_so,1193,0.5734190365591043,0.5734190365591043,25.399815311313798,40
21,eggp_so,1193,0.5764547445816235,0.5764547445816235,25.838868728848183,35
22,eggp_so,1193,0.5736662351253004,0.5763558701678166,24.506976207934912,47
23,eggp_so,1193,0.5679081505914061,0.5679081505914061,25.130774111526325,40
24,eggp_so,1193,0.5680545376519006,0.5680545376519006,25.40351666010773,41
25,eggp_so,1193,0.5645759413751573,0.5645759413751573,25.258355363854093,43
26,eggp_so,1193,0.5733626712395962,0.5733626712395962,24.64277858913778,22
27,eggp_so,1193,0.5738603207091612,0.5745566204237803,23.563469665870464,37
28,eggp_so,1193,0.5566934904338796,0.5566934904338796,25.066041008937358,37
29,eggp_so,1193,0.5712314947553525,0.5738368964987433,23.434074385964742,49
0,PySR,1193,0.560603510601514,0.5611163109312411,24.93595356434455,44
1,PySR,1193,0.560671784720594,0.5609831914978639,24.774872180381312,39
2,PySR,1193,0.5603456433983569,0.5619199657385168,25.000229658192204,39
3,PySR,1193,0.5499917533010696,0.5503219995634003,25.337665047510402,24
4,PySR,1193,0.5645965395808694,0.5645965395808694,24.967288246663596,11
5,PySR,1193,0.5463046907724147,0.5463046907724147,25.393883629009295,33
6,PySR,1193,0.559495754864288,0.5602390161333722,24.90983343180266,22
7,PySR,1193,0.5688148266741877,0.5689515938802479,25.01209592252521,49
8,PySR,1193,0.5404221327781107,0.5421897985972659,25.330337608494947,29
9,PySR,1193,0.5617962721561709,0.5639133551626073,25.214305930205114,23
10,PySR,1193,0.5399397981428884,0.5399397981428884,25.18182032738425,17
11,PySR,1193,0.5676338223856132,0.5676338223856132,24.654185941389546,45
12,PySR,1193,0.5657104190534616,0.5657104190534616,24.944895898501336,34
13,PySR,1193,0.5611982276096857,0.5621934428457291,25.129317036635186,37
14,PySR,1193,0.5442972334935214,0.5456786250337611,25.220517051739925,46
15,PySR,1193,0.5461150692150325,0.5500083414319684,25.27147564686375,31
16,PySR,1193,0.5589022890805148,0.5589022890805148,24.840800111101423,21
17,PySR,1193,0.563237556282159,0.563237556282159,25.172803472818234,27
18,PySR,1193,0.5607811402141823,0.5612474254209133,25.043816029032925,25
19,PySR,1193,0.5540937740975918,0.5547121620035044,24.8587217308281,36
20,PySR,1193,0.5637212885249663,0.5637212885249663,25.132053255862953,27
21,PySR,1193,0.5578808913720208,0.5578808913720208,25.471958478746703,23
22,PySR,1193,0.5688116234215858,0.5727354338087663,25.37124742016578,49
23,PySR,1193,0.567421346207788,0.5730142477866371,25.63356265402156,36
24,PySR,1193,0.5514514941666028,0.5523776879190687,24.684230989111203,40
25,PySR,1193,0.5498504501492933,0.5498504501492933,25.183741877084962,43
26,PySR,1193,0.5662477910202871,0.5662477910202871,25.00049917011799,20
27,PySR,1193,0.5557458100588127,0.5557458100588127,25.823207758735848,22
28,PySR,1193,0.5696410403033798,0.5734594534926329,25.50616540307308,37
29,PySR,1193,0.5438670315266829,0.5485820451476782,25.259043683066636,28
0,Operon,1193,0.586143943090548,0.5867878120605241,23.487160980914144,49
1,Operon,1193,0.5838505305126639,0.5854599180454396,23.507189205575074,50
2,Operon,1193,0.5814919481440628,0.5872400189393909,23.48055760651272,50
3,Operon,1193,0.5666011556683999,0.5673890312249616,23.93497502637397,46
4,Operon,1193,0.5820957735567673,0.5877389026390867,23.519144079894343,46
5,Operon,1193,0.5621635748643516,0.5648877971182757,23.862518485487225,49
6,Operon,1193,0.5776399186171266,0.5798396027653276,23.34906225546652,47
7,Operon,1193,0.5867857943178132,0.5894958315640388,23.63620842566767,50
8,Operon,1193,0.5549732804489513,0.5712192325319945,23.831378485464214,49
9,Operon,1193,0.5771367912121194,0.5860700191462558,23.634996146342075,49
10,Operon,1193,0.5329707404889256,0.5635170620822618,23.63241095364987,50
11,Operon,1193,0.5830936131355768,0.5830936131355768,23.570708580257904,50
12,Operon,1193,0.5813080523967189,0.5878049590148178,23.541087513900226,47
13,Operon,1193,0.580469599282424,0.5840324836298375,23.58523740057879,48
14,Operon,1193,0.564198853996066,0.5681454088185325,23.767804853384433,48
15,Operon,1193,0.5346757243329839,0.5648634247868523,23.83951636286849,48
16,Operon,1193,0.5791901842896439,0.5892758314921471,23.444228347719786,50
17,Operon,1193,0.581001570894312,0.5818532595087806,23.562908871721167,48
18,Operon,1193,0.5829529734125046,0.5836433558713245,23.363230424015033,49
19,Operon,1193,0.5865552317951552,0.586957335179834,23.392476668732208,49
20,Operon,1193,0.5323526956391718,0.584878026131092,23.455814508411343,48
21,Operon,1193,0.5652309010608271,0.5708084000433988,23.836475388079855,48
22,Operon,1193,0.5772294244230045,0.5845811795239273,23.619558727200246,50
23,Operon,1193,0.5787600878188086,0.5889689856856696,23.612953491186364,47
24,Operon,1193,0.5883577430160553,0.5900645981720465,23.431135210797738,50
25,Operon,1193,0.5663007998301808,0.5737903222016473,23.762632187030974,50
26,Operon,1193,0.5796788283589767,0.585543102399775,23.47348364238301,49
27,Operon,1193,0.5725967845521942,0.5757958656245412,24.046183997039343,47
28,Operon,1193,0.5830506684157688,0.5860456581105322,23.436344722339886,50
29,Operon,1193,0.5475041043566455,0.5661976964164592,23.69357445709307,48
0,tinyGP,1193,0.5422428220431192,0.5422428220431192,0.5434090699533657,49
1,tinyGP,1193,0.5717076506086513,0.5717076506086513,0.0,50
2,tinyGP,1193,0.5455106978609991,0.5455106978609991,0.0,50
3,tinyGP,1193,0.5311411110233756,0.5311411110233756,0.0,50
4,tinyGP,1193,0.5747851699180166,0.5747851699180166,0.5848429641713431,49
5,tinyGP,1193,0.5411369596621876,0.5411369596621876,1.1379911657354995,48
6,tinyGP,1193,0.5819562752291099,0.5819562752291099,0.0,50
7,tinyGP,1193,0.5370321100636659,0.5370321100636659,1.0911683653175122,48
8,tinyGP,1193,0.5576745420159948,0.5576745420159948,0.0,50
9,tinyGP,1193,0.5426736330786175,0.5426736330786175,0.5562732274909568,49
11,tinyGP,1193,0.554785744831592,0.554785744831592,0.5683317963652483,49
12,tinyGP,1193,0.5582767430699107,0.5582767430699107,0.0,50
13,tinyGP,1193,0.5744752351996995,0.5744752351996995,1.1620281411137414,48
14,tinyGP,1193,0.5312431700657754,0.5312431700657754,0.0,50
15,tinyGP,1193,0.5620739171122894,0.5620739171122894,1.1729778096037111,48
16,tinyGP,1193,0.5775585735708244,0.5775585735708244,0.571211036604226,49
17,tinyGP,1193,0.5779373176312645,0.5779373176312645,0.0,50
18,tinyGP,1193,0.5466487369353783,0.5466487369353783,1.1236497152571792,48
19,tinyGP,1193,0.5747581064046451,0.5747581064046451,1.1513431908157492,48
20,tinyGP,1193,0.5507443057589637,0.5507443057589637,0.5705618213216777,49
21,tinyGP,1193,0.561569061650085,0.561569061650085,0.5900212017074796,49
22,tinyGP,1193,0.5520544747503429,0.5520544747503429,0.0,50
23,tinyGP,1193,0.5652419282100235,0.5652419282100235,0.0,50
24,tinyGP,1193,0.5713947688522862,0.5713947688522862,1.1607314396961321,48
25,tinyGP,1193,0.570816120791583,0.570816120791583,1.1686556851391223,48
26,tinyGP,1193,0.5594096034177681,0.5594096034177681,0.0,50
27,tinyGP,1193,0.5668340256971856,0.5668340256971856,1.1744616581738416,48
28,tinyGP,1193,0.5574706071528335,0.5574706071528335,0.5653681670868449,49
29,tinyGP,1193,0.5686011692421064,0.5686011692421064,0.5933578552004647,49
0,eggp_mo,192,0.1253102213779298,0.1253102213779298,26.491098630157385,9
1,eggp_mo,192,0.4591518203893956,0.4591518203893956,24.459205257071265,11
2,eggp_mo,192,0.2952001765310841,0.4499975273106869,35.577460352344154,8
3,eggp_mo,192,0.55668410346357,0.55668410346357,30.34830771659977,8
4,eggp_mo,192,0.1579304494921033,0.2226457210242588,34.7532134351382,32
5,eggp_mo,192,0.1884529701468089,0.1884529701468089,29.996079753201663,14
6,eggp_mo,192,0.3028816296950355,0.456095750868606,32.69692219098297,7
7,eggp_mo,192,0.4403315132002074,0.5433643578479939,24.902153505534635,22
8,eggp_mo,192,0.5275499844581071,0.676748425611291,34.15431155984485,17
9,eggp_mo,192,-2.2267497635806883,0.4288773633356948,31.831374976335038,28
10,eggp_mo,192,-0.1779553204533122,0.2873113337900208,38.12154282327948,17
11,eggp_mo,192,-0.07016517288296709,0.3312926943680986,30.826471475341055,34
12,eggp_mo,192,0.2972715461745804,0.4540740952728644,34.674231773314325,15
13,eggp_mo,192,0.3837634228258469,0.5272664236389926,33.14400391684513,12
14,eggp_mo,192,0.3356805005900717,0.3933726943845081,26.122535175831374,18
15,eggp_mo,192,-0.3291725321931489,0.449813825919887,39.85782885148828,42
16,eggp_mo,192,0.4420464927958606,0.4490801245967026,36.54779126636756,17
17,eggp_mo,192,-0.4417495524988506,0.2256289308176101,34.08162394742307,18
18,eggp_mo,192,0.4009461270191697,0.4009461270191697,25.3608248380169,7
19,eggp_mo,192,0.4736983808702769,0.6858289970008301,28.257717079167175,15
20,eggp_mo,192,0.3888215583644798,0.50733792809111,20.414261508831217,7
21,eggp_mo,192,-0.5139394402611153,0.5576093436751441,30.668533396190966,7
22,eggp_mo,192,-0.6852801340582362,0.4711678556335764,23.070661320641378,22
23,eggp_mo,192,0.2144078995070767,0.4571213712683967,33.92715759466867,7
24,eggp_mo,192,-0.8618892518964427,0.4002446515927985,22.52448062976502,10
25,eggp_mo,192,0.1645575700528367,0.4571213712683967,35.13929079536259,7
26,eggp_mo,192,-0.1313977675541782,0.3678004998399015,38.22953689298854,34
27,eggp_mo,192,-0.6918937883091316,0.2252340942273138,28.288797018151627,38
28,eggp_mo,192,-0.1450120656824107,0.377273424967502,34.622989582416494,28
29,eggp_mo,192,0.06244361398587284,0.06244361398587284,31.17819053021237,7
0,eggp_so,192,-0.1733056723278347,0.1920565861030846,31.189205424482104,50
1,eggp_so,192,0.4782528161604698,0.6361963907584212,31.15453475436457,10
2,eggp_so,192,0.3007661771638306,0.4468215123077654,34.38923692771395,43
3,eggp_so,192,-0.1426728451541683,-0.012392638208019502,24.985534311051754,12
4,eggp_so,192,-0.3769286639550389,0.02041079761660181,31.25322059220619,25
5,eggp_so,192,0.5388959025076816,0.5388959025076816,20.980119442275264,6
6,eggp_so,192,0.1531009386121944,0.4746376849012375,29.113965688610286,56
7,eggp_so,192,0.3601982264933315,0.6417234660977831,27.192120094197705,34
8,eggp_so,192,0.242163898610461,0.4364900901779788,36.289477010994844,16
9,eggp_so,192,0.2296110407127767,0.2886104025395627,31.773085509746593,10
10,eggp_so,192,0.1409280445614631,0.1888327653848613,33.78595205489364,57
11,eggp_so,192,0.1970138610195845,0.4547261845237941,36.225660610448806,12
12,eggp_so,192,0.06810448504992828,0.4688701899992501,30.102250538987192,10
13,eggp_so,192,0.4721980161476591,0.6059676508217128,35.32974939173184,32
14,eggp_so,192,0.3828041751688565,0.5609832884999146,21.62371797390779,17
15,eggp_so,192,-0.1329736496461149,0.4101049919573944,32.905213223973924,39
16,eggp_so,192,-0.707189420198499,0.4548597467970632,35.63454044556796,50
17,eggp_so,192,-0.2933110302350221,-0.2933110302350221,15.174531006779052,14
18,eggp_so,192,-3.140253746604432,0.337381535922968,17.66777728068191,60
19,eggp_so,192,0.3626421217153209,0.5782318148301024,31.09869988016056,14
20,eggp_so,192,0.4261512067472448,0.5574933507669397,37.685328700922355,27
21,eggp_so,192,-0.1620806752175008,0.3654563241957116,35.67829688188758,47
22,eggp_so,192,0.2018153190702097,0.6339282028404956,29.299762129975182,39
23,eggp_so,192,0.3908983165823926,0.4931185934486378,31.098063337010288,16
24,eggp_so,192,0.05987623016485555,0.2471486748379416,31.545308352833292,11
25,eggp_so,192,-0.8638781315084239,0.1344169253039571,28.51092936406239,36
26,eggp_so,192,-1.770029847030246,0.1988907981178513,33.80728193779616,9
27,eggp_so,192,-0.2689001995313191,0.06961583277178784,21.75325805054722,13
28,eggp_so,192,0.1500473574256428,0.3354894704693175,33.63738486574037,46
29,eggp_so,192,-20.058490327075543,0.1040736470118508,20.422620429203203,41
0,PySR,192,0.5653856694070234,0.6407413565176597,35.84215570625331,44
1,PySR,192,0.0521821279886232,0.5561824546405321,36.15064155186263,50
2,PySR,192,0.5577643612437302,0.631489855379717,35.76712575513288,39
3,PySR,192,-4.97453989662448,0.2989735574895498,38.12160779092471,45
4,PySR,192,-0.9395387540480482,0.3699734566925395,38.63291395743489,35
5,PySR,192,-0.5988769255428323,0.2625881184018993,39.19135809376339,40
6,PySR,192,0.3775748065771754,0.5812102596542896,36.68480671187507,50
7,PySR,192,0.0351982783545767,0.5812393938259897,36.2701318637197,44
8,PySR,192,-0.6238237018063861,0.4495942195236021,37.82837449902053,49
9,PySR,192,0.1895806635782144,0.4194471405846844,37.6216306113256,48
