run,algorithm,dataset,r2_test,mse_test,hypervolume,size,size_mse
0,symregg,1028,0.376866072525961,0.4321123509729872,12.225217735448611,37,37
1,symregg,1028,0.4042454621799686,0.3825654565534421,17.548043117939123,49,49
2,symregg,1028,0.3916689723416762,0.3869676345621547,17.70717112774054,47,47
3,symregg,1028,0.3484957136477374,0.4183653147937421,17.540278300721837,42,42
4,symregg,1028,0.4239660980109722,0.3994508285524098,17.5816012534342,47,47
5,symregg,1028,0.380487642686796,0.3978216073406065,16.692364095944153,26,26
6,symregg,1028,0.3832369738364874,0.3923313434111749,18.143409104849685,30,30
7,symregg,1028,0.4011097843972951,0.3845790408845367,17.5251797628391,49,49
8,symregg,1028,0.3874500763692637,0.3933506609165929,17.452999214224477,48,48
9,symregg,1028,0.3769847125164024,0.3963084918117932,17.465731599132024,47,47
10,symregg,1028,0.4222670848200929,0.4006290096012592,17.892721003107127,47,47
11,symregg,1028,0.3848444204836352,0.3913088247520067,18.395877113583033,47,47
12,symregg,1028,0.3488569605705849,0.4142009371107324,18.1214058735414,37,37
13,symregg,1028,0.4018521174101529,0.3841023496468707,17.517369410824465,44,44
14,symregg,1028,0.3867736187514815,0.3937850500835355,16.373575464803064,34,34
15,symregg,1028,0.3867416476862384,0.3901019727430859,17.872636933691513,42,42
16,symregg,1028,0.3953832530924062,0.3846049300955711,17.848863124411494,43,43
17,symregg,1028,0.3983396317123424,0.4172215069109434,16.82428266365144,45,45
18,symregg,1028,0.3898781020516283,0.4230891564053952,17.80302946971587,26,26
19,symregg,1028,0.3971854768149431,0.3870990460655165,18.06653223711916,38,38
20,symregg,1028,0.4153527235343849,0.3754328973510239,17.697380987033807,47,47
21,symregg,1028,0.405983592060638,0.4119208010253953,17.802720713347508,26,26
22,symregg,1028,0.4192504199730525,0.3729299805910074,17.8019662318751,46,46
23,symregg,1028,0.3290913603085255,0.4267741040730564,18.241513039200097,47,47
24,symregg,1028,0.3886926349318353,0.4239112188249644,17.50903544880841,46,46
25,symregg,1028,0.397705150802169,0.38312793940532,17.914684126939132,45,45
26,symregg,1028,0.3950161269819225,0.419526191954098,17.78303153989648,38,38
27,symregg,1028,0.4091742825208945,0.4097082160653733,17.657276097841784,44,44
