run,algorithm,dataset,r2_test,mse_test,hypervolume,size,size_mse
26,PySR,1028,0.4104359718729212,0.4088332973230875,17.84335472274641,36,36
27,PySR,1028,0.3897907334030134,0.3881624078783129,18.378689766249,35,35
28,PySR,1028,0.3873645014248096,0.4248322132802879,17.679967890191826,26,26
29,PySR,1028,0.3971932591896296,0.3834535606172109,18.292100932916494,49,49
0,Operon,1028,0.3855646816742236,0.3945613724370299,15.946040057794349,49,49
1,Operon,1028,0.4155510710634477,0.3753055279258744,16.350715746466292,49,49
2,Operon,1028,0.3759904143999953,0.400709515167646,15.978095815392171,48,48
3,Operon,1028,0.3571242995617649,0.4089419704164725,16.842790729661488,48,48
4,Operon,1028,0.4037157259818958,0.4134934532270661,16.377483018656182,50,50
5,Operon,1028,0.3768768249178977,0.3963771205795104,16.783509155279695,50,50
6,Operon,1028,0.4135737843651458,0.3765752481553516,16.109712903116154,48,48
7,Operon,1028,0.4071038764386991,0.3807299177761603,15.851066437534067,50,50
8,Operon,1028,0.3267152884078351,0.4282855557024422,16.79733029618026,50,50
9,Operon,1028,0.4049299219228778,0.4126514688004977,16.513490816704543,48,48
10,Operon,1028,0.369372859047872,0.4011504952563482,16.856370880215593,48,48
11,Operon,1028,0.4010598719401177,0.4153351557620026,16.172818472730512,50,50
12,Operon,1028,0.416733019649783,0.4044666082389622,16.531317233211464,49,49
13,Operon,1028,0.4085231109949466,0.4101597710948118,16.393735535936095,50,50
14,Operon,1028,0.3668604414828316,0.4027486782159098,16.422583776618595,46,46
15,Operon,1028,0.3424383362637465,0.4182839112682759,16.64710151374385,47,47
16,Operon,1028,0.4059379359253655,0.381478629764876,16.17843528000512,47,47
17,Operon,1028,0.4105314754972146,0.3785288753745341,16.133340674623025,49,49
18,Operon,1028,0.3815236246891959,0.4288825704614488,16.347586086162593,48,48
19,Operon,1028,0.4032537492263431,0.3832022878233503,16.13981133736739,48,48
20,Operon,1028,0.3963636338215719,0.3876267948613958,16.02463897776324,50,50
21,Operon,1028,0.3705629717479469,0.4003934483929273,16.552080104483622,50,50
22,Operon,1028,0.4058377613868926,0.4120219273362868,16.18962588891039,50,50
23,Operon,1028,0.419126288491304,0.4028069954654896,16.406906804816217,47,47
24,Operon,1028,0.4113435502312659,0.3780073992939243,16.135526307852803,49,49
25,Operon,1028,0.3747054453599613,0.3977583646276821,16.563817593538374,48,48
26,Operon,1028,0.3769233348227404,0.4320726424214354,16.473171008374713,50,50
27,Operon,1028,0.3895044033540158,0.3883445463140115,16.461794355111238,50,50
28,Operon,1028,0.3892987688524124,0.4234908951322935,16.319565920099222,49,49
29,Operon,1028,0.3642749979647435,0.4043933139767058,16.5752074108326,49,49
0,PySIPS,1028,0.4138269201873761,0.376412696273236,15.298762584183223,34,34
1,PySIPS,1028,0.4008739654234525,0.3847304727036246,16.188468983221682,16,16
2,PySIPS,1028,0.4089639593453751,0.3795354602920031,12.171258265488394,36,36
3,PySIPS,1028,0.3561324204533457,0.409572918198035,15.118668384120852,21,21
4,PySIPS,1028,0.3997744328845211,0.4162265437411453,17.10595722694788,26,26
5,PySIPS,1028,0.3458387641801332,0.4161208528552134,14.790252283228423,42,42
6,PySIPS,1028,0.3901486256692527,0.3916177798734035,16.64355183224101,27,27
7,PySIPS,1028,0.4131343660185943,0.376857421885797,16.685978661156163,28,28
8,PySIPS,1028,0.361718448093155,0.4060195700962677,15.164829100863567,27,27
9,PySIPS,1028,0.3965020903385229,0.418495750356924,16.055631543301324,20,20
10,PySIPS,1028,0.371335740263541,0.3999018798374081,17.14059018642488,24,24
11,PySIPS,1028,0.3624959459229501,0.4420773182399412,16.073662140176005,27,27
12,PySIPS,1028,0.3879721693991618,0.4244108257977081,14.969980206399619,28,28
13,PySIPS,1028,0.4153616050397246,0.405417615984142,14.573015275886284,22,22
14,PySIPS,1028,0.3332013436593831,0.4241596878045111,14.07512803526052,26,26
15,PySIPS,1028,0.3543726063720304,0.4106923598529134,16.680463007099757,24,24
16,PySIPS,1028,0.3849412988416093,0.3949616794810003,15.806090296179542,30,30
17,PySIPS,1028,0.3802039141738291,0.3980038044053531,17.36191779076495,29,29
18,PySIPS,1028,0.3718818943445672,0.4355686303644199,15.889871702489891,21,21
19,PySIPS,1028,0.4134759267282444,0.376638087712857,15.393870647872836,30,30
20,PySIPS,1028,0.3958933962162922,0.387928759265747,16.005825175268917,20,20
21,PySIPS,1028,0.3581929861866706,0.4082621643297768,15.210730969619547,22,22
22,PySIPS,1028,0.3980213600059656,0.4174422124916021,15.006646124466268,22,22
23,PySIPS,1028,0.3852607776158616,0.4262910409909974,17.70847843412859,21,21
24,PySIPS,1028,0.4008305319955605,0.3847583636018324,14.836709064621832,24,24
25,PySIPS,1028,0.3690653103504553,0.4013461311626904,13.243743743489608,37,37
26,PySIPS,1028,0.3998773006107959,0.4161552100950701,14.87212363626837,30,30
27,PySIPS,1028,0.3812957881232038,0.3935661580261834,16.15340809042325,24,24
28,PySIPS,1028,0.373221621512763,0.4346395962823596,14.86983866557402,18,18
29,PySIPS,1028,0.3918826924797398,0.386831684277648,15.679417813879464,23,23
0,gomea,1028,0.3977409885849894,0.3867423226157777,0.0,68,68
1,gomea,1028,0.4023809991332681,0.3837627267568683,0.0,64,64
2,gomea,1028,0.3925813206691795,0.3900556179187373,0.0,60,60
3,gomea,1028,0.373818132781251,0.3983227962185259,0.0,62,62
4,gomea,1028,0.4019957784571137,0.414686151194093,0.0,60,60
5,gomea,1028,0.3555864664311615,0.4099202069716449,0.0,62,62
6,gomea,1028,0.4168059926126786,0.3744996765140212,0.0,70,70
7,gomea,1028,0.4207383050513554,0.3719745309919779,0.0,62,62
8,gomea,1028,0.3671028368722092,0.4025944872143144,0.0,72,72
9,gomea,1028,0.3983084263259756,0.4172431462925789,0.0,58,58
10,gomea,1028,0.3540402011726724,0.4109038073179669,0.0,65,65
11,gomea,1028,0.3735825129600298,0.434389336033561,0.0,58,58
12,gomea,1028,0.3972111304070125,0.4180040663746843,0.0,61,61
13,gomea,1028,0.4141589271142349,0.4062516132404818,0.0,70,70
14,gomea,1028,0.3601744076367217,0.4070017552157646,0.0,55,55
15,gomea,1028,0.3716573136725827,0.3996973226213904,0.0,59,59
16,gomea,1028,0.4002625919466712,0.3851230679058791,0.0,68,68
17,gomea,1028,0.4282822281956943,0.3671301794701606,0.0,61,61
18,gomea,1028,0.3853791330902606,0.4262089673627801,0.0,57,57
19,gomea,1028,0.3922923764289703,0.3902411642774416,0.0,59,59
20,gomea,1028,0.3860589834436672,0.3942439551617972,0.0,68,68
21,gomea,1028,0.3466979657899078,0.4155743030337678,0.0,56,56
22,gomea,1028,0.3946836200457152,0.4197567689578288,0.0,56,56
23,gomea,1028,0.3959970090674974,0.4188459990688501,0.0,71,71
24,gomea,1028,0.3855779839704243,0.3945528303300107,0.0,58,58
25,gomea,1028,0.3377492387160083,0.4212667099482383,0.0,56,56
26,gomea,1028,0.4050225376350699,0.41258724441571,0.0,59,59
27,gomea,1028,0.3307233281686633,0.4257359871370363,0.4787326630510974,49,49
28,gomea,1028,0.4050565839751869,0.4125636349741095,0.0,50,50
29,gomea,1028,0.36585397622064,0.4033889044481283,0.0,68,68
0,Random,1028,0.2965325511941106,0.4878196479666832,13.71795313851843,9,9
1,Random,1028,0.2929401411524246,0.4540404823443377,13.714338335079844,7,7
2,Random,1028,0.3108198061121336,0.4383968880273268,14.175161085056118,8,8
3,Random,1028,0.2616787066915397,0.4741151006440253,12.92387037821203,6,6
4,Random,1028,0.2717571618828042,0.5050001468122154,13.33792966302442,8,8
5,Random,1028,0.276913405225429,0.4643320960169886,12.7817209003404,8,8
6,Random,1028,0.2993305854785542,0.4457053374231318,13.793929729965045,9,9
7,Random,1028,0.350533192334562,0.4170569421090873,15.264326109068307,8,8
8,Random,1028,0.2980250319626153,0.450775205370631,13.936714896014509,8,8
9,Random,1028,0.3144728229100111,0.4360731543937952,13.793762329730317,11,11
10,Random,1028,0.2515982773847109,0.5189793294395759,12.5497846240215,9,9
11,Random,1028,0.3326584712435274,0.4245050163264525,15.874908114060963,14,14
12,Random,1028,0.3062735613509434,0.441288816108244,14.437395076201671,11,11
13,Random,1028,0.3155259279187182,0.4395369556779978,13.465161991655885,9,9
14,Random,1028,0.2904552898057511,0.455636136644154,13.583586344605285,7,7
15,Random,1028,0.2918863954213236,0.4504406878930335,12.862623736076756,8,8
16,Random,1028,0.2537137926919275,0.4747227992956626,12.480843643111221,14,14
17,Random,1028,0.3079881187761804,0.4798757822560101,14.121182588686882,20,20
18,Random,1028,0.3351915694094171,0.4610115437842648,14.82964529384149,12,12
19,Random,1028,0.2428153249100978,0.4862282744517575,13.94336018495839,8,8
20,Random,1028,0.3079212065694073,0.4444203489385955,14.005515794410503,10,10
21,Random,1028,0.3172316553136787,0.4734658499310052,13.639985605059234,13,13
22,Random,1028,0.3202256494273193,0.436519016257526,13.547641698905167,8,8
23,Random,1028,0.3202565349969967,0.4323940565284363,13.602331425832125,8,8
24,Random,1028,0.2894567758671246,0.4927263458316105,14.264219836492998,8,8
25,Random,1028,0.2689815742705316,0.4650107559280466,13.026296408782159,10,10
26,Random,1028,0.2554158214974539,0.5163320526845011,13.60475297089248,14,14
27,Random,1028,0.2927556691515709,0.4904387276007599,13.822377314796775,8,8
28,Random,1028,0.334799150330207,0.4231433012652993,15.705584277539048,9,9
29,Random,1028,0.2890877773299348,0.492982227943594,15.343480511763307,8,8
0,symregg,1193,0.5664825751412788,231705.84869716465,24.462898722931506,23,23
1,symregg,1193,0.5760022078468032,222873.1146816276,26.75094030112716,19,19
2,symregg,1193,0.5661623669834606,226493.1932479785,26.310250712407967,44,44
3,symregg,1193,0.5764073781887785,222660.1381573064,26.666486683837498,21,21
4,symregg,1193,0.5768128014014312,226184.56234143768,24.455880844683684,48,48
5,symregg,1193,0.5800372192531678,220752.1235430996,24.460714800789717,31,31
6,symregg,1193,0.5546316874103994,232513.00397454647,25.96454835550948,26,26
7,symregg,1193,0.5703958537829095,225820.0771784902,26.02252704006139,19,19
8,symregg,1193,0.5688957853226799,226608.58347770752,25.462270058900195,49,49
9,symregg,1193,0.5634516164802181,227908.3921400362,26.54452294914054,29,29
10,symregg,1193,0.5710222711588901,229279.4776719848,24.721664795192005,21,21
11,symregg,1193,0.5608234938240038,229280.4535919541,25.81250391459468,24,24
12,symregg,1193,0.5511016998818545,234355.9011476352,26.06153741881296,25,25
13,symregg,1193,0.570139009057452,225955.0868059261,24.310797411215617,43,43
14,symregg,1193,0.5758195885930826,222969.1079217595,25.213105630682655,37,37
15,symregg,1193,0.5581867028691048,230657.04049417828,26.015000415268258,17,17
16,symregg,1193,0.560193244139428,229609.48743489347,25.432010307457013,44,44
17,symregg,1193,0.5715303648358631,229007.91240173287,24.85117107628034,23,23
18,symregg,1193,0.5724271779554243,228528.5848520769,25.038858007980334,28,28
19,symregg,1193,0.5759009373097366,222926.3472230211,25.63396707106662,27,27
20,symregg,1193,0.5728797022444803,224514.44999534803,25.59806577370798,34,34
21,symregg,1193,0.5709551732053963,229315.3401018864,25.79510085295423,47,47
22,symregg,1193,0.5741477655289173,223847.8964918954,24.88040606376137,34,34
23,symregg,1193,0.564893653735244,227155.5491457519,26.66555532936431,22,22
24,symregg,1193,0.5712621145305602,229151.2864879619,26.28489962520213,30,30
25,symregg,1193,0.5629612096093959,228164.4183805238,26.808865351229063,42,42
26,symregg,1193,0.5724518536737279,228515.39620515323,25.531832926367606,17,17
27,symregg,1193,0.5632937934955975,233410.18470571912,26.77445264753466,25,25
28,symregg,1193,0.5715743378350779,223667.77086259244,26.15491292427515,33,33
29,symregg,1193,0.5752962437065162,226995.1301932674,24.899460842313097,26,26
0,eggp_mo,1193,0.5744382890745747,227453.68870727048,25.947559471814337,40,40
1,eggp_mo,1193,0.5732268899746589,224331.95184975347,25.826055387265193,32,32
2,eggp_mo,1193,0.564855417352589,227175.51117704355,25.189319684450922,27,27
3,eggp_mo,1193,0.5674146119449099,227387.15763586687,23.50490274408379,18,18
4,eggp_mo,1193,0.5736483487630906,227875.8950127084,24.909788091468513,27,27
5,eggp_mo,1193,0.5781413586028689,221748.67677039045,24.957489002449236,31,31
6,eggp_mo,1193,0.5564645104531465,231556.14382222676,24.539091888319717,23,23
7,eggp_mo,1193,0.5767307147365324,222490.17731123135,27.35082277318259,45,45
8,eggp_mo,1193,0.5664936270386998,227871.27047423672,24.274403360685632,23,23
9,eggp_mo,1193,0.561934479053175,228700.44260845167,24.208065143434347,29,29
10,eggp_mo,1193,0.5722250831343318,228636.60023820307,27.6311877740021,30,30
11,eggp_mo,1193,0.5594323789265165,230006.7116003153,25.664153303490515,28,28
12,eggp_mo,1193,0.5606453528806365,229373.45546187245,25.26444302217523,36,36
13,eggp_mo,1193,0.5792475065784071,221167.23354316276,24.597867577874666,34,34
14,eggp_mo,1193,0.5636697639615129,229355.62527771565,27.366502562908238,32,32
15,eggp_mo,1193,0.5640802307595538,227580.21209152805,26.8778030094324,32,32
16,eggp_mo,1193,0.5560179681530701,231789.2697287124,25.91642506458286,43,43
17,eggp_mo,1193,0.5744493498003322,227447.77698446097,25.798569633937127,17,17
18,eggp_mo,1193,0.5757714909039182,226741.1206681581,27.125030258959864,48,48
19,eggp_mo,1193,0.569833269970581,226115.79760167064,26.067748080525732,41,41
20,eggp_mo,1193,0.577371670064758,222153.26114558816,24.882593455155174,39,39
21,eggp_mo,1193,0.5729408456904355,228254.0403662863,24.49715578128692,22,22
22,eggp_mo,1193,0.5722525980178181,224844.0853727316,24.32592628868325,48,48
23,eggp_mo,1193,0.5617867646388086,228777.55972981796,24.777548023794147,48,48
24,eggp_mo,1193,0.5807260852187017,224092.99532225952,25.35374025117859,41,41
25,eggp_mo,1193,0.5661609060168025,226493.95597342783,25.926244669392425,38,38
26,eggp_mo,1193,0.574061020739598,227655.33061306205,24.75725338322336,25,25
27,eggp_mo,1193,0.5578603669621136,236314.23569440743,25.06357046986944,45,45
28,eggp_mo,1193,0.5520422823495084,233864.8521689408,24.80095692256964,18,18
29,eggp_mo,1193,0.5711749120713663,229197.89434881683,25.34790697950162,26,26
0,PySR,1193,0.560603510601514,230967.39177601703,24.93595356434455,44,44
1,PySR,1193,0.560671784720594,230931.5036986424,24.774872180381312,39,39
2,PySR,1193,0.5603456433983569,231102.93886566116,25.000229658192204,39,39
3,PySR,1193,0.5499917533010696,234935.36988498023,25.337665047510402,24,24
4,PySR,1193,0.5645965395808694,232713.89461444176,24.967288246663596,11,11
5,PySR,1193,0.5463046907724147,236860.27105137624,25.393883629009295,33,33
6,PySR,1193,0.559495754864288,231549.68011815255,24.90983343180266,22,22
7,PySR,1193,0.5688148266741877,226651.13913833615,25.01209592252521,49,49
8,PySR,1193,0.5404221327781107,239931.37241096143,25.330337608494947,29,29
9,PySR,1193,0.5617962721561709,234210.57803017812,25.214305930205114,23,23
10,PySR,1193,0.5399397981428884,240183.18438722088,25.18182032738425,17,17
11,PySR,1193,0.5676338223856132,231090.53151609385,24.654185941389546,45,45
12,PySR,1193,0.5657104190534616,232118.54971307493,24.944895898501336,34,34
13,PySR,1193,0.5611982276096857,234530.22012817964,25.129317036635186,37,37
14,PySR,1193,0.5442972334935214,237908.3023303688,25.220517051739925,46,46
15,PySR,1193,0.5461150692150325,236959.2665943436,25.27147564686375,31,31
16,PySR,1193,0.5589022890805148,231861.63355313343,24.840800111101423,21,21
17,PySR,1193,0.563237556282159,229582.81389395363,25.172803472818234,27,27
18,PySR,1193,0.5607811402141823,234753.14447542472,25.043816029032925,25,25
19,PySR,1193,0.5540937740975918,234389.21442989924,24.8587217308281,36,36
20,PySR,1193,0.5637212885249663,229328.5415519235,25.132053255862953,27,27
21,PySR,1193,0.5578808913720208,230816.69520653016,25.471958478746703,23,23
22,PySR,1193,0.5688116234215858,230461.02189782332,25.37124742016578,49,49
23,PySR,1193,0.567421346207788,231204.0955167265,25.63356265402156,36,36
24,PySR,1193,0.5514514941666028,235778.1206199284,24.684230989111203,40,40
25,PySR,1193,0.5498504501492933,235009.13988469017,25.183741877084962,43,43
26,PySR,1193,0.5662477910202871,231831.33581923903,25.00049917011799,20,20
27,PySR,1193,0.5557458100588127,231931.3550416168,25.823207758735848,22,22
28,PySR,1193,0.5696410403033798,230017.7162046728,25.50616540307308,37,37
29,PySR,1193,0.5438670315266829,238132.89745489345,25.259043683066636,28,28
0,Operon,1193,0.586143943090548,217542.1432381894,23.487160980914144,49,49
1,Operon,1193,0.5838505305126639,218747.66839408068,23.507189205575074,50,50
2,Operon,1193,0.5814919481440628,219987.44984684204,23.48055760651272,50,50
3,Operon,1193,0.5666011556683999,226264.11526384472,23.93497502637397,46,46
4,Operon,1193,0.5820957735567673,223360.9260197952,23.519144079894343,46,46
5,Operon,1193,0.5621635748643516,228580.83878000517,23.862518485487225,49,49
6,Operon,1193,0.5776399186171266,222012.25713216796,23.34906225546652,47,47
7,Operon,1193,0.5867857943178132,217204.75614601525,23.63620842566767,50,50
8,Operon,1193,0.5549732804489513,232334.66882746684,23.831378485464214,49,49
9,Operon,1193,0.5771367912121194,226011.3966743839,23.634996146342075,49,49
10,Operon,1193,0.5329707404889256,243821.51357272777,23.63241095364987,50,50
11,Operon,1193,0.5830936131355768,222827.6019750996,23.570708580257904,50,50
12,Operon,1193,0.5813080523967189,223781.9462359612,23.541087513900226,47,47
13,Operon,1193,0.580469599282424,224230.08160330832,23.58523740057879,48,48
14,Operon,1193,0.564198853996066,227518.28257323327,23.767804853384433,48,48
15,Operon,1193,0.5346757243329839,242931.3943071585,23.83951636286849,48,48
16,Operon,1193,0.5791901842896439,221197.3648251507,23.444228347719786,50,50
17,Operon,1193,0.581001570894312,220245.21511600996,23.562908871721167,48,48
18,Operon,1193,0.5829529734125046,222902.7709176296,23.363230424015033,49,49
19,Operon,1193,0.5865552317951552,217325.95061566727,23.392476668732208,49,49
20,Operon,1193,0.5323526956391718,245817.34439246036,23.455814508411343,48,48
21,Operon,1193,0.5652309010608271,226979.48276083652,23.836475388079855,48,48
22,Operon,1193,0.5772294244230045,225961.88619218665,23.619558727200246,50,50
23,Operon,1193,0.5787600878188086,225143.7791430638,23.612953491186364,47,47
24,Operon,1193,0.5883577430160553,216378.4662242735,23.431135210797738,50,50
25,Operon,1193,0.5663007998301808,226420.92174565195,23.762632187030974,50,50
26,Operon,1193,0.5796788283589767,224652.73185318496,23.47348364238301,49,49
27,Operon,1193,0.5725967845521942,223133.98309440096,24.046183997039343,47,47
28,Operon,1193,0.5830506684157688,222850.5550149997,23.436344722339886,50,50
29,Operon,1193,0.5475041043566455,236234.0943621191,23.69357445709307,48,48
0,PySIPS,1193,0.5809403400071651,220277.4009405253,22.25922905672445,26,26
1,PySIPS,1193,0.5765052886813545,222608.67181280183,23.405446687887014,34,34
2,PySIPS,1193,0.5766525695274025,222531.25409624964,17.91431365482908,35,35
3,PySIPS,1193,0.5623298729199884,228494.01971502413,25.970665295901483,28,28
4,PySIPS,1193,0.5710712333183771,229253.3084384828,21.794210998795467,30,30
5,PySIPS,1193,0.5611676544187548,229100.7780032942,23.571400131516327,22,22
6,PySIPS,1193,0.5738343006566136,224012.66832261445,22.381006224338154,25,25
7,PySIPS,1193,0.5791373899920338,221225.11598273585,22.87470488865043,30,30
8,PySIPS,1193,0.5609069626997978,229236.87707674093,20.330864982081014,22,22
9,PySIPS,1193,0.5762413167944516,226490.0087163334,20.838791292634674,31,31
10,PySIPS,1193,0.5627879151841328,228254.8900334258,25.959224597095393,26,26
11,PySIPS,1193,0.5740609439170312,227655.3716730902,22.437296826286694,29,29
12,PySIPS,1193,0.5787684542110485,225139.30748424845,22.494591921051317,33,33
13,PySIPS,1193,0.5757838099161963,226734.53641794884,22.447223811564157,31,31
14,PySIPS,1193,0.5636522692072905,227803.63756498383,25.555014758154776,32,32
15,PySIPS,1193,0.5488232430105977,235545.4129215695,25.75038690556024,27,27
16,PySIPS,1193,0.5758511650845308,222952.50983768996,25.503468658688995,26,26
17,PySIPS,1193,0.5772919002925486,222195.19187711336,23.412461699089732,32,32
18,PySIPS,1193,0.5730961518674934,228171.0325158517,21.72741343854552,36,36
19,PySIPS,1193,0.5756491375273023,223058.7049919202,23.450240942958438,21,21
20,PySIPS,1193,0.5726286818857389,224646.39806261836,23.294353657279267,26,26
21,PySIPS,1193,0.5627653915692719,228266.64891524037,24.677050863856,23,23
22,PySIPS,1193,0.576897525212142,226139.27926550971,20.190961249245007,39,39
23,PySIPS,1193,0.5781080800790657,225492.26342081465,23.05435166829463,26,26
24,PySIPS,1193,0.5729075556117648,224499.8089598624,25.410313731676297,16,16
25,PySIPS,1193,0.5612364632889633,229064.85502301023,25.397679452681963,25,25
26,PySIPS,1193,0.5705877365000598,229511.7272106165,24.997031710335087,22,22
27,PySIPS,1193,0.5538716761349074,232909.78232568668,22.63967110000694,23,23
