run,algorithm,dataset,r2_test,mse_test,hypervolume,size,size_mse
0,eggp_mo_onlymut,1028,0.3971629729328387,0.4180374611851159,16.52301337592024,44.0,44.0
1,eggp_mo_onlymut,1028,0.3804380193913836,0.3978534730796986,11.967514120827152,42.0,42.0
2,eggp_mo_onlymut,1028,0.3716385273710575,0.3997092728431158,17.252702411193248,49.0,49.0
3,eggp_mo_onlymut,1028,0.3937563721507429,0.3893010552960791,17.874646756417206,48.0,48.0
4,eggp_mo_onlymut,1028,0.4176136880351266,0.4038559085648783,17.273233537674315,35.0,35.0
5,eggp_mo_onlymut,1028,0.3920615825976943,0.3903893691870593,16.795825298084317,46.0,46.0
6,eggp_mo_onlymut,1028,0.3459389563970453,0.4160571192243157,0.0,21.0,21.0
7,eggp_mo_onlymut,1028,0.3810773419910602,0.3974429302693574,3.3728575488112256e-13,49.0,49.0
9,eggp_mo_onlymut,1028,0.3583675626389522,0.4081511138757994,7.072120666862248e-14,23.0,23.0
10,eggp_mo_onlymut,1028,0.4078638938334669,0.4106169053718729,16.272473406345345,46.0,46.0
11,eggp_mo_onlymut,1028,0.3815501990319832,0.3934043237893921,17.01008262528319,30.0,30.0
12,eggp_mo_onlymut,1028,0.3640932835891005,0.4045089049607441,17.2683991574428,41.0,41.0
13,eggp_mo_onlymut,1028,0.4190363185599203,0.3730674664172395,13.537406795750995,49.0,49.0
14,eggp_mo_onlymut,1028,0.3687117696484673,0.4053835174214065,16.924060891955307,45.0,45.0
15,eggp_mo_onlymut,1028,0.3553285937940551,0.4100842432608723,14.6883042402815,48.0,48.0
17,eggp_mo_onlymut,1028,0.3889544328599623,0.423729674997522,16.285410374591958,46.0,46.0
18,eggp_mo_onlymut,1028,0.4004444074447255,0.4157619497437101,16.772745701578295,47.0,47.0
19,eggp_mo_onlymut,1028,0.4145052617248564,0.3759770973419467,16.686285575080852,48.0,48.0
20,eggp_mo_onlymut,1028,0.3926542714629066,0.3900087723608165,17.759638059720835,38.0,38.0
21,eggp_mo_onlymut,1028,0.4281265579925606,0.3965657567171131,17.96819376150941,45.0,45.0
22,eggp_mo_onlymut,1028,0.3831485931661922,0.3961128704860937,13.254037006036153,45.0,45.0
23,eggp_mo_onlymut,1028,0.381538611416871,0.3934116948288529,16.800278969518747,42.0,42.0
24,eggp_mo_onlymut,1028,0.3752414888639894,0.4332389188496113,14.536017623278571,45.0,45.0
25,eggp_mo_onlymut,1028,0.3946671917449107,0.3850604264507518,15.725544861237356,41.0,41.0
26,eggp_mo_onlymut,1028,0.4202028140797644,0.4020604785733691,17.7206737448099,45.0,45.0
27,eggp_mo_onlymut,1028,0.4073927694538927,0.4109436066703943,14.228791677319357,41.0,41.0
