id,view,Expression,Numpy,theta,size,loss_train,loss_val,loss_test,maxloss,R2_train,R2_val,R2_test,mdl_train,mdl_val,mdl_test
0,0,8.73845634920638e-2,"t[0]",8.73845634920638e-2,1,1.960633998094609e-4,1.911516522776046e-4,1.4336076484431108e-4,1.911516522776046e-4,-1.7763568394002505e-15,-4.859240482777638e-3,-1.3208102567160429e-2,1.960633998094609e-4,1.911516522776046e-4,1.4336076484431108e-4
1,0,(23.395694969415285 / (x2 + 227.49689623647748)),"(t[0] / (x[:, 2] + t[1]))",23.395694969415285;227.49689623647748,5,1.2766384818093236e-4,1.263518016890672e-4,1.1844632672401012e-4,1.263518016890672e-4,0.34886445759382234,0.3357851006460696,0.16287571368348086,6.931599469447634,6.931598157401142,6.931590251926177
2,0,Log(((x0 * 8.218025348946523e-3) ^ -1.768039070128977e-2)),"np.log((x[:, 0] * t[0]) ** t[1])",8.218025348946523e-3;-1.768039070128977e-2,6,8.504463062939437e-5,1.0152906113574834e-4,1.38380726018462e-4,1.0152906113574834e-4,0.5662391312603834,0.4662750018418199,2.1988526684427967e-2,9.656712519235231,9.656729003665736,9.65676585533062
