-- TINY GP (Julia version) --
SEED=-1
MAX_LEN=50
POPSIZE=500
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=50
TSIZE=3
----------------------------------
gen,fevals,best_fitness,dl,MSE_train,MSE_test,R2_train,R2_test,nll_train,nll_test,avg_len,size,Expression
1,87245,-3208.4773,-3208.4773,9.748359e-5,0.00014293198,0.49587953,-0.010178208,-3227.7654,-2986.628,7.306,5,"(0.10794107 - (0.020089332 * X1)) [likelihood params: Float32[-0.009873379]]"
2,160362,-3208.4773,-3208.4773,9.748359e-5,0.00014293198,0.49587953,-0.010178208,-3227.7654,-2986.628,7.04,5,"(0.10794107 - (0.020089332 * X1)) [likelihood params: Float32[-0.009873379]]"
3,237059,-3208.4773,-3208.4773,9.748359e-5,0.00014293198,0.49587953,-0.010178208,-3227.7654,-2986.628,6.588,5,"(0.10794107 - (0.020089332 * X1)) [likelihood params: Float32[-0.009873379]]"
4,316678,-3208.4773,-3208.4773,9.748359e-5,0.00014293198,0.49587953,-0.010178208,-3227.7654,-2986.628,4.964,5,"(0.10794107 - (0.020089332 * X1)) [likelihood params: Float32[-0.009873379]]"
5,392241,-3208.4773,-3208.4773,9.748359e-5,0.00014293198,0.49587953,-0.010178208,-3227.7654,-2986.628,3.34,5,"(0.10794107 - (0.020089332 * X1)) [likelihood params: Float32[-0.009873379]]"
6,450809,-3208.4773,-3208.4773,9.748359e-5,0.00014293198,0.49587953,-0.010178208,-3227.7654,-2986.628,2.498,5,"(0.10794107 - (0.020089332 * X1)) [likelihood params: Float32[-0.009873379]]"
7,510828,-3210.025,-3210.025,9.74836e-5,0.00014293197,0.49587947,-0.010178089,-3227.7654,-2986.628,2.71,9,"pdiv((-129916.64 - (129917.14 - (48358.668 * X1))), -2.407182e6) [likelihood params: Float32[0.009873378]]"
8,574790,-3391.0166,-3391.0166,6.6368295e-5,7.9176534e-5,0.6567872,0.44041628,-3421.7278,-3317.7761,3.366,9,"((-0.010565044 * X2) - (-0.11385431 - (-0.01543696 * X1))) [likelihood params: Float32[-0.008146673]]"
9,650031,-3391.0168,-3391.0168,6.636828e-5,7.9176556e-5,0.6567873,0.44041616,-3421.728,-3317.7761,4.44,9,"((-0.010565054 * X2) - (-0.11385432 - (-0.015436963 * X1))) [likelihood params: Float32[0.008146674]]"
10,734776,-3391.0168,-3391.0168,6.636828e-5,7.9176556e-5,0.6567873,0.44041616,-3421.728,-3317.7761,6.306,9,"((-0.010565054 * X2) - (-0.11385432 - (-0.015436963 * X1))) [likelihood params: Float32[0.008146674]]"
11,830865,-3391.0168,-3391.0168,6.636828e-5,7.9176556e-5,0.6567873,0.44041616,-3421.728,-3317.7761,7.276,9,"((-0.010565054 * X2) - (-0.11385432 - (-0.015436963 * X1))) [likelihood params: Float32[0.008146674]]"
12,925566,-3410.6936,-3410.6936,6.148313e-5,7.1871684e-5,0.68205,0.49204367,-3460.3,-3368.3672,8.792,19,"(((-0.010480306 * X2) - -0.11990607) - ((0.14116284 - -0.016162831) * ((0.17636168 - ((0.022912886 * X1) * X1)) * X1))) [likelihood params: Float32[-0.007841118]]"
13,1023016,-3410.6936,-3410.6936,6.148313e-5,7.1871684e-5,0.68205,0.49204367,-3460.3,-3368.3672,10.314,19,"(((-0.010480306 * X2) - -0.11990607) - ((0.14116284 - -0.016162831) * ((0.17636168 - ((0.022912886 * X1) * X1)) * X1))) [likelihood params: Float32[-0.007841118]]"
14,1125744,-3418.2124,-3418.2124,6.1002913e-5,7.102324e-5,0.6845334,0.49804008,-3464.2563,-3374.6848,11.204,17,"(((-0.010568925 * X2) - -0.122530006) - (0.46882692 * (0.2064611 * ((0.39495787 - (0.11787864 * X1)) * X1)))) [likelihood params: Float32[-0.007810438]]"
