Complexity,Loss,Equation
1,0.0001933735,"0.08786664"
5,9.313485e-5,"powabs(0.08503374, powabs(x0, 0.07582557))"
6,9.312986e-5,"sin(powabs(0.08514404, powabs(x0, 0.076063685)))"
7,7.1670904e-5,"powabs(0.08352988, powabs(x1 * x0, 0.054996785))"
8,6.44901e-5,"powabs(0.08414413, powabs(sqrtabs(x1) * x0, 0.06148507))"
9,6.364347e-5,"powabs(0.087752715, powabs(powabs(x1, x1) * x0, 0.06148507))"
10,6.223999e-5,"powabs(0.084243745, powabs(powabs(x1, sin(x0)) * x0, 0.06148507))"
11,6.102724e-5,"powabs(0.08454471, powabs(powabs(x1, sin(sqrtabs(x1))) * x0, 0.06148507))"
13,5.4719352e-5,"powabs(0.087752655, powabs(powabs(x1, powabs(x1, powabs(x4, x6))) * x0, 0.06148507))"
15,4.4689445e-5,"powabs(0.67597365, powabs(x0, 0.35423756) * powabs(x1, 0.31519112)) * powabs(0.12255595, powabs(0.8749387, x6))"
16,4.226939e-5,"powabs(0.67597365, powabs(x0, 0.35423756) * powabs(x1, 0.3263846)) * powabs(0.12255595, powabs(0.8749387, sin(x6)))"
17,3.837205e-5,"powabs(0.5445857, powabs(x1, 0.18021098) * powabs(powabs(powabs(0.2080373, x6) * x0, 1.1881567), 0.23023881)) * 0.15255421"
19,3.8372047e-5,"powabs(0.15259491, powabs(x6, x6)) * powabs(0.5444396, powabs(x1, 0.18010941) * powabs(x0 * powabs(0.20801623, x6), 0.27339333))"
21,3.5088375e-5,"powabs(0.5847672, powabs(x1, 0.20622616) * powabs(x0, 0.3275186)) * powabs(-0.17161523, powabs(powabs(1.1178559, powabs(0.47694042, x4)), powabs(x4, x6)))"
25,2.777889e-5,"powabs(0.5847672, powabs(x1, 0.20622616) * powabs(x0 * powabs(0.4609239, x5), 0.3275186)) * powabs(-0.17161523, powabs(powabs(1.1178559, powabs(0.47694042, x4)), powabs(x4, x6)))"
27,2.7671213e-5,"powabs(0.5847672, powabs(x1, 0.20622616) * powabs(x0 * powabs(0.4609239, x5), 0.5007963 * 0.6353582)) * powabs(-0.17161523, powabs(powabs(1.1178559, powabs(0.47694042, x4)), powabs(x4, x6)))"
30,2.7253469e-5,"powabs(0.5847672, powabs(x1, 0.20622616) * powabs(x0 * powabs(0.36501977, x5), powabs(sin(1.1178559), x0) * 0.3275186)) * powabs(-0.17161523, powabs(powabs(1.1178559, powabs(0.47694042, x4)), powabs(x4, x6)))"
31,2.6276033e-5,"powabs(0.65874213, powabs(x1, 0.28792867) * powabs(powabs(x0, 1.1490006) * powabs(0.33742756, x5), powabs(0.66890687, x0) * 0.49332863)) * powabs(-0.15235814, powabs(powabs(1.111354, powabs(0.5716903, x4)), powabs(x4, x6)))"
33,2.5013936e-5,"powabs(0.83282864, powabs(x1, 0.7344517) * powabs(x0 * powabs(0.12324422, x5), 0.43312392)) * powabs(-0.12640095, powabs(powabs(1.1209588, powabs(x0 * powabs(0.08786664, x4), powabs(-0.4702179, x0) * 0.6353582)), powabs(0.08503374, x6)))"
35,2.4558356e-5,"powabs(-0.13527633, powabs(powabs(1.1181027, powabs(powabs(0.06660731, x4) * x0, powabs(0.44547957, x0) * 0.5618003)), powabs(x5, powabs(x6, x1)))) * powabs(0.7612925, powabs(x1, 0.44547957) * powabs(powabs(0.20005172, x5) * x0, 0.34166864))"
37,2.4315661e-5,"powabs(0.13491759, powabs(powabs(1.1194445, powabs(x0 * powabs(0.20431899, x4), powabs(0.36289433, x0 * powabs(0.12224938, x4)) * 0.55303407)), powabs(x4, x6))) * powabs(0.7650568, powabs(x1, 0.4592604) * (powabs(x0, 0.39083982) * powabs(0.537103, x5)))"
42,2.4136672e-5,"powabs(0.13538821, powabs(powabs(1.1254187, powabs(x0 * powabs(0.05666006, x4), powabs(0.05666006, x0 * powabs(0.06148507, 0.42730346)) * 0.5338049)), powabs(0.05666006, x6))) * powabs(0.77070653, powabs(x1, exp(-0.65345484)) * powabs(powabs(x0, 0.42730346) * powabs(0.48626408, x5), powabs(x6, x7)))"
50,2.4001174e-5,"powabs(0.13538821, powabs(powabs(1.1254187, powabs(x0 * powabs(0.05666006, x4), powabs(0.05666006, x0 * powabs(0.06148507, 0.42730346)) * 0.5338049)), powabs(0.05666006, x6))) * powabs(0.77070653, powabs(x1, exp(-0.65345484)) * powabs(powabs(x0, 0.42730346) * powabs(0.5338049, x5), powabs(x6, powabs(0.42730346, 0.5338049) * (powabs(0.05666006, x0) * x7))))"
