Complexity,Loss,Equation
1,8164.348,"340.27826"
3,4758.903,"x5 * 3.9489675"
5,4365.0024,"(x5 * 5.8036346) + -163.35258"
6,4189.4688,"x1 + (sqrtabs(x7) * x5)"
7,3738.406,"(x5 - (x2 - x5)) * 4.742121"
8,3697.6323,"log(x22) * (x5 - (x2 - x5))"
9,3595.209,"4.949054 * ((x5 - (x2 - x5)) - 4.949054)"
10,3517.537,"(log(x6) * (x5 - (x2 - x5))) + x1"
12,3456.202,"(log(x22) * ((x5 - 5.8036346) - (x2 - x5))) + x1"
13,3421.373,"(log(x22) * ((x5 - log(x20)) - (x2 - x5))) + x1"
14,3240.3967,"(log(x2) * ((x5 - (x2 - x5)) - (575.5569 - x5))) - -2245.5813"
15,3153.5098,"log(x13) * ((x5 - ((x2 - sqrtabs(x1)) - x5)) - (x2 - x5))"
17,2989.3247,"(log(x22) * ((x5 - ((x2 - sqrtabs(x5)) - x5)) - (x2 - x5))) + x1"
19,2988.3323,"((log(x22) * ((x5 - ((x2 - sqrtabs(x5)) - x5)) - (x2 - x5))) + x1) + -0.12945451"
20,2971.2751,"(log(x22) * ((x5 - ((x2 - sqrtabs(x1)) - x5)) - ((x2 - log(x1)) - x5))) + x1"
21,2677.2373,"(log(x22) * ((x5 - ((x2 - sqrtabs((x1 * x9) - x2)) - x5)) - (x2 - x5))) + x1"
26,2626.4373,"log(x22) * ((x5 - ((x2 - sqrtabs((x1 * x9) - x2)) - x5)) - ((x2 - sqrtabs((x1 * x9) - x2)) - x5))"
28,2430.7144,"log(x22) * ((x5 - ((x2 - sqrtabs((x1 * x9) - x2)) - x5)) - ((x2 - sqrtabs(x1 - (-3.2086248e6 * powabs(x9, -23.159172)))) - x5))"
30,2357.7498,"log(x22) * ((x5 - ((x2 - sqrtabs(x9 * x1)) - x5)) - ((x2 - sqrtabs(((x9 * x1) - x5) - (-3.2086248e6 * powabs(x9, -23.159172)))) - x5))"
32,2307.929,"log(x22) * ((x5 - ((x2 - sqrtabs((x1 * x9) - x2)) - x5)) - ((x2 - sqrtabs(((x9 * x1) - x5) - (-3.2086248e6 * powabs(x9, -23.159172)))) - x5))"
34,2307.9248,"log(x22) * ((x5 - ((x2 - sqrtabs((x1 * x9) - x2)) - x5)) - ((x2 - sqrtabs(((x1 * x9) - x5) - ((-3.2086248e6 - x2) * powabs(x9, -23.159172)))) - x5))"
