id,view,Expression,Numpy,theta,size,loss_train,loss_val,loss_test,maxloss,R2_train,R2_val,R2_test,mdl_train,mdl_val,mdl_test
0,0,x3,"x[:, 3]",,1,0.8063133001342979,0.8310657013536785,0.780684761118323,0.8310657013536785,0.1356092643008433,0.1960766811489757,0.2373689358633736,0.8063133001342979,0.8310657013536785,0.780684761118323
1,0,(Sin(x3) * 0.7463270215376502),"(np.sin(x[:, 3]) * t[0])",0.7463270215376502,4,0.6317680527717839,0.6841537017972329,0.6351671301335705,0.6841537017972329,0.3227267219383959,0.33819057427449084,0.379521404177947,6.176945497251346,6.229331146276795,6.180344574613133
2,0,((x0 * 0.39184059592541765) + Sin(x3)),"((x[:, 0] * t[0]) + np.sin(x[:, 3]))",0.39184059592541765,6,0.5064490765911659,0.5084678751235251,0.5278533242551289,0.5084678751235251,0.4570722201458386,0.5081385490550143,0.48435352855090275,11.257005891959496,11.259024690491856,11.27841013962346
3,0,((x3 + (x0 * 0.6044691199918839)) * 0.6134891469849928),"((x[:, 3] + (x[:, 0] * t[0])) * t[1])",0.6044691199918839;0.6134891469849928,7,0.4864527675044816,0.4889813753689592,0.49063965303308743,0.4889813753689592,0.4785088308526543,0.5269886249635296,0.5207066163758034,11.752518154543184,11.755046762407662,11.75670504007179
4,0,((0.38426785330623203 * (x0 + x1)) + Sin(x3)),"((t[0] * (x[:, 0] + x[:, 1])) + np.sin(x[:, 3]))",0.38426785330623203,8,0.38017814881693957,0.39451917781263807,0.366243592568882,0.39451917781263807,0.5924382374718571,0.6183657125292221,0.6422259602788702,15.947459341259446,15.961800370255144,15.933524785011388
5,0,((x3 * 0.6242963614870823) + Sin(Sin((x0 + x1)))),"((x[:, 3] * t[0]) + np.sin(np.sin((x[:, 0] + x[:, 1]))))",0.6242963614870823,9,0.2920481210801579,0.3166766156839411,0.2639532233752988,0.3166766156839411,0.6869161277657363,0.6936659574947366,0.7421508172688831,17.805239462577976,17.82986795718176,17.77714456487312
6,0,((x3 * 0.6291986996022825) + Sin((-3.2833262203580103 - (x0 + x1)))),"((x[:, 3] * t[0]) + np.sin((t[1] - (x[:, 0] + x[:, 1]))))",0.6291986996022825;-3.2833262203580103,10,0.29615413486251535,0.3122741848104789,0.2789180121354175,0.3122741848104789,0.6825143644889409,0.6979246061587846,0.727532096185663,21.090569551660874,21.10668960160884,21.073333428933775
7,0,((x3 * 0.626749483404637) + Sin(Sin((x0 + (x1 * 0.9079372371074751))))),"((x[:, 3] * t[0]) + np.sin(np.sin((x[:, 0] + (x[:, 1] * t[1])))))",0.626749483404637;0.9079372371074751,11,0.28796955815186365,0.307084764578934,0.2653550470215135,0.307084764578934,0.6912884629480982,0.7029445413199408,0.7407814114442924,21.69298119776031,21.71209640418738,21.67036668662996
8,0,(((x4 * 0.2696058902730001) + Sin((x0 + x1))) + (x3 * 0.6618347601098483)),"(((x[:, 4] * t[0]) + np.sin((x[:, 0] + x[:, 1]))) + (x[:, 3] * t[1]))",0.2696058902730001;0.6618347601098483,12,0.2272686999158259,0.24824791815148586,0.2239886650149553,0.24824791815148586,0.7563615052747964,0.7598597921522603,0.7811911766918587,25.180567200073853,25.201546418309512,25.17728716517298
9,0,((x3 * 0.6554053926815246) + ((x4 * 0.2720108136074832) + Sin(Sin((x0 + x1))))),"((x[:, 3] * t[0]) + ((x[:, 4] * t[1]) + np.sin(np.sin((x[:, 0] + x[:, 1])))))",0.6554053926815246;0.2720108136074832,13,0.2123893715876945,0.23574726920679182,0.2052556828209168,0.23574726920679182,0.7723125674216327,0.7719521732612878,0.7994909499891201,27.24512941342556,27.268487311044655,27.23799572465878
