-- TINY GP (Julia version) --
SEED=-1
MAX_LEN=50
POPSIZE=500
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=200
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,MSE_train,MSE_test,R2_train,R2_test,nll_train,nll_test,avg_len,avg_fitness,size,Expression
1,6638,187.57443,200.84067,0.037867215,0.04275798,0.2910235,0.42763144,187.57443,152.33144,5.91,Inf,7,"sqrt((sin(sin(sqrt(X1))) / 0.23587233)) [likelihood params: Float32[]]"
2,13034,186.97493,214.36194,0.031872287,0.038844995,0.4032647,0.48001164,186.97493,152.01448,5.42,Inf,11,"(exp(((1.1242182 + (-0.0815715 * X1)) * sqrt(abs(X1)))) - X1) [likelihood params: Float32[]]"
3,19358,186.10384,216.6984,0.023161378,0.027652526,0.5663564,0.6298367,186.10384,151.1079,4.782,Inf,14,"sqrt(sqrt((53.03738 - ((4.4365425 - sin((2.7896552 - X1))) * (12.9311285 - X1))))) [likelihood params: Float32[]]"
4,26021,185.87613,218.14586,0.02088424,0.025632717,0.60899067,0.6568743,185.87613,150.94429,4.672,Inf,14,"sqrt(sqrt((82.34497 - ((6.2958684 - sin((2.5882022 - X1))) * (14.250752 - X1))))) [likelihood params: Float32[]]"
5,33221,184.92183,217.88057,0.01134121,0.011514489,0.7876619,0.8458643,184.92183,149.80072,3.904,Inf,14,"((74.964584 - ((7.0334806 - sin((2.1257133 - X1))) * (11.405095 - X1))) * 0.17933081) [likelihood params: Float32[]]"
6,40846,184.17958,223.94337,0.0039187195,0.0038352944,0.926631,0.94865984,184.17958,149.1787,3.624,Inf,19,"((78.64117 - ((5.0572557 - sin(((X1 * 0.9995908) - sin((6.544384 - X1))))) * (13.066041 - X1))) * 0.07076253) [likelihood params: Float32[]]"
7,48825,184.17747,224.07802,0.0038977328,0.0038086982,0.9270239,0.94901586,184.17747,149.17654,3.948,Inf,19,"((77.58104 - ((4.738465 - sin(((X1 * 0.9613939) - sin((6.513438 - X1))))) * (13.7831335 - X1))) * 0.07042648) [likelihood params: Float32[]]"
8,57053,184.02753,229.9208,0.0023982015,0.002391837,0.95509917,0.9679823,184.02753,149.06178,4.276,Inf,21,"((-47.95264 - ((3.9843264 - sin((0.36498863 - ((X1 * 1.1802244) - sin((5.9619975 - X1)))))) * (-13.680953 - X1))) * 0.08342812) [likelihood params: Float32[]]"
9,65083,184.00922,228.09703,0.002215078,0.0021986947,0.95852774,0.97056776,184.00922,149.04614,4.606,Inf,21,"((-46.49093 - ((5.5168667 - sin((0.39067197 - ((X1 * 1.3701152) - sin((5.952635 - X1)))))) * (-9.39331 - X1))) * 0.10197711) [likelihood params: Float32[]]"
10,74246,184.0076,227.83215,0.0021989818,0.0021754394,0.9588291,0.9708791,184.0076,149.04425,5.528,Inf,21,"((-35.85161 - ((5.361838 - sin((0.4218301 - ((X1 * 1.4530362) - sin((5.934591 - X1)))))) * (-7.575772 - X1))) * 0.11683428) [likelihood params: Float32[]]"
