-- NEO GP (NSGA2)--
SEED=-1
MAX_LEN=50
POPSIZE=500
TOURNAMENT_SIZE=2
INITIAL_DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
----------------------------------
gen,fevals,|bestfront|,bestloss,obj,nll,dl,func_compl,param_compl,FBF,MSE_train,MSE_test,R2_train,R2_test,size,expression
1,22681,9,80.77193,82.05102,80.77193,95.92642,9.656628,5.497864,82.05102,5.9160066,6.79382,0.74904835,0.19663924,6,"(7.6049533 + sqrt(abs((41.43454 * X1)))) NeoGP.GaussianLikelihood{Float32} Float32[2.4322844]"
2,42877,10,90.44197,81.96726,90.44197,98.27034,3.295837,4.5325346,81.96726,10.280367,14.51767,0.5639161,-0.7166964,3,"(1.9291062 * X2) NeoGP.GaussianLikelihood{Float32} Float32[3.2063015]"
3,66388,11,90.44197,81.96726,90.44197,98.27034,3.295837,4.5325346,81.96726,10.280367,14.51767,0.5639161,-0.7166964,3,"(1.9291062 * X2) NeoGP.GaussianLikelihood{Float32} Float32[3.2063015]"
4,90865,14,90.44197,81.96726,90.44197,98.27034,3.295837,4.5325346,81.96726,10.280367,14.51767,0.5639161,-0.7166964,3,"(1.9291062 * X2) NeoGP.GaussianLikelihood{Float32} Float32[3.2063015]"
5,115890,15,83.47583,79.81425,83.47583,93.75771,6.931472,3.3504126,79.81425,6.9044805,6.1171355,0.70711815,0.27665633,5,"sqrt(abs(sqrt(abs((44265.816 * X1))))) NeoGP.GaussianLikelihood{Float32} Float32[2.6276376]"
6,142411,15,83.47583,79.81425,83.47583,93.75771,6.931472,3.3504126,79.81425,6.9044805,6.1171355,0.70711815,0.27665633,5,"sqrt(abs(sqrt(abs((44265.816 * X1))))) NeoGP.GaussianLikelihood{Float32} Float32[2.6276376]"
7,168918,14,83.47583,79.81425,83.47583,93.75771,6.931472,3.3504126,79.81425,6.9044805,6.1171355,0.70711815,0.27665633,5,"sqrt(abs(sqrt(abs((44265.816 * X1))))) NeoGP.GaussianLikelihood{Float32} Float32[2.6276376]"
8,199098,12,83.47583,79.81425,83.47583,93.75771,6.931472,3.3504126,79.81425,6.9044805,6.1171355,0.70711815,0.27665633,5,"sqrt(abs(sqrt(abs((44265.816 * X1))))) NeoGP.GaussianLikelihood{Float32} Float32[2.6276376]"
9,230502,14,83.47583,79.81425,83.47583,93.75771,6.931472,3.3504126,79.81425,6.9044805,6.1171355,0.70711815,0.27665633,5,"sqrt(abs(sqrt(abs((44265.816 * X1))))) NeoGP.GaussianLikelihood{Float32} Float32[2.6276376]"
10,263198,15,83.47583,79.81425,83.47583,93.75771,6.931472,3.3504126,79.81425,6.9044805,6.1171355,0.70711815,0.27665633,5,"sqrt(abs(sqrt(abs((44265.816 * X1))))) NeoGP.GaussianLikelihood{Float32} Float32[2.6276376]"
