Complexity,Loss,Equation
1,143012.22,"1663.3529"
3,33897.58,"powabs(7.453683, x4)"
5,17415.094,"powabs(x4 + x4, x4)"
7,14393.948,"powabs(powabs(-1.6974418, x4), x4) - -253.62772"
9,14384.446,"(powabs(powabs(-1.6974418, x4), x4) - -253.62772) - 1.0864229"
10,7084.3096,"powabs(x4 * log(x4 + (x1 * x1)), x4)"
12,4867.7593,"(408.58057 - (x4 * x0)) + exp((x4 + -0.040665463) + x4)"
13,3819.609,"((exp(x1) * 46.484802) - (x4 * x0)) + exp(x4 + x4)"
15,3338.8755,"((exp(x1) * 46.484802) - (x4 * x0)) + (x5 + exp(x4 + x4))"
16,3233.4263,"(((7.453683 * exp(x1)) * exp(x1)) - (x4 * x0)) + exp(x4 + x4)"
18,2963.8774,"((((x4 + x4) * exp(x1)) * exp(x1)) - (x4 * x0)) + exp(x4 + x4)"
19,2678.4456,"(((exp(x1) * 372368.2) + (exp(x4 + ((x4 + x4) + x4)) + 287543.5)) * 0.0005885371) + -1607.2821"
21,2678.4426,"((((exp(x1) * 372368.2) - x4) + (exp(x4 + ((x4 + x4) + x4)) + 287543.5)) * 0.0005885371) + -1607.2821"
22,1750.3339,"(((exp(x4 + (x4 + x4)) + ((exp(x1) + exp(x1)) * 3206.8262)) - (x0 * 91.32244)) + -30634.28) * 0.023099275"
23,1388.7172,"(((exp(x4 + (x4 + (x4 + x4))) + ((exp(x1) + x1) * 287539.1)) - (x0 * 4232.4424)) * 0.0004528627) + -547.0656"
25,1388.6566,"(((exp(x4 + (x4 + (x4 + x4))) + (((x1 + exp(x1)) * 287539.1) - (4232.4424 * x0))) + -547.0656) * 0.0004528627) + -547.0656"
27,1388.5837,"((((exp(x4 + ((x4 + x4) + x4)) + (((exp(x1) + x1) * 287546.97) - (x0 * 4197.9673))) + x4) + x4) * 0.00045374132) + -552.96185"
28,1387.5609,"(((exp((x4 + (x4 + x4)) + x4) + ((exp(x1) + x1) * 287539.1)) - ((x0 * (4217.2627 + exp(x4))) + x4)) * 0.0004528627) + -547.0656"
29,1385.2133,"((((exp(x4 + (x4 + (x4 + x4))) + ((exp(x1) + x1) * 287539.4)) - (x0 * 3800.9146)) + (x4 + (x0 * x0))) * 0.000463347) + -621.5141"
31,1092.6838,"(((exp((x4 + x4) + (x4 + x4)) + ((((exp(x1) + x1) * 287539.4) - (x0 * 3800.9146)) + 3206.8262)) + ((287539.4 / x0) + x0)) * 0.000463347) + -621.5141"
35,1054.3569,"(((exp((x4 + x4) + (x4 + x4)) + (((exp(x1) + x1) * 288350.12) - ((x0 + 186.16937) * 3378.4697))) + (186.16937 / (x0 / (133.23053 + (3378.4697 + x4))))) * 0.00046568955) + -361.84885"
36,1043.0013,"((((exp(((x4 + x4) + x4) + x4) + ((exp(x1) + x1) * 288350.12)) - ((x0 + 186.16937) * 3378.4697)) + (x4 / (x0 / ((exp(x1) * 13845.012) + x0)))) * 0.00046568955) + -361.84885"
37,952.0023,"-361.84885 + ((((exp(((x4 + x4) + x4) + x4) + ((exp(x1) + x1) * 288350.12)) - ((x0 + 186.16937) * 3378.4697)) + (x4 / (((x1 * x0) + x4) / (288350.12 + 288350.12)))) * 0.00046568955)"
39,930.7014,"(((exp((x4 + x4) + (x4 + x4)) + (((exp(x1) + x1) * 288355.44) - (((x0 + 200.83469) + x4) * 3203.6033))) + ((x4 + (865051.5 / (x0 + 0.99101657))) + (3203.6033 + x1))) * 0.00046763496) + -369.21274"
40,930.5003,"(((exp((x4 + x4) + (x4 + x4)) + (((exp(x1) + x1) * 288355.44) - (((x0 + 200.83469) + x4) * 3203.6033))) + ((x4 + (865051.5 / (x0 + 0.99101657))) + exp(x4 + x4))) * 0.00046763496) + -369.21274"
42,930.49603,"(((exp(x4 + (x4 + (x4 + x4))) + (((exp(x1) + x1) * 288355.44) - (((x0 + 200.83469) + x4) * 3203.6033))) + (((x0 + (865051.5 / (x0 + 0.99101657))) + 48.758286) + exp(x4 + x4))) * 0.00046763496) + -369.21274"
43,909.19147,"((((exp(x4 + (x4 + (x4 + x4))) + ((exp(x1) + x1) * 288354.47)) - ((x0 + 205.8763) * 3136.5864)) + (x4 / ((((x0 + (x4 + 9.745424)) + -13.870831) + x1) / ((x1 * 3383.835) + 288725.06)))) * 0.00046729774) + -376.1263"
49,904.97437,"((((exp(((x4 + x4) + x4) + x4) + (((x1 + exp(x1)) * 287878.9) - (((x0 + 467.64645) + x1) * 3110.9346))) + (x1 + x4)) + ((((x0 + ((x4 + x4) + x4)) + x1) + 4.6408496) + (1.1189081e6 / (x0 + 1.5399768)))) * 0.00046777594) + x4"
