gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,0.34904763,0.13535887,0.20187467,0.36034906,0.36034906,0.21876717,0.0929155,0.19431871,0.57213956,0.6955392,64.27189,30.16985,44.559685,65.41902,65.41902,69.50333,46.439526,50.08387,70.65046,70.65046,3.295837,3.295837,3.295837,5.5451775,14.334076,1.9356005,1.9355907,1.9355981,1.9356031,4.3152237,3,3,3,5,8,6.028,5.74,5.82,6.292,6.368
2,0.35224307,0.0891743,0.13535887,0.36182916,0.36182916,0.21312222,0.0929155,0.18235147,0.6955392,0.82488364,64.59996,15.145735,30.16985,65.56659,65.56659,66.53556,37.83346,46.439526,67.50219,67.50219,0.0,0.0,0.0,14.334076,14.4849415,1.9356006,1.9356003,1.9356006,4.323232,6.736501,1,1,1,8,9,5.182,4.674,4.688,5.518,5.572
3,0.35224307,0.0891743,0.13282031,0.36182916,0.36182916,0.21312222,0.0929155,0.18235147,0.6955392,0.82488364,64.59996,15.145735,29.488283,65.56659,65.56659,66.53556,37.83346,45.04382,67.50219,67.50219,0.0,0.0,0.0,14.334076,14.4849415,1.9356006,1.9356003,1.9356006,4.804981,6.736501,1,1,1,8,9,4.306,3.704,3.846,4.706,4.766
4,0.35224307,0.08917432,0.095166385,0.36182916,0.36182916,0.21312222,0.0929155,0.099242136,0.5518228,0.82488364,64.59996,15.145737,17.48695,65.56659,65.56659,66.53556,25.835281,32.331383,67.50219,67.50219,0.0,0.0,0.0,14.4849415,19.4591,1.9356006,1.9356003,1.9356005,7.1739926,7.197665,1,1,1,9,10,3.754,3.24,3.3,4.238,4.256
5,0.20403665,0.08917432,0.09748762,0.36182916,0.36182916,0.21312222,0.0929155,0.09389348,0.5105361,0.5105361,44.94317,15.145737,18.354504,65.56659,65.56659,60.483585,25.835281,25.835281,67.50219,67.50219,5.5451775,0.0,0.0,14.334076,14.334076,1.9356006,1.9356003,1.9356005,5.269074,5.379874,4,1,1,8,8,3.46,2.686,2.994,4.002,4.066
6,0.20271018,0.08917432,0.09181575,0.36182916,0.36182916,0.21312222,0.09064171,0.0929155,0.3327095,0.5105361,44.708366,15.145737,16.196602,65.56659,65.56659,58.984726,25.835281,25.835281,67.50219,67.50219,5.5451775,0.0,0.0,14.334076,14.334076,1.9356006,1.9356003,1.9356004,5.379874,6.0921745,4,1,1,8,8,3.206,2.4,2.79,3.88,3.914
7,0.19936833,0.08917432,0.09516639,0.35224307,0.35224307,0.19395003,0.09064171,0.0929155,0.33270642,0.40874738,44.10993,15.145737,17.48695,64.59996,64.59996,58.49137,25.835281,25.835281,66.53556,67.12218,8.04719,0.0,0.0,14.334076,15.567281,4.323143,1.9356003,1.9356005,5.379874,6.0921745,5,1,1,8,8,2.914,2.122,2.448,3.912,3.958
8,0.19917198,0.09181575,0.09748762,0.26444703,0.35224307,0.104723476,0.08917443,0.090641774,0.3292669,0.40874738,44.07446,16.196602,18.354504,54.279457,64.59996,57.95916,25.835281,25.835281,66.53556,66.53556,8.04719,0.0,5.5451775,15.567281,16.125835,4.503048,1.9356003,1.9356004,5.871469,6.0921187,5,1,4,8,9,2.686,1.954,2.026,3.688,3.768
9,0.19729072,0.09181575,0.0951664,0.20403665,0.2326418,0.10472327,0.09064171,0.09088182,0.32926536,0.3292669,43.73281,16.196602,17.486956,44.94317,49.666386,56.653606,25.835281,25.835281,62.8595,65.05043,8.04719,0.0,5.5451775,14.334076,16.125835,4.7869945,1.9356003,1.9356004,5.1474276,5.194723,5,1,4,8,9,2.186,1.574,1.672,3.328,3.336
10,0.19729072,0.09181575,0.0951664,0.20403665,0.2326418,0.10472333,0.09064171,0.0929155,0.3292669,0.3292675,43.732807,16.196602,17.486956,44.94317,49.666386,56.6536,25.835281,25.835281,62.8595,65.05043,8.04719,0.0,5.5451775,14.334076,16.125835,4.7869945,1.9356003,1.9356004,5.0010176,5.1474276,5,1,4,8,9,1.648,1.196,1.304,2.628,2.96
