id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(((t0 * (Abs(Sin(Sin((Abs(x1) ^ t1)))) ^ Sqrt(Abs(((Abs(x3) ^ x4) - t2))))) * ((x5 + Exp(Sqrt(Abs(Sqrt(Abs(((t3 - x3) - x0))))))) - x0)) + t4),8.732219132037017e-2;-0.5322397034755878;0.3923178915535527;0.6587055177753345;5.257344194692414e-2,29,5.171060403146896e-5,4.752044242972939e-5,0.7724991189904622,0.6876399552278305
