id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Abs((((x0 / t0) + t1) / x1)) ^ (Sin(((((x0 / t2) + x1) + t3) / x1)) / t4)),1.5114579347286203;1.7141690221514165;-186.69916463852803;-12.096090821663513;3.166543869049214,20,4.7336827911197556e-4,7.697489607709428e-4,0.986270311634962,0.9223321051776159
