id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(t0 + (Sin(Sin((Log(Log(x0)) - t1))) * ((((t2 / x1) - t3) / x1) / x1))),0.599419180371475;-1.8423873976537288;-199.08534782882808;-55.88212528318869,19,6.32910167413172e-4,5.009284434647182e-4,0.9816429200157889,0.949456173839336
