id,Expression,theta,size,MSE_train,MSE_val,MSE_test,R2_train,R2_val,R2_test,nll_train,nll_val,nll_test,mdl_train,mdl_val,mdl_test
0,2944.4366971952422,2944.4366971952422,1,527026.4024645292,518477.31955667766,534540.7884299604,0.0,-1.7374890608206073e-3,-1.1608418645270291e-4,527026.4024645292,518477.31955667766,534540.7884299604,527026.4024645292,518477.31955667766,534540.7884299604
1,(x2 + 2814.5644357812985),2814.5644357812985,3,517094.7512496707,508587.43497527856,527651.4294100285,1.8844693868115825e-2,1.73705177390584e-2,1.277378112355776e-2,517094.7512496707,508587.43497527856,527651.4294100285,517098.0470865367,508590.7308121446,527654.7252468945
2,(Sqrt(Abs(x2)) * 258.5488694976055),258.5488694976055,5,515095.5442713574,507627.26165329997,553592.7570299391,2.2638065450572453e-2,1.9225645391400925e-2,-3.576197060836517e-2,515095.5442713574,507627.26165329997,553592.7570299391,515101.0894488019,507632.80683074443,553598.3022073836
3,((x0 * -1156.0570353391358) - -3310.6950071900856),-1156.0570353391358;-3310.6950071900856,5,237756.05608384885,260471.82180699566,245056.72737274485,0.548872589737379,0.4967486929396644,0.5415033241832965,237756.05608384885,260471.82180699566,245056.72737274485,237762.98755565446,260478.75327880128,245063.65884455046
4,(x7 - (-3309.8268753219804 - (x0 * -1155.8903252719488))),-3309.8268753219804;-1155.8903252719488,7,237699.28043256034,260405.78672605785,244993.30596188176,0.5489803180238995,0.4968762777223992,0.541621984488476,237699.28043256034,260405.78672605785,244993.30596188176,237710.54649794736,260417.05279144488,245004.5720272688
5,(3841.5507681796607 - ((Exp(x0) * 664.9826773102759) - x2)),3841.5507681796607;664.9826773102759,8,234506.01160227312,255180.59364555322,242727.60693484123,0.5550393481130079,0.5069717468950878,0.5458610661224975,234506.01160227312,255180.59364555322,242727.60693484123,234520.34567802696,255194.92772130706,242741.94101059507
6,((x2 + 3003.9990637786987) - ((x7 * -198.8059865258172) - (x0 * -1109.533589734904))),3003.9990637786987;-198.8059865258172;-1109.533589734904,11,228793.11221837706,247548.29917215824,235483.49119025376,0.565879221328431,0.5217179184500726,0.5594146748062239,228793.11221837706,247548.29917215824,235483.49119025376,228814.51723001667,247569.70418379785,235504.89620189337
7,(x7 - (-3125.4791636708187 - (((x2 - x6) * x3) - (x0 * 1109.5967136574259)))),-3125.4791636708187;1109.5967136574259,13,235402.29132718022,239341.56207110727,239705.3297431438,0.5533387127734579,0.5375739567123026,0.5515156917295806,235402.29132718022,239341.56207110727,239705.3297431438,235429.32406722207,239368.59481114912,239732.36248318566
8,((x0 * -1084.8112212817787) - (-3161.480975756531 - (((x2 + x1) * x3) - (194.16226904324765 * x4)))),-1084.8112212817787;-3161.480975756531;194.16226904324765,15,228560.69289909294,232869.91503303355,234875.88310599938,0.5663202226107146,0.5500776694292852,0.5605514984707554,228560.69289909294,232869.91503303355,234875.88310599938,228593.65126775298,232902.8734016936,234908.84147465942
9,(3026.85423315531 - ((((-56.340471321173126 - x2) * x7) + (x0 * 1051.848094978178)) - (((x2 - x6) * x3) - (186.79374343147563 * x4)))),3026.85423315531;-56.340471321173126;1051.848094978178;186.79374343147563,21,222252.9492236201,223851.7073973243,227884.6318058824,0.5782887760759224,0.5675015302850481,0.5736320023821095,222252.9492236201,223851.7073973243,227884.6318058824,222301.30351057297,223900.06168427717,227932.9860928353
10,(2868.0672918752693 - (((x7 * -181.9032655252053) - ((x7 - x6) + ((x3 + x2) + (x0 * -1040.5428324308584)))) - (((x2 + x1) * x3) - (196.6328307175047 * x4)))),2868.0672918752693;-181.9032655252053;-1040.5428324308584;196.6328307175047,27,222956.6639811135,222582.72785983747,228864.9248209988,0.5769535208511317,0.5699532949574904,0.5717978919964211,222956.6639811135,222582.72785983747,228864.9248209988,223021.40715347906,222647.47103220303,228929.66799336436
11,(2889.160864657848 - ((((-57.12084257469292 - x2) * x7) - ((x7 - x6) + ((x3 + x2) + (x0 * -1038.037063477005)))) - (((x2 - x6) * x3) - (184.7952388054671 * x4)))),2889.160864657848;-57.12084257469292;-1038.037063477005;184.7952388054671,29,222844.33034514022,222337.31130725532,229810.86146254253,0.5771666669771094,0.5704274583430129,0.5700280617602516,222844.33034514022,222337.31130725532,229810.86146254253,222911.10531283705,222404.08627495216,229877.63643023936
12,(954.2686291585916 - (((-954.3132344282454 + (((-53.85527401491248 - x2) * x7) + -954.4325729875787)) - ((x7 - x6) + ((x3 + x2) + (x0 * -1030.9818171505708)))) - (((x2 + x1) * x3) - (195.29194792556578 * x4)))),954.2686291585916;-954.3132344282454;-53.85527401491248;-954.4325729875787;-1030.9818171505708;195.29194792556578,33,224033.02182469232,221362.22610931954,230679.71197579248,0.5749111984199491,0.5723113968702289,0.5684024582668171,224033.02182469232,221362.22610931954,230679.71197579248,224112.15236869466,221441.35665332188,230758.84251979482
13,(2854.3279878201183 - (((x0 - (Sin(x6) - (((-251.77029150046823 - x2) * x7) + (197.0781058022856 * (x7 - (Abs(x4) ^ x0)))))) - (x0 * -935.5407751035824)) - (((x2 - x6) * x3) - (252.9111436852506 * x4)))),2854.3279878201183;-251.77029150046823;197.0781058022856;-935.5407751035824;252.9111436852506,35,220231.8707073083,220362.40512086608,226375.93610073326,0.5821236475488897,0.5742431268200368,0.5764547445816235,220231.8707073083,220362.40512086608,226375.93610073326,220316.35753340108,220446.89194695887,226460.42292682605
14,(2706.146789470711 - (((((-262.5316010353933 - x2) * x7) + (207.57372326035178 * (x7 - (Abs(x4) ^ x0)))) - ((x7 - x6) + ((x3 + x2) + (x0 * -915.7953056812584)))) - (((x2 + x8) * x3) - (254.71957472202382 * x4)))),2706.146789470711;-262.5316010353933;207.57372326035178;-915.7953056812584;254.71957472202382,38,220464.40467396152,218817.3727356609,228380.74710937217,0.5816824287303147,0.5772282465228551,0.5727037796807353,220464.40467396152,218817.3727356609,228380.74710937217,220556.34622000367,218909.31428170306,228472.68865541433
15,(1341.4942226516996 - (((-1341.4042021891214 + (((-257.4638960898915 - x2) * x7) + (204.37509346452654 * (x7 - (Abs(x4) ^ x0))))) - ((x3 - x6) + ((x3 + x2) + (x0 * -911.2615656503574)))) - (((x2 + x1) * x3) - (264.41178925139747 * x4)))),1341.4942226516996;-1341.4042021891214;-257.4638960898915;204.37509346452654;-911.2615656503574;264.41178925139747,40,221944.4863093103,217945.11479910792,229445.91367213524,0.5788740653761687,0.5789135149853657,0.5707108724324674,221944.4863093103,217945.11479910792,229445.91367213524,222041.39766865203,218042.02615844965,229542.82503147697
16,(2683.673511577067 - (((x6 - (x3 - (((-255.5800068297824 - x2) * x7) + (203.47293213602808 * (x7 - (Abs(x4) ^ x0)))))) - ((x7 - x6) + ((x3 + x2) + (x0 * -911.6671622581872)))) - (((x2 + x1) * x3) - (263.8759459563211 * x4)))),2683.673511577067;-255.5800068297824;203.47293213602808;-911.6671622581872;263.8759459563211,42,221941.53532783472,217936.12379123297,229433.2740967923,0.5788796646809886,0.5789308862942216,0.5707345208478387,221941.53532783472,217936.12379123297,229433.2740967923,222043.416500476,218038.00496387426,229535.1552694336
17,(2660.4443496433896 - (((x0 - (Sin((-164.70529154434183 + x8)) - (((-255.83948516208784 - x2) * x7) + (195.52148326671445 * (x7 - (Abs(x4) ^ x0)))))) - (x1 + ((x3 + x2) + (x0 * -914.5633416448563)))) - (((x2 + x1) * x3) - (256.62157956899176 * x4)))),2660.4443496433896;-164.70529154434183;-255.83948516208784;195.52148326671445;-914.5633416448563;256.62157956899176,43,221713.5327399174,217935.96028296443,229141.21319892997,0.5793122854886961,0.5789312022045926,0.5712809614709613,221713.5327399174,217935.96028296443,229141.21319892997,221821.26061293078,218043.6881559778,229248.94107194335
18,(2682.8981176101065 - (((x0 - (Exp((x8 * x4)) - (((-256.18364234995323 - x2) * x7) + (205.61539959543668 * (x7 - (Abs(x4) ^ x0)))))) - ((x7 - x6) + ((x3 + x2) + (x0 * -909.2503499677457)))) - (((x2 + x1) * x3) - (272.9007797210509 * x4)))),2682.8981176101065;-256.18364234995323;205.61539959543668;-909.2503499677457;272.9007797210509,45,221460.8657718464,217662.19787822914,229295.3150858787,0.5797917054321551,0.5794601319254785,0.5709926396458045,221460.8657718464,217662.19787822914,229295.3150858787,221576.98429434947,217778.3164007322,229411.43360838178
19,(2680.3941701126555 - (((x0 - (((26.85946749992224 * x5) - x8) - (((-253.15068437022353 - x2) * x7) + (197.92683205801313 * (x7 - (Abs(x4) ^ x0)))))) - ((x7 - x6) + ((x3 + x2) + (x0 * -916.2284539089034)))) - (((x2 + x1) * x3) - (262.50651665447407 * x4)))),2680.3941701126555;26.85946749992224;-253.15068437022353;197.92683205801313;-916.2284539089034;262.50651665447407,46,221663.80589149703,217518.268412811,230044.75856069024,0.5794066391077706,0.5797382145644898,0.5695904445475611,221663.80589149703,217518.268412811,230044.75856069024,221782.56347132972,217637.0259926437,230163.51614052293
20,(2687.7292893658328 - (((x0 - (Sin((-1067.7885226873334 * (x5 + x8))) - (((-251.63939303953737 - x2) * x7) + (214.95147913230176 * (x7 - (Abs(x4) ^ x0)))))) - ((x7 - x6) + ((x3 + x2) + (x0 * -900.0850462272724)))) - (((x2 + x1) * x3) - (273.62935351605296 * x4)))),2687.7292893658328;-1067.7885226873334;-251.63939303953737;214.95147913230176;-900.0850462272724;273.62935351605296,47,221890.81476179571,218014.8642482926,229833.12612664673,0.5789759038177793,0.5787787537615781,0.5699864049790263,221890.81476179571,218014.8642482926,229833.12612664673,222015.38507104642,218139.4345575433,229957.69643589744
