gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,0.00012340628,0.00010791617,0.00010796678,0.00021980783,0.00022393475,0.00014535144,0.00010097469,0.00010199751,0.00016413239,0.00017128987,53.640625,-549.3506,-547.3804,3806.3086,3966.96,85.19777,-525.0104,-512.1873,3834.065,3986.6375,16.125835,6.931472,6.931472,30.761145,39.143948,11.402404,7.036338,8.481653,15.43614,16.193754,9,5,5,14,17,6.028,5.65,5.742,6.34,6.416
2,0.000114666094,0.000107565196,0.00010796658,0.0002089462,0.00020911607,0.00015121886,0.00010143292,0.000103069724,0.00016412571,0.00017164131,-286.59277,-563.0127,-547.3877,3383.4937,3390.106,-251.84528,-527.0371,-520.16315,3401.904,3451.2393,16.09438,6.931472,6.931472,31.191624,39.55004,11.081945,6.197727,7.873947,15.431303,16.29689,9,5,5,14,17,5.686,5.242,5.322,6.034,6.222
3,0.00011334792,0.0001074473,0.00010791617,0.00013550118,0.00017324946,0.00015224809,0.00010176473,0.000103069724,0.00016412754,0.00016890341,-337.90625,-567.60254,-549.3506,524.46436,1993.9092,-319.81308,-534.8518,-520.16315,553.2822,2028.237,16.125835,6.931472,9.656628,31.134562,36.841362,11.303953,6.197727,8.317587,15.980324,19.388542,9,5,6,15,16,5.526,4.836,4.988,6.058,6.264
4,0.000111109235,0.0001071974,0.000107648106,0.00013141152,0.00014330828,0.0001534374,0.00010061299,0.00010199751,0.00016412447,0.0001641691,-425.05225,-577.33057,-559.78516,365.26416,828.375,-386.7663,-544.7345,-525.0104,402.72998,851.23944,17.513191,6.931472,9.656628,32.95837,47.827156,11.099662,6.2000732,8.157348,16.29689,19.548233,9,5,6,16,20,5.584,4.518,4.72,6.102,6.394
5,0.000110690984,0.00010662511,0.00010717689,0.00012755285,0.00014330828,0.0001545925,0.00010045325,0.00010193725,0.00016412447,0.00016890343,-441.3335,-599.6079,-578.1284,215.05566,828.375,-416.91614,-550.60693,-544.7345,248.60785,851.23944,19.4591,9.656628,9.656628,35.350506,47.827156,11.476471,7.0227137,8.74029,17.72475,21.023352,10,6,6,16,20,5.614,4.428,4.66,6.462,6.68
6,0.00010894737,9.5611584e-5,0.0001068814,0.0001191791,0.00012755285,0.0001545925,9.846689e-5,0.00010113581,0.00016412268,0.00016418129,-509.208,-1028.3369,-589.63135,-110.9126,215.05566,-477.1921,-982.7068,-548.5912,-63.44751,248.60785,19.4591,9.656628,9.656628,45.747715,48.354286,12.35908,7.355792,8.319193,20.727959,27.980934,11,6,6,20,22,5.98,4.45,4.72,7.068,7.504
7,0.000108820765,9.322281e-5,0.00010370848,0.00011917898,0.00012755283,0.00015475285,0.000100452984,0.00010193725,0.00016392459,0.00016418129,-514.1367,-1121.3257,-713.145,-110.91748,215.05518,-488.18942,-1063.2833,-665.22125,-52.92514,258.36768,23.350922,9.656628,9.656628,46.0517,50.536167,12.484682,7.6559696,8.441366,20.727959,23.258686,12,6,6,21,22,6.492,4.438,4.884,8.102,8.62
8,0.00010796656,9.1209484e-5,9.481732e-5,0.00011859541,0.00012553022,0.00015389675,0.000100452984,0.00010155326,0.00016251081,0.00016389451,-547.3887,-1199.6995,-1059.2554,-133.63428,136.31982,-519.1138,-1135.1177,-1021.3384,-100.26823,154.0925,23.350922,9.656628,12.542316,46.0517,48.354286,13.467204,7.8111906,9.245699,22.091223,27.312737,12,6,7,21,23,6.942,4.828,5.198,9.024,9.656
9,0.00010766538,9.084535e-5,9.283646e-5,0.00011728786,0.000119178956,0.0001536111,9.8002165e-5,0.00010074416,0.00016017226,0.00016389451,-559.1128,-1213.8743,-1136.3652,-184.53418,-110.91846,-524.68335,-1176.286,-1093.1638,-143.96278,-84.01337,24.953299,9.656628,12.875504,46.141716,55.151592,13.916166,7.8111906,9.499628,25.376244,30.235409,13,6,8,22,23,8.07,5.212,5.636,10.574,11.14
10,0.00010737336,8.949757e-5,9.084535e-5,0.00011728786,0.000119178956,0.00015098632,9.790293e-5,0.000100568366,0.00015961337,0.00016325015,-570.48047,-1266.3398,-1213.8743,-184.53418,-110.91846,-531.44415,-1198.6251,-1148.4918,-143.96278,-84.01337,27.03274,9.656628,14.334076,57.56463,66.77497,14.785085,9.521673,10.060618,27.312737,32.87302,13,6,8,25,29,8.992,5.72,6.426,12.014,13.018
