gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,0.6925024,0.67154276,0.67154276,0.73132986,0.73133,0.7107504,0.6326897,0.6326939,0.7518935,0.7518942,206.28119,202.49506,202.49506,210.83636,210.83636,213.52213,209.72443,209.72452,218.06526,219.6209,3.295837,3.295837,3.295837,5.5451775,5.5451775,3.933601,3.2393675,3.7293923,3.9451675,3.9451995,3,3,3,4,4,6.012,5.726,5.786,6.312,6.338
2,0.6925024,0.59839857,0.6116439,0.7313298,0.73132986,0.7107504,0.5428726,0.54479086,0.75189376,0.7518942,206.28119,194.08563,195.91373,210.83636,210.83636,213.52142,206.28802,208.08798,218.06525,218.06525,3.295837,3.295837,3.295837,8.04719,9.656628,3.9336274,3.2519054,3.9327512,4.1551437,4.1551976,3,3,3,5,6,5.194,4.54,4.886,5.462,5.502
3,0.671543,0.530909,0.5715346,0.7313298,0.73132986,0.7090996,0.5312392,0.5428726,0.7518935,0.75189376,202.49509,182.99113,189.11108,210.83636,210.83636,212.7584,206.28802,207.03162,218.06522,218.06522,3.295837,3.295837,3.295837,19.4591,21.405012,3.9336293,2.356264,3.9321704,4.3887405,4.6524487,3,3,3,10,11,4.084,3.508,3.764,4.59,4.596
4,0.6715428,0.53166926,0.5715346,0.73132986,0.73132986,0.67245156,0.5312417,0.5428726,0.75189483,0.7518954,202.49507,183.10991,189.11108,210.83636,210.83636,209.72453,201.47847,206.288,218.06506,218.06517,5.5451775,3.295837,3.295837,14.334076,15.567281,3.9336274,2.356264,2.3562646,4.2345166,4.3887405,4,3,3,8,8,3.1,2.628,2.852,3.372,3.648
5,0.6528599,0.53087974,0.5345444,0.7313298,0.73132986,0.6326929,0.5312417,0.5351954,0.7518948,0.7518954,201.35895,182.98656,183.55754,210.83636,210.83636,209.72432,198.54924,203.07292,218.06496,218.06517,8.04719,3.295837,3.295837,17.513191,19.4591,3.9450953,2.3562646,3.8928778,4.3887405,4.460977,5,3,3,9,10,2.414,2.13,2.236,2.796,2.81
6,0.6528599,0.53090906,0.5345446,0.7313298,0.7313298,0.6326929,0.5312417,0.5351954,0.75189483,0.7518954,201.35895,182.99113,183.55757,210.83636,210.83636,209.72415,198.54924,199.4141,218.06438,218.06496,8.04719,3.295837,3.295837,14.334076,14.334076,3.944367,2.3562646,2.3826497,4.3887405,5.5372624,5,3,3,8,8,2.07,1.82,1.886,2.608,2.614
7,0.6116439,0.48677182,0.53090906,0.7313298,0.7313298,0.6326929,0.47208735,0.5351954,0.7518955,0.7853991,195.91373,176.8461,182.99113,210.83636,210.83636,209.72397,192.87032,198.54921,218.06438,218.06496,8.04719,3.295837,3.295837,14.334076,16.125835,3.9658108,2.3562644,3.1657953,4.758155,5.5372624,5,3,3,8,9,2.098,1.764,1.8,2.572,2.572
8,0.59839857,0.44255126,0.48677182,0.7313298,0.7313298,0.6326929,0.47208735,0.53124446,0.7518955,0.7853991,194.08563,168.89362,176.8461,210.83636,210.83636,209.72382,190.1624,197.7426,218.06438,218.06496,8.04719,3.295837,3.295837,16.125835,16.125835,4.1532593,2.3562644,3.8928778,5.5372624,5.6559076,5,3,3,9,9,2.084,1.77,1.796,2.548,2.75
9,0.59839857,0.44255126,0.48677182,0.7146185,0.73132986,0.6432388,0.47208735,0.53124446,0.7518955,0.7853991,194.08563,168.89362,176.8461,208.90619,210.83636,207.64893,190.1624,197.7426,216.80763,218.0635,8.04719,3.295837,3.295837,16.125835,16.125835,4.155162,2.3562644,2.3562646,4.9194393,5.6559076,5,3,3,9,9,2.216,1.776,1.896,2.872,2.938
10,0.59452426,0.44255126,0.48677176,0.7146185,0.73132986,0.6432388,0.47208735,0.53124446,0.7853991,0.7941966,193.54326,168.89362,176.84608,208.90619,210.83636,205.82924,189.8336,192.87032,216.80763,218.0635,8.04719,3.295837,3.295837,16.125835,16.125835,4.155162,2.3562644,2.3562646,4.9194393,5.6559076,5,3,3,9,9,2.314,1.752,1.908,2.958,3.118
11,0.5835959,0.44255126,0.48677176,0.7146185,0.7313298,0.6326907,0.47208735,0.53124446,0.7518955,0.7853991,191.99411,168.89362,176.84608,208.90619,210.83636,204.18626,189.8336,192.87032,216.80763,218.05554,9.704061,3.295837,3.295837,16.125835,16.125835,4.1794977,2.3562644,2.3562646,5.6559076,5.871443,6,3,3,9,9,2.51,1.892,1.952,3.12,3.38
12,0.5470619,0.44255126,0.48677173,0.694608,0.7146185,0.6432388,0.47208735,0.53124446,0.7518935,0.7518936,185.47876,168.89362,176.84607,206.5347,208.90619,201.18471,189.8336,191.14767,215.8606,216.80763,10.750557,3.295837,3.295837,16.125835,17.917595,4.241135,2.3562644,3.908153,5.871443,5.9644775,6,3,3,9,10,2.608,2.026,2.15,3.33,3.382
13,0.5470619,0.44255126,0.48677173,0.694608,0.7146185,0.6432388,0.47208735,0.53124183,0.7518935,0.7518936,185.47876,168.89362,176.84607,206.5347,208.90619,201.18471,185.95111,191.14767,215.8606,216.80763,10.750557,3.295837,3.295837,17.917595,19.4591,4.241135,2.3562644,3.9081516,5.871443,5.9644775,6,3,3,10,10,2.696,2.284,2.322,3.45,3.512
14,0.5470619,0.44255126,0.48677173,0.6715431,0.694608,0.6242954,0.47208735,0.53124183,0.7518935,0.7518935,185.47876,168.89362,176.84607,202.51202,206.5347,201.18471,185.95111,191.14722,214.43614,215.8606,10.750557,3.295837,3.295837,17.917595,19.4591,4.35007,2.3562646,3.908153,5.871443,5.9644775,6,3,3,10,10,2.876,2.472,2.532,3.46,3.644
15,0.5470619,0.44255126,0.48677173,0.6715431,0.694608,0.622864,0.47208735,0.53124183,0.7518935,0.7518935,185.47876,168.89362,176.84607,202.51202,206.5347,201.18471,185.95111,191.14722,214.43614,215.8606,10.750557,3.295837,3.295837,17.917595,19.4591,4.35007,2.3562646,3.908153,5.8711987,5.9644775,6,3,3,10,10,3.066,2.544,2.638,3.596,3.688
16,0.5470619,0.44255126,0.48677173,0.6715431,0.694608,0.622864,0.47208735,0.53124183,0.7518931,0.7518935,185.47876,168.89362,176.84607,202.51782,206.5347,201.18471,185.95111,191.14722,214.43614,215.8606,10.750557,3.295837,3.295837,17.917595,19.4591,4.35007,2.3562646,3.9081516,5.8711987,5.9644775,6,3,3,10,10,3.104,2.746,2.812,3.492,3.57
