id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Sin((t0 * (Sin(Sin(((t1 * Log(Exp(x1))) + (x1 * x0)))) + (((x3 + t2) / t3) / (t4 - Exp(((Abs(t5) ^ x4) + x0))))))) * Sqrt(Abs((Sin(Sqrt(Abs(Sin(Exp(x1))))) + t6)))),-1.6291370179588198;0.6785814889685419;3.100313116139376;4.374042051263015;-0.32030300760019104;-0.7641735000297321;1.3582232939686274,38,0.18907390471344818,0.22435889784325058,0.8123429517638487,0.7714987205182666
