id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,Log((Abs(t0) ^ (Sin((((x1 * t1) - t2) + (Abs((((((x2 / t3) * x2) + Sin(Sin(t4))) * t5) + x0)) ^ t6))) / Exp((Abs(((Log(Exp((Abs((t7 - t8)) ^ (x3 - (t9 - t10))))) + Exp(Exp(x0))) + x1)) ^ (t11 + x0)))))),0.1713836010780575;1.271854749734991;0.7344875986711069;2.8425578990334746;1.383779505074298;0.2575884219505994;1.1967033505899265;-0.9239546123266558;1.1719794319939325;1.465375799937094;0.2505727923126168;-2.028895954405997,48,0.16236772494961543,0.18899809562407158,0.8413763161605281,0.8009300616606355
