id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Abs((Sqrt(Abs((Log(Exp((Abs(Sqrt(Abs(t0))) ^ Sqrt(Abs(x0))))) - (Abs((x52 / x12)) ^ t1)))) + ((x30 - x34) + Exp(((x16 - x15) + t2))))) ^ Sqrt(Abs(t3))),-3.9592173793304797;-5.672924133625765;-0.5670291292550083;3.6394157364538396e-2,28,7.409919682223096e-2,9.347868359455977e-2,0.3470762547852788,0.33244021354403186
