id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,Exp(((Exp((Log(Sqrt(Abs(((x11 * Sin(((t0 / x48) * x15))) + (t1 - x46))))) * ((x48 + x54) / x46))) + (t2 / x48)) / Log(x34))),-58.251259889929464;296.7398013066479;-814.2026510085636,29,3.614138421156944e-2,4.6772997098153066e-2,0.6815408405400899,0.6659797640050868
