gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,size_median,size_p5,size_p10,size_p90,size_p95
1,0.019156786,0.007853541,0.012176999,0.035086866,0.035086866,0.033794787,0.008984137,0.017744517,0.04023793,0.04023793,1164.67,186.8807,560.8823,2542.7046,2542.7046,1207.0319,246.28012,602.9143,2570.3882,2570.3882,16,6,9,23,23
2,0.019017085,0.00784614,0.007853541,0.03413875,0.03413875,0.033794787,0.0072300537,0.00892084,0.040105812,0.040105812,1152.5853,186.24057,186.8807,2460.6877,2460.6877,1187.7358,238.89954,246.28012,2497.9438,2497.9438,16,8,11,29,29
3,0.0142675545,0.0038382492,0.00784614,0.024201773,0.024201773,0.014813898,0.0046274653,0.0072300537,0.03449758,0.03449758,741.7262,-160.4628,186.24057,1601.0876,1601.0876,782.86945,-111.77602,238.89954,1633.7664,1633.7664,18,14,14,27,27
4,0.010773276,0.0036607105,0.0038382483,0.01655315,0.01655315,0.014739605,0.0036129984,0.0046274643,0.020466669,0.020466669,439.45297,-175.8208,-160.46286,939.44214,939.44214,538.30255,-133.56467,-117.804306,1013.6388,1013.6388,19,12,14,32,32
5,0.00784614,0.002846969,0.0035446463,0.0153677035,0.0153677035,0.007372207,0.0026870812,0.0029383798,0.016935555,0.016935555,186.24057,-246.21365,-185.86096,836.8948,836.8948,238.89954,-178.9136,-117.804306,877.5993,877.5993,21,14,15,34,34
6,0.0057031964,0.0015383571,0.00166336,0.014697448,0.014697448,0.0072300537,0.0015334149,0.0015446598,0.01637483,0.01637483,0.86483765,-359.41537,-348.602,778.9143,778.9143,114.29958,-247.26897,-243.18994,836.7369,836.7369,22,19,19,36,36
7,0.0038382467,0.0014481968,0.00166336,0.009620659,0.009620659,0.0046274643,0.0014329208,0.0015334149,0.0102521265,0.0102521265,-160.46298,-367.21472,-348.602,339.7457,339.7457,-70.78484,-250.48544,-247.26897,405.65637,405.65637,32,16,19,42,42
8,0.0025430722,0.0013301756,0.0014765229,0.006983695,0.006983695,0.0036600777,0.0013543394,0.0015334149,0.011248341,0.011248341,-272.50232,-377.42416,-364.76434,111.63461,111.63461,-162.0309,-247.26897,-229.20525,174.50754,174.50754,36,16,26,67,67
9,0.0016030825,0.0013118319,0.0013301756,0.006983695,0.006983695,0.0015428732,0.0012881813,0.0013543394,0.006472491,0.006472491,-353.81628,-379.011,-377.42416,111.63461,111.63461,-185.87164,-273.82648,-254.31094,174.50754,174.50754,40,26,26,72,72
10,0.0015170422,0.0013118319,0.0013301756,0.006983695,0.006983695,0.0015417691,0.0012881813,0.0013543394,0.006472491,0.006472491,-361.25922,-379.011,-377.42416,111.63461,111.63461,-157.30273,-254.31094,-229.20525,174.50754,174.50754,67,26,31,74,74
11,0.0014555352,0.0013117638,0.0013218517,0.0038382462,0.0038382462,0.0014728326,0.0012881397,0.0013517503,0.0046274653,0.0046274653,-366.5799,-379.01688,-378.14423,-160.46304,-160.46304,-196.99638,-278.60052,-264.99625,-50.97799,-50.97799,58,23,33,74,74
12,0.0013275589,0.0013115641,0.0013143996,0.0022814628,0.0022814628,0.0015058547,0.0012880026,0.0013489462,0.0032749057,0.0032749057,-377.6505,-379.03415,-378.78885,-295.13287,-295.13287,-163.50351,-269.78467,-258.3,-23.544281,-23.544281,60,22,38,88,88
13,0.0013234438,0.0012737091,0.0012801243,0.0022814628,0.0022814628,0.0017366045,0.00133415,0.0013572122,0.0032749057,0.0032749057,-378.0065,-382.3088,-381.75385,-295.13287,-295.13287,-161.65808,-269.59576,-224.03516,-22.643555,-22.643555,60,20,56,88,88
14,0.0013176872,0.0012737091,0.0012801243,0.002281262,0.002281262,0.0017366045,0.00133415,0.0013480199,0.0032952123,0.0032952123,-378.50446,-382.3088,-381.75385,-295.15027,-295.15027,-161.65808,-269.59576,-238.82822,506.97592,506.97592,76,20,49,94,94
15,0.0012955932,0.0012737091,0.0012801243,0.002281262,0.002281262,0.0014020549,0.00133415,0.0013352566,0.0032952123,0.0032952123,-380.4157,-382.3088,-381.75385,-295.15027,-295.15027,-156.4241,-254.30232,-239.15787,506.97592,506.97592,76,25,49,94,94
16,0.001284951,0.0012551353,0.0012737091,0.0022697812,0.0022697812,0.0014096509,0.00133415,0.0013352566,0.0029080466,0.0029080466,-381.3363,-383.91553,-382.3088,-296.1434,-296.1434,-147.67648,-254.30232,-239.15787,3.4028235e38,3.4028235e38,76,25,49,94,94
17,0.001284951,0.0012330994,0.0012542671,0.0020823819,0.0020823819,0.0016643722,0.00133415,0.0013352566,0.003250391,0.003250391,-381.3363,-385.82175,-383.99063,-312.35443,-312.35443,-117.45276,-239.15787,-216.42813,3.4028235e38,3.4028235e38,83,38,49,97,97
18,0.0012849494,0.0012330994,0.0012542671,0.0020650788,0.0020650788,0.001581872,0.0012964252,0.0013365415,0.0028532485,0.0028532485,-381.33646,-385.82175,-383.99063,-313.8512,-313.8512,-134.11719,-232.52411,-216.42813,3.4028235e38,3.4028235e38,84,38,45,97,97
19,0.001284526,0.0012330994,0.0012447945,0.0019407835,0.0019407835,0.0014278617,0.0012964252,0.0013065466,0.0027651426,0.0027651426,-381.37308,-385.82175,-384.81006,-324.6034,-324.6034,-134.11719,-232.52411,-224.44614,3.4028235e38,3.4028235e38,86,36,51,96,96
20,0.0012799129,0.0012255374,0.0012330994,0.0018065863,0.0018065863,0.0014080415,0.0013092334,0.0013198974,0.0019268958,0.0019268958,-381.77216,-386.4759,-385.82175,-336.21216,-336.21216,-134.11719,-263.86755,-239.54956,3.4028235e38,3.4028235e38,86,33,41,96,96
21,0.0012705534,0.0012255374,0.0012330994,0.0018065657,0.0018065657,0.0014067533,0.0013092334,0.0013142108,0.002426267,0.002426267,-382.5818,-386.4759,-385.82175,-336.21393,-336.21393,-95.85694,-263.86755,-240.11015,3.4028235e38,3.4028235e38,91,33,41,98,98
22,0.001263544,0.0012140515,0.001225525,0.0018065657,0.0018065657,0.0014067533,0.0013111464,0.0013142133,0.0020714747,0.0020714747,-383.18814,-387.46948,-386.47696,-336.21393,-336.21393,-93.9979,-263.86755,-240.11015,3.4028235e38,3.4028235e38,91,33,41,100,100
23,0.001263544,0.0011998867,0.0012140515,0.0018065657,0.0018065657,0.0013909874,0.0013115552,0.0013142133,0.0020714747,0.0020714747,-383.18814,-388.69482,-387.46948,-336.21393,-336.21393,-93.9979,-253.90468,-240.11015,3.4028235e38,3.4028235e38,91,33,47,96,96
24,0.001263544,0.0011998867,0.0012054341,0.0018065657,0.0018065657,0.0014240941,0.0013116682,0.0013373786,0.0019266875,0.0019266875,-383.18814,-388.69482,-388.21494,-336.21393,-336.21393,-76.23705,-253.90468,-240.11015,162.90343,162.90343,91,33,47,100,100
25,0.001263116,0.0011998867,0.0012054318,0.0016461835,0.0016461835,0.0014240941,0.0013373683,0.0013490891,0.0017786894,0.0017786894,-383.22516,-388.69482,-388.21515,-350.08783,-350.08783,-129.79558,-253.90468,-227.89667,162.90343,162.90343,89,44,47,100,100
26,0.001263116,0.0011998784,0.0012054318,0.0016461835,0.0016461835,0.0014045616,0.0013018453,0.0013373683,0.0017786894,0.0017786894,-383.22516,-388.69556,-388.21515,-350.08783,-350.08783,-77.28734,-227.89667,-185.07896,162.90343,162.90343,91,44,78,100,100
27,0.001263116,0.0011956702,0.0011958743,0.0016461825,0.0016461825,0.001387804,0.001315217,0.0013337452,0.0017785147,0.0017785147,-383.22516,-389.05957,-389.04193,-350.08792,-350.08792,-97.01697,-228.20804,-197.53548,162.90343,162.90343,92,44,69,100,100
28,0.0012624635,0.0011949043,0.0011958743,0.0015320382,0.0015320382,0.0013899284,0.0013075275,0.0013152176,0.0019981933,0.0019981933,-383.28162,-389.12582,-389.04193,-359.96198,-359.96198,-101.15178,-210.12233,-154.24506,89.54199,89.54199,93,66,69,98,98
29,0.0012486919,0.0011949043,0.0011958743,0.0013886117,0.0013886117,0.0013517417,0.0013075275,0.0013152176,0.0017675596,0.0017675596,-384.4729,-389.12582,-389.04193,-372.3691,-372.3691,-78.569275,-214.36815,-154.24506,3.4028235e38,3.4028235e38,93,60,68,98,98
30,0.0012486919,0.0011903378,0.0011949043,0.0013886117,0.0013886117,0.0014072211,0.0013075275,0.0013337452,0.0017675596,0.0017675596,-384.4729,-389.52084,-389.12582,-372.3691,-372.3691,-78.569275,-214.36815,-116.63783,3.4028235e38,3.4028235e38,93,60,77,98,98
31,0.0012486919,0.001182655,0.0011903378,0.0013117382,0.0013117382,0.0014072211,0.0013075275,0.0013300596,0.0017675596,0.0017675596,-384.4729,-390.18546,-389.52084,-379.0191,-379.0191,-78.569275,-182.43506,-116.63783,3.4028235e38,3.4028235e38,93,64,77,98,98
32,0.0012412989,0.0011826061,0.0011903378,0.0013117336,0.0013117336,0.0013899284,0.0012957309,0.0013300593,0.020445645,0.020445645,-385.11246,-390.18967,-389.52084,-379.01947,-379.01947,-83.42286,-187.83209,-167.8792,89.54199,89.54199,93,64,79,98,98
33,0.0012094068,0.001180717,0.0011903378,0.0012694062,0.0012694062,0.0014058203,0.0012957309,0.0013303022,0.020445645,0.020445645,-387.87128,-390.3531,-389.52084,-382.68103,-382.68103,-74.73577,-230.68465,-167.8792,75.037476,75.037476,95,56,79,98,98
34,0.0012093182,0.0011734498,0.0011875485,0.0012694062,0.0012694062,0.0014394333,0.0013363354,0.0013621307,0.020445645,0.020445645,-387.87894,-390.98175,-389.76215,-382.68103,-382.68103,-94.18998,-230.68465,-167.8792,75.037476,75.037476,95,56,79,98,98
35,0.0012093182,0.0011635564,0.0011875485,0.0012694062,0.0012694062,0.0014058203,0.0013380864,0.0013503137,0.006619502,0.006619502,-387.87894,-391.8376,-389.76215,-382.68103,-382.68103,-50.564224,-230.68465,-116.63783,3.4028235e38,3.4028235e38,95,56,67,98,98
36,0.0012024237,0.0011635558,0.0011875485,0.0012624529,0.0012624529,0.0013904542,0.0013380864,0.0013503138,0.0069349557,0.0069349557,-388.47534,-391.83765,-389.76215,-383.28253,-383.28253,-47.13954,-180.40459,-116.63783,3.4028235e38,3.4028235e38,95,67,81,98,98
37,0.0012024237,0.0011634524,0.0011875485,0.0012624529,0.0012624529,0.0013904542,0.0013380864,0.0013504578,0.006619502,0.006619502,-388.47534,-391.84656,-389.76215,-383.28253,-383.28253,-50.564224,-178.27608,-116.63783,3.4028235e38,3.4028235e38,95,67,83,98,98
38,0.0012024237,0.0011634524,0.0011875485,0.0012624529,0.0012624529,0.0013904542,0.0013380864,0.0013504578,0.006619502,0.006619502,-388.47534,-391.84656,-389.76215,-383.28253,-383.28253,-50.564224,-172.88809,-116.63783,3.4028235e38,3.4028235e38,95,67,83,98,98
39,0.0012024237,0.0011473214,0.0011523871,0.0012554548,0.0012554548,0.0013970514,0.001319263,0.0013388107,0.0026136884,0.0026136884,-388.47534,-393.242,-392.80377,-383.88788,-383.88788,-51.601486,-174.94604,-134.88205,3.4028235e38,3.4028235e38,96,67,83,99,99
40,0.0012023988,0.0011473214,0.0011523871,0.0012554548,0.0012554548,0.0013970514,0.001319263,0.0013388107,0.0026136884,0.0026136884,-388.4775,-393.242,-392.80377,-383.88788,-383.88788,-51.601486,-174.94604,-134.88205,3.4028235e38,3.4028235e38,95,67,83,99,99
41,0.0012023988,0.0011473214,0.0011523871,0.0012554548,0.0012554548,0.0013970514,0.001319263,0.0013252634,0.0026136884,0.0026136884,-388.4775,-393.242,-392.80377,-383.88788,-383.88788,-51.601486,-174.94604,-134.88205,3.4028235e38,3.4028235e38,95,67,83,99,99
42,0.0012023988,0.0011473214,0.0011523871,0.0012554548,0.0012554548,0.0014075933,0.001319263,0.0013270095,0.0026136884,0.0026136884,-388.4775,-393.242,-392.80377,-383.88788,-383.88788,-51.601486,-174.94604,-134.88205,3.4028235e38,3.4028235e38,95,65,83,99,99
43,0.0011967611,0.0011425609,0.0011473214,0.0012540878,0.0012540878,0.0014075933,0.001319263,0.0013565511,0.0026136884,0.0026136884,-388.9652,-393.6538,-393.242,-384.00613,-384.00613,-50.564224,-174.94604,-159.94727,3.4028235e38,3.4028235e38,94,69,82,99,99
44,0.0011967611,0.0011425609,0.0011443404,0.0012493898,0.0012493898,0.0014088129,0.001319263,0.0013495879,0.0026136884,0.0026136884,-388.9652,-393.6538,-393.49988,-384.41254,-384.41254,-50.564224,-174.94604,-132.17264,3.4028235e38,3.4028235e38,96,69,83,99,99
45,0.0011936175,0.0011425609,0.0011443404,0.0012493898,0.0012493898,0.0014088129,0.001319263,0.0013495879,0.0051114406,0.0051114406,-389.23715,-393.6538,-393.49988,-384.41254,-384.41254,-50.564224,-132.17264,-123.09889,3.4028235e38,3.4028235e38,96,69,85,100,100
46,0.0011936175,0.0011425609,0.0011443404,0.0012493841,0.0012493841,0.0014083582,0.001319263,0.0013495879,0.0051114406,0.0051114406,-389.23715,-393.6538,-393.49988,-384.41302,-384.41302,-50.564224,-132.17264,-123.09889,3.4028235e38,3.4028235e38,96,69,85,100,100
47,0.0011936175,0.0011425609,0.0011443404,0.0012493841,0.0012493841,0.0014083582,0.001319263,0.0013495879,0.0049812715,0.0049812715,-389.23715,-393.6538,-393.49988,-384.41302,-384.41302,-50.564224,-155.61983,-143.79306,3.4028235e38,3.4028235e38,94,69,84,99,99
48,0.0011936175,0.0011424233,0.0011425609,0.0012493841,0.0012493841,0.0014394333,0.0013495879,0.0013594572,0.0049812715,0.0049812715,-389.23715,-393.6657,-393.6538,-384.41302,-384.41302,-52.975677,-155.61983,-143.79306,3.4028235e38,3.4028235e38,91,69,84,98,98
49,0.0011936175,0.0011424233,0.0011425609,0.0012493841,0.0012493841,0.0014395168,0.0013495879,0.0013594572,0.0049812715,0.0049812715,-389.23715,-393.6657,-393.6538,-384.41302,-384.41302,-52.975677,-155.61983,-143.79306,3.4028235e38,3.4028235e38,91,69,84,100,100
50,0.0011936175,0.0011424079,0.0011425609,0.0012486574,0.0012486574,0.0013953752,0.0013495879,0.0013594572,0.0019064463,0.0019064463,-389.23715,-393.66705,-393.6538,-384.4759,-384.4759,-36.4189,-144.8873,-123.73999,3.4028235e38,3.4028235e38,97,69,86,100,100
51,0.0011929664,0.0011424079,0.0011425609,0.0012486574,0.0012486574,0.0014495072,0.0013329843,0.0013594572,0.0019064463,0.0019064463,-389.29346,-393.66705,-393.6538,-384.4759,-384.4759,-36.4189,-128.30597,-123.73999,3.4028235e38,3.4028235e38,98,69,89,100,100
52,0.0011906575,0.0011424079,0.0011425609,0.0012463907,0.0012463907,0.0015210717,0.0013594572,0.0013627482,0.002466645,0.002466645,-389.4932,-393.66705,-393.6538,-384.672,-384.672,-67.13728,-141.87128,-128.30597,87.56027,87.56027,96,87,89,100,100
53,0.0011906575,0.0011424079,0.0011425595,0.0012462363,0.0012462363,0.0015210717,0.0013595128,0.0013627509,0.002466645,0.002466645,-389.4932,-393.66705,-393.65393,-384.68533,-384.68533,-52.975677,-130.12311,-123.73999,95.35277,95.35277,95,87,89,100,100
54,0.0011802424,0.0011424079,0.0011425595,0.0012384795,0.0012384795,0.0016440146,0.0013501431,0.0013595128,0.03340134,0.03340134,-390.39417,-393.66705,-393.65393,-385.35632,-385.35632,-56.87918,-157.90324,-137.02289,3.4028235e38,3.4028235e38,96,84,87,100,100
55,0.0011802424,0.0011424079,0.0011425595,0.0012308519,0.0012308519,0.0016440146,0.0013501431,0.0013595128,0.03340134,0.03340134,-390.39417,-393.66705,-393.65393,-386.01617,-386.01617,-49.54448,-157.90324,-123.73999,3.4028235e38,3.4028235e38,96,84,87,100,100
56,0.0011802424,0.0011424079,0.0011425595,0.0012144754,0.0012144754,0.0016440146,0.001341658,0.0013525015,0.03340134,0.03340134,-390.39417,-393.66705,-393.65393,-387.43283,-387.43283,-97.21298,-157.90324,-143.55388,3.4028235e38,3.4028235e38,92,78,84,98,98
57,0.0011802424,0.0011424079,0.0011425595,0.0012144754,0.0012144754,0.0016440146,0.001341658,0.0013525015,0.016955808,0.016955808,-390.39417,-393.66705,-393.65393,-387.43283,-387.43283,-97.21298,-157.90324,-143.55388,3.4028235e38,3.4028235e38,91,78,82,100,100
58,0.0011802424,0.001132243,0.0011424079,0.0012144743,0.0012144743,0.0014781185,0.0013417038,0.0013525015,0.016955808,0.016955808,-390.39417,-394.54636,-393.66705,-387.43292,-387.43292,-99.80156,-157.90324,-140.07002,-3.4049225,-3.4049225,90,79,82,100,100
