-- NEO GP (NSGA2)--
SEED=-1
MAX_LEN=50
POPSIZE=500
TOURNAMENT_SIZE=2
INITIAL_DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
----------------------------------
gen,fevals,|bestfront|,bestloss,obj,nll,dl,func_compl,param_compl,FBF,MSE_train,MSE_test,R2_train,R2_test,size,expression
1,29120,5,17553.32,17262.85,17553.32,17579.324,14.334076,11.6694765,17262.85,4259.2197,3280.3262,0.47831476,0.52513266,8,"sqrt(abs(((-3565.8235 * X6) - (-1492.5139 * X21)))) NeoGP.GaussianLikelihood{Float32} Float32[65.26272]"
2,52214,7,17553.32,17262.85,17553.32,17579.324,14.334076,11.6694765,17262.85,4259.2197,3280.3262,0.47831476,0.52513266,8,"sqrt(abs(((-3565.8235 * X6) - (-1492.5139 * X21)))) NeoGP.GaussianLikelihood{Float32} Float32[65.26272]"
3,77452,7,17131.254,16871.744,17131.254,17183.266,29.11218,22.900185,16871.744,3254.0864,2374.8696,0.60142726,0.6562085,14,"((7.447538 * X6) + (((abs(log(abs(-1.0172861))) ^ (-0.0076944674 * X1)) * -288.97662) - -356.74478)) NeoGP.GaussianLikelihood{Float32} Float32[57.044586]"
4,100734,6,17131.254,16871.744,17131.254,17183.266,29.11218,22.900185,16871.744,3254.0864,2374.8696,0.60142726,0.6562085,14,"((7.447538 * X6) + (((abs(log(abs(-1.0172861))) ^ (-0.0076944674 * X1)) * -288.97662) - -356.74478)) NeoGP.GaussianLikelihood{Float32} Float32[57.044586]"
5,126471,9,17007.93,16756.666,17007.93,17063.508,35.155594,20.421204,16756.666,3007.9565,2256.0627,0.63157415,0.6734073,16,"((8.468649 * X6) + (((abs(log(abs((0.17446414 * X9)))) ^ (0.019929083 * X1)) * -541.29517) - -573.06726)) NeoGP.GaussianLikelihood{Float32} Float32[54.844837]"
6,151240,9,16786.54,16553.008,16786.54,16854.777,46.0517,22.187569,16553.008,2611.8767,1963.3362,0.6800875,0.71578306,20,"(((2.993251 * X6) + (((abs(log(abs((0.044459626 * X9)))) ^ (0.013678093 * X1)) * -686.58923) - -648.4388)) * (0.029699394 * X24)) NeoGP.GaussianLikelihood{Float32} Float32[51.106518]"
7,178059,10,16772.588,16539.307,16772.588,16835.977,46.0517,17.338076,16539.307,2588.7412,1952.5497,0.68292123,0.7173445,20,"(((1.6108444 * X6) + (((abs(log((0.044408858 * X9))) ^ (0.007863624 * X1)) * -695.693) - -677.60376)) * (0.055617053 * X24)) NeoGP.GaussianLikelihood{Float32} Float32[50.879658]"
8,206180,12,16344.194,16132.942,16344.194,16431.748,57.549488,30.003248,16132.942,1969.8578,1629.0116,0.7587244,0.76418066,24,"((-35.18164 * X1) + (((8.987923 * X18) + (19.054821 - (-11.9134655 * X23))) - sqrt(abs(((-9.684738 * X11) + ((0.0017011381 * X6) ^ -4.9115257)))))) NeoGP.GaussianLikelihood{Float32} Float32[44.383083]"
9,233259,14,16054.796,15858.517,16054.796,16144.835,64.47238,25.566853,15858.517,1637.8677,1393.6063,0.7993878,0.7982584,28,"(23.612959 - ((-0.34854642 * X25) * (((-9.986502 * X1) - (-168.54207 + (((-1.4614114 * X6) - (-4.9800806 * X21)) - (-3.473846 * X25)))) + sqrt(abs((5690.6597 * X23)))))) NeoGP.GaussianLikelihood{Float32} Float32[40.470577]"
10,265312,11,16054.796,15858.517,16054.796,16144.835,64.47238,25.566853,15858.517,1637.8677,1393.6063,0.7993878,0.7982584,28,"(23.612959 - ((-0.34854642 * X25) * (((-9.986502 * X1) - (-168.54207 + (((-1.4614114 * X6) - (-4.9800806 * X21)) - (-3.473846 * X25)))) + sqrt(abs((5690.6597 * X23)))))) NeoGP.GaussianLikelihood{Float32} Float32[40.470577]"
11,297561,14,16015.354,15815.173,16015.354,16097.359,59.867214,22.138529,15815.173,1597.1827,1290.627,0.80437106,0.81316596,26,"(374.09137 - (-2.2133887 * (((-14.888921 * X1) - (-110.272194 + (((-3.090834 * X6) - (-7.7464895 * X21)) - (2.8528922 * X25)))) + sqrt(abs((9911.862 * X23)))))) NeoGP.GaussianLikelihood{Float32} Float32[39.964787]"
12,333025,13,16015.354,15815.173,16015.354,16097.359,59.867214,22.138529,15815.173,1597.1827,1290.627,0.80437106,0.81316596,26,"(374.09137 - (-2.2133887 * (((-14.888921 * X1) - (-110.272194 + (((-3.090834 * X6) - (-7.7464895 * X21)) - (2.8528922 * X25)))) + sqrt(abs((9911.862 * X23)))))) NeoGP.GaussianLikelihood{Float32} Float32[39.964787]"
13,368875,17,15887.599,15720.084,15887.599,16007.959,84.486824,35.87311,15720.084,1472.2103,1168.6355,0.8196781,0.8308257,34,"(((-32.871204 * X1) + (((5.0076666 * X18) + (660.84515 - (-12.56353 * X23))) - sqrt(abs(((39809.867 * X6) - (52243.008 * X21)))))) + (((abs((0.008612738 * X3)) ^ (0.0276966 * X1)) * -732.68536) - -1702.1344)) NeoGP.GaussianLikelihood{Float32} Float32[38.369377]"
14,403515,16,15862.3,15700.207,15862.3,15987.859,89.45664,36.10301,15700.207,1448.6472,1161.9044,0.82256424,0.8318001,36,"(((-31.75552 * X1) + (((4.4585323 * X18) + ((9.678656 * X6) - (-12.655689 * X23))) - sqrt(abs(((14338.571 * X6) - (90102.84 * X21)))))) + (((abs((0.0087024905 * X3)) ^ (0.02129244 * X1)) * -1151.3274) - -3321.463)) NeoGP.GaussianLikelihood{Float32} Float32[38.06111]"
15,439768,17,15862.3,15700.207,15862.3,15987.859,89.45664,36.10301,15700.207,1448.6472,1161.9044,0.82256424,0.8318001,36,"(((-31.75552 * X1) + (((4.4585323 * X18) + ((9.678656 * X6) - (-12.655689 * X23))) - sqrt(abs(((14338.571 * X6) - (90102.84 * X21)))))) + (((abs((0.0087024905 * X3)) ^ (0.02129244 * X1)) * -1151.3274) - -3321.463)) NeoGP.GaussianLikelihood{Float32} Float32[38.06111]"
16,476133,15,15788.761,15627.73,15788.761,15913.992,86.32423,38.907425,15627.73,1382.2747,1156.256,0.8306938,0.83261776,36,"(((0.1205339 * X6) + (((abs(log((0.04156165 * X9))) ^ (0.0010497316 * X1)) * -682.7375) - -686.55023)) * ((-3.7203586 * X1) + (((-1110.0933 - (-0.7621387 * X6)) + (942.2393 - (-2.4371603 * X23))) - (-1.2835327 * X18)))) NeoGP.GaussianLikelihood{Float32} Float32[37.17895]"
17,512513,14,15679.2295,15543.962,15679.2295,15815.916,104.36608,32.319836,15543.962,1289.0121,1013.87854,0.84211695,0.8532287,42,"((25.07328 * X6) + (((((-30.48294 * X1) + (((4.0588293 * X18) + (997.6361 - (-10.286564 * X23))) - sqrt(abs(((-39883.418 * X6) - (-9116.109 * X21)))))) - (30.017874 * X13)) - -2271.8677) - ((((-0.0019589781 * X2) * -74.908615) * -6.703678) - 1199.548))) NeoGP.GaussianLikelihood{Float32} Float32[35.902805]"
18,547083,16,15600.151,15460.243,15600.151,15724.939,98.313705,26.475052,15460.243,1225.6158,1126.6676,0.84988195,0.83690107,41,"(((0.0024645594 * X9) - 0.40426174) * (((-4.773505 * X9) - ((((0.93829274 * X6) + -92.82756) * (-109.63099 - (-9.276172 * X4))) + (4891.09 - (((-39.766937 * X18) + (3251.8845 - (52.527397 * X23))) - (11.647953 * X3))))) + (194.47447 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[35.008774]"
19,583174,15,15600.151,15460.243,15600.151,15724.939,98.313705,26.475052,15460.243,1225.6158,1126.6676,0.84988195,0.83690107,41,"(((0.0024645594 * X9) - 0.40426174) * (((-4.773505 * X9) - ((((0.93829274 * X6) + -92.82756) * (-109.63099 - (-9.276172 * X4))) + (4891.09 - (((-39.766937 * X18) + (3251.8845 - (52.527397 * X23))) - (11.647953 * X3))))) + (194.47447 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[35.008774]"
20,621412,14,15585.955,15428.547,15585.955,15713.554,86.32423,41.27439,15428.547,1214.57,961.82526,0.8512349,0.860764,36,"(((0.100357324 * X6) + (((abs(log((0.01844016 * X13))) ^ (0.0026004256 * X1)) * -684.47833) - -684.9866)) * ((-5.75997 * X1) + (((-410.68994 - (-0.3878819 * X6)) + (173.28343 - (-4.7207003 * X23))) - (-1.1050282 * X18)))) NeoGP.GaussianLikelihood{Float32} Float32[34.850666]"
21,658497,18,15585.955,15428.547,15585.955,15713.554,86.32423,41.27439,15428.547,1214.57,961.82526,0.8512349,0.860764,36,"(((0.100357324 * X6) + (((abs(log((0.01844016 * X13))) ^ (0.0026004256 * X1)) * -684.47833) - -684.9866)) * ((-5.75997 * X1) + (((-410.68994 - (-0.3878819 * X6)) + (173.28343 - (-4.7207003 * X23))) - (-1.1050282 * X18)))) NeoGP.GaussianLikelihood{Float32} Float32[34.850666]"
22,698693,21,15497.643,15384.514,15497.643,15669.596,117.49687,54.455853,15384.514,1148.054,1028.5634,0.85938203,0.8511028,49,"(((16.899826 * X6) + (((((1.2989883 * X1) - ((0.14862782 * X23) + ((104.115395 - (2.0351517 * X21)) - (-0.51193804 * X25)))) + (0.05047655 * X11)) * -17.762836) - -2515.0898)) * ((-0.06418211 * X1) + (((-1026.168 - (0.010314038 * X6)) + (1025.3177 - (-0.035756376 * X23))) - (-0.008341899 * X9)))) NeoGP.GaussianLikelihood{Float32} Float32[33.882942]"
23,738654,23,15392.766,15280.404,15392.766,15572.287,119.27552,60.24596,15280.404,1073.7772,983.98694,0.8684797,0.85755587,48,"((((-37.535713 * X13) - ((((-1195.4019 * X6) + ((abs((0.05787597 * X6)) ^ 5.2948713) - -75592.21)) * (0.0014098882 * X4)) + (-6404.6816 - (-29.390232 * X6)))) + (-24.709549 * X1)) + (((2473.2073 - (-12.125492 * X6)) + ((4.3745823 * X9) - (-8.13498 * X23))) - sqrt(abs((-178605.16 * X4))))) NeoGP.GaussianLikelihood{Float32} Float32[32.768524]"
24,778483,26,15392.766,15280.404,15392.766,15572.287,119.27552,60.24596,15280.404,1073.7772,983.98694,0.8684797,0.85755587,48,"((((-37.535713 * X13) - ((((-1195.4019 * X6) + ((abs((0.05787597 * X6)) ^ 5.2948713) - -75592.21)) * (0.0014098882 * X4)) + (-6404.6816 - (-29.390232 * X6)))) + (-24.709549 * X1)) + (((2473.2073 - (-12.125492 * X6)) + ((4.3745823 * X9) - (-8.13498 * X23))) - sqrt(abs((-178605.16 * X4))))) NeoGP.GaussianLikelihood{Float32} Float32[32.768524]"
25,819247,25,15392.766,15280.404,15392.766,15572.287,119.27552,60.24596,15280.404,1073.7772,983.98694,0.8684797,0.85755587,48,"((((-37.535713 * X13) - ((((-1195.4019 * X6) + ((abs((0.05787597 * X6)) ^ 5.2948713) - -75592.21)) * (0.0014098882 * X4)) + (-6404.6816 - (-29.390232 * X6)))) + (-24.709549 * X1)) + (((2473.2073 - (-12.125492 * X6)) + ((4.3745823 * X9) - (-8.13498 * X23))) - sqrt(abs((-178605.16 * X4))))) NeoGP.GaussianLikelihood{Float32} Float32[32.768524]"
26,856547,23,15392.766,15280.404,15392.766,15572.287,119.27552,60.24596,15280.404,1073.7772,983.98694,0.8684797,0.85755587,48,"((((-37.535713 * X13) - ((((-1195.4019 * X6) + ((abs((0.05787597 * X6)) ^ 5.2948713) - -75592.21)) * (0.0014098882 * X4)) + (-6404.6816 - (-29.390232 * X6)))) + (-24.709549 * X1)) + (((2473.2073 - (-12.125492 * X6)) + ((4.3745823 * X9) - (-8.13498 * X23))) - sqrt(abs((-178605.16 * X4))))) NeoGP.GaussianLikelihood{Float32} Float32[32.768524]"
27,896628,25,15392.757,15280.396,15392.757,15574.92,119.27552,62.887367,15280.396,1073.7712,983.8412,0.86848044,0.85757697,48,"((((-37.535748 * X13) - ((((-1195.4003 * X6) + ((abs((0.057876263 * X6)) ^ 5.294892) - -75592.32)) * (0.0014098771 * X4)) + (-6404.6787 - (-29.390285 * X6)))) + (-24.709698 * X1)) + (((2473.2046 - (-12.12544 * X6)) + ((4.3745475 * X9) - (-8.13494 * X23))) - sqrt(abs((-178606.11 * X4))))) NeoGP.GaussianLikelihood{Float32} Float32[32.768444]"
28,937095,26,15392.757,15280.396,15392.757,15574.92,119.27552,62.887367,15280.396,1073.7712,983.8412,0.86848044,0.85757697,48,"((((-37.535748 * X13) - ((((-1195.4003 * X6) + ((abs((0.057876263 * X6)) ^ 5.294892) - -75592.32)) * (0.0014098771 * X4)) + (-6404.6787 - (-29.390285 * X6)))) + (-24.709698 * X1)) + (((2473.2046 - (-12.12544 * X6)) + ((4.3745475 * X9) - (-8.13494 * X23))) - sqrt(abs((-178606.11 * X4))))) NeoGP.GaussianLikelihood{Float32} Float32[32.768444]"
