-- NEO GP (NSGA2)--
SEED=-1
MAX_LEN=50
POPSIZE=500
TOURNAMENT_SIZE=2
INITIAL_DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
----------------------------------
gen,fevals,|bestfront|,bestloss,obj,nll,dl,func_compl,param_compl,FBF,MSE_train,MSE_test,R2_train,R2_test,size,expression
1,31235,8,17396.855,17150.318,17396.855,17464.682,43.944492,23.88107,17150.318,3854.7312,3043.473,0.527858,0.55942005,20,"(-343.76846 + (log(abs((((0.430696 * X1) / (-2.192979 * X25)) * -0.32998085))) / (-0.006091974 / exp(exp((-0.020224562 * X8)))))) NeoGP.GaussianLikelihood{Float32} Float32[62.086422]"
2,52235,8,17325.406,17061.195,17325.406,17384.158,30.761145,27.99026,17061.195,3683.0247,2775.1145,0.5488893,0.59826815,14,"(sqrt(abs((((4.405572e6 * X3) / -888.1279) + (10661.385 * X6)))) - (2.2713518 * X15)) NeoGP.GaussianLikelihood{Float32} Float32[60.687965]"
3,77130,9,16941.73,16682.174,16941.73,16997.21,28.56392,26.916325,16682.174,2883.6096,2132.1213,0.64680463,0.6913493,13,"(sqrt(abs((((5.5472545e6 * X3) / -694.7667) + (10572.056 * X6)))) - sin(17940.107)) NeoGP.GaussianLikelihood{Float32} Float32[53.699245]"
4,99728,8,16941.73,16682.174,16941.73,16997.21,28.56392,26.916325,16682.174,2883.6096,2132.1213,0.64680463,0.6913493,13,"(sqrt(abs((((5.5472545e6 * X3) / -694.7667) + (10572.056 * X6)))) - sin(17940.107)) NeoGP.GaussianLikelihood{Float32} Float32[53.699245]"
5,122814,9,16941.73,16682.174,16941.73,16997.21,28.56392,26.916325,16682.174,2883.6096,2132.1213,0.64680463,0.6913493,13,"(sqrt(abs((((5.5472545e6 * X3) / -694.7667) + (10572.056 * X6)))) - sin(17940.107)) NeoGP.GaussianLikelihood{Float32} Float32[53.699245]"
6,146927,10,16662.492,16467.922,16662.492,16772.238,77.032104,32.715153,16467.922,2413.206,1668.4225,0.70442146,0.7584754,31,"(((-0.77894235 * X14) - (log(abs(1.733819)) - (((sqrt(abs((-26.521597 * X16))) - (0.017953113 * X8)) * ((-0.23398055 * X1) + (-51.71827 * X10))) - (-3081.3696 * X10)))) + (8.968766 * X6)) NeoGP.GaussianLikelihood{Float32} Float32[49.124367]"
7,173921,12,16662.492,16467.922,16662.492,16772.238,77.032104,32.715153,16467.922,2413.206,1668.4225,0.70442146,0.7584754,31,"(((-0.77894235 * X14) - (log(abs(1.733819)) - (((sqrt(abs((-26.521597 * X16))) - (0.017953113 * X8)) * ((-0.23398055 * X1) + (-51.71827 * X10))) - (-3081.3696 * X10)))) + (8.968766 * X6)) NeoGP.GaussianLikelihood{Float32} Float32[49.124367]"
8,201792,13,16577.576,16379.308,16577.576,16702.38,71.81858,52.986107,16379.308,2285.9934,2012.6348,0.7200029,0.7086465,28,"((sqrt(abs((10596.361 * X18))) - (2.4374173 * X11)) + (exp(log(abs((-0.20158644 * X23)))) * (21.920097 + (((0.8130267 * X11) - (3.9578695 * X3)) / (abs(-1.9198387) ^ 0.85605615))))) NeoGP.GaussianLikelihood{Float32} Float32[47.812077]"
9,231227,14,16425.965,16218.048,16425.965,16512.207,62.345276,23.897144,16218.048,2075.31,1678.2423,0.74580824,0.75705385,26,"(((-22.806719 * X14) - ((-7.57833 * X23) - ((4.090507 * ((-7.3644156 * X1) + sqrt(abs((5596.631 * X16))))) - (-5.667618 * X10)))) + (7.3719964 * X6)) NeoGP.GaussianLikelihood{Float32} Float32[45.555565]"
10,262418,15,16200.172,16018.825,16200.172,16308.252,82.00192,26.078415,16018.825,1796.9838,1476.7999,0.77989864,0.7862151,33,"((((-12.23585 * X14) + (13.384984 * X6)) - (-0.7448724 * X11)) + (exp(log(abs((-0.044640195 * X23)))) * ((-0.7127403 * X11) + (((-102990.39 * X11) - (-304242.8 * X3)) / (-84.570755 * X11))))) NeoGP.GaussianLikelihood{Float32} Float32[42.390873]"
