-- NEO GP (NSGA2)--
SEED=-1
MAX_LEN=50
POPSIZE=500
TOURNAMENT_SIZE=2
INITIAL_DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
----------------------------------
gen,fevals,|bestfront|,bestloss,obj,nll,dl,func_compl,param_compl,FBF,MSE_train,MSE_test,R2_train,R2_test,size,expression
1,28621,2,132.16724,120.54516,132.16724,146.75441,6.931472,7.655695,120.54516,295.61,446.71524,0.81244385,0.6815964,5,"((-0.38505158 * X13) - -398.0622) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
2,49346,4,132.16724,120.54516,132.16724,146.75441,6.931472,7.655695,120.54516,295.61,446.71524,0.81244385,0.6815964,5,"((-0.38505158 * X13) - -398.0622) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
3,70548,5,132.16724,120.54516,132.16724,146.75441,6.931472,7.655695,120.54516,295.61,446.71524,0.81244385,0.6815964,5,"((-0.38505158 * X13) - -398.0622) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
4,93173,6,132.16724,120.54516,132.16724,146.75441,6.931472,7.655695,120.54516,295.61,446.71524,0.81244385,0.6815964,5,"((-0.38505158 * X13) - -398.0622) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
5,115432,7,132.16722,120.54515,132.16722,146.7536,6.931472,7.654907,120.54515,295.60995,446.75513,0.81244385,0.681568,5,"((-0.38508937 * X13) - -398.0821) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
6,138397,7,132.16722,120.54515,132.16722,146.7536,6.931472,7.654907,120.54515,295.60995,446.75513,0.81244385,0.681568,5,"((-0.38508937 * X13) - -398.0821) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
7,160360,8,132.16722,120.54515,132.16722,146.7536,6.931472,7.654907,120.54515,295.60995,446.75513,0.81244385,0.681568,5,"((-0.38508937 * X13) - -398.0821) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
8,185203,10,132.16722,120.54515,132.16722,146.7536,6.931472,7.654907,120.54515,295.60995,446.75513,0.81244385,0.681568,5,"((-0.38508937 * X13) - -398.0821) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
9,208899,11,132.16722,120.54515,132.16722,146.7536,6.931472,7.654907,120.54515,295.60995,446.75513,0.81244385,0.681568,5,"((-0.38508937 * X13) - -398.0821) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
10,231381,12,132.16722,120.54515,132.16722,146.7536,6.931472,7.654907,120.54515,295.60995,446.75513,0.81244385,0.681568,5,"((-0.38508937 * X13) - -398.0821) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
11,253462,15,132.16722,120.54515,132.16722,146.7536,6.931472,7.654907,120.54515,295.60995,446.75513,0.81244385,0.681568,5,"((-0.38508937 * X13) - -398.0821) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
12,274072,16,132.16722,120.54515,132.16722,146.7536,6.931472,7.654907,120.54515,295.60995,446.75513,0.81244385,0.681568,5,"((-0.38508937 * X13) - -398.0821) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
13,293538,21,132.16722,120.54515,132.16722,146.7536,6.931472,7.654907,120.54515,295.60995,446.75513,0.81244385,0.681568,5,"((-0.38508937 * X13) - -398.0821) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
14,317281,23,132.16722,120.54515,132.16722,146.7536,6.931472,7.654907,120.54515,295.60995,446.75513,0.81244385,0.681568,5,"((-0.38508937 * X13) - -398.0821) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
15,340636,21,132.16722,120.54515,132.16722,146.7536,6.931472,7.654907,120.54515,295.60995,446.75513,0.81244385,0.681568,5,"((-0.38508937 * X13) - -398.0821) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
16,363895,20,132.16722,120.54515,132.16722,146.7536,6.931472,7.654907,120.54515,295.60995,446.75513,0.81244385,0.681568,5,"((-0.38508937 * X13) - -398.0821) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
17,392289,24,132.16722,120.54515,132.16722,146.7536,6.931472,7.654907,120.54515,295.60995,446.75513,0.81244385,0.681568,5,"((-0.38508937 * X13) - -398.0821) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
18,419520,23,132.16722,120.54515,132.16722,146.7536,6.931472,7.654907,120.54515,295.60995,446.75513,0.81244385,0.681568,5,"((-0.38508937 * X13) - -398.0821) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
