-- NEO GP (NSGA2)--
SEED=-1
MAX_LEN=50
POPSIZE=500
TOURNAMENT_SIZE=2
INITIAL_DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
----------------------------------
gen,fevals,|bestfront|,bestloss,obj,nll,dl,func_compl,param_compl,FBF,MSE_train,MSE_test,R2_train,R2_test,size,expression
1,28478,4,135.66959,123.41847,135.66959,145.15111,6.931472,2.5500436,123.41847,370.5538,688.0207,0.7648941,0.50960207,5,"(-13.801995 / (-0.00013944176 * X13)) NeoGP.GaussianLikelihood{Float32} Float32[19.249773]"
2,47982,5,135.66957,123.41846,135.66957,143.24872,6.931472,0.64768076,123.41846,370.5538,688.0207,0.7648941,0.50960207,5,"(-1461.9735 / (-0.01477034 * X13)) NeoGP.GaussianLikelihood{Float32} Float32[19.249771]"
3,72019,6,135.66957,123.41846,135.66957,143.24872,6.931472,0.64768076,123.41846,370.5538,688.0207,0.7648941,0.50960207,5,"(-1461.9735 / (-0.01477034 * X13)) NeoGP.GaussianLikelihood{Float32} Float32[19.249771]"
4,94683,6,132.16724,120.54516,132.16724,146.75551,6.931472,7.656806,120.54516,295.60995,446.71732,0.81244385,0.68159497,5,"(398.0633 + (-0.38505366 * X13)) NeoGP.GaussianLikelihood{Float32} Float32[17.19331]"
5,119248,7,132.16724,120.54516,132.16724,146.75551,6.931472,7.656806,120.54516,295.60995,446.71732,0.81244385,0.68159497,5,"(398.0633 + (-0.38505366 * X13)) NeoGP.GaussianLikelihood{Float32} Float32[17.19331]"
6,143692,8,132.16724,120.54516,132.16724,146.75551,6.931472,7.656806,120.54516,295.60995,446.71732,0.81244385,0.68159497,5,"(398.0633 + (-0.38505366 * X13)) NeoGP.GaussianLikelihood{Float32} Float32[17.19331]"
7,170000,8,132.16724,120.54516,132.16724,146.75551,6.931472,7.656806,120.54516,295.60995,446.71732,0.81244385,0.68159497,5,"(398.0633 + (-0.38505366 * X13)) NeoGP.GaussianLikelihood{Float32} Float32[17.19331]"
8,194465,8,132.16724,120.54516,132.16724,146.75551,6.931472,7.656806,120.54516,295.60995,446.71732,0.81244385,0.68159497,5,"(398.0633 + (-0.38505366 * X13)) NeoGP.GaussianLikelihood{Float32} Float32[17.19331]"
9,217762,11,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
10,240989,12,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
11,262286,13,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
12,286240,14,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
13,308516,18,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
14,334258,17,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
15,357467,17,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
16,383832,18,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
17,411378,19,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
18,439304,20,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
19,468801,22,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
20,498989,21,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
21,527386,22,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
22,558237,23,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
23,588426,24,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
24,619723,25,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
25,650389,28,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
26,680829,30,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
27,711991,28,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
28,742273,28,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
29,771859,28,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
30,803019,28,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
31,831734,33,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
32,861381,35,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
33,888208,35,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
34,916359,31,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
35,945158,34,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
36,974230,35,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
37,1002140,35,132.16722,120.54515,132.16722,146.75427,6.931472,7.655579,120.54515,295.60995,446.7207,0.81244385,0.6815925,5,"((-0.38505706 * X13) - -398.06506) NeoGP.GaussianLikelihood{Float32} Float32[17.193312]"
