Complexity,Loss,Equation
1,0.0001933735,"0.08786552"
5,9.748357e-5,"(x0 * -0.020089054) - -0.10794094"
6,9.288901e-5,"0.11663821 - (sin(x0) * 0.03864363)"
7,7.6105534e-5,"0.107947186 - ((x0 - x6) * 0.020097753)"
8,7.564968e-5,"0.107947186 - ((x0 - sin(x6)) * 0.020097753)"
9,6.314347e-5,"0.11243549 - ((x0 - (x6 - x1)) * 0.0146973245)"
11,5.1469637e-5,"(0.39688924 - (((x0 - x6) + x1) * 0.048929766)) * 0.28383207"
13,4.4291613e-5,"(0.12085087 - ((x0 - x6) * 0.019678462)) * (0.93652225 - (x1 * 0.08767615))"
14,4.164912e-5,"((0.20097862 - ((x1 - x6) * 0.020097753)) * 0.6040339) - (sin(x0) * 0.030261701)"
16,4.1016487e-5,"((0.20097862 - (((x6 * 1.8826007) - x1) * -0.01748826)) * 0.6040339) - (sin(x0) * 0.030360058)"
17,4.0562296e-5,"sin(((0.20097862 - (((x6 * 1.8826007) - x1) * -0.01748826)) * 0.6040339) - (sin(x0) * 0.030360058))"
18,3.7804053e-5,"((0.20097862 - ((((x4 - x1) + x6) - 0.20097862) * -0.01748826)) * 0.6040339) - (sin(x0) * 0.030261701)"
19,3.4976158e-5,"0.07948337 * (1.0897195 - ((((x1 + (0.36159655 - x4)) - (x6 * 1.8758081)) - powabs(x0, -0.6868769)) * 0.13665423))"
20,3.2724947e-5,"((0.20097862 - (((((x4 - x1) + x6) - 0.20097862) + x6) * -0.01748826)) * 0.6040339) - (sin(x0) * 0.030261701)"
21,3.1805193e-5,"0.080473535 * (1.0894688 - ((((x1 + ((x0 * 0.36159655) - x4)) - (x6 * 1.8735069)) - powabs(x0, -0.683337)) * 0.13760515))"
23,3.128726e-5,"(0.3671497 - (((x1 + ((((x0 * 0.4157167) - x4) - (x6 * 1.8673823)) * 0.9966179)) - powabs(x0, -0.680308)) * 0.044213973)) * 0.23910919"
27,2.7144906e-5,"((x5 * (x0 * -0.106110424)) - 2.059846) * (-0.042539205 - (((x0 * 0.45060086) + (((x1 - x4) - (x6 * 1.861461)) - powabs(x0, -0.65344626))) * -0.005278433))"
29,2.5321255e-5,"(0.07961858 - (((0.08786552 - x0) * x5) * 0.009227129)) * (1.0896585 - (((((x1 + (x0 * 0.3873107)) - x4) - (x6 * 1.8826007)) - powabs(x0, -0.68221897)) * 0.1364399))"
31,2.5250658e-5,"(0.1668138 - ((x5 * -3.7188764) * (x0 * 0.0054615247))) * (0.52647233 - (((((x1 + ((x0 * 0.43055803) + 0.057850283)) - x4) - (x6 * 1.9254384)) - powabs(x0, -0.67932916)) * 0.06351319))"
32,2.492427e-5,"(0.1668138 - ((x5 * -3.7188764) * (sqrtabs(x0) * 0.0054615247))) * (0.52647233 - ((((((x1 + (x0 * 0.43055803)) + 0.057850283) - x4) - (x6 * 1.9254384)) - powabs(x0, -0.67932916)) * 0.06351319))"
34,2.4801848e-5,"(0.0797584 - (((log(powabs(x0, -0.6539234) * 0.3536094) - 0.1668138) * x5) * 0.007809543)) * (1.0898081 - ((((x1 + ((x0 * 0.40367097) - x4)) - (x6 * 1.8907869)) - powabs(x0, -0.68317074)) * 0.13514674))"
38,2.4555737e-5,"(0.0797584 - (((log(powabs(x0, -0.6539234) * 0.3536094) - ((x1 * 0.29324582) + x6)) * x5) * 0.007809543)) * (1.0898081 - ((((x1 + ((x0 * 0.40367097) - x4)) - (x6 * 1.8907869)) - powabs(x0, -0.68317074)) * 0.13514674))"
42,2.4513844e-5,"(0.07961858 - (((log(powabs(x0, -0.68221897) * 0.3873107) - (((x1 * 0.3873107) * powabs(0.3873107, x0)) + x4)) * x5) * 0.009227129)) * (1.0896585 - (((x1 + (((x0 * 0.3873107) - x4) - (x6 * 1.8826007))) - powabs(x0, -0.68221897)) * 0.1364399))"
44,2.4486093e-5,"(0.07961858 - (((log(powabs(x0, -0.68221897) * 0.3873107) - (((x1 * 0.3873107) * powabs(0.3873107, x0)) + (x1 * 0.035634726))) * x5) * 0.009227129)) * (1.0896585 - (((x1 + (((x0 * 0.3873107) - x4) - (x6 * 1.8826007))) - powabs(x0, -0.68221897)) * 0.1364399))"
46,2.438561e-5,"(0.07961858 - ((((log(powabs(x0, -0.77307576) * 0.4635532) - ((x1 * x5) * powabs(0.3873107, x0))) + (x6 * (0.10773766 * x0))) * x5) * 0.009227129)) * (1.0896585 - (((((x1 + (x0 * 0.3873107)) - x4) - (x6 * 1.8826007)) - powabs(x0, -0.68221897)) * 0.1364399))"
50,2.435732e-5,"(0.07961858 - ((((log(powabs(x0, -0.77307576) * 0.4635532) - ((x1 * x5) * powabs(0.3873107, x0))) + ((x0 * x0) * ((x0 * x0) * 0.009227129))) * x5) * 0.009227129)) * (1.0896585 - (((((x1 + (x0 * 0.3873107)) - x4) - (x6 * 1.8826007)) - powabs(x0, -0.68221897)) * 0.1364399))"
