id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((((Sqrt(Abs(x1)) * ((Abs(t0) ^ x3) * Sin(x2))) / (t1 / x2)) - (x3 * t2)) - t3),-1.7890620276328304;-1.1199876895985306;-7.111462288796234e-2;-7.566413054842993,19,1.8065409515151765e-3,3.0711309184133498e-3,0.9872330129117689,0.9806965430811415
