-- NEO GP (NSGA2)--
SEED=-1
MAX_LEN=50
POPSIZE=500
TOURNAMENT_SIZE=2
INITIAL_DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
----------------------------------
gen,fevals,|bestfront|,bestloss,obj,nll,dl,func_compl,param_compl,FBF,MSE_train,MSE_test,R2_train,R2_test,size,expression
1,21072,6,395.8631,384.35843,395.8631,407.18045,5.5451775,5.772188,384.35843,0.63108104,0.80800307,0.10008198,0.14574838,4,"sqrt(abs((-1.5157075 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[0.7944061]"
2,39499,8,395.8631,384.35843,395.8631,407.18045,5.5451775,5.772188,384.35843,0.63108104,0.80800307,0.10008198,0.14574838,4,"sqrt(abs((-1.5157075 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[0.7944061]"
3,60209,11,395.8631,384.35843,395.8631,407.18045,5.5451775,5.772188,384.35843,0.63108104,0.80800307,0.10008198,0.14574838,4,"sqrt(abs((-1.5157075 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[0.7944061]"
4,81717,11,395.8631,384.35843,395.8631,407.18045,5.5451775,5.772188,384.35843,0.63108104,0.80800307,0.10008198,0.14574838,4,"sqrt(abs((-1.5157075 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[0.7944061]"
5,104628,13,395.8631,384.35843,395.8631,407.18045,5.5451775,5.772188,384.35843,0.63108104,0.80800307,0.10008198,0.14574838,4,"sqrt(abs((-1.5157075 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[0.7944061]"
6,128259,14,395.8631,384.35843,395.8631,407.18045,5.5451775,5.772188,384.35843,0.63108104,0.80800307,0.10008198,0.14574838,4,"sqrt(abs((-1.5157075 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[0.7944061]"
7,152296,13,380.1842,380.6493,380.1842,401.57693,14.334076,7.05865,380.6493,0.5743659,0.8435529,0.1809575,0.108163714,8,"log(abs(((-5.3017054 * X1) + (3.2000687 * X3)))) NeoGP.GaussianLikelihood{Float32} Float32[0.7578692]"
8,178129,15,380.1842,380.6493,380.1842,401.57693,14.334076,7.05865,380.6493,0.5743659,0.8435529,0.1809575,0.108163714,8,"log(abs(((-5.3017054 * X1) + (3.2000687 * X3)))) NeoGP.GaussianLikelihood{Float32} Float32[0.7578692]"
9,204602,17,380.1842,380.6493,380.1842,401.57693,14.334076,7.05865,380.6493,0.5743659,0.8435529,0.1809575,0.108163714,8,"log(abs(((-5.3017054 * X1) + (3.2000687 * X3)))) NeoGP.GaussianLikelihood{Float32} Float32[0.7578692]"
10,235185,22,380.1842,380.6493,380.1842,401.57693,14.334076,7.05865,380.6493,0.5743659,0.8435529,0.1809575,0.108163714,8,"log(abs(((-5.3017054 * X1) + (3.2000687 * X3)))) NeoGP.GaussianLikelihood{Float32} Float32[0.7578692]"
11,265288,23,380.1842,380.6493,380.1842,401.57693,14.334076,7.05865,380.6493,0.5743659,0.8435529,0.1809575,0.108163714,8,"log(abs(((-5.3017054 * X1) + (3.2000687 * X3)))) NeoGP.GaussianLikelihood{Float32} Float32[0.7578692]"
12,298019,24,380.18414,380.64926,380.18414,401.5772,14.334076,7.0590043,380.64926,0.57436574,0.84359634,0.18095773,0.10811782,8,"log(abs(((-5.302947 * X1) + (3.2018733 * X3)))) NeoGP.GaussianLikelihood{Float32} Float32[0.7578692]"
13,329133,29,380.18414,380.64926,380.18414,401.5772,14.334076,7.0590043,380.64926,0.57436574,0.84359634,0.18095773,0.10811782,8,"log(abs(((-5.302947 * X1) + (3.2018733 * X3)))) NeoGP.GaussianLikelihood{Float32} Float32[0.7578692]"
14,363417,24,380.18414,380.64926,380.18414,401.5772,14.334076,7.0590043,380.64926,0.57436574,0.84359634,0.18095773,0.10811782,8,"log(abs(((-5.302947 * X1) + (3.2018733 * X3)))) NeoGP.GaussianLikelihood{Float32} Float32[0.7578692]"
15,397798,25,380.18414,380.64926,380.18414,401.5772,14.334076,7.0590043,380.64926,0.57436574,0.84359634,0.18095773,0.10811782,8,"log(abs(((-5.302947 * X1) + (3.2018733 * X3)))) NeoGP.GaussianLikelihood{Float32} Float32[0.7578692]"
16,434329,22,380.18414,380.64926,380.18414,401.5772,14.334076,7.0590043,380.64926,0.57436574,0.84359634,0.18095773,0.10811782,8,"log(abs(((-5.302947 * X1) + (3.2018733 * X3)))) NeoGP.GaussianLikelihood{Float32} Float32[0.7578692]"
17,472585,22,380.18414,380.64926,380.18414,401.5772,14.334076,7.0590043,380.64926,0.57436574,0.84359634,0.18095773,0.10811782,8,"log(abs(((-5.302947 * X1) + (3.2018733 * X3)))) NeoGP.GaussianLikelihood{Float32} Float32[0.7578692]"
