gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,197.50722,58.96156,64.24378,1262.9238,1277.9677,161.48924,47.126404,50.269787,885.2727,899.6557,17059.669921875,14521.001953125,14701.1796875,20956.029296875,20980.896484375,17072.28125,14577.4130859375,14734.7509765625,20988.951171875,21006.552734375,9.656628,3.295837,3.295837,30.761145,32.95837,11.668489,7.6010485,8.30926,22.515429,27.376396,6,3,3,15,16,9.0,8.189189,8.486486,9.694445,9.95
2,91.85478,57.728962,58.89772,197.50732,610.44965,72.32295,46.304813,46.840565,161.67133,453.01233,15451.98046875,14476.6357421875,14518.7275390625,17059.669921875,19429.3515625,15556.8623046875,14532.5234375,14571.255859375,17127.51171875,20489.25,16.09438,3.295837,6.931472,33.08047,41.74727,16.37398,9.316395,9.316396,28.895805,39.61248,9,3,5,16,19,10.18868,9.222222,9.415094,11.306452,11.622951
3,63.342224,53.558952,57.35705,111.22937,197.50716,49.846394,44.430847,46.18236,101.931885,161.48924,14671.5009765625,14319.185546875,14463.0625,15853.890625,17059.66796875,14738.7216796875,14478.0986328125,14519.5703125,17072.28125,3.4028234663852886e38,24.953299,6.931472,6.931472,43.944492,52.73339,19.423758,11.525547,13.747322,38.180748,3.4028235e38,12,5,5,20,25,11.693334,10.253968,10.625,13.1645565,13.706667
4,59.29625,44.2246,52.493458,83.44937,107.78767,47.399055,32.702534,43.697655,65.76029,85.90684,14532.8896484375,13917.0322265625,14276.98828125,15250.4462890625,15787.884765625,14590.826171875,14285.43359375,14401.375,15731.2578125,16253.537109375,27.03274,6.931472,9.704061,52.73339,70.31119,21.879524,11.999217,14.550797,47.41117,73.82203,13,5,7,25,31,13.068182,11.4,11.785714,14.8494625,15.4
5,58.65163,37.82827,45.283062,65.438034,83.44937,46.84053,30.72898,39.23006,53.186928,62.574554,14509.9345703125,13588.9609375,13966.7021484375,14739.859375,15250.4453125,14574.009765625,13961.2568359375,14136.7353515625,15573.779296875,3.4028234663852886e38,33.08047,11.266066,12.875504,74.85989,79.13055,24.748217,11.635723,14.879496,65.55668,3.4028235e38,16,7,8,32,35,14.541667,12.322222,12.777778,16.87288,17.56
6,57.683613,27.003685,37.82827,63.258163,63.93273,46.489017,22.384754,32.010628,50.83665,57.566254,14474.986328125,12881.0849609375,13588.9609375,14668.712890625,14690.9873046875,14558.15234375,13712.283203125,13990.345703125,3.4028234663852886e38,3.4028234663852886e38,37.429947,12.875504,17.917595,78.287895,94.40599,28.24761,14.530336,14.96302,3.4028235e38,3.4028235e38,18,8,10,34,41,16.243479,13.454545,13.913462,18.830645,19.436619
7,54.960583,23.275263,32.603153,59.71993,61.506042,46.136192,21.139841,22.829027,50.83665,59.725063,14373.4365234375,12569.0634765625,13276.80078125,14547.83984375,14609.7265625,14531.4072265625,13483.3193359375,13621.2587890625,3.4028234663852886e38,3.4028234663852886e38,46.141716,16.125835,20.922693,85.19565,100.7116,31.670729,15.010888,16.831413,3.4028235e38,3.4028235e38,22,9,11,36,42,17.726618,14.910569,15.16,20.656443,21.257484
8,51.87269,22.324438,28.548508,58.800785,59.649216,43.30821,19.791645,22.384754,49.3679,69.401306,14252.005859375,12481.474609375,12997.9111328125,14515.267578125,14545.3515625,14507.4521484375,13306.9267578125,13595.9453125,3.4028234663852886e38,3.4028234663852886e38,52.753696,17.917595,23.350922,92.1034,114.3057,36.250237,14.967418,17.253342,3.4028235e38,3.4028235e38,24,10,13,40,46,19.244047,16.046154,16.304964,22.184525,22.804878
9,45.283062,19.503777,25.511576,57.97885,59.37166,40.64465,18.255169,21.634178,50.525444,142.2432,13966.7021484375,12197.8193359375,12761.720703125,14485.7060546875,14535.556640625,14503.9736328125,12797.66796875,13360.73828125,3.4028234663852886e38,3.4028234663852886e38,62.345276,23.350922,27.242743,110.303185,117.49687,42.686253,14.967418,20.229237,3.4028235e38,3.4028235e38,27,12,14,46,49,20.66854,17.034246,17.45139,23.677595,24.595455
10,43.66808,16.15911,22.025776,57.742393,58.665863,38.07404,13.629165,20.510447,47.176975,69.401306,13890.439453125,11802.7578125,12453.189453125,14477.125,14510.443359375,14429.3076171875,12711.2421875,13054.3212890625,3.4028234663852886e38,3.4028234663852886e38,64.462685,28.56392,33.271065,116.79061,127.08845,41.11396,20.126331,22.463587,3.4028235e38,3.4028235e38,29,13,16,47,53,22.0,18.466257,18.745222,25.245283,26.088495
11,41.390934,15.967135,19.503777,57.373585,57.70868,36.58766,13.629165,17.236498,46.420986,47.175014,13777.97265625,11777.66015625,12197.8193359375,14463.66796875,14475.8984375,14329.1357421875,12597.2998046875,12811.08984375,3.4028234663852886e38,3.4028234663852886e38,69.07755,31.134562,35.155594,117.49687,131.88425,41.940567,20.126331,22.153534,3.4028235e38,3.4028235e38,30,15,16,48,55,23.242268,19.367817,20.210526,27.320347,28.051064
